ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YHR046C,INM1,0,0,0,0.144181,0.057065,,,4501,0.027027027,0.042046014, GO:0005975:carbohydrate metabolic process;  GO:0005996:monosaccharide metabolic process;  GO:0006020:inositol metabolic process;  GO:0006066:alcohol metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016311:dephosphorylation;  GO:0019318:hexose metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0046838:phosphorylated carbohydrate dephosphorylation;  GO:0046855:inositol phosphate dephosphorylation; 
YER176W,ECM32,0,0,0,0.164963,0.051613,,,3334,0.032477341,0.042045171, GO:0006412:translation;  GO:0006415:translational termination;  GO:0006417:regulation of translation;  GO:0006449:regulation of translational termination;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009889:regulation of biosynthetic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019222:regulation of metabolic process;  GO:0019538:protein metabolic process;  GO:0022411:cellular component disassembly;  GO:0031323:regulation of cellular metabolic process;  GO:0031326:regulation of cellular biosynthetic process;  GO:0032984:macromolecular complex disassembly;  GO:0043170:macromolecule metabolic process;  GO:0043241:protein complex disassembly;  GO:0043624:cellular protein complex disassembly;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051246:regulation of protein metabolic process;  GO:0065007:biological regulation; 
YLL013C,PUF3,0,0,1,0.180812,0.063645,0.932326,0.030808264,3482,0.031666067,0.042039777," GO:0000288:mRNA catabolic process, deadenylation-dependent decay;  GO:0006091:generation of precursor metabolites and energy;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006401:RNA catabolic process;  GO:0006402:mRNA catabolic process;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009057:macromolecule catabolic process;  GO:0009060:aerobic respiration;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016071:mRNA metabolic process;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043285:biopolymer catabolic process;  GO:0043487:regulation of RNA stability;  GO:0043488:regulation of mRNA stability;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044248:cellular catabolic process;  GO:0044265:cellular macromolecule catabolic process;  GO:0045333:cellular respiration;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051179:localization;  GO:0051252:regulation of RNA metabolic process;  GO:0051640:organelle localization;  GO:0051641:cellular localization;  GO:0051646:mitochondrion localization;  GO:0065007:biological regulation; "
YMR209C,YMR209C,1,0,0,0.15416,0.0437,1.77731,0.041908446,1878,0.04048583,0.042031425, GO:0008150:biological_process; 
YLR094C,GIS3,0,0,0,0.153141,0.042394,,,1831,0.041666667,0.042030334, GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0008150:biological_process;  GO:0009987:cellular process; 
YGL251C,HFM1,0,0,0,0.150746,0.061527,0.992609,0.031902773,3256,0.032659409,0.042029727," GO:0000279:M phase;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006260:DNA replication;  GO:0006261:DNA-dependent DNA replication;  GO:0006268:DNA unwinding during replication;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007049:cell cycle;  GO:0007126:meiosis;  GO:0007127:meiosis I;  GO:0007129:synapsis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0032392:DNA geometric change;  GO:0032508:DNA duplex unwinding;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0051276:chromosome organization and biogenesis;  GO:0051321:meiotic cell cycle;  GO:0051327:M phase of meiotic cell cycle; "
YLR148W,PEP3,0,0,0,0.151444,0.042048,1.12729,0.034632035,1307,0.049394222,0.042024752," GO:0000723:telomere maintenance;  GO:0006810:transport;  GO:0006887:exocytosis;  GO:0006892:post-Golgi vesicle-mediated transport;  GO:0006895:Golgi to endosome transport;  GO:0006904:vesicle docking during exocytosis;  GO:0006944:membrane fusion;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007033:vacuole organization and biogenesis;  GO:0007034:vacuolar transport;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0016197:endosome transport;  GO:0022406:membrane docking;  GO:0032200:telomere organization and biogenesis;  GO:0032940:secretion by cell;  GO:0042144:vacuole fusion, non-autophagic;  GO:0042221:response to chemical stimulus;  GO:0042493:response to drug;  GO:0045045:secretory pathway;  GO:0045324:late endosome to vacuole transport;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0048278:vesicle docking;  GO:0050896:response to stimulus;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051276:chromosome organization and biogenesis;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YDR173C,ARG82,0,0,0,0.172669,0.056452,1.59285,0.03956044,3794,0.030033003,0.042015148," GO:0000051:urea cycle intermediate metabolic process;  GO:0000122:negative regulation of transcription from RNA polymerase II promoter;  GO:0006082:organic acid metabolic process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006355:regulation of transcription, DNA-dependent;  GO:0006357:regulation of transcription from RNA polymerase II promoter;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0006519:amino acid and derivative metabolic process;  GO:0006520:amino acid metabolic process;  GO:0006525:arginine metabolic process;  GO:0006629:lipid metabolic process;  GO:0006643:membrane lipid metabolic process;  GO:0006644:phospholipid metabolic process;  GO:0006650:glycerophospholipid metabolic process;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009064:glutamine family amino acid metabolic process;  GO:0009308:amine metabolic process;  GO:0009892:negative regulation of metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0016310:phosphorylation;  GO:0016481:negative regulation of transcription;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019220:regulation of phosphate metabolic process;  GO:0019222:regulation of metabolic process;  GO:0019752:carboxylic acid metabolic process;  GO:0030258:lipid modification;  GO:0030384:phosphoinositide metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031324:negative regulation of cellular metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0042221:response to chemical stimulus;  GO:0042493:response to drug;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process;  GO:0045449:regulation of transcription;  GO:0045892:negative regulation of transcription, DNA-dependent;  GO:0045934:negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0046834:lipid phosphorylation;  GO:0046854:phosphoinositide phosphorylation;  GO:0048519:negative regulation of biological process;  GO:0048523:negative regulation of cellular process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0050896:response to stimulus;  GO:0051174:regulation of phosphorus metabolic process;  GO:0065007:biological regulation; "
YDR487C,RIB3,0,0,0,0.172267,0.0547,1.16619,0.034836981,2452,0.036503856,0.042013612, GO:0006091:generation of precursor metabolites and energy;  GO:0006766:vitamin metabolic process;  GO:0006767:water-soluble vitamin metabolic process;  GO:0006771:riboflavin metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009060:aerobic respiration;  GO:0009110:vitamin biosynthetic process;  GO:0009231:riboflavin biosynthetic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0042364:water-soluble vitamin biosynthetic process;  GO:0042726:riboflavin and derivative metabolic process;  GO:0042727:riboflavin and derivative biosynthetic process;  GO:0044237:cellular metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0045333:cellular respiration; 
YJL197W,UBP12,1,0,0,0.157665,0.044659,1.14357,0.034740545,1492,0.046610169,0.042003238, GO:0008150:biological_process; 
YDL024C,DIA3,0,0,0,0.176684,0.059087,,,5189,0.024908425,0.041997713, GO:0000902:cell morphogenesis;  GO:0001403:invasive growth (sensu Saccharomyces);  GO:0007124:pseudohyphal growth;  GO:0008150:biological_process;  GO:0008361:regulation of cell size;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016049:cell growth;  GO:0030447:filamentous growth;  GO:0032502:developmental process;  GO:0032989:cellular structure morphogenesis;  GO:0040007:growth;  GO:0048856:anatomical structure development;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; 
YOR234C,RPL33B,0,0,0,0.058503,0.025615,5.67808,0.072351421,4293,0.028023599,0.041996673, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YDR027C,VPS54,0,0,0,0.162495,0.044158,1.22177,0.035880708,1535,0.045948204,0.041995637," GO:0000723:telomere maintenance;  GO:0006810:transport;  GO:0006892:post-Golgi vesicle-mediated transport;  GO:0006896:Golgi to vacuole transport;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007034:vacuolar transport;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0016197:endosome transport;  GO:0032200:telomere organization and biogenesis;  GO:0032940:secretion by cell;  GO:0042147:retrograde transport, endosome to Golgi;  GO:0045045:secretory pathway;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051276:chromosome organization and biogenesis;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YNL274C,GOR1,0,0,0,0.141024,0.038374,2.06884,0.044274809,1669,0.04331307,0.041987293, GO:0006081:aldehyde metabolic process;  GO:0006082:organic acid metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009436:glyoxylate catabolic process;  GO:0009987:cellular process;  GO:0016054:organic acid catabolic process;  GO:0019752:carboxylic acid metabolic process;  GO:0032787:monocarboxylic acid metabolic process;  GO:0044237:cellular metabolic process;  GO:0044248:cellular catabolic process;  GO:0046185:aldehyde catabolic process;  GO:0046395:carboxylic acid catabolic process;  GO:0046487:glyoxylate metabolic process; 
YER168C,CCA1,0,0,0,0.168764,0.053788,1.01475,0.032308291,1975,0.039855072,0.041983788," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006399:tRNA metabolic process;  GO:0006400:tRNA modification;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009451:RNA modification;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YLR213C,CRR1,0,0,0,0.172669,0.05573,,,4257,0.028206651,0.041968326, GO:0000003:reproduction;  GO:0007047:cell wall organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0030435:sporulation;  GO:0030437:sporulation (sensu Fungi);  GO:0030476:spore wall assembly (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0042244:spore wall assembly;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0048468:cell development;  GO:0048610:reproductive cellular process;  GO:0048622:reproductive sporulation;  GO:0048869:cellular developmental process;  GO:0051301:cell division; 
YML002W,YML002W,1,0,0,0.15416,0.063272,0.860778,0.030446549,3384,0.032185629,0.041968059, GO:0008150:biological_process; 
YER054C,GIP2,0,0,0,0.212335,0.062361,1.28768,0.037218413,4673,0.026322931,0.041967448, GO:0005975:carbohydrate metabolic process;  GO:0005976:polysaccharide metabolic process;  GO:0005977:glycogen metabolic process;  GO:0006073:glucan metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006112:energy reserve metabolic process;  GO:0006464:protein modification process;  GO:0006470:protein amino acid dephosphorylation;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016311:dephosphorylation;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0044264:cellular polysaccharide metabolic process;  GO:0044267:cellular protein metabolic process; 
YER074W-A,YOS1,0,0,0,0.168764,0.070524,0.992365,0.031902773,5864,0.023461709,0.041962827, GO:0006810:transport;  GO:0006888:ER to Golgi vesicle-mediated transport;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0032940:secretion by cell;  GO:0045045:secretory pathway;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YCR094W,CDC50,0,0,0,0.174303,0.046458,1.50338,0.03956044,2092,0.039855072,0.041957837, GO:0000080:G1 phase of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0006629:lipid metabolic process;  GO:0006643:membrane lipid metabolic process;  GO:0006644:phospholipid metabolic process;  GO:0006810:transport;  GO:0006869:lipid transport;  GO:0006897:endocytosis;  GO:0007049:cell cycle;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0010324:membrane invagination;  GO:0015914:phospholipid transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process;  GO:0045332:phospholipid translocation;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051318:G1 phase;  GO:0051325:interphase;  GO:0051329:interphase of mitotic cell cycle;  GO:0051641:cellular localization;  GO:0051666:actin cortical patch localization; 
YDR109C,YDR109C,1,0,0,0.164963,0.068844,0.968048,0.031319911,4835,0.025701547,0.041955153, GO:0008150:biological_process; 
YBR130C,SHE3,0,0,0,0.084507,0.028603,0.681875,0.027377522,718,0.069883527,0.041954683," GO:0000003:reproduction;  GO:0003006:reproductive developmental process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006310:DNA recombination;  GO:0006312:mitotic recombination;  GO:0006403:RNA localization;  GO:0006996:organelle organization and biogenesis;  GO:0007029:endoplasmic reticulum organization and biogenesis;  GO:0007530:sex determination;  GO:0007531:mating type determination;  GO:0007533:mating type switching;  GO:0007534:gene conversion at mating-type locus;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008298:intracellular mRNA localization;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022414:reproductive process;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0033036:macromolecule localization;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0048308:organelle inheritance;  GO:0048309:endoplasmic reticulum inheritance;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051179:localization; "
YIL102C,YIL102C,1,0,0,0.161265,0.067234,1.11957,0.034290613,5532,0.024300779,0.041941797, GO:0008150:biological_process; 
YDR505C,PSP1,1,0,0,0.176684,0.058874,0.871766,0.030446549,2460,0.036503856,0.041941468, GO:0008150:biological_process; 
YKL038W,RGT1,0,0,0,0.15416,0.0437,1.04671,0.032727273,1354,0.049394222,0.041940498," GO:0005975:carbohydrate metabolic process;  GO:0005996:monosaccharide metabolic process;  GO:0006006:glucose metabolic process;  GO:0006066:alcohol metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006810:transport;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008643:carbohydrate transport;  GO:0008645:hexose transport;  GO:0009892:negative regulation of metabolic process;  GO:0009987:cellular process;  GO:0015749:monosaccharide transport;  GO:0015758:glucose transport;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016481:negative regulation of transcription;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0019318:hexose metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031324:negative regulation of cellular metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0045449:regulation of transcription;  GO:0045934:negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0046323:glucose import;  GO:0046324:regulation of glucose import;  GO:0048519:negative regulation of biological process;  GO:0048523:negative regulation of cellular process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051049:regulation of transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0065007:biological regulation; "
YER074W,RPS24A,0,0,0,0.102023,0.031319,4.78017,0.068907563,4859,0.025574113,0.041933559, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YDR208W,MSS4,0,0,0,0.181433,0.048348,0.817566,0.03,1455,0.04745167,0.041933223, GO:0000003:reproduction;  GO:0006996:organelle organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007015:actin filament organization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0030154:cell differentiation;  GO:0030435:sporulation;  GO:0030437:sporulation (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0045011:actin cable formation;  GO:0048610:reproductive cellular process;  GO:0048622:reproductive sporulation;  GO:0048869:cellular developmental process;  GO:0051017:actin filament bundle formation;  GO:0051301:cell division; 
YLR043C,TRX1,0,0,0,0.126392,0.036357,2.4584,0.049586777,2084,0.039855072,0.04193295," GO:0000011:vacuole inheritance;  GO:0000103:sulfate assimilation;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006260:DNA replication;  GO:0006261:DNA-dependent DNA replication;  GO:0006790:sulfur metabolic process;  GO:0006791:sulfur utilization;  GO:0006800:oxygen and reactive oxygen species metabolic process;  GO:0006810:transport;  GO:0006888:ER to Golgi vesicle-mediated transport;  GO:0006890:retrograde vesicle-mediated transport, Golgi to ER;  GO:0006944:membrane fusion;  GO:0006950:response to stress;  GO:0006979:response to oxidative stress;  GO:0006996:organelle organization and biogenesis;  GO:0007033:vacuole organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0019725:cell homeostasis;  GO:0030503:regulation of cell redox homeostasis;  GO:0032940:secretion by cell;  GO:0042144:vacuole fusion, non-autophagic;  GO:0042221:response to chemical stimulus;  GO:0042592:homeostatic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0045045:secretory pathway;  GO:0045454:cell redox homeostasis;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0048308:organelle inheritance;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0050896:response to stimulus;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; "
YJL148W,RPA34,0,0,0,0.210055,0.061555,1.4184,0.038891849,4982,0.025348542,0.041931797," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006360:transcription from RNA polymerase I promoter;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0032774:RNA biosynthetic process;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YPR095C,SYT1,0,0,0,0.161265,0.065182,0.827981,0.030042918,3689,0.030563187,0.041929368, GO:0006810:transport;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0032940:secretion by cell;  GO:0045045:secretory pathway;  GO:0046903:secretion;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YGR068C,YGR068C,1,0,0,0.176684,0.058874,,,5180,0.024957181,0.041915591, GO:0008150:biological_process; 
YLR019W,PSR2,0,0,0,0.137948,0.052441,1.07129,0.033429633,1966,0.039855072,0.041908568, GO:0006950:response to stress;  GO:0008150:biological_process;  GO:0050896:response to stimulus; 
YHR158C,KEL1,0,0,0,0.106651,0.036866,1.70045,0.041401274,1457,0.04745167,0.041906315, GO:0000003:reproduction;  GO:0000074:regulation of progression through cell cycle;  GO:0000087:M phase of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0000279:M phase;  GO:0000746:conjugation;  GO:0000747:conjugation with cellular fusion;  GO:0000755:cytogamy;  GO:0000902:cell morphogenesis;  GO:0001100:negative regulation of exit from mitosis;  GO:0006944:membrane fusion;  GO:0007049:cell cycle;  GO:0007067:mitosis;  GO:0007088:regulation of mitosis;  GO:0007096:regulation of exit from mitosis;  GO:0008150:biological_process;  GO:0008360:regulation of cell shape;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0019953:sexual reproduction;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0022603:regulation of anatomical structure morphogenesis;  GO:0022604:regulation of cell morphogenesis;  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0032989:cellular structure morphogenesis;  GO:0045026:plasma membrane fusion;  GO:0048610:reproductive cellular process;  GO:0048856:anatomical structure development;  GO:0050789:regulation of biological process;  GO:0050793:regulation of developmental process;  GO:0050794:regulation of cellular process;  GO:0051301:cell division;  GO:0051704:multi-organism process;  GO:0051726:regulation of cell cycle;  GO:0065007:biological regulation; 
YPL216W,YPL216W,1,0,0,0.164963,0.067767,0.620782,0.026884701,3628,0.031064572,0.041905424, GO:0008150:biological_process; 
YGL023C,PIB2,0,0,0,0.137948,0.052505,,,3561,0.03127221,0.041888605, GO:0006810:transport;  GO:0008150:biological_process;  GO:0016192:vesicle-mediated transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YDL231C,BRE4,0,0,0,0.157665,0.064593,0.812464,0.03,3627,0.031064572,0.041885857, GO:0006810:transport;  GO:0006897:endocytosis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0010324:membrane invagination;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YMR086W,YMR086W,1,0,0,0.160602,0.043854,1.45726,0.039322774,1757,0.042462845,0.041879873, GO:0008150:biological_process; 
YKL138C-A,HSK3,0,0,0,0.150746,0.059928,,,5716,0.023798833,0.041863417, GO:0000226:microtubule cytoskeleton organization and biogenesis;  GO:0000278:mitotic cell cycle;  GO:0006996:organelle organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007017:microtubule-based process;  GO:0007049:cell cycle;  GO:0007051:spindle organization and biogenesis;  GO:0007052:mitotic spindle organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022402:cell cycle process;  GO:0030472:mitotic spindle organization and biogenesis in nucleus;  GO:0031109:microtubule polymerization or depolymerization;  GO:0031110:regulation of microtubule polymerization or depolymerization;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051128:regulation of cellular component organization and biogenesis;  GO:0065007:biological regulation; 
