Gene,Rank,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YPR182W,2976,0,1,0,221,2512,2298,70,0.49382474,0.08086352,0.759450172,0.522245322,0.477754678
YGR113W,2977,0,1,0,221,2513,2297,70,0.4936287,0.080833943,0.759450172,0.522453222,0.477546778
YKL218C,2978,0,1,0,221,2514,2296,70,0.49343266,0.080804388,0.759450172,0.522661123,0.477338877
YKR101W,2979,0,1,0,221,2515,2295,70,0.49323662,0.080774854,0.759450172,0.522869023,0.477130977
YGR271W,2980,0,1,0,221,2516,2294,70,0.49304058,0.080745342,0.759450172,0.523076923,0.476923077
YER152C,2981,0,0,1,221,2516,2294,70,0.49304058,0.080745342,0.759450172,0.523076923,0.476923077
YHR104W,2982,0,1,0,221,2517,2293,70,0.49284454,0.080715851,0.759450172,0.523284823,0.476715177
YPR171W,2983,0,1,0,221,2518,2292,70,0.4926485,0.080686382,0.759450172,0.523492723,0.476507277
YIL156W,2984,0,1,0,221,2519,2291,70,0.49245246,0.080656934,0.759450172,0.523700624,0.476299376
YLR153C,2985,0,1,0,221,2520,2290,70,0.49225642,0.080627508,0.759450172,0.523908524,0.476091476
YIL144W,2986,0,1,0,221,2521,2289,70,0.49206038,0.080598104,0.759450172,0.524116424,0.475883576
YBR293W,2987,0,1,0,221,2522,2288,70,0.49186434,0.08056872,0.759450172,0.524324324,0.475675676
YNL022C,2988,0,1,0,221,2523,2287,70,0.4916683,0.080539359,0.759450172,0.524532225,0.475467775
YLR210W,2989,0,1,0,221,2524,2286,70,0.49147226,0.080510018,0.759450172,0.524740125,0.475259875
YDL205C,2990,0,0,1,221,2524,2286,70,0.49147226,0.080510018,0.759450172,0.524740125,0.475259875
YCR026C,2991,0,1,0,221,2525,2285,70,0.49127622,0.080480699,0.759450172,0.524948025,0.475051975
YDL080C,2992,0,1,0,221,2526,2284,70,0.49108018,0.080451402,0.759450172,0.525155925,0.474844075
YPR006C,2993,0,1,0,221,2527,2283,70,0.49088414,0.080422125,0.759450172,0.525363825,0.474636175
YOR123C,2994,0,1,0,221,2528,2282,70,0.4906881,0.08039287,0.759450172,0.525571726,0.474428274
YLR228C,2995,0,1,0,221,2529,2281,70,0.49049206,0.080363636,0.759450172,0.525779626,0.474220374
YLL018C,2996,0,1,0,221,2530,2280,70,0.49029602,0.080334424,0.759450172,0.525987526,0.474012474
YMR138W,2997,0,1,0,221,2531,2279,70,0.49009998,0.080305233,0.759450172,0.526195426,0.473804574
YPL106C,2998,0,1,0,221,2532,2278,70,0.48990394,0.080276062,0.759450172,0.526403326,0.473596674
YFL029C,2999,0,1,0,221,2533,2277,70,0.4897079,0.080246914,0.759450172,0.526611227,0.473388773
YGR044C,3000,0,1,0,221,2534,2276,70,0.48951186,0.080217786,0.759450172,0.526819127,0.473180873
YKL197C,3001,0,1,0,221,2535,2275,70,0.48931582,0.080188679,0.759450172,0.527027027,0.472972973
YMR144W,3002,0,0,1,221,2535,2275,70,0.48931582,0.080188679,0.759450172,0.527027027,0.472972973
YNL322C,3003,0,1,0,221,2536,2274,70,0.48911978,0.080159594,0.759450172,0.527234927,0.472765073
YDL095W,3004,0,1,0,221,2537,2273,70,0.48892374,0.080130529,0.759450172,0.527442827,0.472557173
YNL224C,3005,0,1,0,221,2538,2272,70,0.4887277,0.080101486,0.759450172,0.527650728,0.472349272
YGL201C,3006,0,1,0,221,2539,2271,70,0.48853166,0.080072464,0.759450172,0.527858628,0.472141372
YDR078C,3007,0,1,0,221,2540,2270,70,0.48833562,0.080043463,0.759450172,0.528066528,0.471933472
YJL172W,3008,0,1,0,221,2541,2269,70,0.48813958,0.080014482,0.759450172,0.528274428,0.471725572
YMR019W,3009,0,1,0,221,2542,2268,70,0.48794354,0.079985523,0.759450172,0.528482328,0.471517672
YML100W,3010,0,1,0,221,2543,2267,70,0.4877475,0.079956585,0.759450172,0.528690229,0.471309771
YGR173W,3011,0,1,0,221,2544,2266,70,0.48755146,0.079927667,0.759450172,0.528898129,0.471101871
YDR191W,3012,0,1,0,221,2545,2265,70,0.487355421,0.079898771,0.759450172,0.529106029,0.470893971
YDR364C,3013,0,1,0,221,2546,2264,70,0.487159381,0.079869895,0.759450172,0.529313929,0.470686071
YMR202W,3014,0,1,0,221,2547,2263,70,0.486963341,0.07984104,0.759450172,0.52952183,0.47047817
YGR233C,3015,0,1,0,221,2548,2262,70,0.486767301,0.079812207,0.759450172,0.52972973,0.47027027
YKR072C,3016,0,1,0,221,2549,2261,70,0.486571261,0.079783394,0.759450172,0.52993763,0.47006237
YGR209C,3017,0,1,0,221,2550,2260,70,0.486375221,0.079754601,0.759450172,0.53014553,0.46985447
YDR158W,3018,0,1,0,221,2551,2259,70,0.486179181,0.07972583,0.759450172,0.53035343,0.46964657
YMR295C,3019,0,1,0,221,2552,2258,70,0.485983141,0.079697079,0.759450172,0.530561331,0.469438669
YMR268C,3020,0,1,0,221,2553,2257,70,0.485787101,0.079668349,0.759450172,0.530769231,0.469230769
YDL111C,3021,0,1,0,221,2554,2256,70,0.485591061,0.07963964,0.759450172,0.530977131,0.469022869
YLR119W,3022,0,1,0,221,2555,2255,70,0.485395021,0.079610951,0.759450172,0.531185031,0.468814969
YMR204C,3023,0,1,0,221,2556,2254,70,0.485198981,0.079582283,0.759450172,0.531392931,0.468607069
YPL181W,3024,0,1,0,221,2557,2253,70,0.485002941,0.079553636,0.759450172,0.531600832,0.468399168
YDR309C,3025,0,1,0,221,2558,2252,70,0.484806901,0.079525009,0.759450172,0.531808732,0.468191268
YNL277W,3026,0,0,1,221,2558,2252,70,0.484806901,0.079525009,0.759450172,0.531808732,0.468191268
YPR018W,3027,0,1,0,221,2559,2251,70,0.484610861,0.079496403,0.759450172,0.532016632,0.467983368
YDR334W,3028,0,1,0,221,2560,2250,70,0.484414821,0.079467817,0.759450172,0.532224532,0.467775468
YOR006C,3029,0,1,0,221,2561,2249,70,0.484218781,0.079439252,0.759450172,0.532432432,0.467567568
YOL159C,3030,0,1,0,221,2562,2248,70,0.484022741,0.079410708,0.759450172,0.532640333,0.467359667
YOL083W,3031,0,1,0,221,2563,2247,70,0.483826701,0.079382184,0.759450172,0.532848233,0.467151767
YDR480W,3032,0,1,0,221,2564,2246,70,0.483630661,0.07935368,0.759450172,0.533056133,0.466943867
YER186C,3033,0,0,1,221,2564,2246,70,0.483630661,0.07935368,0.759450172,0.533056133,0.466943867
YBR108W,3034,0,1,0,221,2565,2245,70,0.483434621,0.079325197,0.759450172,0.533264033,0.466735967
YJR140C,3035,0,1,0,221,2566,2244,70,0.483238581,0.079296735,0.759450172,0.533471933,0.466528067
YPR179C,3036,0,1,0,221,2567,2243,70,0.483042541,0.079268293,0.759450172,0.533679834,0.466320166
YMR201C,3037,0,1,0,221,2568,2242,70,0.482846501,0.079239871,0.759450172,0.533887734,0.466112266
YGR278W,3038,0,1,0,221,2569,2241,70,0.482650461,0.07921147,0.759450172,0.534095634,0.465904366
YIL139C,3039,0,1,0,221,2570,2240,70,0.482454421,0.079183088,0.759450172,0.534303534,0.465696466
YBL063W,3040,0,1,0,221,2571,2239,70,0.482258381,0.079154728,0.759450172,0.534511435,0.465488565
YDR044W,3041,0,1,0,221,2572,2238,70,0.482062341,0.079126387,0.759450172,0.534719335,0.465280665
YEL025C,3042,0,0,1,221,2572,2238,70,0.482062341,0.079126387,0.759450172,0.534719335,0.465280665
YDL179W,3043,0,1,0,221,2573,2237,70,0.481866301,0.079098067,0.759450172,0.534927235,0.465072765
YLR350W,3044,0,1,0,221,2574,2236,70,0.481670261,0.079069767,0.759450172,0.535135135,0.464864865
YDR097C,3045,0,1,0,221,2575,2235,70,0.481474221,0.079041488,0.759450172,0.535343035,0.464656965
YLR284C,3046,0,1,0,221,2576,2234,70,0.481278181,0.079013228,0.759450172,0.535550936,0.464449064
YJR137C,3047,0,1,0,221,2577,2233,70,0.481082141,0.078984989,0.759450172,0.535758836,0.464241164
YGR001C,3048,0,1,0,221,2578,2232,70,0.480886101,0.07895677,0.759450172,0.535966736,0.464033264
YAL051W,3049,0,1,0,221,2579,2231,70,0.480690061,0.078928571,0.759450172,0.536174636,0.463825364
YLR108C,3050,0,0,1,221,2579,2231,70,0.480690061,0.078928571,0.759450172,0.536174636,0.463825364
YML130C,3051,0,1,0,221,2580,2230,70,0.480494021,0.078900393,0.759450172,0.536382536,0.463617464
YDR150W,3052,1,0,0,222,2580,2230,69,0.480690061,0.079229122,0.762886598,0.536382536,0.463617464
YPR149W,3053,0,1,0,222,2581,2229,69,0.480494021,0.079200856,0.762886598,0.536590437,0.463409563
YLR205C,3054,0,1,0,222,2582,2228,69,0.480297981,0.079172611,0.762886598,0.536798337,0.463201663
YLR138W,3055,0,1,0,222,2583,2227,69,0.480101941,0.079144385,0.762886598,0.537006237,0.462993763
YDR211W,3056,0,1,0,222,2584,2226,69,0.479905901,0.07911618,0.762886598,0.537214137,0.462785863
YLR001C,3057,0,1,0,222,2585,2225,69,0.479709861,0.079087994,0.762886598,0.537422037,0.462577963
YDL217C,3058,1,0,0,223,2585,2225,68,0.479905901,0.079415954,0.766323024,0.537422037,0.462577963
YHR045W,3059,0,1,0,223,2586,2224,68,0.479709861,0.079387682,0.766323024,0.537629938,0.462370062
YLR243W,3060,0,1,0,223,2587,2223,68,0.479513821,0.079359431,0.766323024,0.537837838,0.462162162
YER042W,3061,0,1,0,223,2588,2222,68,0.479317781,0.079331199,0.766323024,0.538045738,0.461954262
YBR212W,3062,1,0,0,224,2588,2222,67,0.479513821,0.079658606,0.76975945,0.538045738,0.461954262
YGL113W,3063,0,1,0,224,2589,2221,67,0.479317781,0.079630288,0.76975945,0.538253638,0.461746362
YJL170C,3064,0,1,0,224,2590,2220,67,0.479121741,0.07960199,0.76975945,0.538461538,0.461538462
YOR191W,3065,0,1,0,224,2591,2219,67,0.478925701,0.079573712,0.76975945,0.538669439,0.461330561
YGR282C,3066,0,1,0,224,2592,2218,67,0.478729661,0.079545455,0.76975945,0.538877339,0.461122661
YDR482C,3067,0,1,0,224,2593,2217,67,0.478533621,0.079517217,0.76975945,0.539085239,0.460914761
YML113W,3068,0,1,0,224,2594,2216,67,0.478337581,0.079488999,0.76975945,0.539293139,0.460706861
YER051W,3069,0,1,0,224,2595,2215,67,0.478141541,0.079460802,0.76975945,0.53950104,0.46049896
YDR207C,3070,0,1,0,224,2596,2214,67,0.477945501,0.079432624,0.76975945,0.53970894,0.46029106
YPR040W,3071,0,1,0,224,2597,2213,67,0.477749461,0.079404467,0.76975945,0.53991684,0.46008316
YMR070W,3072,0,1,0,224,2598,2212,67,0.477553421,0.079376329,0.76975945,0.54012474,0.45987526
YDR254W,3073,0,1,0,224,2599,2211,67,0.477357381,0.079348211,0.76975945,0.54033264,0.45966736
YOL151W,3074,0,1,0,224,2600,2210,67,0.477161341,0.079320113,0.76975945,0.540540541,0.459459459
YMR013C,3075,0,1,0,224,2601,2209,67,0.476965301,0.079292035,0.76975945,0.540748441,0.459251559
YBR242W,3076,0,1,0,224,2602,2208,67,0.476769261,0.079263977,0.76975945,0.540956341,0.459043659
YHR100C,3077,0,1,0,224,2603,2207,67,0.476573221,0.079235939,0.76975945,0.541164241,0.458835759
YDR030C,3078,0,1,0,224,2604,2206,67,0.476377181,0.079207921,0.76975945,0.541372141,0.458627859
YOR104W,3079,0,1,0,224,2605,2205,67,0.476181141,0.079179922,0.76975945,0.541580042,0.458419958
YNL163C,3080,0,0,1,224,2605,2205,67,0.476181141,0.079179922,0.76975945,0.541580042,0.458419958
YMR090W,3081,0,0,1,224,2605,2205,67,0.476181141,0.079179922,0.76975945,0.541580042,0.458419958
YMR312W,3082,0,1,0,224,2606,2204,67,0.475985101,0.079151943,0.76975945,0.541787942,0.458212058
YNL216W,3083,0,1,0,224,2607,2203,67,0.475789061,0.079123984,0.76975945,0.541995842,0.458004158
YOR084W,3084,0,1,0,224,2608,2202,67,0.475593021,0.079096045,0.76975945,0.542203742,0.457796258
YJL118W,3085,0,0,1,224,2608,2202,67,0.475593021,0.079096045,0.76975945,0.542203742,0.457796258
YGR042W,3086,0,1,0,224,2609,2201,67,0.475396981,0.079068126,0.76975945,0.542411642,0.457588358
YGL026C,3087,0,1,0,224,2610,2200,67,0.475200941,0.079040226,0.76975945,0.542619543,0.457380457
YOL107W,3088,0,1,0,224,2611,2199,67,0.475004901,0.079012346,0.76975945,0.542827443,0.457172557
YGL227W,3089,0,1,0,224,2612,2198,67,0.474808861,0.078984485,0.76975945,0.543035343,0.456964657
YKL144C,3090,0,1,0,224,2613,2197,67,0.474612821,0.078956644,0.76975945,0.543243243,0.456756757
YLR431C,3091,0,1,0,224,2614,2196,67,0.474416781,0.078928823,0.76975945,0.543451143,0.456548857
YBR101C,3092,0,1,0,224,2615,2195,67,0.474220741,0.078901021,0.76975945,0.543659044,0.456340956
YBL025W,3093,0,1,0,224,2616,2194,67,0.474024701,0.078873239,0.76975945,0.543866944,0.456133056
YCR061W,3094,0,0,1,224,2616,2194,67,0.474024701,0.078873239,0.76975945,0.543866944,0.456133056
YOR247W,3095,0,1,0,224,2617,2193,67,0.473828661,0.078845477,0.76975945,0.544074844,0.455925156
YFR029W,3096,0,1,0,224,2618,2192,67,0.473632621,0.078817734,0.76975945,0.544282744,0.455717256
YJL048C,3097,0,1,0,224,2619,2191,67,0.473436581,0.078790011,0.76975945,0.544490644,0.455509356
YGR058W,3098,0,1,0,224,2620,2190,67,0.473240541,0.078762307,0.76975945,0.544698545,0.455301455
YIL140W,3099,0,1,0,224,2621,2189,67,0.473044501,0.078734622,0.76975945,0.544906445,0.455093555
YPR159W,3100,0,1,0,224,2622,2188,67,0.472848461,0.078706957,0.76975945,0.545114345,0.454885655
YOR168W,3101,0,1,0,224,2623,2187,67,0.472652421,0.078679312,0.76975945,0.545322245,0.454677755
YDR085C,3102,0,1,0,224,2624,2186,67,0.472456381,0.078651685,0.76975945,0.545530146,0.454469854
YIR033W,3103,0,1,0,224,2625,2185,67,0.472260341,0.078624079,0.76975945,0.545738046,0.454261954
YPL060W,3104,0,1,0,224,2626,2184,67,0.472064301,0.078596491,0.76975945,0.545945946,0.454054054
YNL271C,3105,0,1,0,224,2627,2183,67,0.471868261,0.078568923,0.76975945,0.546153846,0.453846154
YGL229C,3106,0,1,0,224,2628,2182,67,0.471672221,0.078541374,0.76975945,0.546361746,0.453638254
YCR093W,3107,0,1,0,224,2629,2181,67,0.471476181,0.078513845,0.76975945,0.546569647,0.453430353
YOL126C,3108,0,1,0,224,2630,2180,67,0.471280141,0.078486335,0.76975945,0.546777547,0.453222453
YBR102C,3109,0,1,0,224,2631,2179,67,0.471084101,0.078458844,0.76975945,0.546985447,0.453014553
YMR041C,3110,0,1,0,224,2632,2178,67,0.470888061,0.078431373,0.76975945,0.547193347,0.452806653
YPR198W,3111,0,1,0,224,2633,2177,67,0.470692021,0.07840392,0.76975945,0.547401247,0.452598753
YLR425W,3112,0,1,0,224,2634,2176,67,0.470495981,0.078376487,0.76975945,0.547609148,0.452390852
YMR262W,3113,0,1,0,224,2635,2175,67,0.470299941,0.078349073,0.76975945,0.547817048,0.452182952
YOR153W,3114,0,1,0,224,2636,2174,67,0.470103901,0.078321678,0.76975945,0.548024948,0.451975052
YCR015C,3115,0,1,0,224,2637,2173,67,0.469907861,0.078294303,0.76975945,0.548232848,0.451767152
YLR286C,3116,0,1,0,224,2638,2172,67,0.469711821,0.078266946,0.76975945,0.548440748,0.451559252
YMR211W,3117,1,0,0,225,2638,2172,66,0.469907861,0.078588893,0.773195876,0.548440748,0.451559252
YNL217W,3118,0,1,0,225,2639,2171,66,0.469711821,0.078561453,0.773195876,0.548648649,0.451351351
YPL037C,3119,0,1,0,225,2640,2170,66,0.469515781,0.078534031,0.773195876,0.548856549,0.451143451
YDL183C,3120,0,1,0,225,2641,2169,66,0.469319741,0.078506629,0.773195876,0.549064449,0.450935551
YNL278W,3121,0,1,0,225,2642,2168,66,0.469123701,0.078479247,0.773195876,0.549272349,0.450727651
YDR001C,3122,0,1,0,225,2643,2167,66,0.468927661,0.078451883,0.773195876,0.549480249,0.450519751
YLR438W,3123,0,0,1,225,2643,2167,66,0.468927661,0.078451883,0.773195876,0.549480249,0.450519751
YML101C,3124,0,1,0,225,2644,2166,66,0.468731621,0.078424538,0.773195876,0.54968815,0.45031185
YLR082C,3125,0,0,1,225,2644,2166,66,0.468731621,0.078424538,0.773195876,0.54968815,0.45031185
YAL001C,3126,0,1,0,225,2645,2165,66,0.468535581,0.078397213,0.773195876,0.54989605,0.45010395
YDL125C,3127,0,0,1,225,2645,2165,66,0.468535581,0.078397213,0.773195876,0.54989605,0.45010395
YIR005W,3128,0,1,0,225,2646,2164,66,0.468339541,0.078369906,0.773195876,0.55010395,0.44989605
YIL136W,3129,0,1,0,225,2647,2163,66,0.468143501,0.078342618,0.773195876,0.55031185,0.44968815
YDR081C,3130,0,1,0,225,2648,2162,66,0.467947461,0.07831535,0.773195876,0.550519751,0.449480249
YOR233W,3131,0,1,0,225,2649,2161,66,0.467751421,0.0782881,0.773195876,0.550727651,0.449272349
YJR161C,3132,0,1,0,225,2650,2160,66,0.467555381,0.07826087,0.773195876,0.550935551,0.449064449
YHR023W,3133,0,1,0,225,2651,2159,66,0.467359341,0.078233658,0.773195876,0.551143451,0.448856549
YLR099C,3134,0,1,0,225,2652,2158,66,0.467163301,0.078206465,0.773195876,0.551351351,0.448648649
YDR160W,3135,0,1,0,225,2653,2157,66,0.466967261,0.078179291,0.773195876,0.551559252,0.448440748
YDR013W,3136,0,1,0,225,2654,2156,66,0.466771221,0.078152136,0.773195876,0.551767152,0.448232848
YDR441C,3137,0,1,0,225,2655,2155,66,0.466575181,0.078125,0.773195876,0.551975052,0.448024948
YOR003W,3138,0,1,0,225,2656,2154,66,0.466379141,0.078097883,0.773195876,0.552182952,0.447817048
YNR027W,3139,0,1,0,225,2657,2153,66,0.466183101,0.078070784,0.773195876,0.552390852,0.447609148
YDR180W,3140,0,1,0,225,2658,2152,66,0.465987061,0.078043704,0.773195876,0.552598753,0.447401247
YGR204W,3141,0,1,0,225,2659,2151,66,0.465791021,0.078016644,0.773195876,0.552806653,0.447193347
YGR239C,3142,0,1,0,225,2660,2150,66,0.465594981,0.077989601,0.773195876,0.553014553,0.446985447
YCL025C,3143,0,1,0,225,2661,2149,66,0.465398941,0.077962578,0.773195876,0.553222453,0.446777547
YOR213C,3144,0,1,0,225,2662,2148,66,0.465202901,0.077935573,0.773195876,0.553430353,0.446569647
YHR090C,3145,0,1,0,225,2663,2147,66,0.465006861,0.077908587,0.773195876,0.553638254,0.446361746
YMR039C,3146,0,1,0,225,2664,2146,66,0.464810821,0.07788162,0.773195876,0.553846154,0.446153846
YDL022W,3147,0,1,0,225,2665,2145,66,0.464614781,0.077854671,0.773195876,0.554054054,0.445945946
YKL209C,3148,0,1,0,225,2666,2144,66,0.464418741,0.077827741,0.773195876,0.554261954,0.445738046
YGR121C,3149,0,1,0,225,2667,2143,66,0.464222701,0.07780083,0.773195876,0.554469854,0.445530146
YML106W,3150,0,1,0,225,2668,2142,66,0.464026661,0.077773937,0.773195876,0.554677755,0.445322245
YPL038W,3151,0,1,0,225,2669,2141,66,0.463830621,0.077747063,0.773195876,0.554885655,0.445114345
YHR183W,3152,0,1,0,225,2670,2140,66,0.463634581,0.077720207,0.773195876,0.555093555,0.444906445
YDL003W,3153,0,1,0,225,2671,2139,66,0.463438541,0.07769337,0.773195876,0.555301455,0.444698545
YPL149W,3154,1,0,0,226,2671,2139,65,0.463634581,0.078011736,0.776632302,0.555301455,0.444698545
YNL172W,3155,0,1,0,226,2672,2138,65,0.463438541,0.077984817,0.776632302,0.555509356,0.444490644
YMR301C,3156,0,1,0,226,2673,2137,65,0.463242501,0.077957917,0.776632302,0.555717256,0.444282744
YKL152C,3157,0,1,0,226,2674,2136,65,0.463046461,0.077931034,0.776632302,0.555925156,0.444074844
YPR031W,3158,0,1,0,226,2675,2135,65,0.462850421,0.077904171,0.776632302,0.556133056,0.443866944
YGR237C,3159,0,0,1,226,2675,2135,65,0.462850421,0.077904171,0.776632302,0.556133056,0.443866944
YDR423C,3160,0,1,0,226,2676,2134,65,0.462654381,0.077877326,0.776632302,0.556340956,0.443659044
YLR150W,3161,0,1,0,226,2677,2133,65,0.462458342,0.077850499,0.776632302,0.556548857,0.443451143
YAR028W,3162,0,1,0,226,2678,2132,65,0.462262302,0.077823691,0.776632302,0.556756757,0.443243243
YJL117W,3163,0,1,0,226,2679,2131,65,0.462066262,0.077796902,0.776632302,0.556964657,0.443035343
YMR121C,3164,0,1,0,226,2680,2130,65,0.461870222,0.077770131,0.776632302,0.557172557,0.442827443
YOR328W,3165,0,1,0,226,2681,2129,65,0.461674182,0.077743378,0.776632302,0.557380457,0.442619543
YOR005C,3166,0,1,0,226,2682,2128,65,0.461478142,0.077716644,0.776632302,0.557588358,0.442411642
YGR116W,3167,0,1,0,226,2683,2127,65,0.461282102,0.077689928,0.776632302,0.557796258,0.442203742
YGL131C,3168,0,1,0,226,2684,2126,65,0.461086062,0.07766323,0.776632302,0.558004158,0.441995842
YOR093C,3169,0,1,0,226,2685,2125,65,0.460890022,0.077636551,0.776632302,0.558212058,0.441787942
YLR223C,3170,0,1,0,226,2686,2124,65,0.460693982,0.07760989,0.776632302,0.558419958,0.441580042
YOL021C,3171,0,1,0,226,2687,2123,65,0.460497942,0.077583248,0.776632302,0.558627859,0.441372141
YDR276C,3172,0,1,0,226,2688,2122,65,0.460301902,0.077556623,0.776632302,0.558835759,0.441164241
YMR129W,3173,0,1,0,226,2689,2121,65,0.460105862,0.077530017,0.776632302,0.559043659,0.440956341
YDL065C,3174,0,1,0,226,2690,2120,65,0.459909822,0.077503429,0.776632302,0.559251559,0.440748441
YIL112W,3175,0,1,0,226,2691,2119,65,0.459713782,0.07747686,0.776632302,0.559459459,0.440540541
YDR108W,3176,0,1,0,226,2692,2118,65,0.459517742,0.077450308,0.776632302,0.55966736,0.44033264
YIL009W,3177,0,1,0,226,2693,2117,65,0.459321702,0.077423775,0.776632302,0.55987526,0.44012474
YCR043C,3178,0,1,0,226,2694,2116,65,0.459125662,0.07739726,0.776632302,0.56008316,0.43991684
YOR178C,3179,0,1,0,226,2695,2115,65,0.458929622,0.077370763,0.776632302,0.56029106,0.43970894
YLL042C,3180,1,0,0,227,2695,2115,64,0.459125662,0.077686516,0.780068729,0.56029106,0.43970894
YLR452C,3181,0,1,0,227,2696,2114,64,0.458929622,0.077659938,0.780068729,0.56049896,0.43950104
YMR300C,3182,0,1,0,227,2697,2113,64,0.458733582,0.077633379,0.780068729,0.560706861,0.439293139
YGR055W,3183,0,1,0,227,2698,2112,64,0.458537542,0.077606838,0.780068729,0.560914761,0.439085239
YKR079C,3184,0,1,0,227,2699,2111,64,0.458341502,0.077580314,0.780068729,0.561122661,0.438877339
YGR104C,3185,0,1,0,227,2700,2110,64,0.458145462,0.077553809,0.780068729,0.561330561,0.438669439
YBR078W,3186,0,1,0,227,2701,2109,64,0.457949422,0.077527322,0.780068729,0.561538462,0.438461538
YPL111W,3187,0,1,0,227,2702,2108,64,0.457753382,0.077500854,0.780068729,0.561746362,0.438253638
YDR227W,3188,0,1,0,227,2703,2107,64,0.457557342,0.077474403,0.780068729,0.561954262,0.438045738
YLR022C,3189,0,1,0,227,2704,2106,64,0.457361302,0.07744797,0.780068729,0.562162162,0.437837838
YDR424C,3190,0,1,0,227,2705,2105,64,0.457165262,0.077421555,0.780068729,0.562370062,0.437629938
YOR363C,3191,0,1,0,227,2706,2104,64,0.456969222,0.077395159,0.780068729,0.562577963,0.437422037
YLR092W,3192,0,1,0,227,2707,2103,64,0.456773182,0.07736878,0.780068729,0.562785863,0.437214137
YHR205W,3193,0,1,0,227,2708,2102,64,0.456577142,0.077342419,0.780068729,0.562993763,0.437006237
YDR252W,3194,0,1,0,227,2709,2101,64,0.456381102,0.077316076,0.780068729,0.563201663,0.436798337
YGL224C,3195,0,1,0,227,2710,2100,64,0.456185062,0.077289751,0.780068729,0.563409563,0.436590437
YIR043C,3196,0,0,1,227,2710,2100,64,0.456185062,0.077289751,0.780068729,0.563409563,0.436590437
YNL086W,3197,0,1,0,227,2711,2099,64,0.455989022,0.077263445,0.780068729,0.563617464,0.436382536
YCL002C,3198,0,0,1,227,2711,2099,64,0.455989022,0.077263445,0.780068729,0.563617464,0.436382536
YBR302C,3199,0,1,0,227,2712,2098,64,0.455792982,0.077237155,0.780068729,0.563825364,0.436174636
YOR035C,3200,0,1,0,227,2713,2097,64,0.455596942,0.077210884,0.780068729,0.564033264,0.435966736
YDR338C,3201,0,1,0,227,2714,2096,64,0.455400902,0.077184631,0.780068729,0.564241164,0.435758836
YGR083C,3202,0,1,0,227,2715,2095,64,0.455204862,0.077158396,0.780068729,0.564449064,0.435550936
YJL070C,3203,0,0,1,227,2715,2095,64,0.455204862,0.077158396,0.780068729,0.564449064,0.435550936
YOR101W,3204,0,1,0,227,2716,2094,64,0.455008822,0.077132178,0.780068729,0.564656965,0.435343035
YKL116C,3205,0,1,0,227,2717,2093,64,0.454812782,0.077105978,0.780068729,0.564864865,0.435135135
YKR026C,3206,0,1,0,227,2718,2092,64,0.454616742,0.077079796,0.780068729,0.565072765,0.434927235
YLR165C,3207,0,1,0,227,2719,2091,64,0.454420702,0.077053632,0.780068729,0.565280665,0.434719335
YMR140W,3208,0,0,1,227,2719,2091,64,0.454420702,0.077053632,0.780068729,0.565280665,0.434719335
YOR386W,3209,0,1,0,227,2720,2090,64,0.454224662,0.077027486,0.780068729,0.565488565,0.434511435
YAL044C,3210,0,1,0,227,2721,2089,64,0.454028622,0.077001357,0.780068729,0.565696466,0.434303534
YNL050C,3211,0,0,1,227,2721,2089,64,0.454028622,0.077001357,0.780068729,0.565696466,0.434303534
YDR163W,3212,0,1,0,227,2722,2088,64,0.453832582,0.076975246,0.780068729,0.565904366,0.434095634
YHL006C,3213,0,1,0,227,2723,2087,64,0.453636542,0.076949153,0.780068729,0.566112266,0.433887734
YNL309W,3214,0,1,0,227,2724,2086,64,0.453440502,0.076923077,0.780068729,0.566320166,0.433679834
YKL043W,3215,0,1,0,227,2725,2085,64,0.453244462,0.076897019,0.780068729,0.566528067,0.433471933
YGL037C,3216,0,1,0,227,2726,2084,64,0.453048422,0.076870979,0.780068729,0.566735967,0.433264033
YMR189W,3217,0,1,0,227,2727,2083,64,0.452852382,0.076844956,0.780068729,0.566943867,0.433056133
YOR031W,3218,0,0,1,227,2727,2083,64,0.452852382,0.076844956,0.780068729,0.566943867,0.433056133
YMR213W,3219,0,1,0,227,2728,2082,64,0.452656342,0.076818951,0.780068729,0.567151767,0.432848233
YDR342C,3220,0,1,0,227,2729,2081,64,0.452460302,0.076792963,0.780068729,0.567359667,0.432640333
YBL008W,3221,0,1,0,227,2730,2080,64,0.452264262,0.076766994,0.780068729,0.567567568,0.432432432
YGR168C,3222,0,1,0,227,2731,2079,64,0.452068222,0.076741041,0.780068729,0.567775468,0.432224532
YNL068C,3223,0,1,0,227,2732,2078,64,0.451872182,0.076715106,0.780068729,0.567983368,0.432016632
YBR121C,3224,0,1,0,227,2733,2077,64,0.451676142,0.076689189,0.780068729,0.568191268,0.431808732
YBL029W,3225,0,0,1,227,2733,2077,64,0.451676142,0.076689189,0.780068729,0.568191268,0.431808732
YER032W,3226,0,1,0,227,2734,2076,64,0.451480102,0.076663289,0.780068729,0.568399168,0.431600832
YKL089W,3227,0,1,0,227,2735,2075,64,0.451284062,0.076637407,0.780068729,0.568607069,0.431392931
YNL054W,3228,0,1,0,227,2736,2074,64,0.451088022,0.076611542,0.780068729,0.568814969,0.431185031
