Gene,Rank,Positive,Negative,Agnositc,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YEL042W,2459,0,1,0,70,1707,2356,35,0.582053743,0.039392234,0.666666667,0.420132907,0.579867093
YNL251C,2461,0,1,0,70,1708,2355,35,0.58181382,0.039370079,0.666666667,0.42037903,0.57962097
YJL141C,2462,0,1,0,70,1709,2354,35,0.581573896,0.039347948,0.666666667,0.420625154,0.579374846
YDR530C,2466,0,1,0,70,1710,2353,35,0.581333973,0.039325843,0.666666667,0.420871277,0.579128723
YBR070C,2471,0,1,0,70,1711,2352,35,0.58109405,0.039303762,0.666666667,0.421117401,0.578882599
YMR241W,2472,1,0,0,71,1711,2352,34,0.581333973,0.039842873,0.676190476,0.421117401,0.578882599
YJL061W,2473,0,1,0,71,1712,2351,34,0.58109405,0.039820527,0.676190476,0.421363524,0.578636476
YJR073C,2475,0,1,0,71,1713,2350,34,0.580854127,0.039798206,0.676190476,0.421609648,0.578390352
YJR066W,2477,0,1,0,71,1714,2349,34,0.580614203,0.03977591,0.676190476,0.421855772,0.578144228
YDR253C,2478,0,1,0,71,1715,2348,34,0.58037428,0.039753639,0.676190476,0.422101895,0.577898105
YLL062C,2479,0,1,0,71,1716,2347,34,0.580134357,0.039731393,0.676190476,0.422348019,0.577651981
YML074C,2482,0,1,0,71,1717,2346,34,0.579894434,0.039709172,0.676190476,0.422594142,0.577405858
YLR403W,2483,0,1,0,71,1718,2345,34,0.579654511,0.039686976,0.676190476,0.422840266,0.577159734
YDR389W,2484,0,1,0,71,1719,2344,34,0.579414587,0.039664804,0.676190476,0.423086389,0.576913611
YHL007C,2485,0,1,0,71,1720,2343,34,0.579174664,0.039642658,0.676190476,0.423332513,0.576667487
YCR033W,2488,0,1,0,71,1721,2342,34,0.578934741,0.039620536,0.676190476,0.423578636,0.576421364
YMR288W,2491,0,1,0,71,1722,2341,34,0.578694818,0.039598438,0.676190476,0.42382476,0.57617524
YIL040W,2492,0,1,0,71,1723,2340,34,0.578454894,0.039576366,0.676190476,0.424070884,0.575929116
YJR092W,2493,0,1,0,71,1724,2339,34,0.578214971,0.039554318,0.676190476,0.424317007,0.575682993
YBR200W,2494,0,1,0,71,1725,2338,34,0.577975048,0.039532294,0.676190476,0.424563131,0.575436869
YBR167C,2496,0,1,0,71,1726,2337,34,0.577735125,0.039510295,0.676190476,0.424809254,0.575190746
YOL147C,2497,0,1,0,71,1727,2336,34,0.577495202,0.03948832,0.676190476,0.425055378,0.574944622
YKR004C,2498,0,1,0,71,1728,2335,34,0.577255278,0.03946637,0.676190476,0.425301501,0.574698499
YLR321C,2499,0,1,0,71,1729,2334,34,0.577015355,0.039444444,0.676190476,0.425547625,0.574452375
YIR023W,2500,0,1,0,71,1730,2333,34,0.576775432,0.039422543,0.676190476,0.425793748,0.574206252
YDR141C,2501,0,1,0,71,1731,2332,34,0.576535509,0.039400666,0.676190476,0.426039872,0.573960128
YMR077C,2502,0,1,0,71,1732,2331,34,0.576295585,0.039378813,0.676190476,0.426285996,0.573714004
YGR065C,2503,0,1,0,71,1733,2330,34,0.576055662,0.039356984,0.676190476,0.426532119,0.573467881
YDL005C,2504,0,1,0,71,1734,2329,34,0.575815739,0.03933518,0.676190476,0.426778243,0.573221757
YHL038C,2506,0,1,0,71,1735,2328,34,0.575575816,0.0393134,0.676190476,0.427024366,0.572975634
YDL056W,2507,0,1,0,71,1736,2327,34,0.575335893,0.039291644,0.676190476,0.42727049,0.57272951
YNR050C,2508,0,1,0,71,1737,2326,34,0.575095969,0.039269912,0.676190476,0.427516613,0.572483387
YNR015W,2509,0,1,0,71,1738,2325,34,0.574856046,0.039248203,0.676190476,0.427762737,0.572237263
YER120W,2510,0,1,0,71,1739,2324,34,0.574616123,0.039226519,0.676190476,0.42800886,0.57199114
YAL017W,2511,0,1,0,71,1740,2323,34,0.5743762,0.039204859,0.676190476,0.428254984,0.571745016
YNL247W,2512,0,1,0,71,1741,2322,34,0.574136276,0.039183223,0.676190476,0.428501108,0.571498892
YML062C,2513,0,1,0,71,1742,2321,34,0.573896353,0.039161611,0.676190476,0.428747231,0.571252769
YDR306C,2514,0,1,0,71,1743,2320,34,0.57365643,0.039140022,0.676190476,0.428993355,0.571006645
YLR244C,2515,0,1,0,71,1744,2319,34,0.573416507,0.039118457,0.676190476,0.429239478,0.570760522
YHR004C,2516,0,1,0,71,1745,2318,34,0.573176583,0.039096916,0.676190476,0.429485602,0.570514398
YML021C,2517,0,1,0,71,1746,2317,34,0.57293666,0.039075399,0.676190476,0.429731725,0.570268275
YBR165W,2520,0,1,0,71,1747,2316,34,0.572696737,0.039053905,0.676190476,0.429977849,0.570022151
YML126C,2521,0,1,0,71,1748,2315,34,0.572456814,0.039032435,0.676190476,0.430223972,0.569776028
YOL103W,2522,0,1,0,71,1749,2314,34,0.572216891,0.039010989,0.676190476,0.430470096,0.569529904
YBL001C,2523,0,1,0,71,1750,2313,34,0.571976967,0.038989566,0.676190476,0.43071622,0.56928378
YLR227C,2525,0,1,0,71,1751,2312,34,0.571737044,0.038968167,0.676190476,0.430962343,0.569037657
YHR112C,2526,0,1,0,71,1752,2311,34,0.571497121,0.038946791,0.676190476,0.431208467,0.568791533
YLL048C,2527,0,1,0,71,1753,2310,34,0.571257198,0.038925439,0.676190476,0.43145459,0.56854541
YML061C,2528,1,0,0,72,1753,2310,33,0.571497121,0.039452055,0.685714286,0.43145459,0.56854541
YMR156C,2529,0,1,0,72,1754,2309,33,0.571257198,0.039430449,0.685714286,0.431700714,0.568299286
YOL025W,2530,0,1,0,72,1755,2308,33,0.571017274,0.039408867,0.685714286,0.431946837,0.568053163
YPL194W,2531,0,1,0,72,1756,2307,33,0.570777351,0.039387309,0.685714286,0.432192961,0.567807039
YLL028W,2532,0,1,0,72,1757,2306,33,0.570537428,0.039365774,0.685714286,0.432439084,0.567560916
YGR057C,2533,0,1,0,72,1758,2305,33,0.570297505,0.039344262,0.685714286,0.432685208,0.567314792
YHR098C,2535,0,1,0,72,1759,2304,33,0.570057582,0.039322774,0.685714286,0.432931332,0.567068668
YNL280C,2536,0,1,0,72,1760,2303,33,0.569817658,0.03930131,0.685714286,0.433177455,0.566822545
YEL012W,2537,0,1,0,72,1761,2302,33,0.569577735,0.039279869,0.685714286,0.433423579,0.566576421
YLL021W,2538,0,1,0,72,1762,2301,33,0.569337812,0.039258451,0.685714286,0.433669702,0.566330298
YGL248W,2539,0,1,0,72,1763,2300,33,0.569097889,0.039237057,0.685714286,0.433915826,0.566084174
YDR435C,2540,0,1,0,72,1764,2299,33,0.568857965,0.039215686,0.685714286,0.434161949,0.565838051
YPL110C,2541,0,1,0,72,1765,2298,33,0.568618042,0.039194339,0.685714286,0.434408073,0.565591927
YGL206C,2542,0,1,0,72,1766,2297,33,0.568378119,0.039173014,0.685714286,0.434654196,0.565345804
YCR066W,2544,0,1,0,72,1767,2296,33,0.568138196,0.039151713,0.685714286,0.43490032,0.56509968
YPL267W,2545,0,1,0,72,1768,2295,33,0.567898273,0.039130435,0.685714286,0.435146444,0.564853556
YGL017W,2546,0,1,0,72,1769,2294,33,0.567658349,0.03910918,0.685714286,0.435392567,0.564607433
YOR094W,2547,0,1,0,72,1770,2293,33,0.567418426,0.039087948,0.685714286,0.435638691,0.564361309
YLR096W,2549,0,1,0,72,1771,2292,33,0.567178503,0.039066739,0.685714286,0.435884814,0.564115186
YGL116W,2550,0,1,0,72,1772,2291,33,0.56693858,0.039045553,0.685714286,0.436130938,0.563869062
YOL100W,2551,0,1,0,72,1773,2290,33,0.566698656,0.03902439,0.685714286,0.436377061,0.563622939
YNL273W,2552,0,1,0,72,1774,2289,33,0.566458733,0.03900325,0.685714286,0.436623185,0.563376815
YML013W,2553,0,1,0,72,1775,2288,33,0.56621881,0.038982133,0.685714286,0.436869308,0.563130692
YDL020C,2554,0,1,0,72,1776,2287,33,0.565978887,0.038961039,0.685714286,0.437115432,0.562884568
YJL121C,2556,0,1,0,72,1777,2286,33,0.565738964,0.038939968,0.685714286,0.437361556,0.562638444
YDR358W,2557,0,1,0,72,1778,2285,33,0.56549904,0.038918919,0.685714286,0.437607679,0.562392321
YCL038C,2558,0,1,0,72,1779,2284,33,0.565259117,0.038897893,0.685714286,0.437853803,0.562146197
YKL185W,2559,0,1,0,72,1780,2283,33,0.565019194,0.03887689,0.685714286,0.438099926,0.561900074
YDR192C,2560,0,1,0,72,1781,2282,33,0.564779271,0.038855909,0.685714286,0.43834605,0.56165395
YER089C,2561,0,1,0,72,1782,2281,33,0.564539347,0.038834951,0.685714286,0.438592173,0.561407827
YOR149C,2562,0,1,0,72,1783,2280,33,0.564299424,0.038814016,0.685714286,0.438838297,0.561161703
YBR202W,2563,0,1,0,72,1784,2279,33,0.564059501,0.038793103,0.685714286,0.43908442,0.56091558
YOR040W,2564,0,1,0,72,1785,2278,33,0.563819578,0.038772213,0.685714286,0.439330544,0.560669456
YDR422C,2565,0,1,0,72,1786,2277,33,0.563579655,0.038751346,0.685714286,0.439576667,0.560423333
YOR081C,2566,0,1,0,72,1787,2276,33,0.563339731,0.0387305,0.685714286,0.439822791,0.560177209
YHR109W,2570,0,1,0,72,1788,2275,33,0.563099808,0.038709677,0.685714286,0.440068915,0.559931085
YPL227C,2571,0,1,0,72,1789,2274,33,0.562859885,0.038688877,0.685714286,0.440315038,0.559684962
YJR033C,2572,0,1,0,72,1790,2273,33,0.562619962,0.038668099,0.685714286,0.440561162,0.559438838
YBR081C,2573,0,1,0,72,1791,2272,33,0.562380038,0.038647343,0.685714286,0.440807285,0.559192715
YLR192C,2574,0,1,0,72,1792,2271,33,0.562140115,0.038626609,0.685714286,0.441053409,0.558946591
YGR184C,2575,0,1,0,72,1793,2270,33,0.561900192,0.038605898,0.685714286,0.441299532,0.558700468
YBR237W,2576,0,1,0,72,1794,2269,33,0.561660269,0.038585209,0.685714286,0.441545656,0.558454344
YNL044W,2577,0,1,0,72,1795,2268,33,0.561420345,0.038564542,0.685714286,0.441791779,0.558208221
YOR236W,2578,0,1,0,72,1796,2267,33,0.561180422,0.038543897,0.685714286,0.442037903,0.557962097
YGR089W,2579,0,1,0,72,1797,2266,33,0.560940499,0.038523274,0.685714286,0.442284027,0.557715973
YML027W,2580,0,1,0,72,1798,2265,33,0.560700576,0.038502674,0.685714286,0.44253015,0.55746985
YIL068C,2581,0,1,0,72,1799,2264,33,0.560460653,0.038482095,0.685714286,0.442776274,0.557223726
YNL055C,2582,1,0,0,73,1799,2264,32,0.560700576,0.038995726,0.695238095,0.442776274,0.557223726
YNL232W,2583,0,1,0,73,1800,2263,32,0.560460653,0.038974907,0.695238095,0.443022397,0.556977603
YGR208W,2585,0,1,0,73,1801,2262,32,0.560220729,0.038954109,0.695238095,0.443268521,0.556731479
YNL129W,2587,0,1,0,73,1802,2261,32,0.559980806,0.038933333,0.695238095,0.443514644,0.556485356
YGR024C,2588,0,1,0,73,1803,2260,32,0.559740883,0.03891258,0.695238095,0.443760768,0.556239232
YOR184W,2590,0,1,0,73,1804,2259,32,0.55950096,0.038891849,0.695238095,0.444006891,0.555993109
YBL015W,2591,0,1,0,73,1805,2258,32,0.559261036,0.03887114,0.695238095,0.444253015,0.555746985
YCL031C,2592,0,1,0,73,1806,2257,32,0.559021113,0.038850452,0.695238095,0.444499139,0.555500861
YEL047C,2593,0,1,0,73,1807,2256,32,0.55878119,0.038829787,0.695238095,0.444745262,0.555254738
YGL061C,2595,0,1,0,73,1808,2255,32,0.558541267,0.038809144,0.695238095,0.444991386,0.555008614
YPL137C,2596,0,1,0,73,1809,2254,32,0.558301344,0.038788523,0.695238095,0.445237509,0.554762491
YPR033C,2597,0,1,0,73,1810,2253,32,0.55806142,0.038767924,0.695238095,0.445483633,0.554516367
YDR007W,2598,0,1,0,73,1811,2252,32,0.557821497,0.038747346,0.695238095,0.445729756,0.554270244
YBL016W,2599,0,1,0,73,1812,2251,32,0.557581574,0.03872679,0.695238095,0.44597588,0.55402412
YKR027W,2600,0,1,0,73,1813,2250,32,0.557341651,0.038706257,0.695238095,0.446222003,0.553777997
YJR110W,2604,0,1,0,73,1814,2249,32,0.557101727,0.038685745,0.695238095,0.446468127,0.553531873
YDR410C,2605,0,1,0,73,1815,2248,32,0.556861804,0.038665254,0.695238095,0.446714251,0.553285749
YEL062W,2606,0,1,0,73,1816,2247,32,0.556621881,0.038644786,0.695238095,0.446960374,0.553039626
YJL076W,2607,0,1,0,73,1817,2246,32,0.556381958,0.038624339,0.695238095,0.447206498,0.552793502
YLR254C,2608,0,1,0,73,1818,2245,32,0.556142035,0.038603913,0.695238095,0.447452621,0.552547379
YDR080W,2609,0,1,0,73,1819,2244,32,0.555902111,0.03858351,0.695238095,0.447698745,0.552301255
YGR166W,2610,0,1,0,73,1820,2243,32,0.555662188,0.038563127,0.695238095,0.447944868,0.552055132
YER009W,2611,0,1,0,73,1821,2242,32,0.555422265,0.038542767,0.695238095,0.448190992,0.551809008
YBR172C,2612,0,1,0,73,1822,2241,32,0.555182342,0.038522427,0.695238095,0.448437115,0.551562885
YNL158W,2613,0,1,0,73,1823,2240,32,0.554942418,0.03850211,0.695238095,0.448683239,0.551316761
YML125C,2614,0,1,0,73,1824,2239,32,0.554702495,0.038481813,0.695238095,0.448929363,0.551070637
YOL032W,2615,0,1,0,73,1825,2238,32,0.554462572,0.038461538,0.695238095,0.449175486,0.550824514
YBL103C,2616,0,1,0,73,1826,2237,32,0.554222649,0.038441285,0.695238095,0.44942161,0.55057839
YKR063C,2617,0,1,0,73,1827,2236,32,0.553982726,0.038421053,0.695238095,0.449667733,0.550332267
YMR303C,2618,0,1,0,73,1828,2235,32,0.553742802,0.038400842,0.695238095,0.449913857,0.550086143
YHL027W,2619,0,1,0,73,1829,2234,32,0.553502879,0.038380652,0.695238095,0.45015998,0.54984002
YBR245C,2620,0,1,0,73,1830,2233,32,0.553262956,0.038360483,0.695238095,0.450406104,0.549593896
YLR130C,2621,0,1,0,73,1831,2232,32,0.553023033,0.038340336,0.695238095,0.450652227,0.549347773
YER093C,2622,0,1,0,73,1832,2231,32,0.552783109,0.03832021,0.695238095,0.450898351,0.549101649
YHR034C,2623,0,1,0,73,1833,2230,32,0.552543186,0.038300105,0.695238095,0.451144475,0.548855525
YNL030W,2626,0,1,0,73,1834,2229,32,0.552303263,0.038280021,0.695238095,0.451390598,0.548609402
YBR283C,2627,0,1,0,73,1835,2228,32,0.55206334,0.038259958,0.695238095,0.451636722,0.548363278
YFR037C,2628,0,1,0,73,1836,2227,32,0.551823417,0.038239916,0.695238095,0.451882845,0.548117155
YBR286W,2629,0,1,0,73,1837,2226,32,0.551583493,0.038219895,0.695238095,0.452128969,0.547871031
YML023C,2630,0,1,0,73,1838,2225,32,0.55134357,0.038199895,0.695238095,0.452375092,0.547624908
YMR134W,2631,1,0,0,74,1838,2225,31,0.551583493,0.038702929,0.704761905,0.452375092,0.547624908
YBL026W,2632,0,1,0,74,1839,2224,31,0.55134357,0.038682697,0.704761905,0.452621216,0.547378784
YOL052C,2633,0,1,0,74,1840,2223,31,0.551103647,0.038662487,0.704761905,0.452867339,0.547132661
YPL070W,2634,0,1,0,74,1841,2222,31,0.550863724,0.038642298,0.704761905,0.453113463,0.546886537
YOR375C,2636,0,1,0,74,1842,2221,31,0.5506238,0.038622129,0.704761905,0.453359587,0.546640413
YHR101C,2637,0,1,0,74,1843,2220,31,0.550383877,0.038601982,0.704761905,0.45360571,0.54639429
YIL061C,2638,0,1,0,74,1844,2219,31,0.550143954,0.038581856,0.704761905,0.453851834,0.546148166
YKR020W,2639,0,1,0,74,1845,2218,31,0.549904031,0.038561751,0.704761905,0.454097957,0.545902043
YGR075C,2640,0,1,0,74,1846,2217,31,0.549664107,0.038541667,0.704761905,0.454344081,0.545655919
YLR127C,2641,0,1,0,74,1847,2216,31,0.549424184,0.038521603,0.704761905,0.454590204,0.545409796
YLR310C,2642,0,1,0,74,1848,2215,31,0.549184261,0.038501561,0.704761905,0.454836328,0.545163672
YKR010C,2645,0,1,0,74,1849,2214,31,0.548944338,0.038481539,0.704761905,0.455082451,0.544917549
YGR020C,2646,0,1,0,74,1850,2213,31,0.548704415,0.038461538,0.704761905,0.455328575,0.544671425
YAL021C,2647,0,1,0,74,1851,2212,31,0.548464491,0.038441558,0.704761905,0.455574698,0.544425302
YMR198W,2649,0,1,0,74,1852,2211,31,0.548224568,0.038421599,0.704761905,0.455820822,0.544179178
YOR269W,2650,0,1,0,74,1853,2210,31,0.547984645,0.038401661,0.704761905,0.456066946,0.543933054
YLR145W,2651,0,1,0,74,1854,2209,31,0.547744722,0.038381743,0.704761905,0.456313069,0.543686931
YDR019C,2652,0,1,0,74,1855,2208,31,0.547504798,0.038361846,0.704761905,0.456559193,0.543440807
YDR072C,2653,0,1,0,74,1856,2207,31,0.547264875,0.038341969,0.704761905,0.456805316,0.543194684
YJL035C,2654,0,1,0,74,1857,2206,31,0.547024952,0.038322113,0.704761905,0.45705144,0.54294856
YPR120C,2656,0,1,0,74,1858,2205,31,0.546785029,0.038302277,0.704761905,0.457297563,0.542702437
YAL029C,2657,0,1,0,74,1859,2204,31,0.546545106,0.038282462,0.704761905,0.457543687,0.542456313
YLR226W,2658,0,1,0,74,1860,2203,31,0.546305182,0.038262668,0.704761905,0.45778981,0.54221019
YPR119W,2659,0,1,0,74,1861,2202,31,0.546065259,0.038242894,0.704761905,0.458035934,0.541964066
YDL185W,2660,0,1,0,74,1862,2201,31,0.545825336,0.03822314,0.704761905,0.458282058,0.541717942
YDR434W,2661,0,1,0,74,1863,2200,31,0.545585413,0.038203407,0.704761905,0.458528181,0.541471819
YOL113W,2662,0,1,0,74,1864,2199,31,0.545345489,0.038183695,0.704761905,0.458774305,0.541225695
YIR038C,2664,0,1,0,74,1865,2198,31,0.545105566,0.038164002,0.704761905,0.459020428,0.540979572
YBL061C,2665,0,1,0,74,1866,2197,31,0.544865643,0.03814433,0.704761905,0.459266552,0.540733448
YPR066W,2667,0,1,0,74,1867,2196,31,0.54462572,0.038124678,0.704761905,0.459512675,0.540487325
YGR054W,2668,0,1,0,74,1868,2195,31,0.544385797,0.038105046,0.704761905,0.459758799,0.540241201
YBR086C,2670,0,1,0,74,1869,2194,31,0.544145873,0.038085435,0.704761905,0.460004922,0.539995078
YHL048W,2671,0,1,0,74,1870,2193,31,0.54390595,0.038065844,0.704761905,0.460251046,0.539748954
YOL055C,2672,0,1,0,74,1871,2192,31,0.543666027,0.038046272,0.704761905,0.46049717,0.53950283
YIL128W,2673,0,1,0,74,1872,2191,31,0.543426104,0.038026721,0.704761905,0.460743293,0.539256707
YML082W,2675,0,1,0,74,1873,2190,31,0.54318618,0.038007191,0.704761905,0.460989417,0.539010583
YFR013W,2677,0,1,0,74,1874,2189,31,0.542946257,0.03798768,0.704761905,0.46123554,0.53876446
YBL002W,2679,0,1,0,74,1875,2188,31,0.542706334,0.037968189,0.704761905,0.461481664,0.538518336
YPL265W,2680,0,1,0,74,1876,2187,31,0.542466411,0.037948718,0.704761905,0.461727787,0.538272213
YOR033C,2681,0,1,0,74,1877,2186,31,0.542226488,0.037929267,0.704761905,0.461973911,0.538026089
YHR142W,2683,0,1,0,74,1878,2185,31,0.541986564,0.037909836,0.704761905,0.462220034,0.537779966
YGL114W,2684,0,1,0,74,1879,2184,31,0.541746641,0.037890425,0.704761905,0.462466158,0.537533842
YHR161C,2686,0,1,0,74,1880,2183,31,0.541506718,0.037871034,0.704761905,0.462712282,0.537287718
YOR355W,2687,0,1,0,74,1881,2182,31,0.541266795,0.037851662,0.704761905,0.462958405,0.537041595
YER161C,2688,0,1,0,74,1882,2181,31,0.541026871,0.037832311,0.704761905,0.463204529,0.536795471
YER064C,2691,0,1,0,74,1883,2180,31,0.540786948,0.037812979,0.704761905,0.463450652,0.536549348
YJL158C,2693,0,1,0,74,1884,2179,31,0.540547025,0.037793667,0.704761905,0.463696776,0.536303224
YOR181W,2694,0,1,0,74,1885,2178,31,0.540307102,0.037774375,0.704761905,0.463942899,0.536057101
YIL016W,2695,0,1,0,74,1886,2177,31,0.540067179,0.037755102,0.704761905,0.464189023,0.535810977
YER180C,2696,0,1,0,74,1887,2176,31,0.539827255,0.037735849,0.704761905,0.464435146,0.535564854
YDL161W,2697,0,1,0,74,1888,2175,31,0.539587332,0.037716616,0.704761905,0.46468127,0.53531873
YKL062W,2698,0,1,0,74,1889,2174,31,0.539347409,0.037697402,0.704761905,0.464927394,0.535072606
YLR265C,2699,0,1,0,74,1890,2173,31,0.539107486,0.037678208,0.704761905,0.465173517,0.534826483
YDR508C,2700,0,1,0,74,1891,2172,31,0.538867562,0.037659033,0.704761905,0.465419641,0.534580359
YOR057W,2701,0,1,0,74,1892,2171,31,0.538627639,0.037639878,0.704761905,0.465665764,0.534334236
YHR031C,2703,1,0,0,75,1892,2171,30,0.538867562,0.038129131,0.714285714,0.465665764,0.534334236
YJR135C,2704,0,1,0,75,1893,2170,30,0.538627639,0.038109756,0.714285714,0.465911888,0.534088112
YGL003C,2705,0,1,0,75,1894,2169,30,0.538387716,0.038090401,0.714285714,0.466158011,0.533841989
YBL003C,2707,0,1,0,75,1895,2168,30,0.538147793,0.038071066,0.714285714,0.466404135,0.533595865
YHR073W,2708,0,1,0,75,1896,2167,30,0.537907869,0.03805175,0.714285714,0.466650258,0.533349742
YLR430W,2709,0,1,0,75,1897,2166,30,0.537667946,0.038032454,0.714285714,0.466896382,0.533103618
YER157W,2710,0,1,0,75,1898,2165,30,0.537428023,0.038013178,0.714285714,0.467142506,0.532857494
YFR048W,2712,0,1,0,75,1899,2164,30,0.5371881,0.037993921,0.714285714,0.467388629,0.532611371
YLR273C,2714,0,1,0,75,1900,2163,30,0.536948177,0.037974684,0.714285714,0.467634753,0.532365247
YDR006C,2715,0,1,0,75,1901,2162,30,0.536708253,0.037955466,0.714285714,0.467880876,0.532119124
YMR075W,2718,0,1,0,75,1902,2161,30,0.53646833,0.037936267,0.714285714,0.468127,0.531873
YDL168W,2719,0,1,0,75,1903,2160,30,0.536228407,0.037917088,0.714285714,0.468373123,0.531626877
YGR124W,2720,0,1,0,75,1904,2159,30,0.535988484,0.037897928,0.714285714,0.468619247,0.531380753
YKR039W,2721,0,1,0,75,1905,2158,30,0.53574856,0.037878788,0.714285714,0.46886537,0.53113463
YDR244W,2722,0,1,0,75,1906,2157,30,0.535508637,0.037859667,0.714285714,0.469111494,0.530888506
YKL205W,2723,0,1,0,75,1907,2156,30,0.535268714,0.037840565,0.714285714,0.469357618,0.530642382
YLR067C,2726,0,0,1,75,1907,2156,30,0.535268714,0.037840565,0.714285714,0.469357618,0.530642382
YHR187W,2727,0,1,0,75,1908,2155,30,0.535028791,0.037821483,0.714285714,0.469603741,0.530396259
YNL311C,2728,0,1,0,75,1909,2154,30,0.534788868,0.037802419,0.714285714,0.469849865,0.530150135
YER144C,2729,0,1,0,75,1910,2153,30,0.534548944,0.037783375,0.714285714,0.470095988,0.529904012
YNL106C,2730,0,1,0,75,1911,2152,30,0.534309021,0.03776435,0.714285714,0.470342112,0.529657888
YIL051C,2731,1,0,0,76,1911,2152,29,0.534548944,0.038248616,0.723809524,0.470342112,0.529657888
YGR158C,2732,0,1,0,76,1912,2151,29,0.534309021,0.038229376,0.723809524,0.470588235,0.529411765
YHR026W,2733,0,1,0,76,1913,2150,29,0.534069098,0.038210156,0.723809524,0.470834359,0.529165641
YDR159W,2734,0,1,0,76,1914,2149,29,0.533829175,0.038190955,0.723809524,0.471080482,0.528919518
YMR255W,2735,0,1,0,76,1915,2148,29,0.533589251,0.038171773,0.723809524,0.471326606,0.528673394
YMR167W,2736,0,1,0,76,1916,2147,29,0.533349328,0.03815261,0.723809524,0.47157273,0.52842727
YPL123C,2737,0,1,0,76,1917,2146,29,0.533109405,0.038133467,0.723809524,0.471818853,0.528181147
YNL149C,2738,1,0,0,77,1917,2146,28,0.533349328,0.038615848,0.733333333,0.471818853,0.528181147
YCL063W,2739,0,1,0,77,1918,2145,28,0.533109405,0.038596491,0.733333333,0.472064977,0.527935023
YLR305C,2740,0,1,0,77,1919,2144,28,0.532869482,0.038577154,0.733333333,0.4723111,0.5276889
YAL040C,2741,0,1,0,77,1920,2143,28,0.532629559,0.038557837,0.733333333,0.472557224,0.527442776
YMR318C,2742,0,1,0,77,1921,2142,28,0.532389635,0.038538539,0.733333333,0.472803347,0.527196653
YDL098C,2743,0,1,0,77,1922,2141,28,0.532149712,0.03851926,0.733333333,0.473049471,0.526950529
YNL286W,2744,0,1,0,77,1923,2140,28,0.531909789,0.0385,0.733333333,0.473295594,0.526704406
YDR502C,2745,0,1,0,77,1924,2139,28,0.531669866,0.03848076,0.733333333,0.473541718,0.526458282
YPL061W,2746,0,1,0,77,1925,2138,28,0.531429942,0.038461538,0.733333333,0.473787841,0.526212159
YPR118W,2748,0,1,0,77,1926,2137,28,0.531190019,0.038442336,0.733333333,0.474033965,0.525966035
YNL133C,2751,0,1,0,77,1927,2136,28,0.530950096,0.038423154,0.733333333,0.474280089,0.525719911
YLR316C,2752,0,1,0,77,1928,2135,28,0.530710173,0.03840399,0.733333333,0.474526212,0.525473788
YJL155C,2753,0,1,0,77,1929,2134,28,0.53047025,0.038384845,0.733333333,0.474772336,0.525227664
YOR120W,2754,0,1,0,77,1930,2133,28,0.530230326,0.03836572,0.733333333,0.475018459,0.524981541
YDR485C,2755,0,1,0,77,1931,2132,28,0.529990403,0.038346614,0.733333333,0.475264583,0.524735417
YCL051W,2756,0,1,0,77,1932,2131,28,0.52975048,0.038327526,0.733333333,0.475510706,0.524489294
YOR185C,2757,0,1,0,77,1933,2130,28,0.529510557,0.038308458,0.733333333,0.47575683,0.52424317
YDR489W,2758,0,1,0,77,1934,2129,28,0.529270633,0.038289408,0.733333333,0.476002953,0.523997047
YNL053W,2759,0,1,0,77,1935,2128,28,0.52903071,0.038270378,0.733333333,0.476249077,0.523750923
YLR103C,2761,0,1,0,77,1936,2127,28,0.528790787,0.038251366,0.733333333,0.476495201,0.523504799
YHL029C,2762,0,1,0,77,1937,2126,28,0.528550864,0.038232373,0.733333333,0.476741324,0.523258676
YLL033W,2764,0,1,0,77,1938,2125,28,0.52831094,0.0382134,0.733333333,0.476987448,0.523012552
YKL125W,2765,0,1,0,77,1939,2124,28,0.528071017,0.038194444,0.733333333,0.477233571,0.522766429
YAL013W,2769,0,1,0,77,1940,2123,28,0.527831094,0.038175508,0.733333333,0.477479695,0.522520305
YOR034C,2773,0,1,0,77,1941,2122,28,0.527591171,0.038156591,0.733333333,0.477725818,0.522274182
YBR002C,2774,0,1,0,77,1942,2121,28,0.527351248,0.038137692,0.733333333,0.477971942,0.522028058
YGL243W,2775,0,1,0,77,1943,2120,28,0.527111324,0.038118812,0.733333333,0.478218065,0.521781935
YDR075W,2776,0,1,0,77,1944,2119,28,0.526871401,0.038099951,0.733333333,0.478464189,0.521535811
YDR416W,2777,0,1,0,77,1945,2118,28,0.526631478,0.038081108,0.733333333,0.478710313,0.521289687
YHR060W,2779,0,1,0,77,1946,2117,28,0.526391555,0.038062284,0.733333333,0.478956436,0.521043564
YDR497C,2780,0,1,0,77,1947,2116,28,0.526151631,0.038043478,0.733333333,0.47920256,0.52079744
YLR420W,2781,0,1,0,77,1948,2115,28,0.525911708,0.038024691,0.733333333,0.479448683,0.520551317
YMR078C,2783,0,1,0,77,1949,2114,28,0.525671785,0.038005923,0.733333333,0.479694807,0.520305193
YGL018C,2784,0,1,0,77,1950,2113,28,0.525431862,0.037987173,0.733333333,0.47994093,0.52005907
YDR490C,2785,0,1,0,77,1951,2112,28,0.525191939,0.037968442,0.733333333,0.480187054,0.519812946
