GO Term ID,GO Term Name,Num GO Term Annos,NN Nes,NN q-value,MEFIT NES,MEFIT q-value,NES Difference
GO:0097502,mannosylation,41,1.899632226,0.011851301,-1.102551648,0.539583418,3.002183874
GO:1901607,alpha-amino acid biosynthetic process,114,1.042695905,0.591237551,-1.962611373,0.045660916,3.005307278
GO:0044248,cellular catabolic process,856,1.795926606,0.024499771,-1.218775069,0.41994749,3.014701675
GO:0009083,branched-chain amino acid catabolic process,11,1.749757869,0.032195968,-1.266675808,0.376226402,3.016433677
GO:0034030,ribonucleoside bisphosphate biosynthetic process,15,2.035707827,0.003455065,-0.983197718,0.730239687,3.018905545
GO:0009085,lysine biosynthetic process,14,1.037937878,0.597772988,-1.98614403,0.045138032,3.024081907
GO:0006810,transport,1384,2.067938702,0.002661219,-0.958946715,0.763908544,3.026885417
GO:0051234,establishment of localization,1429,2.055115667,0.002933011,-0.975574067,0.742289474,3.030689735
GO:2000785,regulation of autophagosome assembly,14,1.034865734,0.60284415,-1.998905124,0.042774269,3.033770858
GO:0046164,alcohol catabolic process,23,2.027994472,0.003715947,-1.006163195,0.688430245,3.034157667
GO:0071712,ER-associated misfolded protein catabolic process,7,1.848585169,0.017048883,-1.193969045,0.443366914,3.042554214
GO:0098655,cation transmembrane transport,193,1.869852157,0.014614974,-1.180524037,0.452196285,3.050376194
GO:0051179,localization,1626,2.050953644,0.002981077,-1.005210916,0.689752588,3.05616456
GO:0033866,nucleoside bisphosphate biosynthetic process,15,2.048213942,0.003054066,-1.008281157,0.68529074,3.0564951
GO:0007033,vacuole organization,115,1.803355805,0.023229998,-1.255976283,0.385432495,3.059332088
GO:0006629,lipid metabolic process,349,2.193233758,0.000741246,-0.8666035,0.879422743,3.059837258
GO:0016558,protein import into peroxisome matrix,22,2.270093328,0.00019205,-0.791887961,0.936472796,3.061981289
GO:0006914,autophagy,239,1.958095374,0.007186733,-1.11527971,0.523033693,3.073375083
GO:0097435,supramolecular fiber organization,120,2.068150005,0.002661219,-1.006265509,0.688430245,3.074415513
GO:0006625,protein targeting to peroxisome,24,2.310795706,0.000132448,-0.764207838,0.953983251,3.075003545
GO:0046031,ADP metabolic process,31,1.820080336,0.020991986,-1.254965672,0.385432495,3.075046008
GO:0072663,establishment of protein localization to peroxisome,24,2.305213064,0.000142259,-0.779719191,0.94642543,3.084932256
GO:0015748,organophosphate ester transport,80,2.089296344,0.002173108,-1.006790246,0.688006598,3.09608659
GO:0034033,purine nucleoside bisphosphate biosynthetic process,15,2.107486158,0.001783837,-0.992730836,0.715230411,3.100216994
GO:0045010,actin nucleation,27,2.000795851,0.004766613,-1.111820211,0.528754604,3.112616062
GO:0061919,process utilizing autophagic mechanism,249,2.01969024,0.004039777,-1.094319565,0.552265427,3.114009805
GO:0030163,protein catabolic process,300,2.180041386,0.000844279,-0.935351575,0.802424051,3.115392961
GO:0051495,positive regulation of cytoskeleton organization,46,2.153467793,0.001102275,-0.963623148,0.757916294,3.117090941
GO:0072593,reactive oxygen species metabolic process,19,2.029739853,0.003678707,-1.088062101,0.562035052,3.117801955
GO:0072662,protein localization to peroxisome,24,2.359669636,5.33E-05,-0.766434896,0.953763649,3.126104532
GO:0016241,regulation of macroautophagy,44,1.773393189,0.028051601,-1.361727362,0.311349002,3.135120551
GO:0008652,cellular amino acid biosynthetic process,129,1.150154538,0.423721821,-1.986523534,0.045138032,3.136678072
GO:0043648,dicarboxylic acid metabolic process,50,2.121611361,0.001585176,-1.027622729,0.652970779,3.14923409
GO:0044255,cellular lipid metabolic process,327,2.243509822,0.0002004,-0.912894575,0.831704355,3.156404397
GO:0015919,peroxisomal membrane transport,26,2.243395898,0.0002004,-0.919462512,0.822604974,3.16285841
GO:0043574,peroxisomal transport,26,2.244635422,0.0002004,-0.924701898,0.81659109,3.16933732
GO:0045931,positive regulation of mitotic cell cycle,41,1.250459222,0.300730862,-1.930396935,0.048161921,3.180856157
GO:0044281,small molecule metabolic process,761,1.897802984,0.011979275,-1.283613418,0.363936557,3.181416403
GO:0006066,alcohol metabolic process,125,1.703855863,0.041955575,-1.481571217,0.226459247,3.18542708
GO:0055085,transmembrane transport,457,1.854511834,0.016406935,-1.338594635,0.332132249,3.193106469
GO:0009056,catabolic process,992,1.871745763,0.01452215,-1.323001475,0.342534653,3.194747238
GO:0051090,regulation of DNA-binding transcription factor activity,9,1.889219734,0.012762043,-1.306048184,0.35247088,3.195267918
GO:0019751,polyol metabolic process,44,1.226910584,0.32481824,-1.971304934,0.045660916,3.198215517
GO:0043433,negative regulation of DNA-binding transcription factor activity,8,1.764891938,0.029369374,-1.440905119,0.24898082,3.205797057
GO:0051130,positive regulation of cellular component organization,139,2.111299178,0.001736546,-1.101860351,0.539877684,3.213159529
GO:0034032,purine nucleoside bisphosphate metabolic process,33,2.164466362,0.000982174,-1.053279477,0.61484657,3.217745839
GO:0016236,macroautophagy,157,2.003680205,0.004655251,-1.219405809,0.41994749,3.223086015
GO:0033875,ribonucleoside bisphosphate metabolic process,33,2.165786751,0.000982174,-1.061291186,0.603439615,3.227077937
GO:2000601,positive regulation of Arp2/3 complex-mediated actin nucleation,9,1.749306623,0.03219877,-1.480254832,0.226459247,3.229561455
GO:0006631,fatty acid metabolic process,66,2.250985228,0.0002004,-0.982746021,0.730239687,3.233731249
GO:0044283,small molecule biosynthetic process,348,1.770178364,0.028626345,-1.468697541,0.236104116,3.238875905
GO:0018209,peptidyl-serine modification,34,1.250090727,0.300833878,-1.999168007,0.042774269,3.249258734
GO:1901565,organonitrogen compound catabolic process,420,2.054085155,0.002968048,-1.19585334,0.442992712,3.249938495
GO:0033865,nucleoside bisphosphate metabolic process,33,2.177281842,0.00088426,-1.073590344,0.585597125,3.250872186
GO:0046487,glyoxylate metabolic process,9,1.715452376,0.039490795,-1.552168423,0.188395095,3.267620799
GO:1902905,positive regulation of supramolecular fiber organization,31,2.257352268,0.000196975,-1.013965738,0.6735955,3.271318006
GO:0019752,carboxylic acid metabolic process,412,1.873360588,0.014360865,-1.399410718,0.28292195,3.272771306
GO:0006082,organic acid metabolic process,437,1.838111144,0.018401749,-1.437272468,0.251724171,3.275383612
GO:0043436,oxoacid metabolic process,431,1.84469861,0.017511671,-1.446300716,0.247331648,3.290999325
GO:0030865,cortical cytoskeleton organization,62,2.512814527,0,-0.787970325,0.941071373,3.300784852
GO:0072350,tricarboxylic acid metabolic process,8,1.809923003,0.022425019,-1.516075372,0.205186531,3.325998375
GO:0006097,glyoxylate cycle,8,1.681446378,0.048539225,-1.659892542,0.1403124,3.34133892
GO:0030866,cortical actin cytoskeleton organization,59,2.454083286,3.94E-05,-0.899923104,0.845966094,3.35400639
GO:0018105,peptidyl-serine phosphorylation,33,1.334549662,0.227315577,-2.021305854,0.042774269,3.355855517
GO:0044088,regulation of vacuole organization,27,1.748435353,0.032365283,-1.607441136,0.157025615,3.355876489
GO:0007015,actin filament organization,88,2.25092852,0.0002004,-1.118634948,0.519673825,3.369563468
GO:0007010,cytoskeleton organization,282,1.921569812,0.009952138,-1.448495986,0.246604391,3.370065798
GO:0006006,glucose metabolic process,55,1.882609329,0.013375888,-1.487600413,0.223004864,3.370209743
GO:0032787,monocarboxylic acid metabolic process,168,2.050062695,0.003002164,-1.323268776,0.342534653,3.373331472
GO:0016051,carbohydrate biosynthetic process,94,1.698141824,0.043513589,-1.688026285,0.128540909,3.386168109
GO:0009062,fatty acid catabolic process,24,1.887574706,0.012835239,-1.511792047,0.207433022,3.399366754
GO:0006090,pyruvate metabolic process,41,1.844928752,0.017511671,-1.561531644,0.184648945,3.406460396
GO:0019319,hexose biosynthetic process,33,2.049516021,0.003002164,-1.37442407,0.303532124,3.423940091
GO:0006549,isoleucine metabolic process,12,1.761674782,0.0298419,-1.667734577,0.137107772,3.429409359
GO:0044242,cellular lipid catabolic process,50,1.85181328,0.016673829,-1.578610992,0.17179464,3.430424272
GO:0034440,lipid oxidation,18,1.775719655,0.027617131,-1.662854979,0.138966772,3.438574634
GO:0006094,gluconeogenesis,33,2.064504111,0.00272566,-1.37442407,0.303532124,3.43892818
GO:0019395,fatty acid oxidation,18,1.811577713,0.022241459,-1.646482781,0.141674094,3.458060495
GO:0009097,isoleucine biosynthetic process,11,1.7350636,0.035629509,-1.725411258,0.114990276,3.460474857
GO:0071616,acyl-CoA biosynthetic process,8,2.244043694,0.0002004,-1.226240446,0.413985564,3.470284139
GO:0035383,thioester metabolic process,24,2.456418818,3.94E-05,-1.015689237,0.671873114,3.472108055
GO:0009099,valine biosynthetic process,6,1.343186303,0.220704459,-2.134947568,0.023207423,3.478133871
GO:0010638,positive regulation of organelle organization,94,2.353460634,5.33E-05,-1.126893287,0.510665638,3.480353921
GO:0006637,acyl-CoA metabolic process,24,2.459007781,3.94E-05,-1.028431425,0.652348536,3.487439206
GO:0030258,lipid modification,40,1.793578861,0.02460437,-1.698188422,0.124430247,3.491767283
GO:0035384,thioester biosynthetic process,8,2.258632867,0.000196975,-1.238170298,0.398681323,3.496803165
GO:0030029,actin filament-based process,159,2.331477012,9.48E-05,-1.18919026,0.446612826,3.520667272
GO:0006635,fatty acid beta-oxidation,15,1.790987702,0.024886953,-1.747060237,0.10131434,3.538047939
GO:0030036,actin cytoskeleton organization,157,2.345242317,9.48E-05,-1.195047539,0.442992712,3.540289856
GO:0051127,positive regulation of actin nucleation,10,1.852184755,0.016673829,-1.695321169,0.124430247,3.547505925
GO:0046364,monosaccharide biosynthetic process,35,2.131705742,0.001422594,-1.464176578,0.240242172,3.59588232
GO:0006573,valine metabolic process,8,1.522585734,0.111473841,-2.095341149,0.026510352,3.617926884
GO:0044396,actin cortical patch organization,25,2.460826246,3.94E-05,-1.167454552,0.464596157,3.628280798
GO:0009081,branched-chain amino acid metabolic process,25,1.973672809,0.006288225,-1.842538977,0.075407447,3.816211786
GO:0005975,carbohydrate metabolic process,263,1.712219778,0.040076597,-2.119738134,0.023586706,3.831957912
