Gene,+/0/-,430Net rank,PIXIE rank,Difference (430Net-PIXIE),Absoulte Difference
YLR110C,-1,2167,500,1667,1667
YGR189C,-1,2728,1061,1667,1667
YNL054W,-1,2861,1194,1667,1667
YDR489W,-1,2760,1094,1666,1666
YLR147C,-1,2649,983,1666,1666
YMR091C,-1,1892,3557,-1665,1665
YFR031C,-1,632,2297,-1665,1665
YFR030W,-1,3361,1697,1664,1664
YBL105C,-1,2587,923,1664,1664
YOL077C,-1,2453,4117,-1664,1664
YGR212W,-1,3521,1858,1663,1663
YOL108C,-1,781,2443,-1662,1662
YDL079C,-1,2393,4054,-1661,1661
YJR153W,-1,3981,2322,1659,1659
YML125C,-1,2776,1119,1657,1657
YER052C,-1,3779,2122,1657,1657
YJL041W,-1,3072,1415,1657,1657
YJL124C,-1,359,2014,-1655,1655
YKL053C-A,1,5,1660,-1655,1655
YGR013W,-1,1962,3616,-1654,1654
YLR185W,-1,3124,1471,1653,1653
YMR220W,-1,1876,224,1652,1652
YLR324W,-1,409,2060,-1651,1651
YCR048W,-1,3986,2336,1650,1650
YGL044C,-1,3339,1689,1650,1650
YJL010C,-1,1508,3155,-1647,1647
YGR275W,-1,1834,3481,-1647,1647
YKL117W,-1,232,1878,-1646,1646
YNL135C,-1,1553,3199,-1646,1646
YDR060W,-1,2098,3743,-1645,1645
YPL192C,-1,4060,2416,1644,1644
YMR238W,-1,2610,966,1644,1644
YMR109W,-1,1650,6,1644,1644
YNR030W,-1,1932,3573,-1641,1641
YPL113C,-1,3713,2073,1640,1640
YDR406W,-1,2082,3721,-1639,1639
YAL068C,-1,3998,2359,1639,1639
YLR360W,-1,2088,3725,-1637,1637
YJL207C,-1,2757,1121,1636,1636
YBR248C,-1,3656,2021,1635,1635
YBR030W,-1,2149,515,1634,1634
YML008C,-1,2092,458,1634,1634
YBR281C,-1,2308,676,1632,1632
YGR270W,-1,2837,1205,1632,1632
YMR008C,-1,2659,1028,1631,1631
YHR086W,-1,1476,3107,-1631,1631
YDR465C,-1,1520,3150,-1630,1630
YDL112W,-1,1013,2642,-1629,1629
YNL206C,-1,2035,3664,-1629,1629
YNL214W,-1,764,2392,-1628,1628
YML042W,-1,1055,2682,-1627,1627
YBL071W-A,-1,4395,2769,1626,1626
YNL289W,-1,1099,2724,-1625,1625
YAL058W,-1,2635,1011,1624,1624
YFL033C,-1,1936,3560,-1624,1624
YML115C,-1,2339,716,1623,1623
YOR078W,-1,1907,3529,-1622,1622
YAL029C,-1,2300,678,1622,1622
YDR172W,-1,1663,3284,-1621,1621
YDR228C,-1,1710,3331,-1621,1621
YLL057C,-1,2090,3710,-1620,1620
YMR309C,-1,689,2308,-1619,1619
YKR083C,-1,3511,1893,1618,1618
YPL283C,-1,4183,2565,1618,1618
YOR341W,-1,2094,3711,-1617,1617
YOL005C,-1,1569,3186,-1617,1617
YLR054C,-1,3667,2051,1616,1616
YJL099W,-1,1675,59,1616,1616
YBL063W,-1,2277,661,1616,1616
YOR369C,-1,2071,3686,-1615,1615
YER018C,-1,4033,2418,1615,1615
YKL032C,-1,3915,2300,1615,1615
YKL070W,-1,3553,1938,1615,1615
YCL009C,-1,2168,554,1614,1614
YGR154C,-1,1093,2707,-1614,1614
YDR425W,-1,599,2212,-1613,1613
YGR296W,-1,4197,2585,1612,1612
YML027W,-1,3198,1587,1611,1611
YLR342W,-1,2096,485,1611,1611
YBR035C,-1,268,1877,-1609,1609
YPL208W,-1,908,2516,-1608,1608
YPL138C,-1,2422,4029,-1607,1607
YNL038W,-1,1177,2783,-1606,1606
YLL013C,1,8,1614,-1606,1606
YMR041C,-1,374,1979,-1605,1605
YLR308W,-1,4256,2651,1605,1605
YPL253C,-1,3011,1407,1604,1604
YPR102C,-1,2515,4119,-1604,1604
YNL091W,-1,2479,876,1603,1603
YCL033C,-1,199,1802,-1603,1603
YDR256C,-1,3351,1749,1602,1602
YMR301C,-1,1867,265,1602,1602
YDR226W,-1,272,1873,-1601,1601
YMR135C,-1,576,2177,-1601,1601
YJL192C,-1,2017,3617,-1600,1600
YGL008C,-1,885,2485,-1600,1600
YBR057C,-1,2038,439,1599,1599
YGL017W,-1,2980,1382,1598,1598
YLL034C,-1,1586,3184,-1598,1598
YNL281W,-1,2371,773,1598,1598
YJR112W,-1,2412,814,1598,1598
YHL027W,-1,3484,1887,1597,1597
YBR080C,-1,1974,379,1595,1595
YJR086W,-1,3144,1550,1594,1594
YGL073W,-1,1405,2999,-1594,1594
YJR137C,-1,3498,1905,1593,1593
YAR008W,0,1764,3355,-1591,1591
YIL037C,-1,4077,2487,1590,1590
YNL027W,-1,722,2312,-1590,1590
YPL194W,-1,2172,3762,-1590,1590
YIL029C,-1,1861,3451,-1590,1590
YGL126W,-1,3654,2064,1590,1590
YLR094C,-1,3884,2295,1589,1589
YGR241C,-1,532,2120,-1588,1588
YKL106W,-1,2572,984,1588,1588
YFR028C,-1,817,2404,-1587,1587
YBR284W,-1,3851,2267,1584,1584
YNL014W,-1,3776,2195,1581,1581
YNL012W,-1,792,2372,-1580,1580
YGL038C,-1,1448,3025,-1577,1577
YOL016C,-1,1286,2863,-1577,1577
YLL040C,-1,2350,3926,-1576,1576
YLR384C,-1,1388,2963,-1575,1575
YLR383W,-1,989,2564,-1575,1575
YGR198W,-1,2864,1290,1574,1574
YPR054W,-1,4222,2649,1573,1573
YER043C,-1,1095,2668,-1573,1573
YNL187W,-1,3755,2183,1572,1572
YLL052C,-1,4209,2637,1572,1572
YFL037W,-1,2110,540,1570,1570
YPL145C,-1,2556,986,1570,1570
YDL045C,-1,169,1739,-1570,1570
YKL203C,-1,1968,3538,-1570,1570
YCR009C,-1,1583,14,1569,1569
YJR064W,-1,2592,1023,1569,1569
YHR099W,-1,642,2211,-1569,1569
YNL234W,-1,3699,2131,1568,1568
YGL142C,-1,2119,3687,-1568,1568
YDR188W,-1,2765,1197,1568,1568
YDR446W,-1,4255,2687,1568,1568
YOR278W,-1,615,2182,-1567,1567
YDL214C,-1,4072,2505,1567,1567
YGR123C,-1,1451,3016,-1565,1565
YOL164W,-1,3504,1940,1564,1564
YKR034W,-1,3643,2079,1564,1564
YDR016C,-1,1271,2833,-1562,1562
YLR309C,-1,557,2118,-1561,1561
YPL147W,-1,630,2191,-1561,1561
YHR133C,-1,1909,3469,-1560,1560
YDR080W,-1,3442,1882,1560,1560
YLR332W,-1,2292,733,1559,1559
YIL104C,-1,569,2127,-1558,1558
YNL273W,-1,2495,4053,-1558,1558
YOR188W,-1,741,2299,-1558,1558
YGL167C,-1,3759,2202,1557,1557
YNL085W,-1,1424,2979,-1555,1555
YBL092W,-1,1694,3249,-1555,1555
YCR073W-A,-1,1737,183,1554,1554
YOR028C,-1,3133,1581,1552,1552
YOR279C,-1,3407,1855,1552,1552
YLR074C,-1,2475,4025,-1550,1550
YAL012W,-1,3675,2125,1550,1550
YNL216W,-1,2151,3700,-1549,1549
YDR232W,-1,1890,341,1549,1549
YBR263W,-1,1636,87,1549,1549
YHR052W,-1,2563,4110,-1547,1547
YIL115C,-1,2484,4031,-1547,1547
YBL023C,-1,2102,555,1547,1547
YKL075C,-1,3313,1769,1544,1544
YNR038W,-1,1645,3188,-1543,1543
YOR337W,-1,3936,2393,1543,1543
YLR135W,-1,3152,1609,1543,1543
YMR299C,-1,2747,1206,1541,1541
YPL231W,-1,2906,1365,1541,1541
YJL044C,-1,3873,2332,1541,1541
YER064C,-1,3989,2449,1540,1540
YIL149C,-1,2707,1167,1540,1540
YDL102W,-1,2310,3849,-1539,1539
YGL183C,-1,4758,3223,1535,1535
YJR139C,-1,829,2363,-1534,1534
YIL147C,-1,2311,780,1531,1531
YDR306C,-1,2501,972,1529,1529
YNL238W,-1,2856,1328,1528,1528
YLR467W,-1,4115,2587,1528,1528
YCL034W,-1,146,1674,-1528,1528
YER176W,-1,3487,1960,1527,1527
YKR053C,-1,4058,2534,1524,1524
YOL090W,-1,2435,3959,-1524,1524
YHL033C,-1,2615,4139,-1524,1524
YDL019C,-1,2798,1275,1523,1523
YKL116C,-1,2606,1083,1523,1523
YDR385W,-1,3642,2119,1523,1523
YGL185C,-1,3093,1571,1522,1522
YOL097C,-1,1155,2676,-1521,1521
YDR059C,-1,256,1776,-1520,1520
YFL027C,-1,2954,1434,1520,1520
YOL078W,-1,2709,1191,1518,1518
YKR001C,-1,383,1900,-1517,1517
YNL039W,-1,1452,2968,-1516,1516
YLR029C,-1,2419,3934,-1515,1515
YPL211W,-1,1898,3413,-1515,1515
YMR260C,-1,2939,1425,1514,1514
YIL097W,-1,206,1720,-1514,1514
YOR157C,-1,1043,2556,-1513,1513
YIL007C,-1,170,1681,-1511,1511
YMR101C,-1,3480,1969,1511,1511
YDR394W,-1,297,1807,-1510,1510
YDR507C,-1,1453,2962,-1509,1509
YJL059W,-1,1988,480,1508,1508
YEL041W,-1,2694,1186,1508,1508
YLR084C,-1,2494,4001,-1507,1507
YMR142C,-1,2147,3654,-1507,1507
YKL099C,-1,1532,3039,-1507,1507
YHR216W,-1,3129,1623,1506,1506
YNL247W,-1,3130,1624,1506,1506
YOL034W,-1,1596,3099,-1503,1503
YPL028W,-1,1812,310,1502,1502
YDR167W,-1,3303,1801,1502,1502
YBR015C,-1,1963,461,1502,1502
YDR096W,-1,215,1716,-1501,1501
YIL083C,-1,3940,2439,1501,1501
YEL061C,-1,1990,490,1500,1500
YGR036C,-1,3824,2326,1498,1498
YER074W,-1,2083,3581,-1498,1498
YFL022C,-1,1065,2562,-1497,1497
YOR173W,-1,244,1740,-1496,1496
YGR104C,-1,2578,4073,-1495,1495
YER115C,-1,3942,2448,1494,1494
YIL049W,-1,3422,1930,1492,1492
Q0070,-1,3326,1835,1491,1491
YJR066W,-1,2261,771,1490,1490
YKL212W,-1,1593,103,1490,1490
YKR019C,-1,3629,2140,1489,1489
YCL064C,-1,1687,199,1488,1488
YPR144C,-1,2547,4035,-1488,1488
YER142C,-1,596,2082,-1486,1486
YDL128W,-1,2330,3816,-1486,1486
YBR055C,-1,1918,432,1486,1486
YNR032C-A,-1,3327,1842,1485,1485
YDL220C,-1,4224,2741,1483,1483
YBR189W,-1,2652,4135,-1483,1483
YDR255C,-1,1871,3353,-1482,1482
YER162C,-1,1612,3092,-1480,1480
YKR104W,-1,3423,1943,1480,1480
YIL003W,-1,2585,1106,1479,1479
YOR185C,-1,397,1875,-1478,1478
YNL149C,1,1776,3254,-1478,1478
YPR124W,-1,1112,2589,-1477,1477
YOR219C,-1,690,2163,-1473,1473
YPR199C,-1,3444,1971,1473,1473
YNL236W,-1,2586,4058,-1472,1472
YBR218C,-1,3135,1663,1472,1472
YJR106W,-1,3796,2324,1472,1472
YPL237W,-1,2317,3788,-1471,1471
YFL053W,-1,3995,2524,1471,1471
YBR097W,-1,2039,570,1469,1469
YKL026C,-1,602,2070,-1468,1468
YPR028W,-1,1210,2677,-1467,1467
YLR191W,-1,442,1909,-1467,1467
YDR170W-A,-1,4245,2780,1465,1465
YGR070W,-1,771,2235,-1464,1464
YDR404C,-1,2056,3520,-1464,1464
YDL200C,-1,1869,3333,-1464,1464
YJR069C,-1,709,2173,-1464,1464
YBR237W,-1,1989,525,1464,1464
YLR457C,-1,3552,2089,1463,1463
YHR121W,-1,142,1604,-1462,1462
YNL009W,-1,970,2429,-1459,1459
YPL027W,-1,4178,2719,1459,1459
YOL162W,-1,3564,2105,1459,1459
YBR132C,-1,686,2144,-1458,1458
YGL211W,-1,1714,257,1457,1457
YEL012W,-1,125,1582,-1457,1457
YCL059C,-1,2738,4195,-1457,1457
YGR159C,-1,2440,3896,-1456,1456
YJL029C,-1,2716,1261,1455,1455
YDR173C,-1,3224,1770,1454,1454
YGL173C,-1,1786,3239,-1453,1453
YML036W,-1,1272,2723,-1451,1451
YJL068C,-1,3142,1693,1449,1449
YBR016W,-1,1966,517,1449,1449
YFL031W,-1,3515,2066,1449,1449
YIR002C,-1,1477,2926,-1449,1449
YOR373W,-1,3688,2242,1446,1446
YHR077C,-1,1252,2697,-1445,1445
YFR021W,-1,1666,3111,-1445,1445
YGR253C,-1,484,1928,-1444,1444
YNR075W,-1,4759,3317,1442,1442
YDR373W,-1,1174,2616,-1442,1442
YFR002W,-1,1795,3237,-1442,1442
YMR239C,-1,1895,3335,-1440,1440
YNR032W,-1,318,1757,-1439,1439
YJL210W,-1,3375,1936,1439,1439
YHR161C,-1,459,1897,-1438,1438
YGR214W,-1,2732,4169,-1437,1437
YBR093C,-1,3228,1792,1436,1436
YOR043W,-1,2186,750,1436,1436
YFL060C,-1,4066,2630,1436,1436
YLR148W,-1,3747,2311,1436,1436
YML016C,-1,2532,3968,-1436,1436
YPR018W,-1,2654,4089,-1435,1435
YER190W,-1,4018,2584,1434,1434
YJR040W,-1,2666,1233,1433,1433
YEL004W,-1,3249,1818,1431,1431
YLR028C,-1,421,1852,-1431,1431
YMR029C,-1,203,1630,-1427,1427
YNL333W,-1,1435,2860,-1425,1425
YBL035C,-1,1827,405,1422,1422
YFL013C,-1,1957,3379,-1422,1422
YMR175W,-1,2769,1347,1422,1422
YIL009C-A,-1,1818,398,1420,1420
YKL171W,-1,3659,2239,1420,1420
YJL025W,-1,1421,2840,-1419,1419
YKL074C,-1,3670,2252,1418,1418
YKL216W,-1,1847,430,1417,1417
YCR036W,-1,177,1593,-1416,1416
YDR456W,-1,1078,2492,-1414,1414
YMR242C,-1,2390,3804,-1414,1414
YML006C,-1,3370,1957,1413,1413
YBR223C,-1,3577,2164,1413,1413
YDR058C,-1,549,1961,-1412,1412
YLR078C,-1,1788,3200,-1412,1412
YCL029C,-1,2246,836,1410,1410
YOL135C,-1,2136,3544,-1408,1408
YFL058W,-1,4053,2645,1408,1408
YLR106C,-1,2473,3877,-1404,1404
YDR358W,-1,138,1542,-1404,1404
YNR074C,-1,3846,2442,1404,1404
YHR067W,-1,1964,561,1403,1403
YKL181W,-1,1609,3010,-1401,1401
YLR144C,-1,353,1753,-1400,1400
YMR026C,-1,1971,572,1399,1399
YNL053W,-1,2984,1585,1399,1399
YDR201W,-1,2187,790,1397,1397
YML029W,-1,2367,970,1397,1397
YEL047C,-1,2903,1506,1397,1397
YER062C,-1,3868,2473,1395,1395
YJL014W,-1,2074,682,1392,1392
YCR072C,-1,2603,1211,1392,1392
YIL013C,-1,3930,2539,1391,1391
YNL332W,-1,4045,2654,1391,1391
YGR143W,-1,2398,1008,1390,1390
YDR091C,-1,2394,3784,-1390,1390
YJL097W,-1,2211,3600,-1389,1389
YBR288C,-1,1794,406,1388,1388
YLR440C,-1,1166,2552,-1386,1386
YGR007W,-1,2764,1378,1386,1386
YBR162W-A,-1,1678,292,1386,1386
YHR186C,-1,2441,1055,1386,1386
YEL066W,-1,1284,2670,-1386,1386
YLR035C-A,-1,4160,2776,1384,1384
YKL220C,-1,3537,2153,1384,1384
YHR144C,-1,387,1771,-1384,1384
YJL083W,-1,3850,2466,1384,1384
YNR046W,-1,1140,2523,-1383,1383
YPL149W,-1,3624,2241,1383,1383
YHR166C,-1,1976,3359,-1383,1383
YOR193W,-1,2959,1577,1382,1382
YGR005C,-1,2754,4134,-1380,1380
YNL304W,1,2106,726,1380,1380
YPL045W,-1,1691,3071,-1380,1380
YKL122C,-1,2614,1234,1380,1380
YDL105W,-1,3647,2268,1379,1379
YMR283C,-1,257,1636,-1379,1379
YNL032W,-1,1896,519,1377,1377
YLR131C,-1,1256,2633,-1377,1377
YML109W,-1,2813,4190,-1377,1377
YNL107W,-1,2218,842,1376,1376
YDL145C,-1,1518,2894,-1376,1376
YOR026W,-1,1750,3124,-1374,1374
YBR278W,-1,2272,3645,-1373,1373
YBR045C,-1,3715,2342,1373,1373
YPR008W,-1,1854,482,1372,1372
YOL040C,-1,2458,3830,-1372,1372
YOR273C,-1,1449,2820,-1371,1371
YBR142W,-1,2081,711,1370,1370
YOR014W,-1,2022,3392,-1370,1370
YOR176W,-1,1578,209,1369,1369
YJL011C,-1,1374,2743,-1369,1369
YDL082W,-1,2735,4104,-1369,1369
YER063W,-1,623,1992,-1369,1369
YMR054W,-1,839,2208,-1369,1369
YGR247W,-1,3436,2068,1368,1368
YAL014C,-1,2894,1526,1368,1368
YNL101W,-1,2152,3519,-1367,1367
YJR028W,-1,4048,2681,1367,1367
YLR096W,-1,3006,1639,1367,1367
YCR057C,-1,1461,2828,-1367,1367
YNL172W,-1,1144,2509,-1365,1365
YDR545W,-1,3951,2586,1365,1365
YLR220W,-1,2051,687,1364,1364
YML055W,-1,1061,2425,-1364,1364
YJR094C,-1,3742,2378,1364,1364
YDL149W,-1,1288,2652,-1364,1364
YMR247C,-1,3710,2346,1364,1364
YLR238W,-1,1263,2624,-1361,1361
YLR150W,-1,2070,3430,-1360,1360
YNL128W,-1,2368,1010,1358,1358
YOR281C,-1,1467,110,1357,1357
YML041C,-1,1696,3053,-1357,1357
YDL150W,-1,1821,3176,-1355,1355
YLR265C,-1,3910,2555,1355,1355
YOL144W,-1,2321,967,1354,1354
YGL145W,-1,1950,3303,-1353,1353
YDL201W,-1,1595,2948,-1353,1353
YHR015W,-1,3912,2559,1353,1353
YGL147C,-1,2414,3766,-1352,1352
YDL154W,-1,2348,997,1351,1351
YGR180C,-1,3074,1723,1351,1351
YDR314C,-1,3684,2337,1347,1347
YKR007W,-1,1371,2716,-1345,1345
YER107C,-1,682,2027,-1345,1345
YML131W,-1,3342,1997,1345,1345
YKL180W,-1,2780,4124,-1344,1344
YIL142W,-1,2902,1560,1342,1342
YJL145W,-1,2677,1335,1342,1342
YMR226C,-1,3108,1767,1341,1341
YEL044W,-1,3408,2067,1341,1341
YGL238W,-1,1912,3253,-1341,1341
YGR280C,-1,2478,3818,-1340,1340
YNL272C,-1,1621,2961,-1340,1340
YGL216W,-1,2095,756,1339,1339
YLR006C,-1,3371,2034,1337,1337
YOR247W,-1,1295,2632,-1337,1337
YLR320W,-1,2235,899,1336,1336
YNL132W,-1,2778,4113,-1335,1335
YHL006C,-1,2524,1189,1335,1335
YGL053W,-1,633,1967,-1334,1334
YHR087W,-1,449,1783,-1334,1334
YBR079C,-1,1070,2403,-1333,1333
YCR059C,-1,2223,892,1331,1331
YDL191W,-1,2751,4082,-1331,1331
YER109C,-1,2378,3709,-1331,1331
YMR285C,-1,3002,1671,1331,1331
YNL325C,-1,1996,666,1330,1330
YGL155W,-1,855,2184,-1329,1329
YIR026C,-1,1709,3038,-1329,1329
YIL018W,-1,3630,2302,1328,1328
Q0115,-1,624,1952,-1328,1328
YIL148W,-1,2406,3733,-1327,1327
YHR014W,-1,4445,3118,1327,1327
YGR197C,-1,3752,2426,1326,1326
YIR013C,-1,4121,2795,1326,1326
YER166W,-1,1470,2794,-1324,1324
YDR289C,-1,1348,2671,-1323,1323
YDR261C,-1,2645,1322,1323,1323
YKR089C,-1,1355,2678,-1323,1323
YFL011W,-1,4260,2938,1322,1322
YGR221C,-1,3709,2387,1322,1322
YJR150C,-1,4206,2885,1321,1321
YLL003W,-1,1130,2450,-1320,1320
YNL099C,-1,3055,1735,1320,1320
YPR163C,-1,2258,3578,-1320,1320
YLR424W,-1,1874,3191,-1317,1317
YDL122W,-1,3495,2178,1317,1317
YHR025W,-1,2328,3644,-1316,1316
YHR053C,-1,3997,2683,1314,1314
YDR017C,-1,1543,230,1313,1313
YKR008W,-1,2358,3671,-1313,1313
YHL034C,-1,649,1962,-1313,1313
YPR046W,-1,2263,951,1312,1312
YOR004W,-1,1889,577,1312,1312
YLR249W,-1,1417,2729,-1312,1312
YMR143W,-1,2669,1357,1312,1312
YGL195W,-1,2523,3832,-1309,1309
YOR338W,-1,4145,2837,1308,1308
YDR073W,-1,3548,2240,1308,1308
YDR478W,-1,1549,2857,-1308,1308
YDR082W,-1,1741,3048,-1307,1307
YLR088W,-1,1566,2871,-1305,1305
YDL111C,-1,1791,3095,-1304,1304
YDL222C,-1,2129,3432,-1303,1303
YNL162W,-1,2678,3981,-1303,1303
YPR062W,-1,3058,1756,1302,1302
YOR242C,-1,3933,2631,1302,1302
YPL005W,-1,1947,646,1301,1301
YDR515W,-1,314,1615,-1301,1301
YDR243C,-1,1804,3105,-1301,1301
YBR077C,-1,1923,623,1300,1300
YHR046C,-1,1231,2531,-1300,1300
YLR443W,-1,2517,1218,1299,1299
YLR098C,-1,1487,2786,-1299,1299
YGR240C,-1,2426,1128,1298,1298
YKL163W,-1,2581,1284,1297,1297
YOR204W,-1,2911,1617,1294,1294
YBR118W,-1,3794,2500,1294,1294
YGL049C,-1,1279,2572,-1293,1293
YOR216C,-1,1351,58,1293,1293
YBR139W,-1,2219,927,1292,1292
YOR370C,-1,896,2188,-1292,1292
YBR254C,-1,1608,317,1291,1291
YHR068W,-1,1633,2924,-1291,1291
YJR089W,-1,1706,2997,-1291,1291
YDR364C,-1,2648,3938,-1290,1290
YGR099W,-1,1222,2511,-1289,1289
YLR087C,-1,1724,435,1289,1289
YGL071W,-1,2155,3443,-1288,1288
YDR183W,-1,1053,2340,-1287,1287
YNR070W,-1,4210,2925,1285,1285
YGR121C,-1,2597,3882,-1285,1285
YOL145C,-1,2445,1161,1284,1284
YOL032W,-1,230,1513,-1283,1283
YGR213C,-1,3721,2438,1283,1283
YKR009C,-1,1086,2369,-1283,1283
YMR240C,-1,2661,3944,-1283,1283
YFR032C-A,-1,3763,2481,1282,1282
YHL007C,-1,2521,3801,-1280,1280
YLR114C,-1,2879,1600,1279,1279
YML075C,-1,1655,376,1279,1279
YLR420W,-1,1725,449,1276,1276
YIR012W,-1,1170,2446,-1276,1276
YLR102C,-1,1372,2647,-1275,1275
YNL327W,-1,1965,690,1275,1275
YMR104C,-1,1801,3074,-1273,1273
YNL031C,-1,852,2124,-1272,1272
YER143W,-1,277,1549,-1272,1272
YKR095W,-1,3292,2022,1270,1270
YLR082C,-1,3115,1847,1268,1268
YIL052C,-1,2360,3626,-1266,1266
YDR147W,-1,2712,1447,1265,1265
YGR088W,-1,768,2033,-1265,1265
YGR251W,-1,3695,2432,1263,1263
YPR179C,-1,1216,2479,-1263,1263
YDR501W,-1,3988,2725,1263,1263
YDR252W,-1,2850,1588,1262,1262
YBL084C,-1,1727,466,1261,1261
YPR016C,-1,2591,3851,-1260,1260
YIR006C,-1,1296,36,1260,1260
YJR156C,-1,1415,2672,-1257,1257
YEL062W,-1,2201,944,1257,1257
YOR155C,-1,678,1935,-1257,1257
YGR148C,-1,2734,3991,-1257,1257
YOL058W,-1,2656,1399,1257,1257
YBR059C,-1,2021,764,1257,1257
YPL180W,-1,1680,2936,-1256,1256
YHR065C,-1,2629,3885,-1256,1256
YLR228C,-1,3674,2420,1254,1254
YML104C,1,15,1267,-1252,1252
YHL012W,-1,3635,2383,1252,1252
YHR163W,-1,2632,1380,1252,1252
YGR202C,-1,3711,2460,1251,1251
YNL312W,-1,2325,3576,-1251,1251
YLR229C,-1,2050,3301,-1251,1251
YHR081W,-1,2182,932,1250,1250
YOR257W,-1,2446,3696,-1250,1250
YBR299W,-1,2622,3871,-1249,1249
YHR204W,-1,3125,1876,1249,1249
YGL031C,-1,2833,4080,-1247,1247
YLR401C,-1,1181,2427,-1246,1246
YGR087C,-1,2424,1178,1246,1246
YER038C,-1,3938,2693,1245,1245
YDR254W,-1,2400,1158,1242,1242
YLR223C,-1,2743,3985,-1242,1242
YOR085W,-1,2719,1480,1239,1239
YER007W,-1,2163,924,1239,1239
YHR101C,-1,921,2159,-1238,1238
YIR041W,-1,3949,2711,1238,1238
YLR126C,-1,3839,2602,1237,1237
YJR145C,-1,2630,3867,-1237,1237
YCL016C,-1,1519,2756,-1237,1237
YGL153W,-1,1167,2402,-1235,1235
YLR319C,-1,470,1703,-1233,1233
YNL169C,-1,1855,622,1233,1233
YOR036W,-1,249,1482,-1233,1233
YMR068W,-1,1763,2996,-1233,1233
YPL125W,-1,2815,1583,1232,1232
YDL095W,-1,2097,865,1232,1232
YNL267W,-1,1579,347,1232,1232
YBL032W,-1,1683,452,1231,1231
YDR312W,-1,1598,2829,-1231,1231
YGL130W,-1,2085,3315,-1230,1230
YPL092W,-1,3807,2578,1229,1229
YBR294W,-1,4131,2902,1229,1229
YJR049C,-1,2685,1457,1228,1228
YBR249C,-1,1742,2970,-1228,1228
YDR459C,-1,3186,1959,1227,1227
YGL023C,-1,3926,2699,1227,1227
YDR013W,-1,2093,3320,-1227,1227
YGL040C,-1,226,1453,-1227,1227
YKL184W,-1,3092,1865,1227,1227
YER112W,-1,2444,3670,-1226,1226
YBR267W,-1,2883,4109,-1226,1226
YPR190C,-1,2271,3497,-1226,1226
YOR250C,-1,1581,2806,-1225,1225
YGL012W,-1,2379,3604,-1225,1225
YJR033C,-1,811,2036,-1225,1225
YNL251C,-1,3558,2334,1224,1224
YJL179W,-1,1790,568,1222,1222
YJL121C,-1,1413,192,1221,1221
YJL116C,1,2471,1251,1220,1220
YHL022C,-1,4088,2868,1220,1220
YDR214W,-1,2016,796,1220,1220
YLR044C,-1,2919,1700,1219,1219
YPR051W,-1,1384,2603,-1219,1219
YPR143W,-1,2497,3715,-1218,1218
YNL314W,-1,930,2146,-1216,1216
YLR367W,-1,2460,3675,-1215,1215
YJR005W,-1,430,1644,-1214,1214
YDL038C,-1,4433,3220,1213,1213
YIL119C,-1,4132,2920,1212,1212
YLR355C,1,40,1252,-1212,1212
YDR536W,-1,3662,2452,1210,1210
YOL113W,-1,282,1491,-1209,1209
YDR064W,-1,2800,4009,-1209,1209
YML073C,-1,2863,4072,-1209,1209
YNR003C,-1,2396,3605,-1209,1209
YDR464W,-1,1499,2708,-1209,1209
YBR078W,-1,1511,303,1208,1208
YOR132W,-1,202,1409,-1207,1207
YLR436C,-1,577,1782,-1205,1205
YPL061W,-1,1321,117,1204,1204
YMR100W,-1,1027,2231,-1204,1204
YJL222W,-1,3728,2525,1203,1203
YCL030C,-1,3201,1999,1202,1202
YDL058W,-1,3103,1902,1201,1201
YDL227C,-1,3027,1829,1198,1198
YNL298W,-1,1497,301,1196,1196
YLR209C,-1,961,2157,-1196,1196
YDL240W,-1,1544,2739,-1195,1195
YBR021W,-1,3723,2528,1195,1195
YOL072W,-1,1299,2494,-1195,1195
YDR035W,-1,3211,2017,1194,1194
YBR165W,-1,1324,134,1190,1190
YGL013C,-1,1637,447,1190,1190
YPL214C,-1,744,1933,-1189,1189
YDL081C,-1,2634,1446,1188,1188
YGL190C,-1,2118,3305,-1187,1187
YBR058C-A,-1,670,1856,-1186,1186
YLR438W,-1,2796,1611,1185,1185
YLL045C,-1,3071,1886,1185,1185
YKL109W,-1,939,2123,-1184,1184
YLR377C,-1,906,2090,-1184,1184
YBL091C,-1,1610,426,1184,1184
YHR167W,-1,1211,2394,-1183,1183
YER106W,-1,4215,3032,1183,1183
YFR019W,-1,1307,125,1182,1182
YPR036W,-1,1994,812,1182,1182
YGR004W,-1,1670,2852,-1182,1182
YPL090C,-1,2907,4088,-1181,1181
YIL004C,-1,708,1889,-1181,1181
YIL038C,-1,1723,2904,-1181,1181
YCR082W,-1,651,1832,-1181,1181
YFL001W,-1,1429,2610,-1181,1181
YLR105C,0,1381,201,1180,1180
YMR053C,-1,791,1970,-1179,1179
YML052W,-1,1632,453,1179,1179
YNR002C,-1,769,1947,-1178,1178
YLL042C,-1,3274,2098,1176,1176
YGL105W,-1,1229,2405,-1176,1176
YJR132W,-1,1602,2778,-1176,1176
YPR192W,-1,4264,3088,1176,1176
YGL019W,-1,1565,2740,-1175,1175
YKL127W,-1,2749,1575,1174,1174
YMR165C,-1,2750,1576,1174,1174
YMR319C,-1,3985,2811,1174,1174
YJR007W,-1,1394,2567,-1173,1173
YDR382W,-1,3539,2366,1173,1173
YBR160W,-1,2298,1126,1172,1172
YHR058C,-1,2402,3574,-1172,1172
YGL251C,-1,3561,2389,1172,1172
