Gene,+/0/-,430Net rank,MEFIT rank,Difference (430Net-MEFIT),Absoulte Difference
YBR015C,-1,1963,789,1174,1174
YMR016C,-1,3336,2162,1174,1174
YCL009C,-1,2168,3341,-1173,1173
YIL061C,-1,3463,2290,1173,1173
YER145C,-1,2999,1828,1171,1171
YHR119W,-1,1056,2226,-1170,1170
YCL048W,-1,3893,2723,1170,1170
YNR032C-A,-1,3327,2159,1168,1168
YLR353W,-1,486,1654,-1168,1168
YCL073C,-1,3790,2623,1167,1167
YKR007W,-1,1371,204,1167,1167
YAL007C,-1,1361,195,1166,1166
YKL135C,-1,643,1809,-1166,1166
YGL065C,-1,2000,3165,-1165,1165
YGR246C,-1,1194,2359,-1165,1165
YPL127C,-1,1597,432,1165,1165
YAL017W,-1,328,1490,-1162,1162
YBL079W,-1,1491,2652,-1161,1161
YHR086W,-1,1476,2637,-1161,1161
YER035W,-1,1605,2766,-1161,1161
YMR092C,-1,377,1538,-1161,1161
YDL040C,-1,1686,526,1160,1160
YAR002C-A,-1,2382,1224,1158,1158
YML117W,-1,2177,3335,-1158,1158
YGL067W,-1,672,1829,-1157,1157
YNL318C,-1,3898,2741,1157,1157
YLR449W,-1,3066,1910,1156,1156
YPR192W,-1,4264,3112,1152,1152
YIL029C,-1,1861,3013,-1152,1152
YJR097W,-1,1238,2389,-1151,1151
YBL042C,-1,2929,1779,1150,1150
YFL018C,-1,103,1253,-1150,1150
YKL012W,-1,1316,2466,-1150,1150
YNL135C,-1,1553,403,1150,1150
YOR294W,-1,1332,2482,-1150,1150
YPR002W,-1,925,2074,-1149,1149
YOR208W,-1,1664,2813,-1149,1149
YNL097C,-1,2194,1045,1149,1149
YGL123W,-1,1775,626,1149,1149
YIL044C,-1,2876,1728,1148,1148
YLL022C,-1,2767,1620,1147,1147
YDR170C,-1,3016,1869,1147,1147
YMR276W,-1,3226,2079,1147,1147
YLR450W,-1,3453,2307,1146,1146
YBL024W,-1,414,1560,-1146,1146
YPR179C,-1,1216,2361,-1145,1145
YDL212W,-1,1501,356,1145,1145
YLR110C,-1,2167,1022,1145,1145
YGL095C,-1,884,2028,-1144,1144
YLR369W,-1,165,1307,-1142,1142
YDR089W,-1,3767,2625,1142,1142
YDR075W,-1,3287,2145,1142,1142
YGL251C,-1,3561,2421,1140,1140
YGR049W,-1,4111,2971,1140,1140
YDR326C,-1,3485,2346,1139,1139
YGR063C,-1,1625,487,1138,1138
YJL156C,-1,2926,1788,1138,1138
YML132W,-1,2549,1412,1137,1137
YHR023W,-1,3214,2077,1137,1137
YDR484W,-1,867,2004,-1137,1137
YOR085W,-1,2719,1583,1136,1136
YMR309C,-1,689,1824,-1135,1135
YMR281W,-1,2192,1058,1134,1134
YDR177W,-1,1185,51,1134,1134
YHR067W,-1,1964,832,1132,1132
YNL078W,-1,4095,2963,1132,1132
YDL111C,-1,1791,659,1132,1132
YGR111W,-1,1853,722,1131,1131
YJL167W,-1,1445,314,1131,1131
YGL009C,-1,1340,2470,-1130,1130
YLL003W,-1,1130,2259,-1129,1129
YCR010C,-1,2807,1678,1129,1129
YDR235W,-1,2212,3340,-1128,1128
YGL012W,-1,2379,1252,1127,1127
YKR080W,-1,3835,2709,1126,1126
YBR026C,-1,270,1394,-1124,1124
YDL188C,-1,2250,3374,-1124,1124
YHR008C,-1,255,1379,-1124,1124
YJL006C,-1,3037,1914,1123,1123
YLR393W,-1,1306,2429,-1123,1123
YDR140W,-1,2127,1006,1121,1121
YJL011C,-1,1374,253,1121,1121
YDR156W,-1,3907,2786,1121,1121
YML060W,-1,1713,2833,-1120,1120
YDR027C,-1,860,1980,-1120,1120
YNL311C,-1,1353,2471,-1118,1118
YER007C-A,-1,1310,194,1116,1116
YDR019C,-1,3896,2781,1115,1115
YBR188C,-1,2164,1049,1115,1115
YDR279W,-1,2060,946,1114,1114
YLL024C,-1,3975,2861,1114,1114
YOR185C,-1,397,1510,-1113,1113
YMR257C,0,109,1222,-1113,1113
YDR403W,-1,3549,2437,1112,1112
YOR180C,-1,4092,2981,1111,1111
YHR190W,-1,321,1431,-1110,1110
YFL029C,-1,2270,1161,1109,1109
YLR085C,-1,1251,2360,-1109,1109
YFR032C-A,-1,3763,2654,1109,1109
YGR283C,-1,3325,2216,1109,1109
YDL043C,-1,1537,429,1108,1108
YMR255W,-1,2326,1218,1108,1108
YMR200W,-1,1777,2885,-1108,1108
YCR008W,-1,2718,1612,1106,1106
YLR292C,-1,1317,211,1106,1106
YAL062W,-1,3263,2158,1105,1105
YPR065W,-1,3596,2494,1102,1102
YHL033C,-1,2615,1513,1102,1102
YFL001W,-1,1429,328,1101,1101
YGL055W,1,27,1127,-1100,1100
YOR212W,-1,1617,518,1099,1099
YDL019C,-1,2798,1700,1098,1098
YHR039C,-1,3678,2580,1098,1098
YPR025C,-1,723,1821,-1098,1098
YDR305C,-1,1796,699,1097,1097
YMR243C,-1,3173,2076,1097,1097
YPR163C,-1,2258,1163,1095,1095
YMR129W,-1,706,1800,-1094,1094
YNR007C,-1,216,1309,-1093,1093
YER081W,-1,4138,3045,1093,1093
YCR092C,-1,3626,2534,1092,1092
YER104W,-1,3491,2400,1091,1091
YJR136C,-1,800,1891,-1091,1091
YLR103C,-1,3004,1915,1089,1089
YAL015C,-1,1044,2130,-1086,1086
YOR069W,-1,698,1780,-1082,1082
YOR048C,-1,1831,2912,-1081,1081
YML076C,-1,2282,3362,-1080,1080
YOR153W,-1,2927,1847,1080,1080
YDR082W,-1,1741,2821,-1080,1080
YDR424C,-1,1311,233,1078,1078
YER166W,-1,1470,2548,-1078,1078
YDR522C,-1,4158,3081,1077,1077
YDL116W,-1,2589,1512,1077,1077
YPL181W,-1,582,1658,-1076,1076
YGL241W,-1,2296,1221,1075,1075
YMR134W,1,12,1087,-1075,1075
YDR345C,-1,4043,2968,1075,1075
YLR361C,-1,1628,2703,-1075,1075
YOR084W,-1,3523,2451,1072,1072
YLR304C,1,21,1092,-1071,1071
YIL111W,-1,3700,2629,1071,1071
YPL032C,-1,3118,2048,1070,1070
YKR063C,-1,1512,2582,-1070,1070
YDL095W,-1,2097,3167,-1070,1070
YPL157W,-1,864,1932,-1068,1068
YGL076C,-1,1977,909,1068,1068
YDR205W,-1,2112,3178,-1066,1066
YOL025W,-1,1754,2818,-1064,1064
YOL105C,-1,1813,2876,-1063,1063
YMR231W,-1,2043,3106,-1063,1063
YLR250W,-1,472,1534,-1062,1062
YGL167C,-1,3759,2698,1061,1061
YKL074C,-1,3670,2610,1060,1060
YOR341W,-1,2094,3153,-1059,1059
YFR009W,-1,2122,3180,-1058,1058
YOR274W,0,1346,2404,-1058,1058
YNL242W,-1,1825,2883,-1058,1058
YNL166C,-1,979,2036,-1057,1057
YOL005C,-1,1569,512,1057,1057
YIL045W,-1,920,1975,-1055,1055
YIL033C,-1,625,1679,-1054,1054
YER032W,-1,1180,2233,-1053,1053
YLR447C,-1,1377,324,1053,1053
YNL167C,-1,389,1441,-1052,1052
YBR121C,0,502,1551,-1049,1049
YPL146C,-1,2221,1173,1048,1048
YDR330W,-1,1677,2724,-1047,1047
YOR265W,-1,1106,60,1046,1046
YLR019W,-1,3286,2240,1046,1046
YDR510W,-1,1641,595,1046,1046
YMR304W,-1,1145,2191,-1046,1046
YLR078C,-1,1788,745,1043,1043
YJL210W,-1,3375,2334,1041,1041
YLL050C,-1,1168,128,1040,1040
YHR098C,-1,2354,3394,-1040,1040
YGL044C,-1,3339,2299,1040,1040
YEL042W,-1,1402,364,1038,1038
YKL088W,-1,3852,2815,1037,1037
YPR028W,-1,1210,174,1036,1036
YDR368W,-1,567,1603,-1036,1036
YBL089W,-1,1269,2304,-1035,1035
YDR331W,-1,2159,1124,1035,1035
YBR103W,-1,923,1957,-1034,1034
YBL021C,-1,1261,228,1033,1033
YOL116W,-1,2007,974,1033,1033
YGR245C,-1,2295,3327,-1032,1032
YLR321C,-1,801,1832,-1031,1031
YHR113W,-1,2343,1312,1031,1031
YER183C,-1,1101,70,1031,1031
YHL012W,-1,3635,2604,1031,1031
YBR158W,-1,2620,1590,1030,1030
YDL076C,-1,1224,2254,-1030,1030
YPL111W,-1,2691,1662,1029,1029
YGL001C,-1,2380,1352,1028,1028
YPL086C,-1,539,1566,-1027,1027
YNL164C,-1,1134,2160,-1026,1026
YPL131W,-1,1926,901,1025,1025
YOR171C,-1,523,1548,-1025,1025
YDR150W,1,158,1181,-1023,1023
YPL051W,-1,1524,503,1021,1021
YPR180W,-1,614,1634,-1020,1020
YHR099W,-1,642,1661,-1019,1019
YCR059C,-1,2223,3242,-1019,1019
YBR029C,-1,1204,186,1018,1018
YDR180W,-1,2758,1740,1018,1018
YGR048W,-1,322,1339,-1017,1017
YMR234W,-1,2176,1159,1017,1017
YBR272C,-1,278,1294,-1016,1016
YJL098W,-1,1838,2854,-1016,1016
YFL025C,-1,3264,2249,1015,1015
YKL193C,-1,212,1226,-1014,1014
YDL161W,-1,909,1923,-1014,1014
YOR110W,-1,2500,1486,1014,1014
YPR173C,-1,2720,1707,1013,1013
YPL058C,-1,4170,3158,1012,1012
YLR023C,-1,2970,1958,1012,1012
YHR176W,-1,2539,1527,1012,1012
YIR026C,-1,1709,2721,-1012,1012
YOR272W,-1,951,1962,-1011,1011
YFL045C,-1,2138,1128,1010,1010
YER007W,-1,2163,3172,-1009,1009
YGR179C,-1,1373,2381,-1008,1008
YML128C,-1,149,1156,-1007,1007
YOL135C,-1,2136,1131,1005,1005
YDR265W,-1,369,1373,-1004,1004
YAL051W,-1,1740,2744,-1004,1004
YHR066W,-1,1607,2609,-1002,1002
YOR339C,-1,4231,3229,1002,1002
YGL246C,-1,521,1521,-1000,1000
YLL011W,-1,716,1716,-1000,1000
YKR091W,-1,1206,2206,-1000,1000
YIL139C,-1,2447,1448,999,999
YGL145W,-1,1950,2949,-999,999
YIR034C,-1,2346,3343,-997,997
YGR264C,-1,1235,2229,-994,994
YOR014W,-1,2022,3016,-994,994
YKR090W,-1,1910,916,994,994
YLR033W,-1,1202,2194,-992,992
YBR229C,-1,767,1757,-990,990
YKL038W,-1,3278,2288,990,990
YDL101C,-1,3573,2583,990,990
YFL002C,-1,1447,2436,-989,989
YMR264W,-1,968,1956,-988,988
YHR005C,-1,3660,2672,988,988
YNL113W,-1,1894,907,987,987
YMR022W,-1,267,1254,-987,987
YKL059C,-1,3060,2073,987,987
YDR005C,-1,1531,544,987,987
YLL036C,-1,919,1905,-986,986
YOR163W,-1,1638,652,986,986
YKL216W,-1,1847,862,985,985
YLR411W,-1,2137,1152,985,985
YGR077C,-1,2023,3007,-984,984
YLR272C,-1,612,1594,-982,982
YDL200C,-1,1869,888,981,981
YMR251W-A,-1,530,1511,-981,981
YDR099W,-1,300,1281,-981,981
YOR275C,-1,540,1520,-980,980
YPR156C,-1,4379,3401,978,978
YKL124W,-1,2052,3030,-978,978
YOR383C,-1,3956,2978,978,978
YLR088W,-1,1566,2543,-977,977
YHR185C,-1,4333,3356,977,977
YLR345W,-1,3078,2101,977,977
YPR068C,-1,2019,1042,977,977
YNL003C,-1,1089,2066,-977,977
YKL126W,-1,351,1327,-976,976
YGR241C,-1,532,1508,-976,976
YDR373W,-1,1174,198,976,976
YDR456W,-1,1078,2053,-975,975
YJR158W,-1,3116,2141,975,975
YBR139W,-1,2219,3192,-973,973
YGR185C,-1,2438,1467,971,971
YDR517W,-1,820,1790,-970,970
YGR233C,-1,2958,1988,970,970
YDL075W,-1,2653,1684,969,969
YDR078C,-1,3395,2427,968,968
YDR174W,-1,1905,939,966,966
YPL122C,-1,1398,2363,-965,965
YNL061W,-1,924,1889,-965,965
YIL050W,-1,219,1182,-963,963
YDR012W,-1,2477,1514,963,963
YBR086C,-1,3793,2830,963,963
YDR207C,-1,2121,3084,-963,963
YAL032C,-1,3570,2607,963,963
YNL259C,-1,1072,112,960,960
YJR092W,-1,568,1525,-957,957
YBL052C,-1,1483,2439,-956,956
YNL263C,-1,2525,1569,956,956
YOR063W,-1,2232,1277,955,955
YBR107C,-1,3051,2096,955,955
YJL174W,-1,3251,2296,955,955
YAL036C,-1,965,1919,-954,954
YGR187C,-1,1685,2638,-953,953
YDR039C,-1,4219,3266,953,953
YPL193W,-1,1718,2670,-952,952
YPR111W,-1,1901,2853,-952,952
YLR018C,-1,2053,1102,951,951
YKL176C,-1,2388,1438,950,950
YPL036W,-1,3295,2345,950,950
YBR156C,-1,3244,2294,950,950
YDR016C,-1,1271,322,949,949
YJL122W,-1,1643,694,949,949
YBR106W,-1,1456,507,949,949
YGR010W,-1,1585,2533,-948,948
YNL209W,-1,2285,1337,948,948
YPL174C,-1,1554,2502,-948,948
YIL106W,-1,2253,3201,-948,948
YGR186W,-1,3117,2170,947,947
YAL019W,-1,1627,2574,-947,947
YBR115C,-1,2334,3280,-946,946
YDR499W,-1,3061,2116,945,945
YNL027W,-1,722,1666,-944,944
YCL033C,-1,199,1143,-944,944
YDR110W,-1,2080,3024,-944,944
YML106W,-1,1375,433,942,942
YHL030W,-1,2099,1158,941,941
YHL040C,-1,3866,2925,941,941
YIL005W,-1,806,1746,-940,940
YOL027C,1,33,973,-940,940
YOR344C,-1,2794,1854,940,940
YKR069W,-1,3398,2459,939,939
YKL139W,-1,2385,1446,939,939
YHR186C,-1,2441,3380,-939,939
YOL021C,-1,1334,2271,-937,937
YNR003C,-1,2396,3333,-937,937
YLR265C,-1,3910,2973,937,937
YLR113W,-1,2198,1262,936,936
YDL002C,-1,1630,695,935,935
YNL313C,-1,3168,2234,934,934
YHR129C,-1,751,1685,-934,934
Q0070,-1,3326,2392,934,934
YNL085W,-1,1424,2358,-934,934
YGL155W,-1,855,1789,-934,934
YHR047C,-1,3365,2433,932,932
YOR287C,-1,3288,2357,931,931
YHL048W,-1,1494,2424,-930,930
YKL096W-A,-1,2802,1873,929,929
YOR078W,-1,1907,979,928,928
YPL214C,-1,744,1672,-928,928
YOR219C,-1,690,1618,-928,928
YDR329C,-1,653,1580,-927,927
YNL041C,-1,2324,3251,-927,927
YGL257C,-1,1676,2602,-926,926
YKR028W,-1,1580,2505,-925,925
YLR277C,-1,694,1619,-925,925
YML097C,-1,2570,1645,925,925
YIL144W,-1,3426,2501,925,925
YNL274C,-1,248,1170,-922,922
YLL040C,-1,2350,3271,-921,921
YBR078W,-1,1511,2432,-921,921
YPR033C,-1,668,1587,-919,919
YAR018C,-1,2643,1725,918,918
YEL018W,-1,1411,494,917,917
YGL161C,-1,156,1073,-917,917
YKL068W,-1,758,1673,-915,915
YER136W,-1,554,1468,-914,914
YOR040W,-1,1096,2010,-914,914
YGR239C,-1,2858,1945,913,913
YDR346C,-1,2143,1231,912,912
YGR123C,-1,1451,539,912,912
YPR124W,-1,1112,201,911,911
YBR160W,-1,2298,1387,911,911
YML080W,-1,546,1456,-910,910
YOR256C,-1,578,1487,-909,909
YLR389C,-1,3157,2248,909,909
YGR218W,-1,3584,2676,908,908
YIL077C,-1,2351,3259,-908,908
YKR014C,-1,427,1334,-907,907
YER155C,-1,3246,2340,906,906
YNL202W,-1,1542,2447,-905,905
YJR143C,-1,805,1710,-905,905
YKL014C,-1,600,1504,-904,904
YNL046W,-1,3459,2555,904,904
YGL099W,-1,1688,2591,-903,903
YJL094C,-1,2157,3060,-903,903
YJL048C,-1,453,1355,-902,902
YGL053W,-1,633,1535,-902,902
YDR468C,-1,253,1154,-901,901
YDR028C,-1,793,1694,-901,901
YGL252C,-1,342,1243,-901,901
YGL002W,-1,1127,226,901,901
YLR226W,-1,2178,3079,-901,901
YLR442C,-1,1410,2310,-900,900
YHR015W,-1,3912,3012,900,900
YFR047C,-1,856,1754,-898,898
YLR342W,-1,2096,2994,-898,898
YBR154C,-1,1102,205,897,897
YKR086W,-1,2456,3353,-897,897
YIL016W,-1,1042,147,895,895
YDR325W,-1,2228,1335,893,893
YDR088C,-1,1217,2110,-893,893
YPL147W,-1,630,1523,-893,893
YLR172C,-1,1721,829,892,892
YLR086W,-1,1866,2758,-892,892
YDR182W,-1,424,1315,-891,891
YCR067C,-1,1110,1999,-889,889
YML022W,-1,1343,454,889,889
YHR197W,-1,2131,3019,-888,888
YML041C,-1,1696,808,888,888
YDR461W,-1,4083,3197,886,886
YDR363W,-1,2344,3230,-886,886
YCL025C,-1,4004,3119,885,885
YFR053C,-1,418,1303,-885,885
YDR045C,-1,1236,351,885,885
YMR087W,-1,3204,2321,883,883
YOR117W,-1,241,1123,-882,882
YGR090W,-1,857,1736,-879,879
YMR133W,-1,4112,3233,879,879
YNL107W,-1,2218,3095,-877,877
YMR239C,-1,1895,2770,-875,875
YPL259C,-1,2366,1491,875,875
YBL054W,-1,1505,2378,-873,873
YER018C,-1,4033,3161,872,872
YBR228W,-1,1387,2258,-871,871
YLL048C,-1,3944,3073,871,871
YPL217C,-1,2961,2091,870,870
YOR346W,-1,3054,2185,869,869
YNL178W,-1,953,84,869,869
YFL059W,-1,3862,2993,869,869
YIL088C,-1,416,1285,-869,869
YMR197C,-1,207,1074,-867,867
YBL045C,-1,110,976,-866,866
YDR528W,-1,3948,3082,866,866
YDR524C,-1,2407,1541,866,866
YLR262C-A,-1,990,1856,-866,866
YLR166C,-1,1187,2051,-864,864
YLR009W,-1,1816,952,864,864
YLL034C,-1,1586,2450,-864,864
YNL210W,-1,4159,3295,864,864
YHR112C,-1,3628,2765,863,863
YDR341C,-1,3232,2370,862,862
YJL219W,-1,3814,2954,860,860
YOR160W,-1,1745,2605,-860,860
YGR158C,-1,731,1591,-860,860
YHR081W,-1,2182,1324,858,858
YLR058C,-1,3518,2662,856,856
YER149C,-1,2032,1177,855,855
YOR076C,-1,2236,3090,-854,854
YER075C,-1,2753,1900,853,853
YDR480W,-1,3419,2566,853,853
YAL030W,-1,305,1157,-852,852
YBR068C,-1,4052,3200,852,852
YHR174W,-1,3446,2594,852,852
YLR157C,-1,4107,3256,851,851
YPL218W,-1,1059,209,850,850
YFL014W,-1,429,1279,-850,850
YDR323C,-1,2047,2896,-849,849
YNL334C,-1,2252,1404,848,848
YIR025W,-1,1798,2645,-847,847
YPL234C,-1,2120,1274,846,846
YGL077C,-1,1198,353,845,845
YKL018W,-1,1525,680,845,845
YNL128W,-1,2368,3212,-844,844
YDR295C,-1,3035,2192,843,843
YEL024W,-1,220,1063,-843,843
YNL075W,-1,1979,1136,843,843
YDR238C,-1,1025,1866,-841,841
YIL116W,-1,2294,3134,-840,840
YLR394W,-1,148,988,-840,840
YPR188C,-1,1136,297,839,839
YCR097W,-1,2166,1328,838,838
YMR236W,-1,1592,754,838,838
YLR220W,-1,2051,1214,837,837
YKL127W,-1,2749,1912,837,837
YBR155W,-1,1007,1842,-835,835
YGR108W,-1,1900,1066,834,834
YLR133W,-1,403,1236,-833,833
YDR513W,-1,112,945,-833,833
YLR205C,-1,1173,2005,-832,832
YPL082C,-1,3013,2181,832,832
YPR112C,-1,1601,2431,-830,830
YDL029W,1,55,885,-830,830
YDL042C,-1,1748,921,827,827
YMR318C,-1,1972,1145,827,827
YPR120C,-1,1618,2444,-826,826
YJL170C,-1,3843,3018,825,825
YPL151C,-1,1495,2320,-825,825
YOR349W,-1,3976,3151,825,825
YGL019W,-1,1565,741,824,824
YML011C,-1,2086,1263,823,823
YJL041W,-1,3072,2251,821,821
YCR027C,-1,945,125,820,820
YNL234W,-1,3699,2879,820,820
YNL108C,-1,2313,1493,820,820
YIL075C,-1,878,1697,-819,819
YGR254W,-1,3757,2939,818,818
YML071C,-1,3346,2528,818,818
YPL015C,-1,1109,1925,-816,816
YOL149W,-1,1277,463,814,814
YPR137W,-1,782,1595,-813,813
YBR038W,-1,2684,1872,812,812
YLR371W,-1,1031,1843,-812,812
YPL178W,-1,957,146,811,811
YHR068W,-1,1633,823,810,810
YJL068C,-1,3142,2333,809,809
YKL041W,-1,1865,1056,809,809
YBR030W,-1,2149,2958,-809,809
YDR143C,-1,2454,3262,-808,808
YOR388C,-1,3750,2943,807,807
YDL046W,-1,265,1072,-807,807
YKR010C,-1,2423,1616,807,807
YER015W,-1,1419,2225,-806,806
YGL106W,-1,1121,316,805,805
YCR036W,-1,177,981,-804,804
YDR477W,-1,700,1503,-803,803
YCR035C,-1,1830,1027,803,803
YMR310C,-1,3578,2777,801,801
YDL078C,-1,336,1137,-801,801
YGR044C,-1,2930,2129,801,801
YDR361C,-1,984,1784,-800,800
YNL280C,-1,2700,1901,799,799
YNL132W,-1,2778,1979,799,799
YBR207W,-1,281,1079,-798,798
YIR037W,-1,250,1048,-798,798
YDL020C,-1,331,1129,-798,798
YGL130W,-1,2085,2882,-797,797
YJL097W,-1,2211,1414,797,797
YCL064C,-1,1687,2483,-796,796
YEL053C,-1,2065,2860,-795,795
YER001W,-1,1482,687,795,795
YJR051W,-1,770,1565,-795,795
YOR115C,-1,1160,365,795,795
YDL213C,-1,2058,2849,-791,791
YJR112W,-1,2412,1621,791,791
YGR057C,-1,2225,1435,790,790
YGR230W,-1,1149,359,790,790
YGR142W,-1,1695,2485,-790,790
YKL020C,-1,1719,2507,-788,788
YMR120C,-1,3760,2972,788,788
YDR277C,-1,3888,3101,787,787
YML031W,-1,943,1730,-787,787
YOR259C,-1,902,115,787,787
YOR133W,-1,2553,1767,786,786
YHR114W,-1,2417,1632,785,785
YPR129W,-1,676,1460,-784,784
YHR087W,-1,449,1233,-784,784
YLR071C,-1,1250,2034,-784,784
YKR060W,-1,763,1546,-783,783
YEL037C,-1,3014,2231,783,783
YCR047C,-1,2516,3299,-783,783
YOR193W,-1,2959,2177,782,782
YHR205W,-1,3737,2955,782,782
YKL080W,-1,1619,838,781,781
YLR224W,-1,3832,3053,779,779
YPL055C,-1,2552,3330,-778,778
YOL091W,-1,4020,3243,777,777
YOR008C-A,-1,3932,3156,776,776
YFL027C,-1,2954,2178,776,776
YDR284C,-1,762,1536,-774,774
YKL179C,-1,1225,1997,-772,772
YOL095C,1,24,796,-772,772
YDR144C,-1,2260,3031,-771,771
YJL061W,-1,1980,1209,771,771
YGR200C,-1,1289,2060,-771,771
YLR248W,-1,1298,2067,-769,769
YOL146W,-1,1833,1064,769,769
YCL017C,0,598,1366,-768,768
YMR241W,1,60,828,-768,768
YGR083C,-1,1444,2212,-768,768
YGR244C,-1,658,1424,-766,766
YOR307C,-1,3106,2341,765,765
YPL133C,-1,2241,3006,-765,765
YHR073W,-1,1522,757,765,765
YPL213W,-1,2279,1515,764,764
YHR090C,-1,432,1196,-764,764
YNL062C,-1,972,1735,-763,763
YER147C,-1,3880,3117,763,763
YNL038W,-1,1177,414,763,763
YBR055C,-1,1918,2681,-763,763
YMR028W,-1,1083,321,762,762
YFR014C,-1,361,1122,-761,761
YPL023C,-1,3033,2272,761,761
YGR229C,-1,294,1054,-760,760
YML091C,1,18,777,-759,759
YIL048W,-1,2464,3223,-759,759
YOL031C,-1,2877,2119,758,758
YHL025W,-1,3663,2905,758,758
YLR432W,-1,2107,1350,757,757
YKL212W,-1,1593,2350,-757,757
YCL035C,-1,236,992,-756,756
YPL116W,-1,198,954,-756,756
YMR017W,-1,4006,3250,756,756
YEL020W-A,1,80,835,-755,755
YLL063C,-1,4100,3346,754,754
YLR208W,-1,1016,262,754,754
YMR184W,-1,2851,2097,754,754
YOL144W,-1,2321,3074,-753,753
YKL113C,-1,2686,1933,753,753
YGL084C,-1,699,1452,-753,753
YLR081W,-1,3623,2870,753,753
YOL010W,-1,1262,510,752,752
YLR176C,-1,1729,2480,-751,751
YML107C,-1,2243,1492,751,751
YER133W,-1,1438,688,750,750
YOR295W,-1,1712,962,750,750
YMR079W,-1,728,1477,-749,749
YOL080C,-1,1169,1918,-749,749
YIL133C,-1,1582,834,748,748
YPR131C,1,1245,498,747,747
YOR361C,-1,655,1402,-747,747
YDR376W,-1,155,902,-747,747
YML077W,-1,1021,275,746,746
YDR311W,-1,3618,2873,745,745
YAL001C,-1,3565,2820,745,745
YCR106W,-1,3841,3097,744,744
YER167W,-1,3036,2293,743,743
YLR316C,-1,1908,1166,742,742
YBR278W,-1,2272,1530,742,742
YMR055C,-1,3384,2643,741,741
YKL172W,-1,1559,2300,-741,741
YPR138C,-1,2513,3253,-740,740
YPR060C,-1,2078,1338,740,740
YJL144W,-1,3433,2693,740,740
YGL037C,-1,439,1179,-740,740
YPL226W,-1,2505,3244,-739,739
YMR152W,-1,167,906,-739,739
YML127W,-1,2072,1333,739,739
YKR002W,-1,460,1197,-737,737
YDR229W,-1,1778,1041,737,737
YDR130C,-1,787,1522,-735,735
YAL056W,-1,3546,2812,734,734
YNL183C,-1,537,1271,-734,734
YPL188W,-1,2190,2923,-733,733
YHR128W,-1,1767,1034,733,733
YDR390C,-1,1829,1096,733,733
YJL101C,-1,2256,1524,732,732
YDL092W,-1,1034,302,732,732
YJL158C,-1,2945,2214,731,731
YGR038W,-1,1221,491,730,730
YFR044C,-1,271,1000,-729,729
YNL194C,-1,3595,2866,729,729
YFL044C,-1,663,1392,-729,729
YMR076C,-1,2988,2261,727,727
YDR162C,-1,1760,2487,-727,727
YML059C,-1,1330,2057,-727,727
YNR015W,-1,1983,2710,-727,727
YIR004W,-1,964,239,725,725
YER114C,-1,2596,3321,-725,725
YDR469W,-1,1534,809,725,725
YHR037W,-1,168,893,-725,725
YNL207W,-1,2593,1870,723,723
YGL136C,-1,835,1558,-723,723
YMR218C,-1,1799,2522,-723,723
YMR064W,-1,180,903,-723,723
YPR055W,-1,783,1505,-722,722
YPL128C,-1,2675,1953,722,722
YAR071W,-1,2496,3218,-722,722
YPL022W,-1,1498,2220,-722,722
YDL147W,-1,391,1111,-720,720
YNL142W,-1,3169,2449,720,720
YLR238W,-1,1263,1983,-720,720
YDR236C,-1,1891,1172,719,719
YJL073W,-1,2490,3209,-719,719
YGL139W,-1,2598,3317,-719,719
YER122C,-1,1003,1720,-717,717
YIL103W,-1,1243,1960,-717,717
YGL232W,-1,832,116,716,716
YNL268W,-1,2651,3367,-716,716
YPR176C,-1,1051,1766,-715,715
YDL135C,-1,854,139,715,715
YGL240W,-1,3901,3187,714,714
YLR186W,-1,2504,1791,713,713
YKR106W,-1,4061,3348,713,713
YAL041W,-1,2964,2252,712,712
YPL130W,-1,3974,3263,711,711
YCR098C,-1,2739,2029,710,710
YOR144C,-1,760,1469,-709,709
YIL008W,-1,1331,622,709,709
YKL053C-A,1,5,714,-709,709
YML008C,-1,2092,1384,708,708
YKL116C,-1,2606,1899,707,707
YLR045C,-1,1648,2354,-706,706
YPR191W,-1,151,857,-706,706
YPR103W,-1,823,117,706,706
YDR255C,-1,1871,2576,-705,705
YHR143W,-1,3213,2508,705,705
YNL214W,-1,764,59,705,705
YGL243W,-1,2303,1599,704,704
YJR084W,-1,2331,1627,704,704
YJL214W,-1,3705,3003,702,702
YJR119C,-1,1672,2374,-702,702
YOL133W,-1,1897,1195,702,702
YHR027C,-1,863,1564,-701,701
YAR007C,-1,1945,1244,701,701
YBL032W,-1,1683,983,700,700
YHR196W,-1,1917,2617,-700,700
YBR263W,-1,1636,936,700,700
YNL248C,-1,1851,1151,700,700
YFL048C,-1,1275,576,699,699
YIL074C,-1,3804,3107,697,697
YOR122C,-1,1146,450,696,696
YGR157W,-1,1590,895,695,695
YJL042W,-1,1178,1871,-693,693
YPL115C,-1,790,1483,-693,693
YOR216C,-1,1351,2043,-692,692
YDL150W,-1,1821,2512,-691,691
YBL001C,-1,788,97,691,691
YLR398C,-1,2197,2887,-690,690
YER036C,-1,2231,1542,689,689
YLR002C,-1,1943,2632,-689,689
YEL022W,-1,2822,2133,689,689
YPL005W,-1,1947,2635,-688,688
YGR041W,-1,2681,1993,688,688
YPL095C,-1,2895,2208,687,687
YHR060W,-1,869,183,686,686
YBR017C,-1,3360,2674,686,686
YBR195C,-1,2117,2802,-685,685
