Gene,+/0/-,430Net rank,SPELL rank,Difference (430Net-SPELL),Absoulte Difference
YDR219C,1,28,1267,-1239,1239
YPL095C,-1,2895,1656,1239,1239
YDR359C,-1,2910,1672,1238,1238
YJR137C,-1,3498,2261,1237,1237
YNL031C,-1,852,2089,-1237,1237
YGL027C,-1,1806,571,1235,1235
YML014W,-1,1540,2775,-1235,1235
YOR084W,-1,3523,2288,1235,1235
YMR201C,-1,1018,2252,-1234,1234
YBR139W,-1,2219,985,1234,1234
YMR164C,-1,3385,2152,1233,1233
YOR048C,-1,1831,3064,-1233,1233
YOL100W,-1,640,1870,-1230,1230
YMR081C,-1,2103,3332,-1229,1229
YKL144C,-1,1063,2292,-1229,1229
YBL106C,-1,3889,2661,1228,1228
YMR068W,-1,1763,2991,-1228,1228
YOL101C,-1,2551,3778,-1227,1227
YMR202W,-1,3462,2235,1227,1227
YCL054W,-1,2273,3499,-1226,1226
YMR146C,-1,899,2124,-1225,1225
YOL055C,-1,746,1970,-1224,1224
YDL210W,-1,2768,3991,-1223,1223
YER032W,-1,1180,2403,-1223,1223
YOL135C,-1,2136,913,1223,1223
YKR025W,-1,1365,2588,-1223,1223
YIL009W,-1,1142,2364,-1222,1222
YOL059W,-1,3848,2627,1221,1221
YER112W,-1,2444,1223,1221,1221
YKR007W,-1,1371,151,1220,1220
YDL179W,-1,3476,2257,1219,1219
YIL085C,-1,2892,1673,1219,1219
YIL048W,-1,2464,1245,1219,1219
YKL096W,-1,3297,2079,1218,1218
YGR281W,-1,2900,1682,1218,1218
YNL245C,-1,3967,2750,1217,1217
YHR196W,-1,1917,3134,-1217,1217
YIL144W,-1,3426,2211,1215,1215
YPR138C,-1,2513,1300,1213,1213
YBL017C,-1,3309,2097,1212,1212
YMR071C,-1,1359,148,1211,1211
YDR261C,-1,2645,1434,1211,1211
YDL036C,0,1514,2725,-1211,1211
YOL077C,-1,2453,3663,-1210,1210
YBR030W,-1,2149,3358,-1209,1209
YOR149C,-1,3089,1880,1209,1209
YDR044W,-1,3465,2256,1209,1209
YAL003W,-1,4081,2873,1208,1208
YKL018W,-1,1525,318,1207,1207
YNR053C,-1,1928,3135,-1207,1207
YJL159W,-1,1539,2746,-1207,1207
YMR135C,-1,576,1782,-1206,1206
YFL007W,-1,3739,2534,1205,1205
YDR022C,-1,518,1723,-1205,1205
YDL191W,-1,2751,3954,-1203,1203
YKL015W,-1,2821,1618,1203,1203
YDL143W,-1,1920,718,1202,1202
YNL172W,-1,1144,2346,-1202,1202
YGR098C,-1,1309,2509,-1200,1200
YKL125W,-1,3241,2042,1199,1199
YML093W,-1,1952,3151,-1199,1199
YJL187C,-1,2362,1164,1198,1198
YER103W,-1,1613,2809,-1196,1196
YLR117C,-1,1219,2415,-1196,1196
YLR361C,-1,1628,432,1196,1196
YNL317W,-1,1391,197,1194,1194
YCR052W,-1,1755,562,1193,1193
YPL052W,-1,3665,2475,1190,1190
YFR002W,-1,1795,608,1187,1187
YER165W,-1,1848,3034,-1186,1186
YPR113W,-1,2230,1044,1186,1186
YDL209C,-1,2671,3857,-1186,1186
YBR106W,-1,1456,2642,-1186,1186
YFL054C,-1,3882,2698,1184,1184
YDR398W,-1,2486,3670,-1184,1184
YBR172C,-1,737,1920,-1183,1183
YBR288C,-1,1794,613,1181,1181
YLR231C,-1,1841,660,1181,1181
YHR060W,-1,869,2049,-1180,1180
YJL153C,-1,2312,3492,-1180,1180
YDR301W,-1,2804,1624,1180,1180
YER148W,-1,1735,2914,-1179,1179
YHR069C,-1,1584,2760,-1176,1176
YGR206W,-1,1961,785,1176,1176
YER119C,-1,563,1738,-1175,1175
YEL016C,-1,1887,713,1174,1174
YBL052C,-1,1483,2657,-1174,1174
YML104C,1,15,1188,-1173,1173
YBR149W,-1,140,1313,-1173,1173
YDR229W,-1,1778,605,1173,1173
YNL128W,-1,2368,3540,-1172,1172
YPR121W,-1,3823,2651,1172,1172
YOR212W,-1,1617,446,1171,1171
YKR020W,-1,773,1944,-1171,1171
YDR400W,-1,3332,2161,1171,1171
YDR480W,-1,3419,2249,1170,1170
YBR236C,-1,1623,454,1169,1169
YHR157W,-1,2867,4036,-1169,1169
YNL277W,-1,3414,2246,1168,1168
YER105C,-1,1751,584,1167,1167
YHR165C,-1,2736,1569,1167,1167
YPL174C,-1,1554,2720,-1166,1166
YDR078C,-1,3395,2230,1165,1165
YFL024C,-1,3646,2482,1164,1164
YDR453C,-1,1393,2556,-1163,1163
YKR054C,-1,2541,3703,-1162,1162
YBR011C,-1,2299,1138,1161,1161
YOR193W,-1,2959,1799,1160,1160
YKL127W,-1,2749,1589,1160,1160
YGR004W,-1,1670,2830,-1160,1160
YLR329W,-1,2667,3826,-1159,1159
YDL006W,1,32,1189,-1157,1157
YOL155C,-1,3307,2150,1157,1157
YCR073W-A,-1,1737,2893,-1156,1156
YPL002C,-1,1171,17,1154,1154
YKL109W,-1,939,2092,-1153,1153
YHR114W,-1,2417,1264,1153,1153
YGL211W,-1,1714,2867,-1153,1153
YGR280C,-1,2478,3630,-1152,1152
YBL103C,-1,3076,1924,1152,1152
YGL256W,-1,1653,2805,-1152,1152
YJL098W,-1,1838,2989,-1151,1151
YIL119C,-1,4132,2981,1151,1151
YDL160C,-1,3899,2749,1150,1150
YBR283C,-1,3083,1933,1150,1150
YJL127C,-1,2528,3678,-1150,1150
YBR066C,-1,4103,2954,1149,1149
YLR194C,-1,4144,2995,1149,1149
YKR086W,-1,2456,1309,1147,1147
YER062C,-1,3868,2723,1145,1145
YPL028W,-1,1812,667,1145,1145
YNL022C,-1,3358,2213,1145,1145
YLR285W,-1,461,1606,-1145,1145
YDR118W,-1,1035,2179,-1144,1144
YLR466W,-1,3651,2508,1143,1143
YOL016C,-1,1286,2429,-1143,1143
YDR436W,-1,482,1625,-1143,1143
YGR252W,-1,1422,280,1142,1142
YCR092C,-1,3626,2484,1142,1142
YGL003C,-1,3136,1994,1142,1142
YOL040C,-1,2458,3599,-1141,1141
YNL090W,-1,1642,501,1141,1141
YNL309W,-1,3534,2393,1141,1141
YBR038W,-1,2684,1543,1141,1141
YPL249C-A,-1,3012,4153,-1141,1141
YMR005W,-1,1504,364,1140,1140
YMR238W,-1,2610,1470,1140,1140
YLR096W,-1,3006,1868,1138,1138
YJL108C,-1,2672,3809,-1137,1137
YDR083W,-1,2761,3897,-1136,1136
YDL140C,-1,3931,2796,1135,1135
YGL251C,-1,3561,2426,1135,1135
YEL002C,-1,2126,992,1134,1134
YGR061C,-1,2463,3597,-1134,1134
YBR070C,-1,2940,1806,1134,1134
YDR120C,0,2084,3217,-1133,1133
YDR191W,-1,3366,2233,1133,1133
YGR055W,-1,3500,2369,1131,1131
YPR002W,-1,925,2055,-1130,1130
YLR436C,-1,577,1707,-1130,1130
YPL268W,-1,2531,1401,1130,1130
YFL016C,-1,102,1231,-1129,1129
YIL128W,-1,844,1971,-1127,1127
YKL104C,-1,2569,1442,1127,1127
YCL055W,-1,3205,2078,1127,1127
YDR472W,-1,2704,1578,1126,1126
YDL134C,-1,1492,366,1126,1126
YOR054C,-1,356,1482,-1126,1126
YNL048W,-1,1188,62,1126,1126
YLR286C,-1,3439,2314,1125,1125
YOR018W,-1,591,1716,-1125,1125
YPL166W,-1,2455,3579,-1124,1124
YBL003C,-1,871,1995,-1124,1124
YNR030W,-1,1932,808,1124,1124
YNL158W,-1,3044,1921,1123,1123
YJR096W,-1,3293,2172,1121,1121
YNL123W,-1,2408,1287,1121,1121
YMR168C,-1,1828,707,1121,1121
YNL209W,-1,2285,3405,-1120,1120
YLR005W,-1,2416,1297,1119,1119
YPL226W,-1,2505,3623,-1118,1118
YML016C,-1,2532,1416,1116,1116
YBR135W,-1,2519,1404,1115,1115
YPR049C,-1,1904,3019,-1115,1115
YDR198C,-1,1888,3003,-1115,1115
YGL017W,-1,2980,1866,1114,1114
YPL135W,-1,533,1647,-1114,1114
YDR280W,-1,501,1614,-1113,1113
YGL099W,-1,1688,2800,-1112,1112
YBR084W,-1,2045,3157,-1112,1112
YOR177C,-1,2889,4001,-1112,1112
YFL037W,-1,2110,999,1111,1111
YCR072C,-1,2603,3713,-1110,1110
YJL039C,-1,1931,3040,-1109,1109
YER095W,-1,2647,1538,1109,1109
YPL265W,-1,3082,1975,1107,1107
YPL211W,-1,1898,3005,-1107,1107
YOL004W,-1,2397,1292,1105,1105
YDR201W,-1,2187,1082,1105,1105
YNL042W,-1,3672,2568,1104,1104
YHR176W,-1,2539,1436,1103,1103
YLR086W,-1,1866,2968,-1102,1102
YNL257C,-1,1193,92,1101,1101
YDR380W,-1,1308,2408,-1100,1100
YJL173C,-1,1942,842,1100,1100
YCL059C,-1,2738,3838,-1100,1100
YOR375C,-1,842,1941,-1099,1099
YBR298C,-1,2105,3202,-1097,1097
YPR190C,-1,2271,3368,-1097,1097
YJL167W,-1,1445,349,1096,1096
YCL043C,-1,994,2090,-1096,1096
YNL142W,-1,3169,2073,1096,1096
YAR002W,-1,2183,1089,1094,1094
YGR065C,-1,735,1829,-1094,1094
YGR135W,-1,583,1676,-1093,1093
YLR205C,-1,1173,2266,-1093,1093
YHR171W,-1,443,1536,-1093,1093
YIL077C,-1,2351,1260,1091,1091
YNL287W,-1,1267,177,1090,1090
YHR183W,-1,1253,2343,-1090,1090
YGR036C,-1,3824,2734,1090,1090
YFL033C,-1,1936,3025,-1089,1089
YDR140W,-1,2127,1038,1089,1089
YLR126C,-1,3839,2751,1088,1088
YEL056W,-1,1770,683,1087,1087
YPR154W,-1,1820,2906,-1086,1086
YML085C,-1,2395,1310,1085,1085
YPR105C,-1,1382,297,1085,1085
YPL047W,-1,3716,2633,1083,1083
YDR448W,-1,3785,2703,1082,1082
YLR167W,-1,2655,3737,-1082,1082
YDL088C,-1,1560,478,1082,1082
YBR016W,-1,1966,885,1081,1081
YIL090W,-1,3275,2195,1080,1080
YDL161W,-1,909,1987,-1078,1078
YGL216W,-1,2095,1017,1078,1078
YDL138W,-1,3270,2193,1077,1077
YOL164W,-1,3504,2427,1077,1077
YOR303W,-1,3963,2886,1077,1077
YJR033C,-1,811,1887,-1076,1076
YOR233W,-1,1249,2325,-1076,1076
YJL164C,-1,315,1390,-1075,1075
YLR248W,-1,1298,223,1075,1075
YCR010C,-1,2807,3882,-1075,1075
YCR081W,-1,3633,2559,1074,1074
YOR075W,-1,1955,882,1073,1073
YGL212W,-1,3749,2676,1073,1073
YJL140W,-1,1611,538,1073,1073
YNL119W,-1,1369,2440,-1071,1071
YBR042C,-1,2683,1612,1071,1071
YJL073W,-1,2490,1420,1070,1070
YBL085W,-1,1822,2892,-1070,1070
YKR028W,-1,1580,511,1069,1069
YDL182W,-1,2628,3697,-1069,1069
YGR199W,-1,1122,54,1068,1068
YGR214W,-1,2732,3800,-1068,1068
YBR105C,-1,3681,2614,1067,1067
YJR140C,-1,1184,2250,-1066,1066
YBL101C,-1,1064,2130,-1066,1066
YDR424C,-1,1311,2376,-1065,1065
YAL059W,-1,2511,3576,-1065,1065
YML038C,-1,1879,815,1064,1064
YGR198W,-1,2864,1800,1064,1064
YPL144W,-1,2020,956,1064,1064
YDL081C,-1,2634,3696,-1062,1062
YDR318W,-1,2363,1301,1062,1062
YIL111W,-1,3700,2640,1060,1060
YJR002W,-1,2055,3115,-1060,1060
YPR181C,-1,1935,875,1060,1060
YER155C,-1,3246,2187,1059,1059
YBL001C,-1,788,1846,-1058,1058
YGL244W,-1,2305,1247,1058,1058
YNR043W,-1,2161,1104,1057,1057
YJR132W,-1,1602,2658,-1056,1056
YML068W,-1,525,1581,-1056,1056
YMR140W,-1,1333,2388,-1055,1055
YNL148C,-1,4031,2977,1054,1054
YCR047C,-1,2516,3569,-1053,1053
YLL038C,-1,3652,2600,1052,1052
YDL240W,-1,1544,2596,-1052,1052
YAL011W,-1,2063,3112,-1049,1049
YPR102C,-1,2515,3564,-1049,1049
YGL229C,-1,3354,2306,1048,1048
YDR006C,-1,3049,2001,1048,1048
YMR119W,-1,1233,185,1048,1048
YDR214W,-1,2016,968,1048,1048
YDL035C,-1,1428,2474,-1046,1046
YDR172W,-1,1663,2709,-1046,1046
YPL213W,-1,2279,1233,1046,1046
YDR485C,-1,3080,2034,1046,1046
YGR288W,-1,2803,3848,-1045,1045
YDR302W,-1,2207,1162,1045,1045
YMR123W,-1,3560,2516,1044,1044
YPL146C,-1,2221,3264,-1043,1043
YBR189W,-1,2652,3694,-1042,1042
YOR176W,-1,1578,536,1042,1042
YDR399W,-1,2676,3716,-1040,1040
YER174C,-1,1523,484,1039,1039
YOR253W,-1,2590,1551,1039,1039
YPR070W,-1,1925,2964,-1039,1039
YHR058C,-1,2402,1364,1038,1038
YML073C,-1,2863,3901,-1038,1038
YNL097C,-1,2194,1156,1038,1038
YPR179C,-1,1216,2251,-1035,1035
YBR081C,-1,2923,1888,1035,1035
YLR229C,-1,2050,1016,1034,1034
YKL074C,-1,3670,2637,1033,1033
YOL128C,-1,2721,1688,1033,1033
YKL112W,-1,1246,213,1033,1033
YPR009W,-1,3145,2114,1031,1031
YPL212C,-1,2482,3512,-1030,1030
YMR294W,-1,2518,1490,1028,1028
YLR219W,-1,394,1422,-1028,1028
YIL140W,-1,3328,2300,1028,1028
YOL165C,-1,3559,2532,1027,1027
YGL061C,-1,879,1906,-1027,1027
YCL008C,-1,3935,2908,1027,1027
YPL145C,-1,2556,1531,1025,1025
YLR321C,-1,801,1825,-1024,1024
YDR226W,-1,272,1296,-1024,1024
YOL021C,-1,1334,2358,-1024,1024
YBL009W,-1,1125,2148,-1023,1023
YDR142C,-1,551,1574,-1023,1023
YDR538W,-1,3451,2428,1023,1023
YNL078W,-1,4095,3073,1022,1022
YHR128W,-1,1767,2789,-1022,1022
YLR027C,-1,487,1508,-1021,1021
YCR017C,-1,3671,2650,1021,1021
YHR101C,-1,921,1942,-1021,1021
YHR064C,-1,2012,3031,-1019,1019
YAL009W,-1,2171,1152,1019,1019
YBR281C,-1,2308,1291,1017,1017
YOR162C,-1,471,1488,-1017,1017
YER133W,-1,1438,421,1017,1017
YNR031C,-1,2752,1736,1016,1016
YDL058W,-1,3103,2087,1016,1016
YMR274C,-1,2386,1371,1015,1015
YDL154W,-1,2348,3363,-1015,1015
YLR142W,-1,2365,3379,-1014,1014
YLR088W,-1,1566,553,1013,1013
YMR299C,-1,2747,1734,1013,1013
YOR326W,1,45,1057,-1012,1012
YJR145C,-1,2630,3642,-1012,1012
YKL171W,-1,3659,2649,1010,1010
YBR271W,-1,2725,3734,-1009,1009
YLL004W,-1,2132,1123,1009,1009
YER073W,-1,2733,3742,-1009,1009
YJL136C,-1,2564,3572,-1008,1008
YKL081W,-1,2116,3124,-1008,1008
YLR452C,-1,3374,2367,1007,1007
YJL116C,1,2471,3476,-1005,1005
YNL268W,-1,2651,1646,1005,1005
YML097C,-1,2570,1565,1005,1005
YFL045C,-1,2138,3143,-1005,1005
YGR040W,-1,1757,2759,-1002,1002
YMR077C,-1,826,1828,-1002,1002
YOR247W,-1,1295,2297,-1002,1002
YDR406W,-1,2082,3083,-1001,1001
YER176W,-1,3487,2486,1001,1001
YNL286W,-1,3026,2026,1000,1000
YLR074C,-1,2475,3474,-999,999
YJL198W,-1,2335,3333,-998,998
YMR156C,-1,853,1851,-998,998
YEL047C,-1,2903,1905,998,998
YPL143W,-1,2775,3772,-997,997
YER142C,-1,596,1593,-997,997
YJL097W,-1,2211,1215,996,996
YBR286W,-1,940,1935,-995,995
YNR050C,-1,2828,1833,995,995
YEL013W,-1,1301,307,994,994
YPR193C,-1,2912,3906,-994,994
YCR012W,-1,1739,2733,-994,994
YGL192W,-1,3937,2943,994,994
YDL184C,-1,4042,3048,994,994
YGL226C-A,-1,2852,3845,-993,993
YOR330C,1,22,1015,-993,993
YOR038C,-1,1363,371,992,992
YNL111C,-1,2705,1714,991,991
YDR062W,-1,2144,1153,991,991
YGL173C,-1,1786,795,991,991
YOL108C,-1,781,1772,-991,991
YMR212C,-1,1587,597,990,990
YER093C,-1,2920,1930,990,990
YOR076C,-1,2236,1246,990,990
YEL006W,-1,3743,2753,990,990
YBL027W,-1,2576,3566,-990,990
YKL204W,-1,1639,649,990,990
YAR015W,-1,3813,2826,987,987
YOR273C,-1,1449,2434,-985,985
YKL086W,-1,3024,4009,-985,985
YGL172W,-1,1215,231,984,984
YKR057W,-1,2838,3822,-984,984
YKR080W,-1,3835,2852,983,983
YOL145C,-1,2445,1463,982,982
YDR315C,-1,766,1748,-982,982
YOR208W,-1,1664,2645,-981,981
YDR177W,-1,1185,205,980,980
YIR008C,-1,1325,345,980,980
YPL092W,-1,3807,2827,980,980
YOL144W,-1,2321,3300,-979,979
YML012W,-1,218,1197,-979,979
YER132C,-1,3853,2874,979,979
YGL234W,-1,2797,3776,-979,979
YGL026C,-1,1312,2290,-978,978
YAL038W,-1,4098,3121,977,977
YNL244C,-1,3718,2743,975,975
YOR323C,-1,2134,1159,975,975
YCL063W,-1,1048,2021,-973,973
YGL126W,-1,3654,2682,972,972
YDR490C,-1,1082,2054,-972,972
YER124C,-1,3639,2668,971,971
YBR115C,-1,2334,3305,-971,971
YPR156C,-1,4379,3409,970,970
YJR090C,-1,1399,430,969,969
YOL081W,-1,3025,2057,968,968
YER046W,-1,2658,1690,968,968
YGL066W,-1,3403,2436,967,967
YLR298C,-1,3150,2183,967,967
YGL119W,-1,1323,356,967,967
YDR227W,-1,1408,2374,-966,966
YDR422C,-1,2849,1883,966,966
YML106W,-1,1375,2341,-966,966
YLR103C,-1,3004,2039,965,965
YNL278W,-1,3280,2317,963,963
YJL059W,-1,1988,1025,963,963
YJL158C,-1,2945,1983,962,962
YDR429C,-1,2027,2987,-960,960
YHL029C,-1,3000,2040,960,960
YGR276C,-1,2619,1660,959,959
YDR165W,-1,2875,3833,-958,958
YDR156W,-1,3907,2949,958,958
YLR071C,-1,1250,292,958,958
YGL029W,-1,3031,3989,-958,958
YOR061W,-1,526,1483,-957,957
YPR131C,1,1245,289,956,956
YPL248C,-1,3503,2547,956,956
YKL093W,-1,1568,2523,-955,955
YMR078C,-1,1097,2052,-955,955
YGR184C,-1,2844,1890,954,954
YKR089C,-1,1355,401,954,954
YBR254C,-1,1608,2561,-953,953
YNL270C,-1,2942,3894,-952,952
YOL005C,-1,1569,617,952,952
YNL107W,-1,2218,1266,952,952
YLR181C,-1,1344,392,952,952
YGL062W,-1,621,1572,-951,951
YER029C,-1,3110,2159,951,951
YGR133W,-1,3707,2756,951,951
YDL193W,-1,1573,623,950,950
YBR077C,-1,1923,973,950,950
YOR249C,-1,1699,751,948,948
YMR042W,-1,4076,3128,948,948
YBL046W,-1,3568,2622,946,946
YNL053W,-1,2984,2038,946,946
YCR034W,-1,1126,2072,-946,946
YIL166C,-1,3869,2923,946,946
YHR043C,-1,652,1597,-945,945
YGR254W,-1,3757,2813,944,944
YOR368W,-1,2278,1334,944,944
YOR374W,-1,224,1167,-943,943
YIL016W,-1,1042,1985,-943,943
YLR244C,-1,897,1840,-943,943
YPR006C,-1,1276,2218,-942,942
YEL044W,-1,3408,2467,941,941
YDR393W,1,14,955,-941,941
YGL208W,-1,618,1559,-941,941
YGR148C,-1,2734,3673,-939,939
YGR083C,-1,1444,2383,-939,939
YLR440C,-1,1166,227,939,939
YDR206W,-1,3368,2430,938,938
YNL032W,-1,1896,959,937,937
YOL089C,-1,1141,2077,-936,936
YOR380W,-1,1158,2094,-936,936
YIR030C,-1,3819,2883,936,936
YPR119W,-1,1024,1960,-936,936
YGL114W,-1,2913,1978,935,935
YHL003C,-1,2323,1388,935,935
YMR039C,-1,3272,2337,935,935
YCL044C,1,588,1523,-935,935
YNL274C,-1,248,1183,-935,935
YDL028C,-1,1870,2803,-933,933
YKL001C,-1,4026,3093,933,933
YFL004W,-1,1752,2684,-932,932
YPL188W,-1,2190,1263,927,927
YGR195W,-1,519,1444,-925,925
YNL038W,-1,1177,252,925,925
YPR145W,-1,3756,2831,925,925
YMR263W,-1,2133,1209,924,924
YPL081W,-1,1787,2710,-923,923
YNL191W,-1,3640,2717,923,923
YNR003C,-1,2396,3318,-922,922
YOR341W,-1,2094,3016,-922,922
YDL208W,-1,3021,3943,-922,922
YDR487C,-1,2717,1796,921,921
YCR066W,-1,944,1864,-920,920
YPR189W,-1,3402,2483,919,919
YOL086C,-1,3802,2884,918,918
YGR185C,-1,2438,1522,916,916
YHR047C,-1,3365,2449,916,916
YDR046C,-1,3509,2595,914,914
YJR094W-A,-1,2966,3879,-913,913
YAL056W,-1,3546,2634,912,912
YLR176C,-1,1729,2641,-912,912
YBR008C,-1,3321,2409,912,912
YFR044C,-1,271,1182,-911,911
YDR297W,-1,3696,2786,910,910
YOL139C,-1,1769,2679,-910,910
YDR530C,-1,895,1805,-910,910
YML065W,-1,812,1722,-910,910
YOR381W,-1,3994,3085,909,909
YHR150W,-1,2301,3210,-909,909
YIL043C,-1,1159,2067,-908,908
YLL042C,-1,3274,2366,908,908
YGL031C,-1,2833,3740,-907,907
YNL059C,-1,1433,526,907,907
YNL113W,-1,1894,2801,-907,907
YKL197C,-1,3132,2226,906,906
YGR155W,-1,3424,2518,906,906
YML095C,-1,2972,2066,906,906
YIL065C,1,26,931,-905,905
YKR079C,-1,1465,2370,-905,905
YJL201W,-1,2181,1276,905,905
YOR337W,-1,3936,3032,904,904
YGR274C,-1,1967,1063,904,904
YDR345C,-1,4043,3140,903,903
YPL003W,-1,467,1369,-902,902
YGR097W,-1,4123,3221,902,902
YDR160W,-1,1426,2327,-901,901
YOL158C,-1,3833,2933,900,900
YLR381W,-1,1265,2165,-900,900
YFR005C,-1,1805,2704,-899,899
YJL208C,-1,233,1131,-898,898
YPR167C,-1,3719,2822,897,897
YHR021C,-1,2935,3831,-896,896
YER172C,-1,1991,2887,-896,896
YBL042C,-1,2929,3825,-896,896
YIR028W,-1,2859,3755,-896,896
YDL126C,-1,266,1161,-895,895
YDL227C,-1,3027,3922,-895,895
YPR094W,-1,3315,2421,894,894
YOR239W,-1,667,1561,-894,894
YDR017C,-1,1543,2437,-894,894
YLR264W,-1,2498,3392,-894,894
YJR019C,-1,411,1304,-893,893
YGR108W,-1,1900,1007,893,893
YOL143C,-1,594,1486,-892,892
YML070W,-1,246,1136,-890,890
YFR019W,-1,1307,2197,-890,890
YOR229W,-1,3774,2885,889,889
YIL056W,-1,1973,2862,-889,889
YHR194W,1,30,919,-889,889
YOR319W,-1,2257,1368,889,889
YNL003C,-1,1089,200,889,889
YLL063C,-1,4100,3212,888,888
YCR048W,-1,3986,3098,888,888
YOR079C,-1,2470,1582,888,888
YHR023W,-1,3214,2326,888,888
YOR133W,-1,2553,3441,-888,888
YLR090W,-1,907,21,886,886
YMR275C,1,64,949,-885,885
YJR112W,-1,2412,1527,885,885
YMR033W,-1,399,1282,-883,883
YPL235W,-1,1404,522,882,882
YKL051W,-1,3741,2859,882,882
YJR003C,-1,3448,2566,882,882
YPL007C,-1,1349,468,881,881
YFR003C,-1,287,1168,-881,881
YIL068C,-1,1015,1896,-881,881
YDR037W,-1,2609,3489,-880,880
YHR039C-A,-1,3282,4162,-880,880
YJL030W,-1,2064,1184,880,880
YKR100C,-1,2641,1761,880,880
YOR157C,-1,1043,163,880,880
YBR128C,-1,2357,3236,-879,879
YNL201C,-1,2146,3024,-878,878
YGL213C,-1,1073,195,878,878
YFL048C,-1,1275,397,878,878
YJR089W,-1,1706,2584,-878,878
YGL195W,-1,2523,3401,-878,878
YDR390C,-1,1829,952,877,877
YJR073C,-1,933,1809,-876,876
YFR031C-A,-1,3063,3938,-875,875
YJL222W,-1,3728,2853,875,875
YLR344W,-1,2886,3761,-875,875
YMR109W,-1,1650,775,875,875
YFR036W,-1,4059,3184,875,875
YJR095W,-1,2914,3788,-874,874
YGL028C,-1,3798,2925,873,873
YJL146W,-1,1671,799,872,872
YCR035C,-1,1830,2702,-872,872
YFR024C-A,-1,457,1329,-872,872
YNL290W,-1,445,1317,-872,872
YML091C,1,18,889,-871,871
YDR110W,-1,2080,2950,-870,870
YIR037W,-1,250,1120,-870,870
YBR073W,-1,3771,2901,870,870
YHR006W,-1,2036,2905,-869,869
YPL001W,-1,1782,914,868,868
YHR186C,-1,2441,1573,868,868
YPL069C,-1,2566,1700,866,866
YIR033W,-1,3170,2304,866,866
YDR277C,-1,3888,3022,866,866
YHR001W,-1,947,81,866,866
YIL035C,-1,1588,722,866,866
YKL092C,-1,726,1591,-865,865
YDL003W,-1,1479,2344,-865,865
YBL019W,-1,1844,979,865,865
YKR101W,-1,1341,2205,-864,864
YJL052W,-1,3816,2952,864,864
YPL189W,-1,3160,4023,-863,863
YAL026C,-1,2079,2942,-863,863
YHL015W,-1,2726,3588,-862,862
YML029W,-1,2367,1505,862,862
YPR144C,-1,2547,3408,-861,861
YBR078W,-1,1511,2372,-861,861
YDL127W,-1,3473,2613,860,860
YPR080W,-1,2437,3297,-860,860
YOR049C,-1,4253,3394,859,859
YHR052W,-1,2563,3421,-858,858
YDR018C,-1,2989,3846,-857,857
YDL247W,-1,3190,4046,-856,856
YDL040C,-1,1686,830,856,856
YKL008C,-1,3840,2985,855,855
YKL218C,-1,3059,2204,855,855
YJR006W,-1,1105,250,855,855
YBR029C,-1,1204,350,854,854
YML026C,-1,3105,3959,-854,854
YML125C,-1,2776,1922,854,854
YDR321W,-1,2918,3771,-853,853
YOR259C,-1,902,49,853,853
YMR218C,-1,1799,946,853,853
YDR135C,-1,2605,3457,-852,852
YLR020C,-1,604,1455,-851,851
YLR032W,-1,3993,3142,851,851
YKR067W,-1,195,1045,-850,850
YOL038W,-1,273,1121,-848,848
YGR109C,-1,4104,3256,848,848
YKR050W,-1,1938,2785,-847,847
YBR133C,-1,1572,725,847,847
YBR101C,-1,3140,2294,846,846
YJL080C,-1,1711,2557,-846,846
YPR118W,-1,2874,2029,845,845
YHL033C,-1,2615,3460,-845,845
YPL008W,-1,2520,1675,845,845
YNL280C,-1,2700,1857,843,843
YMR015C,-1,2530,1687,843,843
YER164W,-1,912,1754,-842,842
YLR449W,-1,3066,3908,-842,842
YGL002W,-1,1127,285,842,842
YNL325C,-1,1996,1155,841,841
YAL031C,-1,865,1705,-840,840
YNL316C,-1,1576,738,838,838
YPL203W,-1,234,1072,-838,838
YML061C,1,1012,1850,-838,838
YER035W,-1,1605,2442,-837,837
YBR156C,-1,3244,2407,837,837
YDR012W,-1,2477,3312,-835,835
YBR257W,-1,3347,2512,835,835
YJR001W,-1,1401,568,833,833
YPL267W,-1,2697,1865,832,832
YKL163W,-1,2581,3413,-832,832
YGR272C,-1,4354,3522,832,832
YNL015W,-1,259,1090,-831,831
YPR182W,-1,3032,2202,830,830
YJL176C,-1,1840,1010,830,830
YMR052W,-1,3284,2454,830,830
YGR085C,-1,2613,3442,-829,829
YBR097W,-1,2039,2868,-829,829
YLR430W,-1,2826,1997,829,829
YIR001C,-1,1500,672,828,828
YNR032C-A,-1,3327,4155,-828,828
YGR078C,-1,696,1524,-828,828
YJL020C,-1,510,1338,-828,828
YOR071C,-1,3746,2918,828,828
YGR049W,-1,4111,3284,827,827
YJL089W,-1,3216,4043,-827,827
YGL103W,-1,2740,3567,-827,827
YOR100C,-1,3104,3931,-827,827
YDR211W,-1,1442,2268,-826,826
YOR295W,-1,1712,2537,-825,825
YGR197C,-1,3752,2928,824,824
YDL189W,-1,2248,3072,-824,824
YMR232W,-1,3122,3946,-824,824
YJL212C,-1,4046,3222,824,824
YHL032C,-1,536,1359,-823,823
YPR035W,-1,3340,2517,823,823
YBL032W,-1,1683,860,823,823
YDL082W,-1,2735,3557,-822,822
YMR048W,-1,2536,1715,821,821
YEL054C,-1,2782,3602,-820,820
YDR353W,-1,1998,1178,820,820
YHL030W,-1,2099,1280,819,819
