Gene,WT_A,WT_B,I59T_A,I59T_B,Fold Change,Log2 Fold Change
YNL075W,1527.591785,2470.840167,1470.109108,2978.046309,0.962370394,-0.055335834
YKL145W,4224.520618,4388.856785,4065.692458,3878.828074,0.96240327,-0.05528655
YCL026C-A,98.5801624,79.64407061,94.89945541,87.93911687,0.962662803,-0.054897549
YHL029C,2744.215252,2732.260116,2643.86553,3469.237773,0.96343227,-0.053744847
YMR023C,633.9586053,632.4676196,611.0193006,592.5987335,0.963815769,-0.05317069
YJR099W,1015.455819,1141.252682,978.9628032,809.6736707,0.964062429,-0.052801522
SRG1,758.987104,624.034718,732.5571997,510.997571,0.9651774,-0.05113396
YLR307W,522.5550072,568.7523631,504.4655261,491.1914636,0.965382628,-0.050827229
YML079W,843.1409012,914.5013284,814.1374333,885.7291231,0.965600687,-0.050501393
YAL044C,2614.377965,2454.911353,2525.657436,2128.760424,0.966064383,-0.049808755
YBR151W,2459.695272,2055.754011,2377.481094,2055.873949,0.966575462,-0.049045725
YCR032W,3768.487184,3411.577189,3642.807166,3393.974565,0.966649742,-0.048934859
YJL216C,209.9837606,165.8470647,203.1181326,158.4488592,0.967304005,-0.047958723
YOR145C,4803.979621,7710.483024,4648.408413,8767.767626,0.967616181,-0.0474932
YPL090C,15282.32957,24991.37237,14789.33092,22647.88769,0.967740609,-0.047307693
YDR531W,1362.490049,1698.761177,1318.602959,1391.973228,0.967789056,-0.047235469
YOR044W,1011.448496,1175.921278,978.9628032,1025.956364,0.96788201,-0.047096909
YLR452C,6907.023086,8083.404672,6689.579155,6672.281462,0.96851843,-0.046148593
YER081W,12316.10858,16342.0263,11934.02274,18887.89626,0.96897674,-0.04546606
YPL188W,1549.231333,1312.721681,1501.742259,1251.745988,0.969346686,-0.044915358
YCR045C,36.06591307,7.495912528,34.96295726,8.714687258,0.969418331,-0.044808732
YJR112W,324.5932177,396.3463749,314.6666153,355.717689,0.969418331,-0.044808732
YLR111W,48.0878841,39.35354077,46.61727634,34.85874903,0.969418331,-0.044808732
YKL052C,506.5257125,379.4805717,491.1463043,443.6568059,0.969637458,-0.044482662
YBR094W,2215.248527,2237.52989,2151.054323,2360.888003,0.971021669,-0.042424603
YNL178W,28416.73364,40181.83911,27602.4223,41435.16893,0.97134395,-0.041945855
YLR087C,10362.13756,10424.00336,10066.00188,10628.74948,0.971421371,-0.041830869
YOR338W,10806.95049,15543.71162,10498.87659,15531.94943,0.971492985,-0.041724517
YLL016W,1141.285783,931.3671316,1108.825216,877.0144359,0.971557898,-0.041628123
YJR051W,2668.076103,2960.885449,2592.253545,2879.808017,0.971581561,-0.041592985
YIL128W,3042.360134,3711.41369,2960.197048,4343.875476,0.972993636,-0.039497726
YDR409W,689.2596721,599.6730022,670.9557988,629.0419712,0.973444155,-0.038829879
YOL069W,408.7470148,388.8504624,397.9117516,404.044591,0.973491517,-0.038759687
YMR084W,295.7404872,238.9322118,288.0281717,183.8006767,0.973922017,-0.038121837
YDL074C,972.1767235,1224.644709,947.3296514,1074.283266,0.974441815,-0.037352051
YML011C,435.1953511,428.2040032,424.5501953,431.7731414,0.975539362,-0.035728009
YHL012W,290.1302341,331.6941294,283.0334635,254.3104191,0.975539362,-0.035728009
YDR051C,1624.569018,2215.979141,1584.987396,2005.170314,0.975635617,-0.035585668
YBL091C,1142.888712,1497.308527,1115.484827,1739.768474,0.976022263,-0.035014039
YFL010C,3722.002229,3620.525751,3632.817749,4167.997242,0.976038574,-0.034989929
YDR082W,1304.784589,1380.184894,1273.650586,1383.258541,0.976138588,-0.034842105
YNL134C,8220.623786,7373.16696,8028.160947,6497.987717,0.976587806,-0.034178331
YJR154W,4817.604522,5496.377861,4705.015105,5245.449485,0.976629585,-0.034116613
YNL290W,1065.948097,950.1069129,1042.229107,1147.169741,0.977748457,-0.032464741
YPR067W,686.0538131,728.9774934,670.9557988,723.3190424,0.977992959,-0.032104016
YHR132W-A,855.9643369,979.153574,837.4460715,848.4936412,0.978365611,-0.0315544
YBR299W,484.8861646,449.7547517,474.4972771,311.3520084,0.978574585,-0.031246281
YNR008W,1588.503105,1554.464861,1555.019147,1561.513508,0.978921062,-0.030735566
YHR107C,1659.833466,1722.185903,1624.945061,2300.677436,0.97898078,-0.030647559
YGR005C,573.0472855,711.1747011,561.0722188,599.7289322,0.97910283,-0.030467709
YDR292C,1705.516956,1990.164776,1669.897435,2128.760424,0.979115118,-0.030449603
YGR113W,239.6379558,221.1294196,234.7512844,207.5680056,0.979608108,-0.029723381
YKL130C,761.3914982,817.0544656,745.8764215,836.6099767,0.979622735,-0.029701839
YHR200W,1747.994587,1538.536046,1713.184906,1650.244869,0.980085933,-0.029019846
YJR110W,1241.468874,1272.431152,1217.043893,1202.626842,0.98032574,-0.028666891
YDL204W,2798.714854,1462.639932,2743.759693,907.9119634,0.980364144,-0.028610375
YNL165W,689.2596721,521.9029098,675.950507,507.0363495,0.980690637,-0.028129991
YOR030W,1465.077535,1453.270041,1436.811053,1521.901293,0.980706494,-0.028106664
YDR283C,4542.702118,4493.799561,4458.609502,4292.379597,0.981488415,-0.026956856
YMR250W,10135.32304,7140.793672,9947.793791,5055.310854,0.981497457,-0.026943565
YBR267W,1393.747174,2949.64158,1368.550041,3073.907869,0.981921303,-0.026320692
YBR056W,3131.322719,2339.661698,3075.075336,1677.973419,0.982037181,-0.026150447
YBR261C,1103.61694,1457.954987,1083.851675,1677.181175,0.982090466,-0.026072169
YKR013W,6242.608821,5501.062807,6133.501645,6706.347967,0.982522183,-0.025438115
YBL088C,4384.0121,4385.108829,4308.768256,5075.909206,0.982836762,-0.024976274
YKL035W,9023.691451,6474.594446,8872.26663,5392.01468,0.983219193,-0.024415016
YIR008C,795.8544818,1008.200235,782.5042815,1153.507695,0.983225325,-0.024406019
YBR240C,572.2458208,414.1491672,562.7371216,403.2523467,0.983383541,-0.024173886
YBL003C,5252.799873,7723.600871,5166.193161,6587.511323,0.983512276,-0.023985034
YJL129C,2942.978507,2930.901798,2895.265841,3242.655904,0.983787627,-0.023581185
YKL153W,15.22782996,20.61375945,14.98412454,11.88366444,0.983996051,-0.02327557
YGL162W,944.1254578,847.9751047,929.0157214,929.3025594,0.98399605,-0.02327557
YFL005W,6242.608821,7514.652309,6143.491061,6627.915782,0.984122382,-0.02309036
YGR204W,19900.36937,18186.95777,19589.24548,19298.27881,0.984365924,-0.022733379
YGR174W-A,62.51424933,71.21116902,61.60140088,41.9889477,0.985397754,-0.021221912
YHR215W,250.0569973,186.4608241,246.4056035,190.1386311,0.985397754,-0.021221912
YOR283W,4366.379876,5835.567903,4303.773548,5755.654812,0.985661731,-0.020835481
YNL067W,10390.18882,13213.41981,10242.48157,13064.10844,0.985783969,-0.020656576
YHR165C,7602.694476,7706.735068,7495.392075,8684.581975,0.985886267,-0.02050687
YGL179C,489.6949531,323.2612278,482.8217907,336.7038259,0.9859644,-0.020392538
YPR069C,3487.974527,4300.779813,3439.689033,4008.756139,0.986156581,-0.020111361
YOR172W,1727.957969,1665.966559,1704.860392,1863.358585,0.986633022,-0.019414521
tA(AGC)P,322.1888235,157.4141631,317.9964208,152.1109049,0.986987746,-0.018895921
YOL016C,5179.866582,4560.325784,5112.916273,4133.930737,0.987074897,-0.018768538
YLR351C,2510.18755,2527.059511,2480.705063,2530.428282,0.988254867,-0.01704494
YFR006W,3546.481452,3360.042791,3506.285142,2868.716596,0.988665862,-0.016445077
YGL097W,2520.606591,2801.597307,2492.359382,3592.827883,0.988793488,-0.016258853
YKR026C,2227.270498,2768.80269,2202.666307,2997.060172,0.988953209,-0.016025831
YJL063C,954.5444993,1042.86883,943.999846,1262.837408,0.988953209,-0.016025831
YKL179C,600.2970865,691.4979307,594.3702734,514.9587925,0.990126867,-0.014314703
YHR201C,2028.507244,2876.556433,2009.537591,2755.425662,0.990648467,-0.013554889
YOR230W,14788.62729,13533.87007,14651.14399,12121.33773,0.990703444,-0.013474827
YPL046C,456.8348989,609.0428929,452.8535416,528.4269455,0.99128491,-0.012628326
YJL181W,389.5118612,276.4117745,386.2574326,341.4572916,0.991644854,-0.012104567
YNR012W,2331.460914,2993.680066,2312.549887,3380.506412,0.991888765,-0.011749755
YDL008W,733.3402325,1037.246896,727.5624915,1020.410653,0.992121336,-0.011411522
YHR069C,3524.841904,5084.102672,3497.960628,4859.626513,0.992373764,-0.0110445
YGR012W,803.0676644,836.7312359,797.488406,791.4520519,0.993052567,-0.010058006
YOL131W,367.0708486,341.06402,364.6136971,211.5292271,0.993306057,-0.009689787
YDR169C-A,36.86737781,24.36171572,36.62785998,12.67590874,0.993503258,-0.009403396
YOR201C,906.4566152,1148.748595,900.7123751,1137.662809,0.993662973,-0.009171488
YBL001C,2901.302341,4151.798551,2883.611522,3500.927545,0.993902456,-0.008823826
YAL038W,126992.0873,131661.9556,126252.9036,147674.3368,0.994179293,-0.00842204
YOR181W,711.7006846,536.8947348,707.5836588,735.2027068,0.994215229,-0.008369893
YLR316C,549.0033434,742.0953403,546.0880943,834.2332439,0.994689925,-0.007681231
YMR257C,1778.450247,1908.646727,1769.791598,2065.38088,0.995131352,-0.007041129
YKL165C-A,38.47030728,32.79461731,38.29276271,37.23548192,0.995384893,-0.006673603
YMR099C,4099.492119,4649.339746,4080.676583,4273.365734,0.995410276,-0.006636814
YGL123W,25473.75514,32686.86357,25371.45265,36842.52875,0.995984004,-0.005805522
YGL141W,2700.936157,2468.0292,2690.482806,2233.336671,0.99612973,-0.005594452
YKL152C,45871.03264,52919.26847,45718.22887,46249.63752,0.99666884,-0.004813871
YKL125W,1785.663429,2039.825197,1779.781015,2360.095758,0.996705754,-0.004760437
YEL055C,4582.775354,6027.650662,4568.493082,7387.678062,0.996883489,-0.004503196
YDR175C,1133.271135,1208.715895,1130.468951,1278.682294,0.997527349,-0.003571699
YCR072C,2704.94348,3850.088072,2698.80732,4278.119199,0.997731502,-0.003276469
YCL045C,4109.109696,4271.733152,4100.655416,4695.631943,0.997942552,-0.002971328
YBR223C,884.0156027,797.3776952,882.3984451,893.6515661,0.998170668,-0.002641584
YBR166C,3685.936316,4500.358484,3679.435026,4203.648235,0.99823619,-0.002546886
YLR098C,701.2816431,743.9693184,700.9240479,816.011625,0.999490083,-0.000735842
YIL106W,1408.975004,1260.250294,1408.507707,1343.646326,0.999668343,-0.00047856
YBL032W,1134.0726,1074.726459,1133.798757,1240.654568,0.999758531,-0.000348408
YGR187C,2569.49594,4072.154481,2568.944907,4498.363114,0.999785548,-0.000309422
YDR470C,1231.851298,1069.104524,1232.028018,1187.5742,1.000143459,0.000206953
YDR287W,1426.607228,1338.957375,1426.821637,1303.241867,1.000150293,0.000216811
YMR284W,695.6713899,575.3112865,695.9293397,548.2330529,1.000370793,0.000534841
YDR041W,1522.782996,1900.213826,1523.385995,1779.380689,1.000395985,0.000571172
YGR016W,217.9984079,248.3021025,218.1022572,221.0361586,1.000476376,0.000687102
YBL008W,1139.682853,994.145399,1140.458368,1163.014627,1.000680466,0.000981371
YGR071C,1074.76421,1159.055475,1075.527161,1203.419086,1.000709878,0.001023774
YOR239W,923.2873747,1055.986677,924.0210132,1161.430138,1.000794594,0.001145901
YJR030C,964.1620761,650.2704118,965.6435814,507.0363495,1.001536573,0.002215105
YNR015W,1143.690177,1217.148797,1145.453076,1635.192227,1.001541413,0.002222077
YNR031C,4537.091865,4521.909233,4548.514249,4614.823025,1.002517556,0.003627502
YER122C,2650.443878,3073.324136,2657.184752,3157.09352,1.0025433,0.003664548
YJR122W,559.422385,456.3136751,561.0722188,568.8314046,1.002949174,0.004248497
YDR333C,1469.084859,1591.944423,1473.438913,1867.319806,1.002963787,0.004269516
YLR221C,779.8251871,1504.80444,782.5042815,1200.250109,1.003435506,0.004947894
YPL106C,51878.01083,61302.50964,52066.50297,68394.45009,1.003633373,0.005232349
YDR300C,2458.893807,3309.445381,2469.050743,3397.143542,1.004130693,0.005947056
YLR089C,21334.18978,19552.15084,21423.96829,18419.67989,1.004208199,0.006058409
YJL208C,1508.356631,1951.748224,1515.061481,2266.610931,1.004445136,0.006398764
YLR455W,467.2539405,433.8259376,469.5025689,388.9919494,1.004812433,0.006926221
YPL161C,667.6201242,663.3882587,670.9557988,648.8480786,1.004996366,0.007190285
YOR392W,24.84540678,15.92881412,24.9735409,4.753465777,1.005157256,0.007421227
YJR041C,3349.321127,4535.027079,3369.763119,5468.862376,1.006103324,0.008778473
YIL095W,845.5452954,860.1559626,850.7652933,943.5629567,1.006173528,0.008879139
YOR197W,3301.233243,3128.606491,3323.145842,3361.492549,1.006637701,0.009544536
YDR541C,1359.28419,1330.524474,1368.550041,1113.89548,1.006816714,0.009801071
YMR246W,12571.77583,19579.32352,12661.58524,25080.07768,1.007143733,0.01026959
YJR151C,985.0001593,623.0977289,992.282025,831.856511,1.007392756,0.010626262
YDR506C,718.9138673,594.0510678,724.2326861,589.4297563,1.007398409,0.010634358
YDR190C,5300.086292,6634.819576,5339.343044,7779.046744,1.007406814,0.010646394
YPL145C,5885.957013,5403.615944,5930.383512,5629.687969,1.00754788,0.0108484
YBR106W,10611.39309,14422.1357,10693.67021,13428.54082,1.007753659,0.011143021
YGL241W,1239.865945,1371.751993,1250.341948,1312.748799,1.008449303,0.012138558
YGR287C,612.3190575,405.7162656,617.6789116,274.1165265,1.008753368,0.01257349
YPR130C,28.05126572,18.73978132,28.30334635,15.84488592,1.008986426,0.012906766
YBL069W,1126.859417,1164.677409,1137.128562,1181.236246,1.009113067,0.013087831
YER031C,2090.220029,2571.097997,2109.431755,2390.201042,1.009191246,0.013199597
YDR058C,402.3352969,395.4093859,406.2362653,405.6290796,1.009695814,0.013920726
YCL056C,1564.459163,2787.542471,1579.992688,1957.635656,1.009929006,0.014253881
YPL160W,16173.55835,21727.83945,16336.02555,25335.18035,1.010045235,0.014419906
YBL021C,262.0789683,306.3954246,264.7195335,365.2246205,1.010075456,0.014463072
YDR286C,476.0700526,559.3824724,481.156888,422.2662099,1.010685056,0.015333503
YCR026C,3463.930584,3334.744086,3504.620239,3378.921923,1.011746672,0.016848103
YCR025C,31.25712466,17.80279225,31.6331518,27.72855037,1.012030126,0.017252236
YHR190W,3552.091705,2870.934498,3596.189889,2393.370019,1.012414709,0.017800373
YAL051W,1992.441331,1740.925685,2017.862105,1662.128533,1.012758606,0.018290345
YNR048W,583.466327,686.8129854,591.0404679,709.8508894,1.012981282,0.018607516
YML089C,100.1830919,76.83310341,101.5590663,57.04158932,1.013734597,0.019679994
YMR170C,9479.724885,5121.582235,9611.48344,3299.697494,1.013898985,0.019913924
YJL074C,516.944754,484.4233471,524.4443589,373.9393078,1.014507556,0.02077961
YOR213C,1417.791116,1808.388897,1438.475956,1754.028872,1.014589483,0.020896112
YBR061C,1182.160484,1606.936248,1200.394866,1870.488783,1.015424625,0.022083152
YBL037W,2010.87502,1801.829974,2042.835645,1794.433331,1.015893889,0.02274972
YML003W,404.7396912,299.8365011,411.2309735,365.2246205,1.016038166,0.022954596
YOR243C,3865.464417,6055.760334,3927.505532,7239.528378,1.016050106,0.02297155
YMR166C,681.2450247,538.768713,692.5995342,787.4908304,1.016667292,0.023847629
YEL066W,2953.397548,2926.216853,3003.484519,2650.057171,1.016959102,0.024261661
YJR066W,6270.660086,5760.608778,6381.572151,5970.353016,1.017687462,0.02529457
YGR147C,1869.817227,2047.321109,1902.983816,2062.211903,1.017737878,0.025366037
YBR281C,1273.527464,1178.732245,1296.959224,1076.659998,1.018399101,0.02630305
YFR049W,3790.928196,3738.586373,3860.909423,2900.406368,1.018460183,0.026389578
YBR018C,212.3881548,116.1866442,216.4373545,83.1856511,1.019065092,0.027246205
YJR160C,42.47763095,28.10967198,43.28747089,22.18284029,1.019065092,0.027246205
YCR101C,771.009075,394.4723968,785.8340869,338.2883145,1.019228064,0.027476907
YCR053W,10801.34023,12876.10375,11010.00173,15047.88816,1.019318112,0.027604363
YLL059C,220.4028021,248.3021025,224.7618681,287.5846795,1.019777725,0.028254731
YHR027C,18643.67266,19014.31912,19013.18914,17939.57984,1.01981994,0.028314452
YDR275W,1756.009234,1792.460083,1793.100237,1769.081513,1.021122328,0.030155708
YJR148W,14730.12036,13427.9903,15044.06104,12084.10225,1.021312839,0.030424846
YMR196W,9734.590671,5769.041679,9942.799083,3989.742275,1.021388512,0.030531738
YPR081C,943.323993,807.6845749,963.9786787,926.9258265,1.021895643,0.031247875
YOR336W,4691.774558,4443.202151,4796.584755,4240.883717,1.022339138,0.031873857
YOL005C,1719.141856,1951.748224,1758.137279,2050.328238,1.022683075,0.032359129
YPR047W,480.0773762,411.3382,491.1463043,455.5404703,1.02305655,0.032885893
YDR291W,2464.50406,2902.792126,2522.327631,3282.268119,1.023462559,0.033458325
YPR088C,4412.864831,5950.817558,4516.881097,5971.937504,1.023571143,0.033611379
YGR082W,1831.346919,2148.515928,1874.68047,2424.267546,1.02366212,0.033739604
YMR182W-A,56.90399618,48.72343143,58.27159543,34.85874903,1.024033448,0.034262839
YDL042C,968.9708646,917.3122956,992.282025,1028.333096,1.024057648,0.034296933
YOL146W,572.2458208,572.5003193,586.0457597,533.9726556,1.024115404,0.034378296
YOR237W,189.9471422,156.477174,194.793619,130.7203089,1.025514871,0.036348412
YDL219W,1043.507085,1493.560571,1070.532453,1342.061838,1.025898596,0.036888136
YPR151C,326.1961471,281.0967198,334.645448,187.7618982,1.025902516,0.036893649
YIR023W,733.3402325,877.0217658,752.5360324,983.9674158,1.026175845,0.037277971
YML121W,2080.602452,2349.968578,2136.070198,2014.677245,1.026659464,0.037957729
YGL107C,2313.82869,2644.183144,2375.816191,3158.678009,1.026790013,0.038141169
YDR346C,8100.404076,12428.22297,8317.854022,12650.55692,1.026844333,0.03821749
YDL226C,2333.865308,2495.201883,2397.459926,2612.029444,1.027248624,0.038785398
YDR375C,875.1994906,782.3858701,899.0474723,927.7180708,1.027248624,0.038785398
YML026C,18684.54737,27236.39817,19194.66353,24443.90551,1.027301499,0.038859656
YDR419W,1130.866741,1136.567737,1162.102103,1294.52718,1.027620727,0.039307895
YGR137W,827.1116065,660.5772915,850.7652933,572.7926261,1.028597938,0.040679167
YBR181C,18365.5644,26358.43942,18906.63536,24549.27401,1.029461167,0.04188941
YML095C,90.56551505,98.38385193,93.23455269,111.7064458,1.029470794,0.041902901
YMR180C,740.5534151,634.3415977,762.5254488,548.2330529,1.029669749,0.042181689
YIL147C,3927.978666,3819.167433,4045.713626,4068.174461,1.029973421,0.042607109
YOL026C,1265.512816,1354.886189,1303.618835,964.9535527,1.030111128,0.042799984
YOR257W,391.1147907,466.6205549,402.9064598,514.9587925,1.03014887,0.042852841
YEL054C,9114.256966,13476.71374,9390.051378,13275.63767,1.03025967,0.043008005
YNL163C,5078.882025,6734.140417,5232.78927,7431.251498,1.030303371,0.043069199
YOR317W,10318.057,9243.397136,10632.06881,7161.096193,1.030433231,0.043251025
YOL056W,827.1116065,1221.833742,852.430196,1206.588063,1.03061085,0.043499686
YJR025C,2769.862124,4132.121781,2860.302884,3509.642232,1.032651719,0.046353761
YHR028C,7218.792868,7447.189097,7458.764215,6763.389556,1.033242587,0.047179013
YOR245C,1348.063684,1046.616787,1393.523582,1046.554715,1.033722367,0.047848764
YKL081W,14600.28308,18756.64712,15100.66773,21856.43564,1.034272257,0.048616004
YGL181W,1569.267951,1300.540824,1623.280158,1338.100616,1.034418728,0.0488203
YPL174C,397.5265085,484.4233471,411.2309735,529.2191898,1.034474342,0.048897863
YOR038C,1021.867537,960.4137927,1057.213231,1018.826165,1.034589311,0.049058191
YIR025W,238.0350263,282.9706979,246.4056035,263.8173506,1.035165317,0.049861186
YPL010W,2639.223372,3107.992732,2732.105374,2488.439334,1.035192929,0.049899669
YHR037W,3053.58064,2690.095608,3161.650278,2087.56372,1.03539112,0.05017585
YGL083W,767.8032161,791.7557608,795.8235033,871.4687258,1.0364941,0.051711904
YJR004C,41279.44117,47630.90218,42826.29284,37762.32438,1.037472689,0.053073359
YDL035C,3817.376533,3264.469906,3960.803586,2847.326,1.037572152,0.053211664
YKL120W,5078.882025,6556.112495,5274.411838,5908.557961,1.038498593,0.054499262
YDL185C-A,1.60292947,1.873978132,1.664902727,0,1.038662498,0.054726942
YOR169C,1.60292947,1.873978132,1.664902727,2.376732888,1.038662498,0.054726942
YOR200W,1.60292947,0,1.664902727,0,1.038662498,0.054726942
YGL217C,1.60292947,0,1.664902727,0.792244296,1.038662498,0.054726942
tL(CAA)G2,1.60292947,0.936989066,1.664902727,4.753465777,1.038662498,0.054726942
YGR291C,1.60292947,1.873978132,1.664902727,0.792244296,1.038662498,0.054726942
YLR169W,1.60292947,0,1.664902727,0.792244296,1.038662498,0.054726942
YPL182C,1.60292947,0.936989066,1.664902727,0.792244296,1.038662498,0.054726942
tR(UCU)M2,1.60292947,0.936989066,1.664902727,1.584488592,1.038662498,0.054726942
YBL073W,1.60292947,0.936989066,1.664902727,1.584488592,1.038662498,0.054726942
YBR300C,1.60292947,9.36989066,1.664902727,5.545710073,1.038662498,0.054726942
YNL205C,1.60292947,0,1.664902727,0.792244296,1.038662498,0.054726942
YNL184C,1.60292947,1.873978132,1.664902727,0,1.038662498,0.054726942
tQ(UUG)E2,1.60292947,0.936989066,1.664902727,0,1.038662498,0.054726942
tE(UUC)E3,1.60292947,0,1.664902727,0,1.038662498,0.054726942
YPR054W,51.29374304,44.0384861,53.27688725,44.36568059,1.038662497,0.054726942
YER046W,251.6599268,270.7898401,261.3897281,175.8782337,1.038662498,0.054726942
tS(UGA)Q2,19.23515364,14.99182506,19.97883272,23.76732888,1.038662498,0.054726942
YDL228C,6.41171788,0,6.659610906,0,1.038662497,0.054726942
YDL209C,937.7137399,1138.441715,973.968095,1225.601926,1.038662497,0.054726942
tL(CAA)C,41.67616622,15.92881412,43.28747089,24.55957318,1.038662497,0.054726942
tH(GUG)Q,6.41171788,7.495912528,6.659610906,2.376732888,1.038662497,0.054726942
YDR255C,585.0692565,468.494533,607.6894952,360.4711548,1.038662498,0.054726942
tL(CAA)L,4.80878841,0,4.99470818,0.792244296,1.038662498,0.054726942
tV(AAC)M3,4.80878841,2.810967198,4.99470818,9.506931554,1.038662498,0.054726942
YJR157W,4.80878841,4.68494533,4.99470818,3.961221481,1.038662498,0.054726942
YIL142C-A,4.80878841,0.936989066,4.99470818,2.376732888,1.038662498,0.054726942
YCR087W,4.80878841,2.810967198,4.99470818,6.337954369,1.038662498,0.054726942
YER097W,25.64687152,20.61375945,26.63844362,25.35181748,1.038662497,0.054726941
YHR021W-A,25.64687152,21.55074852,26.63844362,21.390596,1.038662497,0.054726941
YIL086C,8.01464735,4.68494533,8.324513633,9.506931554,1.038662497,0.054726942
YDR510C-A,3.20585894,2.810967198,3.329805453,0.792244296,1.038662497,0.054726942
tL(CAA)G3,3.20585894,4.68494533,3.329805453,5.545710073,1.038662497,0.054726942
tQ(UUG)L,3.20585894,3.747956264,3.329805453,3.961221481,1.038662497,0.054726942
YPL102C,3.20585894,4.68494533,3.329805453,0,1.038662497,0.054726942
tV(UAC)B,3.20585894,2.810967198,3.329805453,0.792244296,1.038662497,0.054726942
YNR005C,3.20585894,0,3.329805453,3.961221481,1.038662497,0.054726942
tF(GAA)F,3.20585894,0.936989066,3.329805453,2.376732888,1.038662497,0.054726942
tY(GUA)Q,3.20585894,12.18085786,3.329805453,10.29917585,1.038662497,0.054726942
YHL043W,33.66151887,18.73978132,34.96295726,17.42937452,1.038662498,0.054726942
YOR021C,2300.203789,3755.452177,2389.135413,3677.598023,1.038662498,0.054726942
YOR384W,11.22050629,1.873978132,11.65431909,1.584488592,1.038662498,0.054726942
tE(UUC)G1,11.22050629,3.747956264,11.65431909,6.337954369,1.038662498,0.054726942
tV(AAC)G2,17.63222417,16.86580319,18.31392999,9.506931554,1.038662497,0.054726942
YLR067C,867.986308,930.4301425,902.3772778,1018.033921,1.039621558,0.056058455
YNL031C,15424.99029,18593.61103,16047.99738,17206.75387,1.040389464,0.057123694
YDL143W,8372.100621,9536.674714,8712.435968,10046.44992,1.04065113,0.057486497
YML103C,6177.690177,6630.134631,6431.519233,7749.733705,1.04108802,0.058092048
YNR066C,4053.007165,2409.935878,4220.528412,2027.353154,1.041332581,0.05843091
YDL070W,2755.435759,2324.669873,2870.292301,2341.874139,1.041683622,0.058917171
YNL005C,2826.76612,3150.15724,2945.212923,3760.783674,1.041901876,0.059219414
YMR110C,3517.628722,2676.977762,3667.780707,2052.704971,1.042685569,0.060304167
YLR014C,2142.315237,2797.849351,2235.964362,3053.309517,1.04371398,0.061726409
YJR065C,4856.876294,4362.621091,5069.628802,3995.287986,1.043804391,0.061851376
YPL125W,3209.866263,3159.527131,3351.449189,3371.791724,1.044108668,0.062271872
YAR028W,828.7145359,811.4325312,865.7494178,634.5876812,1.044689553,0.063074285
YKL148C,19924.41331,16501.31444,20819.6086,13158.38551,1.044929568,0.063405703
YKR061W,3847.030728,4068.406525,4020.740085,4266.235535,1.045154138,0.063715725
YGR048W,1005.036778,890.1396127,1050.55362,883.3523902,1.045288733,0.063901503
YNL216W,2189.601656,2282.505365,2289.241249,2782.361968,1.045505808,0.064201077
YPR024W,6301.115746,5487.94496,6588.020089,5968.768527,1.045532308,0.064237643
YMR265C,1606.135329,1843.994482,1679.886851,1849.098187,1.045918623,0.064770607
YLL066C,113.0065276,82.45503781,118.2080936,82.3934068,1.046028899,0.064922709
YKL151C,3195.439898,2272.198485,3343.124675,1731.053787,1.046217354,0.065182606
YGL212W,392.7177201,410.4012109,411.2309735,509.4130824,1.047141375,0.066456235
YGR182C,355.8503423,322.3242387,372.9382107,275.7010151,1.048019817,0.067665997
YJL126W,352.6444834,415.0861562,369.6084053,384.2384836,1.048104884,0.067783095
YCL008C,427.1807037,336.3790747,447.8588334,541.1028543,1.048406048,0.068197582
YLR278C,2943.779971,2854.068695,3086.729655,3028.749944,1.048559908,0.06840929
YLR117C,1014.654354,1181.543212,1065.537745,1242.239056,1.050148497,0.070593348
YOR344C,1287.152364,1394.23973,1351.901014,1444.261352,1.050303796,0.070806682
YDL160C,4129.146314,4447.887096,4338.736505,4869.133444,1.050758722,0.071431432
YNL333W,590.6795097,513.4700082,621.008717,388.9919494,1.0513463,0.072237953
YNL038W,910.4639389,1246.195458,957.3190678,1176.48278,1.051462916,0.072397968
YMR189W,4136.359497,3121.110579,4352.055727,2780.77748,1.052146394,0.073335452
YBR198C,1344.857825,1492.623582,1415.167318,1857.812875,1.052280242,0.073518973
YHL025W,1376.11495,1595.692379,1448.465372,1948.920969,1.052575856,0.073924208
YBR264C,352.6444834,443.1958282,371.273308,400.8756139,1.052826077,0.074267128
YGR087C,2776.273842,2258.143649,2923.569188,1878.411226,1.053055049,0.074580857
YJL087C,1226.241044,1883.348023,1291.964516,2041.613551,1.053597514,0.075323847
YDR173C,556.2165261,414.1491672,586.0457597,358.0944219,1.053628816,0.075366708
YDR344C,52.09520777,37.47956264,54.94178998,53.87261214,1.054641921,0.076753248
YJR100C,928.0961631,954.7918583,978.9628032,873.8454587,1.05480751,0.076979749
YPL022W,2987.860532,3363.790747,3151.660861,3842.384836,1.054821946,0.076999493
YFR021W,711.7006846,565.9413959,750.8711297,597.3521993,1.055037807,0.077294699
YFL044C,892.8317147,821.7394109,942.3349432,648.8480786,1.055445195,0.077851667
YIR042C,694.0684605,676.5061057,732.5571997,758.9700357,1.055453808,0.077863441
YLR058C,8820.119408,7910.998684,9311.80095,9669.341635,1.055745452,0.078262032
YIL122W,239.6379558,220.1924305,253.0652144,270.155305,1.056031435,0.078652781
YOR278W,422.3719153,482.549369,446.1939307,438.1110958,1.056400567,0.079156981
YKR048C,5319.321446,5713.759324,5624.04141,6822.807879,1.057285495,0.080364996
YKL073W,1911.493393,2010.778536,2022.856813,1820.577393,1.058259903,0.081693989
