Gene,Occurances in pairs,Membership
YDL129W,8277,Agnostic
YGR235C,8277,Agnostic
YPR097W,8277,Agnostic
YCL012C,8277,Agnostic
YLR250W,8277,Agnostic
YDR391C,8277,Agnostic
YLR336C,8277,Agnostic
YKR018C,8277,Agnostic
YBR262C,8277,Agnostic
YOR303W,8277,Agnostic
YNL058C,8277,Agnostic
YMR221C,8277,Agnostic
YGR233C,8277,Agnostic
YOR032W-A,8277,Agnostic
YCR007C,8277,Agnostic
YGL060W,8277,Agnostic
YDL156W,8277,Agnostic
YCR099C,8277,Agnostic
YGR169C-A,8277,Agnostic
YGR124W,8277,Agnostic
YGL196W,8277,Agnostic
YNL200C,8277,Agnostic
YDL171C,8277,Agnostic
YLR177W,8277,Agnostic
YOR010C,8277,Agnostic
YKR023W,8277,Agnostic
YNL067W-A,8277,Agnostic
YNL024C,8277,Agnostic
YPR166C,8277,Agnostic
YJR123W,8277,Agnostic
YIL088C,8277,Agnostic
YER090W,8277,Agnostic
YOR184W,8277,Agnostic
YGL107C,8277,Agnostic
YGL079W,8277,Agnostic
YDL122W,8277,Agnostic
YFR049W,8277,Agnostic
YML018C,8277,Agnostic
YPR184W,8277,Agnostic
YLR018C,8277,Agnostic
YBR078W,8277,Agnostic
YNR066C,8277,Agnostic
YDR347W,8277,Agnostic
YIL174W,8277,Agnostic
YKL168C,8277,Agnostic
YDL053C,8277,Agnostic
YOR062C,8277,Agnostic
YDR438W,8277,Agnostic
YHL035C,8277,Agnostic
YDR540C,8277,Agnostic
YIL146C,8277,Agnostic
YOR278W,8277,Agnostic
YLR359W,8277,Agnostic
YLR161W,8277,Agnostic
YKL156W,8277,Agnostic
YJR117W,8277,Agnostic
YJL153C,8277,Agnostic
YMR108W,8277,Agnostic
YPR040W,8277,Agnostic
YDR003W-A,8277,Agnostic
YER091C,8277,Agnostic
YMR098C,8277,Agnostic
YBR141C,8277,Agnostic
YMR226C,8277,Agnostic
YKL037W,8277,Agnostic
YKL109W,8277,Agnostic
YPL027W,8277,Agnostic
YNL086W,8277,Agnostic
YBL059C-A,8277,Agnostic
YGL259W,8277,Agnostic
YHR109W,8277,Agnostic
YNR075C-A,8277,Agnostic
YDL234C,8277,Agnostic
YDR109C,8277,Agnostic
YNL083W,8277,Agnostic
YKR078W,8277,Agnostic
YIL111W,8277,Agnostic
YBR261C,8277,Agnostic
YMR209C,8277,Agnostic
YHR132C,8277,Agnostic
YGL261C,8277,Agnostic
YMR191W,8277,Agnostic
YGR062C,8277,Agnostic
YHL010C,8277,Agnostic
YHR097C,8277,Agnostic
YEL006W,8277,Agnostic
YKL157W,8277,Agnostic
YJR080C,8277,Agnostic
YHL046C,8277,Agnostic
YPR204W,8277,Agnostic
YGR153W,8277,Agnostic
YER077C,8277,Agnostic
YKL094W,8277,Agnostic
YDR383C,8277,Agnostic
YER098W,8277,Agnostic
YER085C,8277,Agnostic
YLR063W,8277,Agnostic
YMR160W,8277,Agnostic
YDR500C,8277,Agnostic
YHR110W,8277,Agnostic
YGL226W,8277,Agnostic
YDR222W,8277,Agnostic
YBR269C,8277,Agnostic
YJL218W,8277,Agnostic
YHR147C,8277,Agnostic
YIL043C,8277,Agnostic
YFL034C-A,8277,Agnostic
YIL003W,8277,Agnostic
YHR063C,8277,Agnostic
YIL067C,8277,Agnostic
YLL010C,8277,Agnostic
YNL097C-B,8277,Agnostic
YLR278C,8277,Agnostic
YLR422W,8277,Agnostic
YPL105C,8277,Agnostic
YKR030W,8277,Agnostic
YOR138C,8277,Agnostic
YER069W,8277,Agnostic
YPR079W,8277,Agnostic
YHR146W,8277,Agnostic
YDL114W,8277,Agnostic
YKL187C,8277,Agnostic
YOR167C,8277,Agnostic
YOR101W,8277,Agnostic
YPR149W,8277,Agnostic
YIL157C,8277,Agnostic
YLR128W,8277,Agnostic
YNL308C,8277,Agnostic
YMR265C,8277,Agnostic
YBR197C,8277,Agnostic
YNL195C,8277,Agnostic
YJR032W,8277,Agnostic
YDR496C,8277,Agnostic
YJL149W,8277,Agnostic
YOR077W,8277,Agnostic
YKR006C,8277,Agnostic
YOR034C-A,8277,Agnostic
YDL086W,8277,Agnostic
YCR096C,8277,Agnostic
YPR157W,8277,Agnostic
YDR322W,8277,Agnostic
YHR155W,8277,Agnostic
YGR023W,8277,Agnostic
YPL250C,8277,Agnostic
YAL067C,8277,Agnostic
YLR445W,8277,Agnostic
YER184C,8277,Agnostic
YOR246C,8277,Agnostic
YOR296W,8277,Agnostic
YOR131C,8277,Agnostic
YGR110W,8277,Agnostic
YER163C,8277,Agnostic
YJL118W,8277,Agnostic
YOL131W,8277,Agnostic
YOL157C,8277,Agnostic
YBR180W,8277,Agnostic
YNL097C-A,8277,Agnostic
YNR036C,8277,Agnostic
YBL028C,8277,Agnostic
YJR030C,8277,Agnostic
YDR520C,8277,Agnostic
YJL132W,8277,Agnostic
YFL035C-B,8277,Agnostic
YBR101C,8277,Agnostic
YMR130W,8277,Agnostic
YHL023C,8277,Agnostic
YLR408C,8277,Agnostic
YDL107W,8277,Agnostic
YDL066W,8277,Agnostic
YDR089W,8277,Agnostic
YEL059C-A,8277,Agnostic
YER170W,8277,Agnostic
YPL246C,8277,Agnostic
YLR373C,8277,Agnostic
YAR068W,8277,Agnostic
YJR012C,8277,Agnostic
YBR003W,8277,Agnostic
YLR019W,8277,Agnostic
YDR041W,8277,Agnostic
YLR464W,8277,Agnostic
YJL027C,8277,Agnostic
YLR004C,8277,Agnostic
YML022W,8277,Agnostic
YDL214C,8277,Agnostic
YOR017W,8277,Agnostic
YCL026C-B,8277,Agnostic
YBR149W,8277,Agnostic
YER144C,8277,Agnostic
YBR108W,8277,Agnostic
YNR009W,8277,Agnostic
YNL158W,8277,Agnostic
YKL096C-B,8277,Agnostic
YCR095C,8277,Agnostic
YGL031C,8277,Agnostic
YOR091W,8277,Agnostic
YMR279C,8277,Agnostic
YNL315C,8277,Agnostic
YJL223C,8277,Agnostic
YDL215C,8277,Agnostic
YKL199C,8277,Agnostic
YNL238W,8277,Agnostic
YKL078W,8277,Agnostic
YGL006W-A,8277,Agnostic
YBL100W-C,8277,Agnostic
YNL155W,8277,Agnostic
YDL203C,8277,Agnostic
YJR048W,8277,Agnostic
YGL248W,8277,Agnostic
YLR299W,8277,Agnostic
YLR173W,8277,Agnostic
YPR109W,8277,Agnostic
YJL205C-A,8277,Agnostic
YDR531W,8277,Agnostic
YMR099C,8277,Agnostic
YOR251C,8277,Agnostic
YPR022C,8277,Agnostic
YEL007W,8277,Agnostic
YPL143W,8277,Agnostic
YBR031W,8277,Agnostic
YKL163W,8277,Agnostic
YFL052W,8277,Agnostic
YJL133C-A,8277,Agnostic
YLR419W,8277,Agnostic
YDL157C,8277,Agnostic
YDL119C,8277,Agnostic
YGL080W,8277,Agnostic
YJL123C,8277,Agnostic
YBL112C,8277,Agnostic
YOL024W,8277,Agnostic
YLR157W-E,8277,Agnostic
YGR196C,8277,Agnostic
YNL194C,8277,Agnostic
YJR062C,8277,Agnostic
YOR009W,8277,Agnostic
YDL169C,8277,Agnostic
YHR177W,8277,Agnostic
YOR311C,8277,Agnostic
YDR226W,8277,Agnostic
YDR468C,8277,Agnostic
YMR158W,8277,Agnostic
YBR104W,8277,Agnostic
YML111W,8277,Agnostic
YFL030W,8277,Agnostic
YOR165W,8277,Agnostic
YLR057W,8277,Agnostic
YDR336W,8277,Agnostic
YBL066C,8277,Agnostic
YIL136W,8277,Agnostic
YMR269W,8277,Agnostic
YJL197W,8277,Agnostic
YER190C-B,8277,Agnostic
YPR090W,8277,Agnostic
YGR100W,8277,Agnostic
YOR065W,8277,Agnostic
YGL131C,8277,Agnostic
YMR105C,8277,Agnostic
YNR069C,8277,Agnostic
YBR045C,8277,Agnostic
YIL094C,8277,Agnostic
YDR034C-A,8277,Agnostic
YBR033W,8277,Agnostic
YDL103C,8277,Agnostic
YDL027C,8277,Agnostic
YHR010W,8277,Agnostic
YIL060W,8277,Agnostic
YJR133W,8277,Agnostic
YNL180C,8277,Agnostic
YHL043W,8277,Agnostic
YAL037W,8277,Agnostic
YHR047C,8277,Agnostic
YAR027W,8277,Agnostic
YPL113C,8277,Agnostic
YMR105W-A,8277,Agnostic
YER138W-A,8277,Agnostic
YLL062C,8277,Agnostic
YOR086C,8277,Agnostic
YJR015W,8277,Agnostic
YER185W,8277,Agnostic
YLR077W,8277,Agnostic
YPR045C,8277,Agnostic
YDR286C,8277,Agnostic
YEL064C,8277,Agnostic
YJL174W,8277,Agnostic
YJR152W,8277,Agnostic
YPR202W,8277,Agnostic
YGR273C,8277,Agnostic
YDL239C,8277,Agnostic
YBR225W,8277,Agnostic
YER066W,8277,Agnostic
YER152C,8277,Agnostic
YKL159C,8277,Agnostic
YHR113W,8277,Agnostic
YBR204C,8277,Agnostic
YGL188C-A,8277,Agnostic
YDR374C,8277,Agnostic
YOR176W,8277,Agnostic
YBL031W,8277,Agnostic
YKL198C,8277,Agnostic
YGL015C,8277,Agnostic
YDL061C,8277,Agnostic
YBR025C,8277,Agnostic
YDL072C,8277,Agnostic
YHL049C,8277,Agnostic
YHR214W,8277,Agnostic
YBR302C,8277,Agnostic
YAR066W,8277,Agnostic
YLR118C,8277,Agnostic
YGR131W,8277,Agnostic
YDL180W,8277,Agnostic
YMR169C,8277,Agnostic
YER086W,8277,Agnostic
YGL064C,8277,Agnostic
YMR194C-B,8277,Agnostic
YDR067C,8277,Agnostic
YNR028W,8277,Agnostic
YBR016W,8277,Agnostic
YPR011C,8277,Agnostic
YPL104W,8277,Agnostic
YLR412W,8277,Agnostic
YJL205C,8277,Agnostic
YJR011C,8277,Agnostic
YCL064C,8277,Agnostic
YDR402C,8277,Agnostic
YGL170C,8277,Agnostic
YNR018W,8277,Agnostic
YDR239C,8277,Agnostic
YJL206C,8277,Agnostic
YML002W,8277,Agnostic
YLR099C,8277,Agnostic
YPR085C,8277,Agnostic
YOR234C,8277,Agnostic
YER056C-A,8277,Agnostic
YFL001W,8277,Agnostic
YKR049C,8277,Agnostic
YHL044W,8277,Agnostic
YLR053C,8277,Agnostic
YJL043W,8277,Agnostic
YER189W,8277,Agnostic
YOR293W,8277,Agnostic
YOR374W,8277,Agnostic
YBR053C,8277,Agnostic
YPL191C,8277,Agnostic
YLR227C,8277,Agnostic
YLR297W,8277,Agnostic
YPL272C,8277,Agnostic
YDR371W,8277,Agnostic
YJL062W-A,8277,Agnostic
YJL070C,8277,Agnostic
YCL049C,8277,Agnostic
YLR036C,8277,Agnostic
YNL092W,8277,Agnostic
YMR030W-A,8277,Agnostic
YBL060W,8277,Agnostic
YER132C,8277,Agnostic
YOR339C,8277,Agnostic
YKL180W,8277,Agnostic
YPR061C,8277,Agnostic
YDR528W,8277,Agnostic
YOL053W,8277,Agnostic
YLR168C,8277,Agnostic
YBL113C,8277,Agnostic
YER076C,8277,Agnostic
YHR168W,8277,Agnostic
YIR007W,8277,Agnostic
YDR152W,8277,Agnostic
YIL045W,8277,Agnostic
YIL156W-B,8277,Agnostic
YDR524W-A,8277,Agnostic
YJL172W,8277,Agnostic
YJR075W,8277,Agnostic
YAL064C-A,8277,Agnostic
YIL113W,8277,Agnostic
YOR262W,8277,Agnostic
YAL019W,8277,Agnostic
YGR194C,8277,Agnostic
YPR089W,8277,Agnostic
YEL011W,8277,Agnostic
YML020W,8277,Agnostic
YDR034C,8277,Agnostic
YBR074W,8277,Agnostic
YGL139W,8277,Agnostic
YJR010W,8277,Agnostic
YHL039W,8277,Agnostic
YOR223W,8277,Agnostic
YJR115W,8277,Agnostic
YNR068C,8277,Agnostic
YEL044W,8277,Agnostic
YNR004W,8277,Agnostic
YPL282C,8277,Agnostic
YOL019W,8277,Agnostic
YJL052C-A,8277,Agnostic
YMR325W,8277,Agnostic
YGR234W,8277,Agnostic
YMR253C,8277,Agnostic
YDR242W,8277,Agnostic
YPL066W,8277,Agnostic
YDL248W,8277,Agnostic
YKL218C,8277,Agnostic
YLR187W,8277,Agnostic
YNL042W-B,8277,Agnostic
YHR218W,8277,Agnostic
YBL104C,8277,Agnostic
YBL076C,8277,Agnostic
YKR070W,8277,Agnostic
YOR021C,8277,Agnostic
YML050W,8277,Agnostic
YOR385W,8277,Agnostic
YHR210C,8277,Agnostic
YMR090W,8277,Agnostic
YHL026C,8277,Agnostic
YCR097WB,8277,Agnostic
YMR205C,8277,Agnostic
YHR144C,8277,Agnostic
YDR405W,8277,Agnostic
YPR048W,8277,Agnostic
YOR369C,8277,Agnostic
YER137C,8277,Agnostic
YCL037C,8277,Agnostic
YOL096C,8277,Agnostic
YGL189C,8277,Agnostic
YOR190W,8277,Agnostic
YHR162W,8277,Agnostic
YER063W,8277,Agnostic
YIL089W,8277,Agnostic
YOL041C,8277,Agnostic
YML101C,8277,Agnostic
YPL081W,8277,Agnostic
YDR304C,8277,Agnostic
YCL001W-B,8277,Agnostic
YMR064W,8277,Agnostic
YML070W,8277,Agnostic
YGL198W,8277,Agnostic
YOL103W,8277,Agnostic
YDL159W-B,8277,Agnostic
YKL023W,8277,Agnostic
YDL104C,8277,Agnostic
YJL057C,8277,Agnostic
YHL015W,8277,Agnostic
YCR051W,8277,Agnostic
YBR249C,8277,Agnostic
YER048W-A,8277,Agnostic
YDR127W,8277,Agnostic
YJL151C,8277,Agnostic
YLR460C,8277,Agnostic
YKR084C,8277,Agnostic
YGR161W-C,8277,Agnostic
YDR357C,8277,Agnostic
YJR106W,8277,Agnostic
YDR379C-A,8277,Agnostic
YGL221C,8277,Agnostic
YKL069W,8277,Agnostic
YGR203W,8277,Agnostic
YOR205C,8277,Agnostic
YEL058W,8277,Agnostic
YFR023W,8277,Agnostic
YNL056W,8277,Agnostic
YDR210W,8277,Agnostic
YMR274C,8277,Agnostic
YHL013C,8277,Agnostic
YDL073W,8277,Agnostic
YMR066W,8277,Agnostic
YKL127W,8277,Agnostic
YIL168W,8277,Agnostic
YGR189C,8277,Agnostic
YDR179W-A,8277,Agnostic
YBR241C,8277,Agnostic
YBR137W,8277,Agnostic
YGL156W,8277,Agnostic
YOL025W,8277,Agnostic
YML096W,8277,Agnostic
YPR047W,8277,Agnostic
YOL013W-B,8277,Agnostic
YNL077W,8277,Agnostic
YLR364W,8277,Agnostic
YPL111W,8277,Agnostic
YHR076W,8277,Agnostic
YNL181W,8277,Agnostic
YDR253C,8277,Agnostic
YOR016C,8277,Agnostic
YBR201C-A,8277,Agnostic
YGL093W,9599,Annotated
YDR153C,9599,Annotated
YGL191W,9599,Annotated
YDR469W,9599,Annotated
YGL216W,9599,Annotated
YBR160W,9599,Annotated
YKR038C,9599,Annotated
YFL058W,9599,Annotated
YNL136W,9599,Annotated
YMR113W,9599,Annotated
YIL135C,9599,Annotated
YNL279W,9599,Annotated
YJL114W,9599,Annotated
YJL041W,9599,Annotated
YKL144C,9599,Annotated
YLR410W-B,9599,Annotated
YJR057W,9599,Annotated
YFL035C,9599,Annotated
YBR130C,9599,Annotated
YOR261C,9599,Annotated
YJL201W,9599,Annotated
YPL206C,9599,Annotated
YHR036W,9599,Annotated
YDL192W,9599,Annotated
YIL115C,9599,Annotated
YBR175W,9599,Annotated
YJR121W,9599,Annotated
YDR228C,9599,Annotated
YDR411C,9599,Annotated
YJR068W,9599,Annotated
YDR407C,9599,Annotated
YDR273W,9599,Annotated
YDL147W,9599,Annotated
YOR192C-A,9599,Annotated
YNL111C,9599,Annotated
YNL054W-B,9599,Annotated
YKL059C,9599,Annotated
YGL012W,9599,Annotated
YOR115C,9599,Annotated
YLR396C,9599,Annotated
YGL071W,9599,Annotated
YJL029C,9599,Annotated
YML094W,9599,Annotated
YJL018W,9599,Annotated
YMR299C,9599,Annotated
YMR264W,9599,Annotated
YDR217C,9599,Annotated
YHR214C-B,9599,Annotated
YIL031W,9599,Annotated
YKR002W,9599,Annotated
YBL006C,9599,Annotated
YHR205W,9599,Annotated
YNL302C,9599,Annotated
YHR008C,9599,Annotated
YGL172W,9599,Annotated
YKR050W,9599,Annotated
YHR175W,9599,Annotated
YGR038C-A,9599,Annotated
YMR301C,9599,Annotated
YBL064C,9599,Annotated
YJL069C,9599,Annotated
YNL110C,9599,Annotated
YER162C,9599,Annotated
YAL023C,9599,Annotated
YPL228W,9599,Annotated
YLL009C,9599,Annotated
YML001W,9599,Annotated
YOL044W,9599,Annotated
YIL167W,9599,Annotated
YFR036W,9599,Annotated
YLL024C,9599,Annotated
YER116C,9599,Annotated
YDR346C,9599,Annotated
YNL209W,9599,Annotated
YDR513W,9599,Annotated
YGL022W,9599,Annotated
YDR210C-C,9599,Annotated
YHR083W,9599,Annotated
YDR529C,9599,Annotated
YKL068W,9599,Annotated
YKR095W,9599,Annotated
YDR231C,9599,Annotated
YLR022C,9599,Annotated
YBR186W,9599,Annotated
YDL197C,9599,Annotated
YKR067W,9599,Annotated
YGL213C,9599,Annotated
YHR167W,9599,Annotated
YCR075C,9599,Annotated
YNL220W,9599,Annotated
YJR112W,9599,Annotated
YMR046C,9599,Annotated
YIR009W,9599,Annotated
YAR019C,9599,Annotated
YER180C-A,9599,Annotated
YDL235C,9599,Annotated
YLR263W,9599,Annotated
YBR159W,9599,Annotated
YPL021W,9599,Annotated
YER095W,9599,Annotated
YBL020W,9599,Annotated
YPL002C,9599,Annotated
YKL149C,9599,Annotated
YPL138C,9599,Annotated
YMR078C,9599,Annotated
YNL066W,9599,Annotated
YOR226C,9599,Annotated
YBL015W,9599,Annotated
YMR079W,9599,Annotated
YKL176C,9599,Annotated
YHL034C,9599,Annotated
YDR004W,9599,Annotated
YFL036W,9599,Annotated
YOL008W,9599,Annotated
YKL143W,9599,Annotated
YHR089C,9599,Annotated
YDR221W,9599,Annotated
YKR081C,9599,Annotated
YBR083W,9599,Annotated
YOR207C,9599,Annotated
YKL052C,9599,Annotated
YCL054W,9599,Annotated
YGR152C,9599,Annotated
YIL105C,9599,Annotated
YJL127C,9599,Annotated
YKR076W,9599,Annotated
YOL148C,9599,Annotated
YLR362W,9599,Annotated
YER105C,9599,Annotated
YIL038C,9599,Annotated
YLR116W,9599,Annotated
YML028W,9599,Annotated
YER190W,9599,Annotated
YGR276C,9599,Annotated
YML042W,9599,Annotated
YKL086W,9599,Annotated
YJR155W,9599,Annotated
YDL051W,9599,Annotated
YGR279C,9599,Annotated
YML128C,9599,Annotated
YBR065C,9599,Annotated
YLL026W,9599,Annotated
YOR316C,9599,Annotated
YFL023W,9599,Annotated
YDL229W,9599,Annotated
YMR240C,9599,Annotated
YGR057C,9599,Annotated
YER028C,9599,Annotated
YIL018W,9599,Annotated
YKL152C,9599,Annotated
YOL122C,9599,Annotated
YFL011W,9599,Annotated
YJL183W,9599,Annotated
YOR253W,9599,Annotated
YDL090C,9599,Annotated
YGR185C,9599,Annotated
YOL011W,9599,Annotated
YLR350W,9599,Annotated
YDL029W,9599,Annotated
YMR008C,9599,Annotated
YPL115C,9599,Annotated
YOL117W,9599,Annotated
YKL138C-A,9599,Annotated
YFR030W,9599,Annotated
YPL180W,9599,Annotated
YFR034C,9599,Annotated
YLR242C,9599,Annotated
YOR257W,9599,Annotated
YJL108C,9599,Annotated
YDR002W,9599,Annotated
YMR270C,9599,Annotated
YPR057W,9599,Annotated
YNL259C,9599,Annotated
YBR109C,9599,Annotated
YMR022W,9599,Annotated
YPL022W,9599,Annotated
YKL134C,9599,Annotated
YDR512C,9599,Annotated
YGR030C,9599,Annotated
YML033W,9599,Annotated
YBR155W,9599,Annotated
YJR145C,9599,Annotated
YFL008W,9599,Annotated
YCR018C,9599,Annotated
YPR162C,9599,Annotated
YLR109W,9599,Annotated
YBL084C,9599,Annotated
YOR356W,9599,Annotated
YBR240C,9599,Annotated
YMR156C,9599,Annotated
YJR070C,9599,Annotated
YPL011C,9599,Annotated
YMR139W,9599,Annotated
YNR056C,9599,Annotated
YGL038C,9599,Annotated
YCR053W,9599,Annotated
YNL003C,9599,Annotated
YGR159C,9599,Annotated
YER111C,9599,Annotated
YCL059C,9599,Annotated
YLR025W,9599,Annotated
YLR405W,9599,Annotated
YDR434W,9599,Annotated
YOR211C,9599,Annotated
YNL091W,9599,Annotated
YLR450W,9599,Annotated
YJL143W,9599,Annotated
YDR216W,9599,Annotated
YPL146C,9599,Annotated
YER159C,9599,Annotated
YDR395W,9599,Annotated
YLL036C,9599,Annotated
YCR028C,9599,Annotated
YKL154W,9599,Annotated
YCL066W,9599,Annotated
YMR172W,9599,Annotated
YGR134W,9599,Annotated
YPL202C,9599,Annotated
YPL129W,9599,Annotated
YBR070C,9599,Annotated
YCR088W,9599,Annotated
YMR216C,9599,Annotated
YFL011W-A,9599,Annotated
YBR284W,9599,Annotated
YLR044C,9599,Annotated
YLR210W,9599,Annotated
YDR419W,9599,Annotated
YKL089W,9599,Annotated
YPR154W,9599,Annotated
YAL040C,9599,Annotated
YBR015C,9599,Annotated
YAR015W,9599,Annotated
YDR043C,9599,Annotated
YHR006W,9599,Annotated
YGR180C,9599,Annotated
YEL027W,9599,Annotated
YBR289W,9599,Annotated
YDR256C,9599,Annotated
YBR234C,9599,Annotated
YDL164C,9599,Annotated
YOL012C,9599,Annotated
YBR038W,9599,Annotated
YKR024C,9599,Annotated
YDR264C,9599,Annotated
YIL036W,9599,Annotated
YAL016W,9599,Annotated
YDR208W,9599,Annotated
YHR023W,9599,Annotated
YKR082W,9599,Annotated
YGR074W,9599,Annotated
YNL262W,9599,Annotated
YCR084C,9599,Annotated
YGL137W,9599,Annotated
YDL060W,9599,Annotated
YKL190W,9599,Annotated
YLR312C-B,9599,Annotated
YBR088C,9599,Annotated
YGR267C,9599,Annotated
YGL094C,9599,Annotated
YHR157W,9599,Annotated
YDR246W,9599,Annotated
YBL022C,9599,Annotated
YJR104C,9599,Annotated
YGR249W,9599,Annotated
YNL128W,9599,Annotated
YDL088C,9599,Annotated
YPL131W,9599,Annotated
YAL034W-A,9599,Annotated
YLR190W,9599,Annotated
YER183C,9599,Annotated
YGR238C,9599,Annotated
YBR275C,9599,Annotated
YPL178W,9599,Annotated
YMR190C,9599,Annotated
YDR265W,9599,Annotated
YBL069W,9599,Annotated
YGR109W-A,9599,Annotated
YLL021W,9599,Annotated
YNL323W,9599,Annotated
YIL014W,9599,Annotated
YJR103W,9599,Annotated
YBL041W,9599,Annotated
YNL002C,9599,Annotated
YPL171C,9599,Annotated
YBR100W,9599,Annotated
YLR268W,9599,Annotated
YGL058W,9599,Annotated
YMR239C,9599,Annotated
YKL079W,9599,Annotated
YOR174W,9599,Annotated
YLR219W,9599,Annotated
YCR093W,9599,Annotated
YBL018C,9599,Annotated
YOR212W,9599,Annotated
YHR056C,9599,Annotated
YNL327W,9599,Annotated
YDR079C-A,9599,Annotated
YCR031C,9599,Annotated
YOR270C,9599,Annotated
YJL072C,9599,Annotated
YGR193C,9599,Annotated
YDR329C,9599,Annotated
YPR020W,9599,Annotated
YPL012W,9599,Annotated
YLR240W,9599,Annotated
YDL035C,9599,Annotated
YDR283C,9599,Annotated
YIL004C,9599,Annotated
YBL023C,9599,Annotated
YFL014W,9599,Annotated
YJL125C,9599,Annotated
YKR054C,9599,Annotated
YLR451W,9599,Annotated
YMR070W,9599,Annotated
YDR176W,9599,Annotated
YDL155W,9599,Annotated
YLR216C,9599,Annotated
YBL100W-B,9599,Annotated
YKL119C,9599,Annotated
YDR236C,9599,Annotated
YNR044W,9599,Annotated
YKR022C,9599,Annotated
YGL243W,9599,Annotated
YJL208C,9599,Annotated
YKL197C,9599,Annotated
YNL182C,9599,Annotated
YLR394W,9599,Annotated
YJR078W,9599,Annotated
YDR389W,9599,Annotated
YKL212W,9599,Annotated
YML062C,9599,Annotated
YLR259C,9599,Annotated
YHR164C,9599,Annotated
YBL024W,9599,Annotated
YKL009W,9599,Annotated
YLR455W,9599,Annotated
YDR016C,9599,Annotated
YBR119W,9599,Annotated
YMR165C,9599,Annotated
YDR507C,9599,Annotated
YOR099W,9599,Annotated
YOR030W,9599,Annotated
YOL147C,9599,Annotated
YKL120W,9599,Annotated
YIL153W,9599,Annotated
YBR177C,9599,Annotated
YNL106C,9599,Annotated
YJR144W,9599,Annotated
YLR340W,9599,Annotated
YLR157C-A,9599,Annotated
YMR246W,9599,Annotated
YMR302C,9599,Annotated
YDL078C,9599,Annotated
YBL106C,9599,Annotated
YNL046W,9599,Annotated
YKL048C,9599,Annotated
YNL214W,9599,Annotated
YLR078C,9599,Annotated
YJR017C,9599,Annotated
YGL241W,9599,Annotated
YOL072W,9599,Annotated
YMR247C,9599,Annotated
YOR085W,9599,Annotated
YNL070W,9599,Annotated
YDL079C,9599,Annotated
YPL032C,9599,Annotated
YDL154W,9599,Annotated
YIL044C,9599,Annotated
YKL021C,9599,Annotated
YNR043W,9599,Annotated
YGL222C,9599,Annotated
YER145C,9599,Annotated
YDL153C,9599,Annotated
YGR241C,9599,Annotated
YGL105W,9599,Annotated
YOR250C,9599,Annotated
YJL168C,9599,Annotated
YDL112W,9599,Annotated
YNR064C,9599,Annotated
YLR059C,9599,Annotated
YNL261W,9599,Annotated
YGR072W,9599,Annotated
YNR067C,9599,Annotated
YOR129C,9599,Annotated
YLR423C,9599,Annotated
YMR025W,9599,Annotated
YGR186W,9599,Annotated
YDR272W,9599,Annotated
YGL252C,9599,Annotated
YMR201C,9599,Annotated
YMR263W,9599,Annotated
YPR068C,9599,Annotated
YCR106W,9599,Annotated
YDR495C,9599,Annotated
YLR330W,9599,Annotated
YCR065W,9599,Annotated
YPL221W,9599,Annotated
YCL019W,9599,Annotated
YBL017C,9599,Annotated
YML059C,9599,Annotated
YKR031C,9599,Annotated
YMR292W,9599,Annotated
YDR436W,9599,Annotated
YLR166C,9599,Annotated
YLR360W,9599,Annotated
YJL019W,9599,Annotated
YJL036W,9599,Annotated
YLR226W,9599,Annotated
YPR179C,9599,Annotated
YGL054C,9599,Annotated
YLR148W,9599,Annotated
YGR004W,9599,Annotated
YGR171C,9599,Annotated
YCL016C,9599,Annotated
YKL203C,9599,Annotated
YDL226C,9599,Annotated
YIL023C,9599,Annotated
YFR051C,9599,Annotated
YLR195C,9599,Annotated
YBL009W,9599,Annotated
YKL208W,9599,Annotated
YKL018W,9599,Annotated
YLR453C,9599,Annotated
YPL122C,9599,Annotated
YAL041W,9599,Annotated
YCR094W,9599,Annotated
YKL185W,9599,Annotated
YPR198W,9599,Annotated
YJL186W,9599,Annotated
YGL006W,9599,Annotated
YGR218W,9599,Annotated
YIR022W,9599,Annotated
YOR367W,9599,Annotated
YCL010C,9599,Annotated
YBR167C,9599,Annotated
YJR093C,9599,Annotated
YOR182C,9599,Annotated
YGR178C,9599,Annotated
YJL110C,9599,Annotated
YKL170W,9599,Annotated
YGR020C,9599,Annotated
YMR023C,9599,Annotated
YDL100C,9599,Annotated
YDL038C,9599,Annotated
YOR351C,9599,Annotated
YNL232W,9599,Annotated
YNL080C,9599,Annotated
YOL143C,9599,Annotated
YGL111W,9599,Annotated
YLL001W,9599,Annotated
YNL082W,9599,Annotated
YJL117W,9599,Annotated
YGL244W,9599,Annotated
YDR037W,9599,Annotated
YOR063W,9599,Annotated
YHR096C,9599,Annotated
YMR298W,9599,Annotated
YHR203C,9599,Annotated
YPL086C,9599,Annotated
YDR277C,9599,Annotated
YBL030C,9599,Annotated
YDL077C,9599,Annotated
YLR435W,9599,Annotated
YLR229C,9599,Annotated
YLR447C,9599,Annotated
YHR038W,9599,Annotated
YCR039C,9599,Annotated
YMR308C,9599,Annotated
YLR150W,9599,Annotated
YNL008C,9599,Annotated
YOL042W,9599,Annotated
YPR056W,9599,Annotated
YMR006C,9599,Annotated
YLR410W,9599,Annotated
YNL138W,9599,Annotated
YBR267W,9599,Annotated
YNL202W,9599,Annotated
YJL011C,9599,Annotated
YLR285W,9599,Annotated
YPL008W,9599,Annotated
