Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,,Rankings Similarity to AG
YHR098C,0,0,2.53083355,2.332086298,2493,3641,3864,2535,4777,4475,,,
YJL083W,-1,-1,2.530266786,2.596008508,2494,1908,3842,4763,3676,3674,,,
YOR084W,-1,-1,2.529754452,2.989713697,2495,4139,3417,3084,830,599,,,
YDR484W,-1,-1,2.529119804,2.369377979,2496,2523,2270,3879,611,635,,,
YPR035W,0,0,2.529045237,2.366584342,2497,2782,1987,3374,1712,712,,,
YJL073W,-1,-1,2.528562013,2.44422767,2498,3869,2374,1968,1256,843,,,
YFR043C,0,0,2.527885538,2.426997654,2499,315,5197,1738,2551,3917,,,
YKL078W,-1,-1,2.52734781,1.641843293,2500,5422,3787,5278,5656,4966,,,
YHR115C,-1,-1,2.52714798,2.766574537,2501,4049,2978,1236,3117,3780,,,
YMR272C,-1,-1,2.527012509,2.461074659,2502,1541,2140,2126,2493,1536,,,
YKL161C,-1,-1,2.526035207,2.331346964,2503,3344,6058,4718,2000,1683,,,
YFR025C,0,0,2.525786398,1.965165889,2504,3387,3846,370,1434,2114,,,
YLR077W,0,1,2.52546981,2.341412877,2505,2319,4972,94,591,1408,,,
YJR088C,0,-1,2.525255532,1.942812841,2506,2344,6100,594,730,1019,,,
YOR192C,-1,-1,2.52363345,2.40798028,2507,2662,2932,4431,5021,4690,,,
YEL063C,-1,-1,2.523588618,2.094815847,2508,2341,1637,2956,5567,5698,,,
YPR079W,0,0,2.523468388,1.68330989,2509,2677,957,484,2355,2384,,,
YPL199C,0,-1,2.523204503,2.123111198,2510,354,4800,2655,2770,2757,,,
YJL062W,-1,-1,2.522846396,2.777509363,2511,5094,2610,428,1986,2188,,,
YOL161C,0,0,2.522114397,2.50616234,2512,718,5175,5090,3999,3812,,,
YHL006C,-1,-1,2.521834304,2.42209305,2513,1460,2675,3213,3251,1699,,,
YER139C,-1,-1,2.520205344,2.114499949,2514,2438,5805,2938,2827,1653,,,
YGR282C,0,0,2.519962178,2.601332344,2515,2797,2385,3066,1113,991,,,
YPL233W,-1,-1,2.519574683,2.175867036,2516,2074,3630,4387,4223,3422,,,
YJL170C,-1,-1,2.519499743,2.544917176,2517,4123,2974,3064,5495,5381,,,
YDL124W,-1,-1,2.519460152,1.978935818,2518,407,422,3727,5355,5483,,,
YGR225W,-1,-1,2.519120726,2.603461639,2519,4658,3687,5485,5652,5191,,,
YFR055W,-1,0,2.518678694,2.365825955,2520,4911,3421,4421,3435,3663,,,
YDR030C,-1,-1,2.517583628,2.191027099,2521,5762,1895,3078,3629,3120,,,
YFR022W,0,-1,2.517373724,2.429918834,2522,269,5221,4684,3364,3540,,,
YGL114W,0,0,2.517293287,2.558319659,2523,161,2430,2684,5184,4694,,,
YOR242C,-1,-1,2.517071023,2.339730255,2524,4040,3030,3449,4350,3969,,,
YPR085C,0,-1,2.516025842,2.511429673,2525,956,4946,2548,3253,3241,,,
YOR328W,0,-1,2.515330846,2.643851951,2526,2882,2753,3165,4268,3967,,,
YBR071W,0,0,2.514698429,2.685150646,2527,189,5988,2926,4935,5243,,,
YHR116W,-1,1,2.514490439,2.294554092,2528,1006,5770,307,431,1389,,,
YHL002W,0,-1,2.51390618,1.907021571,2529,2240,1051,1934,1710,1323,,,
YBL087C,0,-1,2.513771049,1.700705426,2530,947,1732,4686,3867,5507,,,
YMR269W,-1,-1,2.513640867,1.634667402,2531,3018,5694,4911,5064,4592,,,
YML038C,-1,-1,2.513056201,2.295197529,2532,3783,2288,1206,2891,1769,,,
YPL112C,-1,-1,2.512580067,2.361252848,2533,2262,1734,584,1638,4424,,,
YHR065C,-1,-1,2.512568862,1.912771674,2534,3241,2131,4506,5261,5457,,,
YLR378C,-1,-1,2.512259079,2.185660748,2535,1544,1242,2219,3060,3172,,,
YKL045W,-1,-1,2.509768757,2.065593683,2536,4422,1554,1888,4191,4676,,,
YML047C,-1,-1,2.509577396,2.440358173,2537,4554,3825,5539,4939,3018,,,
YIR031C,-1,-1,2.509323195,2.385399474,2539,3597,1808,3485,5369,5059,,,
YMR025W,-1,-1,2.508896956,2.153871709,2540,1122,2829,1541,3390,4438,,,
YBR172C,0,0,2.506623853,2.216947219,2541,3681,876,2612,934,705,,,
YOR390W,0,-1,2.506514031,1.90043851,2542,3424,4313,1789,4548,4551,,,
YBR115C,0,0,2.503562668,2.053974395,2543,4022,1535,4386,5419,3873,,,
YOR243C,-1,-1,2.503239261,1.182070586,2544,1274,193,3848,5425,5015,,,
YPL235W,-1,-1,2.503065513,2.309267536,2545,1677,2065,828,2199,3008,,,
YHR032W,-1,0,2.502654442,2.281592881,2546,4902,5044,3736,2854,3216,,,
YJL134W,-1,-1,2.502073778,2.702927445,2547,2360,963,2115,4594,4465,,,
YJR047C,-1,-1,2.501741783,2.310935094,2548,2983,1485,2396,608,512,,,
YCL047C,0,-1,2.501657531,2.403246048,2549,2094,5663,1819,1826,2894,,,
YLR347C,0,-1,2.501090695,1.931743565,2550,5050,1705,1837,4778,4970,,,
YOR049C,-1,-1,2.499918036,2.559301707,2551,2487,3750,4502,5169,4952,,,
YDL212W,-1,-1,2.49990552,2.108017742,2552,4129,2526,4198,3431,4995,,,
YHR105W,0,0,2.499606437,2.459738568,2553,2080,6103,4369,1540,998,,,
YKL051W,-1,-1,2.499436639,2.703273374,2554,1087,3662,3815,5049,3019,,,
YOR193W,-1,-1,2.498113009,2.266964542,2555,2563,3967,2456,3345,2257,,,
YDR320C,0,-1,2.49773596,2.337114304,2556,5284,1428,3460,2574,1812,,,
YBL066C,0,-1,2.497412719,2.342001287,2557,4742,5161,3506,3063,1621,,,
YJR070C,-1,-1,2.496405458,1.373404905,2558,5008,84,4432,4064,4740,,,
YHR039C-A,-1,-1,2.496333379,2.222286879,2559,1321,345,5584,1660,1229,,,
YFR052W,-1,-1,2.496219659,1.791180258,2560,902,225,328,900,4924,,,
YPL158C,0,-1,2.495626985,1.903182818,2561,2608,5939,1429,457,669,,,
YLR010C,-1,-1,2.494901157,2.495434519,2562,3547,3184,2888,1507,1444,,,
YKL174C,-1,-1,2.494883344,2.12883013,2563,2595,3601,2014,4226,4264,,,
YOR095C,0,0,2.494681588,1.615782737,2564,1944,278,4482,3382,4672,,,
YJR136C,0,-1,2.494242712,2.173850249,2565,333,2384,1735,2389,2036,,,
YNL085W,-1,0,2.493863106,1.926746631,2566,4302,855,1148,3977,4414,,,
YER032W,-1,-1,2.492256414,2.392479635,2567,2403,356,3226,2587,1864,,,
YHL022C,-1,-1,2.490897746,2.406304576,2568,5365,3833,5451,5472,4307,,,
YDL045C,0,0,2.490803877,1.915691846,2569,2071,1227,476,1083,2419,,,
YLR114C,0,0,2.49005793,2.103300673,2570,785,2864,1372,2840,2242,,,
YIL120W,0,-1,2.489958364,2.4247123,2571,3338,1737,4244,4859,4204,,,
YIR013C,0,-1,2.489380722,2.924857537,2572,3189,4173,5447,4462,4189,,,
YDL049C,0,0,2.486793445,2.822213091,2573,4894,4117,4878,2987,3776,,,
YJL216C,0,0,2.486143036,2.219857669,2574,4631,5994,5194,2965,2935,,,
YGL051W,0,0,2.486007189,2.598813683,2575,2998,1568,1949,3247,2255,,,
YBR004C,-1,-1,2.485990875,2.433512539,2576,5013,2798,3771,1432,638,,,
YJR095W,-1,-1,2.485940806,2.723110892,2577,1190,4035,4998,1487,1386,,,
YOR382W,-1,-1,2.485893892,3.042783767,2578,3757,1961,4126,5251,5057,,,
YEL048C,0,-1,2.484637591,1.728982925,2579,3754,5099,4871,1339,1097,,,
YMR085W,0,-1,2.484101223,2.491792807,2580,1025,4382,5310,3372,3391,,,
YOR124C,-1,1,2.483222299,2.053915698,2581,1420,293,375,2161,4652,,,
YDR109C,0,0,2.482034429,2.169287822,2582,2546,5844,4835,3709,2966,,,
YAL012W,0,0,2.481701395,2.875745675,2583,2978,3571,3938,4716,3186,,,
YEL064C,-1,-1,2.481599515,2.375618195,2584,2559,3441,2223,4317,2096,,,
YOL100W,-1,-1,2.480751866,1.75237551,2585,3023,483,2551,4898,4119,,,
YIL118W,-1,-1,2.480309866,2.194422568,2586,2872,1622,1272,937,1022,,,
YJR009C,0,0,2.479932031,2.542421644,2587,1013,4001,4021,2240,1469,,,
YBR298C,-1,-1,2.479476561,2.14778755,2588,4731,1552,4250,5674,5632,,,
YBR219C,0,-1,2.479006118,2.30102806,2589,1344,5186,1718,1017,572,,,
YHR210C,0,0,2.478334136,2.177500312,2590,5300,4430,5101,2508,2740,,,
YKL020C,-1,-1,2.477912668,2.052983539,2591,2132,606,1901,4205,3142,,,
YBR021W,-1,0,2.477847317,2.669610851,2592,5141,3799,4834,3770,3799,,,
YBR199W,-1,-1,2.477019383,1.939276381,2593,2433,1304,472,514,565,,,
YOL045W,-1,-1,2.476969285,2.251120433,2594,3497,3428,3601,5025,4221,,,
YNL016W,-1,-1,2.476766059,1.98560631,2595,1968,1453,1777,1522,1063,,,
YLR262C-A,0,-1,2.476336513,2.604287395,2596,211,101,5568,743,271,,,
YJL037W,0,-1,2.475914049,2.329259497,2597,1813,4321,4840,5783,5644,,,
YPL048W,-1,-1,2.475754383,1.99127468,2598,4639,2778,720,779,748,,,
YDR306C,-1,-1,2.47449625,1.597886192,2599,2934,1188,2514,1394,1412,,,
YNL095C,-1,0,2.474412006,1.910829498,2600,3945,5030,4896,4137,3962,,,
YMR235C,-1,-1,2.474216511,1.976025281,2601,1171,1752,1602,2276,3298,,,
YLR425W,0,-1,2.473792152,2.440010702,2602,2810,2971,3112,1620,1249,,,
YPR153W,0,0,2.473654628,2.619822268,2603,3877,5710,5233,4564,4195,,,
YPR106W,-1,-1,2.472491761,2.147174953,2604,1982,5008,3648,1624,931,,,
YGR240C,0,-1,2.471444472,2.258055413,2605,3994,3466,3592,2841,1632,,,
YBR038W,-1,-1,2.471407768,2.798965689,2606,2246,3440,2130,515,591,,,
YPL189W,-1,-1,2.471218012,2.193918358,2607,3650,3775,5324,4209,3419,,,
YKL143W,-1,-1,2.469921739,1.775666633,2608,3142,3634,5396,5759,5779,,,
YGR271C-A,-1,-1,2.469881194,1.209756349,2609,4669,5778,5931,2504,2348,,,
YHR157W,-1,-1,2.469838722,2.274674135,2610,3830,4021,5353,3902,2650,,,
YML088W,-1,-1,2.469722032,2.410330669,2611,2567,1903,2881,2511,2236,,,
YOR219C,0,0,2.469493192,2.442321687,2612,806,1100,3803,3240,3240,,,
YOL103W,0,0,2.469444252,2.487866348,2613,4772,1248,2522,4628,4469,,,
YFL045C,0,-1,2.469154094,1.771303773,2614,2173,1591,4179,3602,2801,,,
YPR119W,-1,-1,2.468467322,1.779116309,2615,2430,1392,2659,5641,5651,,,
YDR147W,-1,-1,2.468461639,2.307846046,2616,2803,2920,3705,3352,2053,,,
YGR249W,0,-1,2.46823856,2.421847729,2617,5444,3837,5177,4733,2394,,,
YER111C,-1,-1,2.467675904,1.806818166,2618,715,1156,3491,5039,3874,,,
YHR107C,-1,-1,2.467379026,2.358300562,2619,1490,203,447,865,1182,,,
YCR102C,0,0,2.467048057,2.785820172,2620,3095,4139,5027,5779,5165,,,
YMR215W,0,0,2.466616244,1.526705183,2621,3210,4266,1579,1010,1189,,,
YDL177C,0,-1,2.46626966,2.341063829,2622,749,4801,2189,2969,3522,,,
YDR387C,-1,-1,2.466103062,2.393181688,2623,904,4261,2267,1534,1502,,,
YBR040W,-1,-1,2.465559894,2.443651831,2624,5207,3921,5456,5763,5387,,,
YKL132C,0,0,2.464894998,2.35426663,2625,4667,5338,4518,2900,3087,,,
YOR079C,-1,-1,2.46487647,2.3376695,2626,3764,3851,2176,3592,4609,,,
YKL220C,-1,-1,2.464405544,2.486844383,2627,4866,2492,4477,3078,3233,,,
YLR137W,0,0,2.46388674,2.329021754,2628,817,4297,2418,3118,2781,,,
YOL018C,0,-1,2.463695191,2.351028406,2629,1847,1356,539,2261,3620,,,
YMR204C,-1,-1,2.46321356,2.458935236,2630,1657,3094,3023,3509,2155,,,
YOL104C,-1,-1,2.462624933,2.468079532,2631,5580,4164,5168,4711,4285,,,
YBR061C,-1,-1,2.461858311,1.627733147,2632,5604,511,3456,778,607,,,
YLR175W,-1,-1,2.461700253,1.457444768,2633,3928,1448,5295,5772,5744,,,
YDR475C,0,-1,2.46149927,2.532553459,2634,207,4700,5302,1075,1186,,,
YDR012W,0,-1,2.461092924,1.518957028,2635,1495,2186,4394,4339,2207,,,
YLR225C,-1,-1,2.460066248,2.451008869,2636,1946,5576,2495,2226,2129,,,
YPL086C,-1,-1,2.460047637,1.852889978,2637,1858,541,2894,2883,1655,,,
YGR005C,-1,-1,2.459815925,2.410059531,2638,3871,3840,1581,5038,5727,,,
YGR213C,0,0,2.459733684,2.214163847,2639,1102,3201,5243,3768,3677,,,
YDR513W,-1,-1,2.459568,0.604427347,2640,765,107,939,2742,4711,,,
YHR088W,-1,-1,2.458990414,1.567415681,2641,4471,2332,5082,5424,5728,,,
YJL059W,-1,-1,2.458396274,2.2095137,2642,5081,895,1472,1575,805,,,
YPL167C,-1,-1,2.458291308,2.2818643,2643,5103,2050,4551,5407,4958,,,
YPR133C,-1,-1,2.45636779,2.385440629,2644,4075,2045,1428,3297,4735,,,
YJL053W,-1,-1,2.455890683,1.757364109,2645,1938,469,442,1845,3159,,,
YML092C,-1,-1,2.455611374,1.842997027,2646,866,397,354,1358,4402,,,
YDR438W,0,0,2.455102722,2.16347902,2647,2003,4840,3863,3807,3127,,,
YKL204W,0,-1,2.451587973,2.485431551,2648,106,2347,993,3255,3472,,,
YLR433C,-1,-1,2.45104665,2.519984182,2649,4016,3791,2930,4172,1915,,,
YML094W,-1,-1,2.450672923,2.320185343,2650,3512,2290,4088,822,835,,,
YHR160C,-1,-1,2.449713007,2.394179986,2651,3880,3597,5239,4769,3983,,,
YPL036W,-1,-1,2.449600517,2.74445589,2652,3007,2606,4249,2754,1545,,,
YPL248C,0,-1,2.449594997,2.46184419,2653,5308,4076,3409,3660,1989,,,
YAL064W-B,0,0,2.449352253,2.734966563,2654,1895,4789,5555,3654,2807,,,
YKR014C,-1,-1,2.449283303,2.058055801,2655,359,371,591,2017,3338,,,
YKR104W,0,0,2.448998633,2.374273806,2656,985,3228,5238,4025,2975,,,
YJL165C,-1,-1,2.44893647,2.190537764,2657,4429,908,3548,4238,4545,,,
YDR410C,0,0,2.448203462,2.542352882,2658,5334,3154,2605,4784,5475,,,
YML002W,0,0,2.447151455,2.314331914,2659,397,5387,3384,3712,3400,,,
YGL243W,-1,-1,2.446701327,2.260907845,2660,3324,1990,2775,4469,4870,,,
YHR087W,0,-1,2.446597496,2.055869416,2661,14,262,4435,3533,2634,,,
YGR094W,-1,-1,2.446559531,2.151692423,2662,4210,2832,4224,4557,3320,,,
YHL008C,-1,-1,2.446380234,2.376112836,2663,564,5549,4050,3888,3407,,,
YDR091C,-1,-1,2.446311258,1.366652794,2664,4174,196,4059,5592,5362,,,
YOL143C,0,0,2.445885821,1.969338352,2665,21,990,2053,771,645,,,
YNL091W,-1,-1,2.444460116,1.914182441,2666,3543,603,374,1250,1287,,,
YNL207W,-1,-1,2.444020453,1.794349134,2667,4956,2495,4210,5114,4693,,,
YCL034W,-1,-1,2.443488141,1.613116825,2668,281,342,743,1890,2329,,,
YLR270W,-1,-1,2.443443833,1.375938194,2669,171,125,1038,3505,3554,,,
YAL067C,0,-1,2.442582372,2.360350601,2671,1545,4151,5544,5411,4766,,,
YBR148W,0,-1,2.442488356,2.316579411,2672,2780,5822,5120,2996,3090,,,
YER125W,1,1,2.44221773,2.603786563,2673,3896,3670,665,320,306,,,
YFL025C,-1,-1,2.441095527,2.288261347,2674,5412,2736,4136,3846,1808,,,
YDL012C,0,0,2.440896895,2.430871689,2675,3466,5267,2749,3539,3928,,,
YOR336W,-1,-1,2.440884713,2.270225198,2676,5250,2382,1976,4637,4555,,,
YDR062W,-1,-1,2.440396643,2.358552966,2677,5146,929,1630,4121,3164,,,
YDL165W,-1,-1,2.439807008,2.33505956,2678,1515,1887,301,994,3310,,,
YLR213C,-1,-1,2.439050095,2.074619843,2679,5060,3918,4257,3683,2642,,,
YKL171W,-1,-1,2.438617763,2.14420556,2680,3428,3569,3542,3856,3406,,,
YGL120C,-1,-1,2.436889027,1.49919486,2681,2020,367,5017,5608,5671,,,
YMR146C,-1,-1,2.436783269,2.204158151,2682,3341,648,2877,4695,5096,,,
YHR192W,0,0,2.435139762,2.00632513,2683,337,6086,568,1325,2112,,,
YIR007W,0,-1,2.434679938,2.049992313,2684,2858,5442,2296,2088,2122,,,
YPL079W,0,-1,2.434643692,1.918424975,2685,3520,1572,4779,3970,5596,,,
YMR101C,-1,-1,2.434351758,2.377863795,2686,4737,3047,5294,2999,2939,,,
YHR102W,-1,-1,2.434234836,2.348790852,2687,1771,1010,4114,5606,5413,,,
YDL137W,0,0,2.433917686,2.2252636,2688,1503,829,1588,3193,5129,,,
YOL097C,-1,-1,2.433381232,1.791134138,2689,4506,1400,3290,5126,4093,,,
YLR218C,0,1,2.433307377,1.385734333,2690,23,4901,314,579,2318,,,
YER143W,-1,-1,2.433052253,1.897619743,2691,975,298,415,1702,2186,,,
YDR449C,-1,-1,2.432935619,1.502570045,2692,5277,1537,5005,5703,5590,,,
YPR095C,-1,-1,2.432694034,2.129855624,2693,4560,2164,3689,3713,3125,,,
YPL268W,-1,-1,2.432402499,2.129886277,2694,4445,2386,1947,4129,2173,,,
YNL220W,0,0,2.432388856,2.77021961,2695,3951,973,2797,4755,4474,,,
YOR265W,-1,-1,2.432144414,2.016043469,2696,2601,760,1366,845,1587,,,
YBR254C,0,0,2.431237514,1.852557719,2697,3169,2876,3427,683,571,,,
YNL041C,0,0,2.431104806,1.74690159,2698,4032,1130,858,2601,1999,,,
YHL013C,0,0,2.429637579,1.874456321,2699,4031,5540,3725,3665,1922,,,
YDR117C,-1,-1,2.429224275,2.207347697,2700,2510,4521,1083,2441,3770,,,
YLR408C,0,0,2.428934983,1.957396023,2701,1475,5623,1220,1486,4848,,,
YCR032W,0,0,2.428059414,2.214538231,2702,1231,2280,4163,4512,4460,,,
YJR158W,-1,-1,2.427274898,2.508200805,2703,2729,3778,4805,4892,4482,,,
YLR026C,0,0,2.427173633,2.456718111,2704,1312,3309,540,1971,3470,,,
YDR477W,-1,-1,2.427066355,1.98150593,2705,1900,3220,569,2255,4785,,,
YFL048C,0,0,2.424907711,2.170846566,2706,2135,1690,674,1226,1590,,,
YBR059C,-1,-1,2.424203443,2.053364741,2707,1511,1196,1016,1129,1161,,,
YKR069W,0,0,2.423584649,2.610309857,2709,1550,3236,1263,4257,4409,,,
YDR466W,-1,-1,2.423543513,2.420557163,2710,3943,2084,3347,5307,5011,,,
YJL062W-A,0,1,2.423282466,2.771645202,2711,5487,5862,5802,2359,986,,,
YNL086W,0,0,2.423238559,2.20700253,2712,1522,5014,3197,2719,4535,,,
YGL098W,0,0,2.423229767,2.221809245,2713,3557,3219,2289,4055,4446,,,
YFL010W-A,-1,-1,2.423187297,2.788338319,2714,5079,1696,5561,3057,2599,,,
YLR364W,0,0,2.422571087,2.628501687,2715,2058,6049,3470,2182,5162,,,
YPR128C,-1,-1,2.421948822,2.645891516,2716,2212,2364,791,1475,1525,,,
YDR533C,0,-1,2.420687164,1.710402163,2717,349,4422,3381,5109,5389,,,
YER123W,-1,-1,2.420458196,2.383850369,2718,2363,3515,1346,2227,4024,,,
YOR030W,-1,-1,2.419866825,1.999976396,2719,4976,3697,4348,5141,2697,,,
YNL049C,0,0,2.419736204,2.453408859,2720,3239,3910,709,1587,4136,,,
YGR201C,0,-1,2.419227059,2.725272522,2721,276,5553,3878,4313,2665,,,
YOR338W,-1,-1,2.418531843,2.293916548,2722,5268,2020,5185,5439,4306,,,
YCR098C,-1,-1,2.418184371,2.4719996,2723,4033,3621,4552,5118,4951,,,
YNL294C,-1,-1,2.41792622,2.124384404,2724,5113,2579,920,475,961,,,
YHR048W,0,-1,2.417150355,2.260762183,2725,381,3647,4810,2809,2928,,,
YHR080C,0,-1,2.415997146,2.157844275,2726,2349,5989,2467,2205,1556,,,
YER033C,0,0,2.415806857,1.95804803,2727,2583,5559,4712,4736,2677,,,
YAR031W,0,0,2.414935925,2.273766245,2728,5057,3134,4292,5553,4908,,,
YDR490C,-1,-1,2.414670641,2.18132175,2729,2647,1515,2785,4627,4470,,,
YIR025W,-1,-1,2.413808595,2.150246457,2731,2893,3457,3323,4449,4183,,,
YPR072W,-1,-1,2.413414942,1.761900729,2732,3469,1369,507,1686,5289,,,
YAL013W,-1,-1,2.412902773,2.784670892,2733,3190,2656,2769,246,568,,,
YLR224W,-1,-1,2.412868915,2.405554706,2734,4907,3492,899,3992,5266,,,
YLR276C,-1,-1,2.412863304,1.701544481,2735,5418,443,4626,5395,5071,,,
YGR202C,-1,-1,2.412311483,2.111082678,2737,1650,3861,2874,3543,3660,,,
YMR231W,-1,-1,2.41221598,1.954741111,2738,1835,1366,1954,4542,3301,,,
YLR240W,-1,-1,2.411041352,1.768133116,2739,5076,2268,1279,4180,3452,,,
YKL107W,0,0,2.410569312,2.488181371,2740,3755,4813,5388,3483,3558,,,
YDL215C,0,0,2.410435494,2.236685844,2741,1935,505,3767,4638,1995,,,
YPR007C,-1,-1,2.410054849,2.228903865,2742,5406,4192,5439,5784,5572,,,
YEL032W,-1,-1,2.409189328,2.282081386,2743,2121,3524,3411,4599,4679,,,
YCR014C,-1,-1,2.408525905,2.273494695,2744,2512,3461,3505,2802,3353,,,
YLR287C,0,-1,2.408204333,2.071327135,2745,545,5359,4658,4516,3477,,,
YIL108W,0,0,2.408088828,1.996380564,2746,1452,5942,2439,2317,3308,,,
YGR099W,0,0,2.406165143,2.421243694,2747,3180,1049,1751,2778,3774,,,
YJR107W,-1,-1,2.405965797,2.016220638,2748,3291,4535,1761,4263,4451,,,
YDR447C,-1,-1,2.405903284,2.048344047,2749,4096,1676,5452,2901,5689,,,
YNL030W,-1,-1,2.403377296,1.887206139,2750,1064,500,2626,1395,5543,,,
YDL013W,0,-1,2.402214474,1.798611981,2751,1754,2283,3809,3635,1921,,,
YBR166C,0,0,2.402118421,1.986308568,2752,1462,2148,680,469,505,,,
YGL148W,0,0,2.401845661,2.328499533,2753,4862,739,3791,4654,3454,,,
YNL258C,0,-1,2.40168125,2.476139645,2754,4082,2758,475,1785,4598,,,
YBR200W-A,0,0,2.401315689,2.778626285,2759,5818,4440,5881,2607,2472,,,
YCL048W-A,0,0,2.401315689,2.778626285,2762,5820,5341,5890,2624,2489,,,
YBL039W-B,0,0,2.401315689,2.778626285,2763,5532,4962,5871,2596,2462,,,
YKR095W-A,-1,-1,2.401315689,2.778626285,2764,5814,4240,5758,2568,2451,,,
YMR272W-B,0,0,2.401315689,2.778626285,2766,5533,4826,5998,2697,2561,,,
YLR406C-A,0,0,2.401315689,2.778626285,2767,5534,4990,5983,2691,2555,,,
YBR111W-A,-1,-1,2.401315689,2.778626285,2768,5821,4249,5857,3735,3567,,,
YGL247W,0,-1,2.401142858,1.967151038,2769,336,2842,3536,3278,4345,,,
YJR061W,0,-1,2.400807573,2.320151334,2770,637,5453,2224,3399,3788,,,
YDR259C,-1,-1,2.400481847,2.250593186,2771,894,1646,3945,5597,5156,,,
YNL229C,0,0,2.400194211,2.181109252,2772,1148,2722,136,1100,3485,,,
YEL051W,-1,-1,2.400059136,1.974600668,2773,2607,1688,1323,1861,2289,,,
YOL128C,-1,-1,2.39969337,2.148050538,2774,4815,3326,2317,4216,4058,,,
YIL142W,-1,-1,2.399643621,2.418581676,2775,4218,1275,1286,2825,2192,,,
YDL167C,0,0,2.398632392,1.569833281,2776,4085,826,5184,4005,1914,,,
YKL037W,0,1,2.397637109,2.264040239,2777,750,5976,4925,340,703,,,
YDR386W,-1,-1,2.396846483,2.148786872,2778,4813,1782,3478,3438,3299,,,
YDR472W,0,0,2.394683204,1.863010138,2779,4024,2578,2172,1408,1174,,,
YNL204C,0,-1,2.394556841,2.33528265,2780,1902,3784,5306,2185,1555,,,
YGL044C,-1,-1,2.392942448,2.287555256,2781,5160,1884,1184,3346,2386,,,
YML133C,0,0,2.392323824,2.614102164,2782,5583,4550,4949,5268,3890,,,
YJL051W,-1,-1,2.392219757,2.4131806,2783,5203,4630,2624,1298,1069,,,
YJR108W,-1,-1,2.391785387,2.537089443,2784,4946,3838,5183,3750,3265,,,
YBR013C,0,0,2.390756804,2.461976062,2785,769,5640,4605,2737,2918,,,
YBR045C,-1,-1,2.390722112,2.493680758,2786,4005,3575,5254,3416,3548,,,
YLL067C,0,0,2.390411363,2.532788159,2787,3417,5272,4039,5055,4000,,,
YMR102C,0,-1,2.389774196,2.643699252,2788,599,5290,1955,3848,2071,,,
YCL037C,0,-1,2.389623287,2.064569001,2789,1871,2100,4579,64,173,,,
YOL155C,0,0,2.389545536,2.576306965,2790,2742,3402,2904,3104,3528,,,
YJL122W,-1,-1,2.389266506,1.379230098,2791,2642,2070,4669,4327,5696,,,
YHR203C,0,-1,2.389020632,1.908218149,2792,4659,1629,5444,5377,5765,,,
YGR287C,0,0,2.388823342,2.657703782,2793,3675,4317,4484,5650,5190,,,
YJR137C,0,0,2.388319685,2.348681436,2794,1666,2487,3047,3528,2874,,,
YDR031W,0,-1,2.388316683,1.321041229,2795,240,5742,379,1445,4983,,,
YMR005W,-1,-1,2.387484634,2.280257749,2796,3778,1600,624,1794,1909,,,
YOR035C,-1,-1,2.387420233,1.713742628,2797,3665,1386,3200,16,24,,,
YDR406W,0,0,2.386647491,2.07167786,2798,1567,2949,4104,5213,5277,,,
YER093C,-1,-1,2.386634701,2.139352562,2799,4710,3786,2622,4491,4358,,,
YOL117W,-1,-1,2.385420594,1.400408167,2800,2845,942,3665,4124,1856,,,
YGR247W,0,0,2.384795404,2.224175015,2801,2813,1026,3688,3814,3128,,,
YNL249C,0,0,2.3845854,2.090241148,2802,316,4663,2838,3461,3255,,,
YGL134W,-1,-1,2.384366278,1.987792746,2803,955,2592,2929,4403,2991,,,
YML003W,0,0,2.384343458,2.527775269,2804,943,4655,5060,1002,1168,,,
YJR066W,-1,-1,2.384259558,2.492968644,2805,2717,3277,2477,1389,1166,,,
YMR265C,0,-1,2.384072544,2.273139625,2806,684,4766,3526,2364,2909,,,
YBR220C,0,-1,2.382701897,2.370051759,2807,1195,5610,2924,693,566,,,
YGL169W,-1,-1,2.382611349,2.336751141,2808,2127,1200,4120,3042,1875,,,
YKL093W,-1,-1,2.381628658,2.212851248,2809,730,887,3380,1124,1260,,,
YDR381W,-1,-1,2.380980336,1.893193923,2810,981,2901,2880,4515,5509,,,
YGL228W,0,-1,2.380508083,2.076535201,2811,259,5578,1180,2586,3648,,,
YNL094W,-1,-1,2.380166506,1.806446805,2812,1624,1470,1390,4502,4081,,,
YPL279C,0,-1,2.379602858,2.38725443,2813,4515,5228,5028,4927,4487,,,
YER051W,0,-1,2.378927989,2.169766501,2814,4561,3070,3069,3761,3569,,,
YGL038C,-1,-1,2.37862355,2.230472937,2815,3574,3529,1340,3282,4434,,,
YJL008C,-1,-1,2.378010591,1.943477726,2816,4801,1772,978,1789,1674,,,
YDR456W,-1,-1,2.377849599,2.112574125,2817,1974,1848,726,2557,3729,,,
YPL021W,-1,-1,2.377471772,2.439174913,2818,4401,4199,5521,3565,2626,,,
YDR208W,-1,-1,2.376600739,2.002745397,2819,2519,1137,1455,3716,2205,,,
YNL056W,-1,-1,2.376367571,2.084675199,2820,3833,4441,347,1136,2320,,,
YDR025W,-1,-1,2.376031668,1.974048952,2821,4751,3611,5331,4007,5296,,,
YPL110C,-1,-1,2.375569043,2.085255313,2822,2312,3694,2541,2853,2351,,,
