Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff,,
YGL213C,-1,-1,1.587888649,1.116096471,2431,2109,402,1603,4237,322,2029,828,-1806,,
YGL145W,-1,-1,1.587593631,1.232931187,2432,1713,3388,5094,4815,719,-956,-2662,-2383,,
YBR199W,-1,-1,1.587240184,0.954732824,2433,1304,472,514,565,1129,1961,1919,1868,,
YOR222W,-1,-1,1.587158058,1.408583227,2434,4927,3969,980,632,-2493,-1535,1454,1802,,
YKL164C,-1,-1,1.586976489,1.263016013,2435,1777,3858,1426,905,658,-1423,1009,1530,,
YNL080C,-1,-1,1.586814881,1.210303689,2436,3865,2436,3805,1827,-1429,0,-1369,609,,
YKL152C,-1,-1,1.586766654,1.302785888,2437,3932,3157,1690,1466,-1495,-720,747,971,,
YER139C,-1,-1,1.586466503,0.883241569,2438,5805,2938,2827,1653,-3367,-500,-389,785,,
YKR057W,-1,-1,1.58610447,1.071773766,2439,1008,5036,4818,5004,1431,-2597,-2379,-2565,,
YKL015W,-1,-1,1.58610127,1.049738262,2440,2324,2221,4440,3700,116,219,-2000,-1260,,
YJR015W,-1,-1,1.585933072,1.337454502,2441,4425,1411,4677,5375,-1984,1030,-2236,-2934,,
YJL099W,-1,-1,1.585686221,1.122182038,2442,2137,1853,60,143,305,589,2382,2299,,
YIL033C,-1,-1,1.585552478,1.005267565,2443,1582,1006,3341,4736,861,1437,-898,-2293,,
YCL057C-A,-1,1,1.585095237,1.110777674,2444,5371,5596,3088,2600,-2927,-3152,-644,-156,,
YBR194W,0,0,1.585073238,1.395071349,2445,5264,1254,395,550,-2819,1191,2050,1895,,
YJL079C,-1,-1,1.584708689,1.099219209,2446,4566,3642,3955,4169,-2120,-1196,-1509,-1723,,
YHR136C,-1,-1,1.583991159,1.283111712,2447,4072,4976,5423,5014,-1625,-2529,-2976,-2567,,
YGL027C,-1,-1,1.583600162,1.284147879,2448,2667,892,962,1112,-219,1556,1486,1336,,
YJL029C,-1,-1,1.583477128,0.999653962,2449,773,764,1697,1783,1676,1685,752,666,,
YKR036C,1,1,1.583446082,1.194094223,2450,3644,3517,617,458,-1194,-1067,1833,1992,,
YBR161W,-1,-1,1.583054808,1.214200953,2451,3949,3296,967,429,-1498,-845,1484,2022,,
YJR062C,0,0,1.582832292,1.287973257,2452,2575,1895,835,339,-123,557,1617,2113,,
YGL045W,-1,-1,1.58253032,1.109377827,2453,3231,4408,3659,1878,-778,-1955,-1206,575,,
YDR084C,-1,-1,1.582519446,1.145642545,2454,470,218,914,3618,1984,2236,1540,-1164,,
YKL024C,-1,-1,1.58223574,1.271778604,2455,889,2421,1951,2432,1566,34,504,23,,
YGL085W,-1,-1,1.582110277,1.042715011,2456,5512,349,1251,1250,-3056,2107,1205,1206,,
YNL237W,0,0,1.581909518,1.247803464,2457,4436,1164,2751,2753,-1979,1293,-294,-296,,
YLR165C,-1,-1,1.58143964,0.921670026,2458,1817,3207,3011,3359,641,-749,-553,-901,,
YOR031W,0,0,1.581341014,1.315958186,2459,2739,3218,3529,4161,-280,-759,-1070,-1702,,
YLR061W,-1,-1,1.581044117,0.943219734,2460,920,4973,3956,5564,1540,-2513,-1496,-3104,,
YLR257W,0,0,1.580566592,1.295977836,2461,5010,2490,1860,1983,-2549,-29,601,478,,
YHR135C,-1,-1,1.580560443,1.263607661,2462,2547,311,1567,4850,-85,2151,895,-2388,,
YCL043C,-1,-1,1.580202207,1.122335957,2463,503,2832,1423,982,1960,-369,1040,1481,,
YMR118C,-1,-1,1.579863642,1.283745969,2464,5542,4733,4077,3412,-3078,-2269,-1613,-948,,
YIR022W,-1,-1,1.579618226,1.300870598,2465,377,1066,1230,1522,2088,1399,1235,943,,
YKL149C,-1,-1,1.579554487,1.170084872,2466,2720,1142,1561,1935,-254,1324,905,531,,
YMR205C,-1,-1,1.579347561,1.315419304,2467,3245,3389,4989,3750,-778,-922,-2522,-1283,,
YPL220W,-1,-1,1.579101126,1.105881878,2468,2165,4752,3872,5426,303,-2284,-1404,-2958,,
YNL003C,-1,-1,1.578863763,0.909402606,2469,663,408,698,482,1806,2061,1771,1987,,
YNL138W,-1,1,1.578650809,1.21230849,2470,5029,517,95,33,-2559,1953,2375,2437,,
YIL010W,-1,-1,1.578454447,1.053615476,2471,2410,261,1092,3484,61,2210,1379,-1013,,
YOR304C-A,-1,-1,1.578447085,1.235880929,2472,4264,4681,3945,3175,-1792,-2209,-1473,-703,,
YER078C,-1,-1,1.577975467,1.103100105,2473,1540,658,546,389,933,1815,1927,2084,,
YIL126W,-1,-1,1.577693581,1.06837963,2474,2605,3729,5694,5661,-131,-1255,-3220,-3187,,
YNL019C,0,-1,1.577463847,1.300183625,2475,5697,5436,3169,3109,-3222,-2961,-694,-634,,
YLR368W,1,1,1.577233361,1.175036117,2476,59,1117,380,392,2417,1359,2096,2084,,
YLL042C,-1,1,1.577052075,1.262380004,2477,2571,3180,1815,3064,-94,-703,662,-587,,
YDR064W,-1,-1,1.576966444,0.93096549,2478,900,4262,3782,5581,1578,-1784,-1304,-3103,,
YGR049W,-1,1,1.576122752,1.319142008,2479,3731,4361,700,543,-1252,-1882,1779,1936,,
YOR270C,-1,-1,1.57592974,1.168413033,2480,630,1956,2074,1518,1850,524,406,962,,
YBR111C,0,0,1.575494767,1.278672827,2481,5260,1657,558,506,-2779,824,1923,1975,,
YJL031C,0,-1,1.575115458,1.062524633,2482,563,901,2013,4020,1919,1581,469,-1538,,
YIL009C-A,-1,-1,1.574463979,1.344988381,2483,1113,4917,1110,684,1370,-2434,1373,1799,,
YDR372C,-1,-1,1.573998352,1.078408793,2484,3233,1259,2328,3208,-749,1225,156,-724,,
YNL224C,-1,-1,1.573529176,1.153709942,2485,4437,3005,3580,2158,-1952,-520,-1095,327,,
YOR257W,-1,-1,1.572935708,1.175343027,2486,667,1319,2244,5232,1819,1167,242,-2746,,
YOR049C,-1,-1,1.572933493,1.049859852,2487,3750,4502,5169,4952,-1263,-2015,-2682,-2465,,
YFR024C-A,-1,-1,1.572865705,1.031848589,2488,317,1852,2082,1040,2171,636,406,1448,,
YKL063C,-1,-1,1.572373738,1.017282588,2489,4348,731,804,3752,-1859,1758,1685,-1263,,
YNL331C,-1,-1,1.572268989,1.107851681,2490,2158,859,3795,5425,332,1631,-1305,-2935,,
YLR348C,-1,-1,1.572055773,1.381720559,2491,5404,1078,287,189,-2913,1413,2204,2302,,
YBR123C,-1,-1,1.571830137,1.106848631,2492,1792,610,1018,774,700,1882,1474,1718,,
YML032C,-1,1,1.571821635,1.168532086,2493,4296,285,194,186,-1803,2208,2299,2307,,
YER049W,-1,-1,1.571510321,1.389018802,2494,1829,4241,5173,4008,665,-1747,-2679,-1514,,
YDL086W,0,0,1.571369951,1.323555298,2495,4833,689,781,768,-2338,1806,1714,1727,,
YBR241C,-1,-1,1.571266832,0.970666583,2496,4509,3898,5104,4123,-2013,-1402,-2608,-1627,,
YGR081C,-1,-1,1.571261483,1.104992717,2497,550,3918,4556,4874,1947,-1421,-2059,-2377,,
YOL059W,-1,-1,1.57088931,1.342969705,2498,3242,3513,5191,4759,-744,-1015,-2693,-2261,,
YMR322C,-1,-1,1.570714983,1.248266642,2499,3924,5407,5333,3844,-1425,-2908,-2834,-1345,,
YNL282W,-1,-1,1.570323323,1.216634401,2500,3450,4937,1345,793,-950,-2437,1155,1707,,
YLR284C,-1,-1,1.570240765,0.89388431,2501,2838,3046,4265,4065,-337,-545,-1764,-1564,,
YML053C,0,0,1.569986154,1.386878034,2502,4733,2082,2957,4669,-2231,420,-455,-2167,,
YIR043C,0,0,1.569515306,1.246069008,2503,5617,3196,2569,3352,-3114,-693,-66,-849,,
YLR248W,-1,-1,1.569081352,0.84291799,2504,838,436,2304,4641,1666,2068,200,-2137,,
YLR107W,-1,-1,1.568852812,1.346538733,2505,2265,2333,3436,4034,240,172,-931,-1529,,
YDR403W,-1,-1,1.568605198,1.182316736,2506,3471,5224,5122,4568,-965,-2718,-2616,-2062,,
YML022W,-1,-1,1.568087273,1.021383775,2507,795,4029,2816,3215,1712,-1522,-309,-708,,
YGL185C,-1,-1,1.568015665,0.975811806,2508,2771,1922,2928,2244,-263,586,-420,264,,
YGR207C,-1,-1,1.567996164,1.050019182,2509,5047,230,394,675,-2538,2279,2115,1834,,
YDR117C,-1,-1,1.567867092,0.964534337,2510,4521,1083,2441,3770,-2011,1427,69,-1260,,
YDR339C,-1,-1,1.56737605,1.064745243,2511,43,3837,3173,4432,2468,-1326,-662,-1921,,
YCR014C,-1,-1,1.56727499,1.121749502,2512,3461,3505,2802,3353,-949,-993,-290,-841,,
YKL081W,-1,-1,1.566925018,0.933463199,2513,2845,4156,5033,4120,-332,-1643,-2520,-1607,,
YNL152W,-1,-1,1.566803311,1.072063444,2514,5363,1905,2301,1952,-2849,609,213,562,,
YDR087C,-1,-1,1.56619452,1.092914158,2515,864,4892,4963,5142,1651,-2377,-2448,-2627,,
YDR007W,-1,-1,1.565997129,1.070727666,2516,2967,2598,2106,1948,-451,-82,410,568,,
YGL021W,-1,-1,1.565980708,1.116270086,2517,2350,2264,3243,3656,167,253,-726,-1139,,
YMR034C,-1,-1,1.565652939,1.202130297,2518,4343,4148,3362,2363,-1825,-1630,-844,155,,
YDR208W,-1,-1,1.565492945,1.060971353,2519,1137,1455,3716,2205,1382,1064,-1197,314,,
YNL012W,-1,-1,1.564120513,0.953976861,2521,641,4422,4028,3578,1880,-1901,-1507,-1057,,
YGL223C,-1,-1,1.563660005,1.133484885,2522,3260,2215,3969,3475,-738,307,-1447,-953,,
YDR484W,-1,-1,1.563519262,1.091671293,2523,2270,3879,611,635,253,-1356,1912,1888,,
YGL065C,-1,-1,1.563264729,1.408691028,2524,3082,558,2220,4023,-558,1966,304,-1499,,
YNL281W,-1,-1,1.562502272,1.005994979,2525,1458,1393,1420,1175,1067,1132,1105,1350,,
YDR354W,-1,-1,1.562319603,1.19160391,2526,2926,1542,2991,3050,-400,984,-465,-524,,
YJR033C,-1,-1,1.562261751,1.100963241,2527,1867,2572,4072,3043,660,-45,-1545,-516,,
YBL003C,-1,-1,1.562016001,1.06080473,2528,3481,2707,3039,4858,-953,-179,-511,-2330,,
YLR079W,-1,-1,1.562012992,1.075123605,2529,3893,753,1659,3048,-1364,1776,870,-519,,
YPL119C,-1,-1,1.561760839,0.814361759,2530,3059,4270,5244,4305,-529,-1740,-2714,-1775,,
YMR233W,-1,-1,1.561754806,0.881118722,2531,4764,2853,1546,2425,-2233,-322,985,106,,
YCL018W,-1,-1,1.561669388,1.291071917,2532,2977,4512,3092,3099,-445,-1980,-560,-567,,
YEL073C,0,0,1.561614399,1.350439952,2533,5651,4793,5730,5363,-3118,-2260,-3197,-2830,,
YOR022C,-1,-1,1.561047562,0.699828473,2534,4706,2843,2350,1181,-2172,-309,184,1353,,
YKR074W,0,0,1.560454454,1.287995717,2535,5635,1208,587,726,-3100,1327,1948,1809,,
YBR162W-A,-1,-1,1.56039774,1.043211125,2536,2815,3977,448,538,-279,-1441,2088,1998,,
YOR304W,-1,-1,1.559448247,0.958979092,2537,2312,973,2318,4729,225,1564,219,-2192,,
YML126C,-1,-1,1.559031027,1.195125522,2538,1740,2521,699,542,798,17,1839,1996,,
YKR087C,-1,1,1.559012451,1.02665419,2539,1504,282,939,1074,1035,2257,1600,1465,,
YPR082C,-1,-1,1.558866116,1.078146116,2540,3377,322,896,4132,-837,2218,1644,-1592,,
YMR305C,-1,-1,1.558480217,0.997660944,2541,1454,3476,3837,4040,1087,-935,-1296,-1499,,
YHR161C,-1,-1,1.557657341,1.064597308,2542,1905,2686,3158,2865,637,-144,-616,-323,,
YDR272W,0,0,1.55744461,1.239865974,2543,264,1328,2207,2126,2279,1215,336,417,,
YMR056C,-1,-1,1.557405392,1.270040037,2544,5609,1381,979,471,-3065,1163,1565,2073,,
YML112W,-1,-1,1.557126539,1.318004277,2545,5631,876,188,78,-3086,1669,2357,2467,,
YDR109C,-1,-1,1.557050067,1.161443829,2546,5844,4835,3709,2966,-3298,-2289,-1163,-420,,
YGR170W,-1,-1,1.557039068,1.01651575,2547,2291,1534,2484,1646,256,1013,63,901,,
YBR245C,-1,-1,1.556592263,0.969495091,2548,1338,2620,1656,863,1210,-72,892,1685,,
YGL236C,-1,-1,1.556209947,1.315854435,2549,5488,538,345,1546,-2939,2011,2204,1003,,
YNL267W,-1,-1,1.55620596,1.07456367,2550,979,310,369,612,1571,2240,2181,1938,,
YHR117W,-1,1,1.556135755,1.014970943,2551,4311,125,410,455,-1760,2426,2141,2096,,
YIL114C,-1,-1,1.556075675,1.275010838,2552,5355,3358,744,297,-2803,-806,1808,2255,,
YBR260C,-1,-1,1.556066092,1.229584133,2553,1841,487,467,725,712,2066,2086,1828,,
YNL304W,1,1,1.555877158,1.142997835,2554,68,946,1049,1113,2486,1608,1505,1441,,
YDL225W,-1,-1,1.55579253,1.08156567,2555,2616,504,1329,1719,-61,2051,1226,836,,
YJL184W,-1,-1,1.554912716,1.169989616,2556,2541,1476,2582,3918,15,1080,-26,-1362,,
YDR083W,-1,-1,1.554905812,0.802097959,2557,961,5140,5639,5068,1596,-2583,-3082,-2511,,
YGR091W,-1,-1,1.554610345,1.279588376,2558,2799,3420,5178,4389,-241,-862,-2620,-1831,,
YEL064C,-1,-1,1.55446506,1.161226637,2559,3441,2223,4317,2096,-882,336,-1758,463,,
YOR334W,-1,-1,1.553665666,1.169422066,2560,4539,1118,688,327,-1979,1442,1872,2233,,
YOR209C,-1,-1,1.553581472,1.126320225,2561,3507,612,1368,2322,-946,1949,1193,239,,
YDR036C,-1,-1,1.553483266,1.220993919,2562,5945,74,464,493,-3383,2488,2098,2069,,
YOR193W,-1,-1,1.553104257,1.201832502,2563,3967,2456,3345,2257,-1404,107,-782,306,,
YDL155W,-1,-1,1.553059923,1.20736356,2564,896,2035,4850,4322,1668,529,-2286,-1758,,
YIL026C,-1,-1,1.552673822,1.088601901,2565,2911,3272,4904,4620,-346,-707,-2339,-2055,,
YOR278W,-1,-1,1.552598748,0.847854055,2566,1201,748,1179,3195,1365,1818,1387,-629,,
YML088W,-1,-1,1.552424803,1.446054897,2567,1903,2881,2511,2236,664,-314,56,331,,
YGR060W,-1,-1,1.552362708,1.181673771,2568,1229,4791,1065,648,1339,-2223,1503,1920,,
YLR011W,-1,-1,1.552239011,1.161000384,2569,3097,1205,2353,2034,-528,1364,216,535,,
YPL232W,-1,-1,1.550758245,1.110584803,2570,2588,1962,2471,4533,-18,608,99,-1963,,
YGR227W,-1,-1,1.549881575,1.107521662,2571,1378,2182,2354,1505,1193,389,217,1066,,
YLR127C,-1,-1,1.549654787,1.16029664,2572,1977,2641,4948,4211,595,-69,-2376,-1639,,
YDR425W,-1,-1,1.549508713,1.03703652,2573,804,3964,4995,3321,1769,-1391,-2422,-748,,
YBL011W,-1,-1,1.549222376,1.236420144,2574,1492,1264,1107,838,1082,1310,1467,1736,,
YPR144C,-1,-1,1.549103767,1.021000645,2575,810,4524,5700,5633,1765,-1949,-3125,-3058,,
YPR057W,-1,-1,1.548427021,1.113345972,2576,1731,954,1877,3641,845,1622,699,-1065,,
YOL098C,-1,-1,1.547923537,1.239337464,2577,5551,922,3069,2872,-2974,1655,-492,-295,,
YNL010W,-1,-1,1.547406793,0.9774923,2578,5897,2419,1720,3636,-3319,159,858,-1058,,
YPR091C,-1,-1,1.546988904,0.776557316,2579,4366,740,2527,4933,-1787,1839,52,-2354,,
YHR026W,-1,-1,1.54692881,1.162981899,2580,1578,2733,1238,1184,1002,-153,1342,1396,,
YNR034W,0,0,1.546276258,1.29473811,2581,1775,3554,3581,2059,806,-973,-1000,522,,
YGR278W,-1,-1,1.546016321,1.276682218,2582,3111,3038,4348,4179,-529,-456,-1766,-1597,,
YER033C,-1,-1,1.545322323,1.127821927,2583,5559,4712,4736,2677,-2976,-2129,-2153,-94,,
YLR183C,-1,-1,1.544994093,1.045643199,2584,1251,1647,2322,3912,1333,937,262,-1328,,
YMR142C,-1,-1,1.54471382,0.974061043,2585,1127,4967,4140,5198,1458,-2382,-1555,-2613,,
YDL119C,-1,-1,1.543957513,1.003000012,2586,2878,2072,1929,1108,-292,514,657,1478,,
YBR086C,-1,-1,1.543850944,1.195837262,2587,3431,2670,1296,1116,-844,-83,1291,1471,,
YNL046W,-1,-1,1.543739356,1.020450005,2588,3192,2424,831,598,-604,164,1757,1990,,
YAL032C,-1,-1,1.543559776,0.934640644,2589,3753,2961,5040,5007,-1164,-372,-2451,-2418,,
YPR141C,-1,-1,1.542740576,0.778631806,2590,2176,1277,741,834,414,1313,1849,1756,,
YIL130W,-1,-1,1.542643347,1.139127381,2591,4544,3649,4631,4196,-1953,-1058,-2040,-1605,,
YFR040W,-1,-1,1.542126532,1.1188469,2592,2622,1506,456,692,-30,1086,2136,1900,,
YHR139C,-1,-1,1.542058097,0.986557881,2593,4089,5415,3880,2649,-1496,-2822,-1287,-56,,
YBL079W,-1,-1,1.542051179,1.210944796,2594,2535,4310,972,877,59,-1716,1622,1717,,
YKL174C,-1,-1,1.541984091,1.116029434,2595,3601,2014,4226,4264,-1006,581,-1631,-1669,,
YMR011W,-1,-1,1.541499792,0.989633753,2596,3763,4847,5662,5679,-1167,-2251,-3066,-3083,,
YJL111W,-1,-1,1.541310837,1.199436768,2597,247,1121,2100,4531,2350,1476,497,-1934,,
YJL030W,-1,-1,1.541251459,1.094153377,2598,2342,1670,1823,2402,256,928,775,196,,
YHR194W,1,1,1.54074935,0.846445,2599,1684,1337,28,172,915,1262,2571,2427,,
YBL106C,-1,-1,1.54063005,1.189799998,2600,3321,3556,871,822,-721,-956,1729,1778,,
YOR265W,-1,-1,1.540604781,1.05304906,2601,760,1366,845,1587,1841,1235,1756,1014,,
YNL272C,-1,-1,1.539533365,1.07086451,2602,736,1825,4023,4395,1866,777,-1421,-1793,,
YPL017C,-1,-1,1.539356823,1.218769351,2603,4730,4799,5327,3325,-2127,-2196,-2724,-722,,
YGR238C,-1,-1,1.538680382,1.106845167,2604,2465,4084,2387,1714,139,-1480,217,890,,
YNL097C,-1,-1,1.537995776,0.817828792,2605,1701,1635,3235,4433,904,970,-630,-1828,,
YOR076C,-1,-1,1.537989371,0.923626609,2606,853,1747,3948,2072,1753,859,-1342,534,,
YEL051W,-1,-1,1.537854635,0.967683506,2607,1688,1323,1861,2289,919,1284,746,318,,
YPL158C,-1,-1,1.537635634,1.02723894,2608,5939,1429,457,669,-3331,1179,2151,1939,,
YOR290C,-1,-1,1.53732149,0.921115282,2609,2896,2367,5421,5731,-287,242,-2812,-3122,,
YBR222C,-1,-1,1.536909403,1.093301724,2610,4606,2717,2762,2350,-1996,-107,-152,260,,
YNL011C,0,0,1.536765691,1.268073939,2611,5784,1090,2985,2778,-3173,1521,-374,-167,,
YBL049W,0,0,1.536661155,1.254465721,2612,5220,4782,4273,2985,-2608,-2170,-1661,-373,,
YIL046W,-1,-1,1.53536306,1.074852073,2613,3084,2946,4879,4405,-471,-333,-2266,-1792,,
YHR207C,-1,-1,1.534895083,1.14018763,2614,4864,3351,2093,2031,-2250,-737,521,583,,
YCR075C,-1,-1,1.534815887,0.843940324,2615,1608,1040,1234,1171,1007,1575,1381,1444,,
YLR097C,-1,-1,1.53452921,0.971402854,2616,1685,1128,2378,4245,931,1488,238,-1629,,
YJR058C,-1,-1,1.534498209,0.919371159,2617,2913,1909,2321,5469,-296,708,296,-2852,,
YLR363C,-1,-1,1.533975378,1.134474241,2618,2432,827,2267,3911,186,1791,351,-1293,,
YJL217W,0,0,1.533613284,1.356963351,2619,4988,2474,2012,1799,-2369,145,607,820,,
YDR349C,-1,-1,1.533312197,1.088493164,2620,5846,3806,4425,2857,-3226,-1186,-1805,-237,,
YCL001W,-1,-1,1.533018472,1.071800569,2621,3078,3469,1215,1842,-457,-848,1406,779,,
YIL168W,-1,-1,1.532847709,0.994271759,2622,3079,5271,3468,1790,-457,-2649,-846,832,,
YDR451C,-1,-1,1.532256298,1.085524954,2623,1754,1039,2121,3339,869,1584,502,-716,,
YBR233W,0,0,1.531229144,1.334152056,2624,5748,1508,1062,479,-3124,1116,1562,2145,,
YPR167C,-1,-1,1.530566171,1.337017907,2625,3570,3770,4875,4401,-945,-1145,-2250,-1776,,
YGR109C,-1,-1,1.530454673,0.92183951,2626,2608,4324,4970,4624,18,-1698,-2344,-1998,,
YER093C-A,0,0,1.530286067,1.277735671,2627,4580,1974,1224,1380,-1953,653,1403,1247,,
YPR073C,-1,-1,1.529811075,1.149061852,2628,1238,235,586,1928,1390,2393,2042,700,,
YIL161W,0,0,1.529419408,1.332351832,2629,5895,4092,4968,4880,-3266,-1463,-2339,-2251,,
YAR007C,-1,-1,1.529083873,1.188045262,2630,1873,560,2436,5291,757,2070,194,-2661,,
YPR196W,-1,-1,1.529053557,0.955259646,2631,5117,4927,4672,4201,-2486,-2296,-2041,-1570,,
YER112W,-1,-1,1.528835323,1.045878152,2632,1941,1721,3526,5210,691,911,-894,-2578,,
YCR020C-A,0,-1,1.528622239,1.230472918,2633,3671,4121,2330,1693,-1038,-1488,303,940,,
YNL322C,-1,-1,1.52856061,1.112853784,2634,642,3003,18,51,1992,-369,2616,2583,,
YNL245C,-1,-1,1.528544399,1.231888884,2635,3926,3673,2781,2754,-1291,-1038,-146,-119,,
YDR508C,-1,-1,1.528236135,1.144981208,2636,2553,2700,943,944,83,-64,1693,1692,,
YEL027W,-1,-1,1.52817696,1.082886508,2637,2576,3255,4197,4450,61,-618,-1560,-1813,,
YER162C,-1,-1,1.528021338,1.021822353,2638,217,4372,5303,4576,2421,-1734,-2665,-1938,,
YHR060W,-1,-1,1.526813904,1.152525784,2639,1530,2779,992,1363,1109,-140,1647,1276,,
YNL236W,-1,-1,1.526806903,1.052677946,2640,3156,1495,4647,5637,-516,1145,-2007,-2997,,
YPL218W,-1,1,1.526387173,1.061586136,2641,716,1080,1549,4926,1925,1561,1092,-2285,,
YJL122W,-1,-1,1.52638158,0.961528521,2642,2070,4669,4327,5696,572,-2027,-1685,-3054,,
YCR067C,-1,-1,1.526160009,1.104819669,2643,1484,1679,2421,1645,1159,964,222,998,,
YOR113W,-1,-1,1.525655816,1.01826872,2644,1434,3910,3172,3532,1210,-1266,-528,-888,,
YNL261W,-1,-1,1.525401956,1.214139797,2645,2725,1597,4389,5300,-80,1048,-1744,-2655,,
YOR346W,-1,-1,1.524446883,1.119649746,2646,4049,3857,3921,3687,-1403,-1211,-1275,-1041,,
YDR490C,-1,-1,1.524222916,1.05445369,2647,1515,2785,4627,4470,1132,-138,-1980,-1823,,
YNL176C,-1,-1,1.523327855,1.27727209,2648,5963,1462,3493,4254,-3315,1186,-845,-1606,,
YHR208W,0,0,1.523272666,1.400487813,2649,2694,4881,2134,1088,-45,-2232,515,1561,,
YBR047W,0,0,1.523258229,1.333132629,2650,5598,4682,1072,649,-2948,-2032,1578,2001,,
YGR063C,-1,-1,1.523078534,1.074979997,2651,1095,1296,2549,5577,1556,1355,102,-2926,,
YNL008C,-1,-1,1.523002932,1.313389531,2652,2598,567,1128,1639,54,2085,1524,1013,,
YLR281C,0,0,1.522808944,1.282659911,2653,4989,5055,3171,1797,-2336,-2402,-518,856,,
YHR012W,-1,-1,1.522749163,1.061604737,2654,3908,1168,1319,2079,-1254,1486,1335,575,,
YJL025W,-1,-1,1.52269184,1.094795672,2655,3702,3989,4912,4295,-1047,-1334,-2257,-1640,,
YKL017C,-1,-1,1.522615757,1.117901433,2656,3014,2063,2203,1949,-358,593,453,707,,
YIL045W,0,0,1.522270844,1.239878716,2657,769,3690,3490,1727,1888,-1033,-833,930,,
YHR069C,-1,-1,1.522135701,0.821316462,2658,914,3685,5019,5006,1744,-1027,-2361,-2348,,
YCL009C,0,0,1.521645086,1.404965374,2659,1001,3285,2083,892,1658,-626,576,1767,,
YPL206C,-1,-1,1.52159385,0.903467277,2660,205,421,1436,1577,2455,2239,1224,1083,,
YNL233W,-1,-1,1.521358437,1.206829913,2661,2014,2134,377,256,647,527,2284,2405,,
YOR192C,-1,-1,1.521355966,1.316029514,2662,2932,4431,5021,4690,-270,-1769,-2359,-2028,,
YDR046C,-1,-1,1.520830936,1.286594965,2663,4132,3471,4367,4454,-1469,-808,-1704,-1791,,
YBR242W,0,-1,1.520313372,0.958943347,2664,4896,3076,1516,767,-2232,-412,1148,1897,,
YBR216C,-1,-1,1.520044825,1.121378937,2665,1799,1177,1287,1264,866,1488,1378,1401,,
YLR372W,-1,-1,1.519875138,1.150004631,2666,629,4256,870,845,2037,-1590,1796,1821,,
YBR079C,-1,-1,1.519848114,1.118091124,2667,465,3626,4994,3609,2202,-959,-2327,-942,,
YMR190C,-1,-1,1.519645721,1.278363515,2668,2366,4319,1763,1347,302,-1651,905,1321,,
YKR003W,-1,-1,1.518991056,0.862714134,2669,1120,563,1840,1870,1549,2106,829,799,,
YBR010W,-1,-1,1.518371359,0.963702211,2670,1925,2975,1304,5574,745,-305,1366,-2904,,
YBL060W,-1,-1,1.518046983,0.965553837,2671,5119,1798,932,758,-2448,873,1739,1913,,
YBL050W,-1,-1,1.517810689,0.729235666,2672,653,400,599,784,2019,2272,2073,1888,,
YJR126C,-1,-1,1.517469586,0.99050555,2673,1592,712,2836,4536,1081,1961,-163,-1863,,
YML052W,-1,-1,1.517403264,0.943982029,2674,1063,2442,697,762,1611,232,1977,1912,,
YIR010W,-1,-1,1.517300798,0.906853194,2675,1412,1913,3802,3945,1263,762,-1127,-1270,,
YMR162C,-1,-1,1.516855682,1.083469792,2676,3485,4564,3820,2647,-809,-1888,-1144,29,,
YPR079W,-1,-1,1.516760673,0.746061559,2677,957,484,2355,2384,1720,2193,322,293,,
YDL126C,-1,1,1.516178254,0.893798425,2678,1397,1642,4718,4946,1281,1036,-2040,-2268,,
YDL153C,-1,-1,1.514997727,1.04496935,2679,1431,4948,5438,4830,1248,-2269,-2759,-2151,,
YOR335C,-1,-1,1.514838016,0.919599965,2680,280,3337,4471,3730,2400,-657,-1791,-1050,,
YFL031W,-1,-1,1.514448423,1.031474347,2681,3800,4616,4611,3150,-1119,-1935,-1930,-469,,
YPL074W,-1,-1,1.514435412,1.06151662,2682,5452,2589,3608,2802,-2770,93,-926,-120,,
YNL300W,-1,-1,1.514339494,1.146690605,2683,5786,2767,3201,3534,-3103,-84,-518,-851,,
YDR318W,-1,-1,1.514194973,1.008983025,2684,1971,1820,2514,4320,713,864,170,-1636,,
YNL078W,-1,-1,1.513196996,1.12396147,2685,2910,4087,3216,1980,-225,-1402,-531,705,,
YFR033C,-1,-1,1.513182403,1.023149249,2686,1466,479,754,1814,1220,2207,1932,872,,
YDR385W,-1,-1,1.512899227,0.941868294,2687,2400,5349,3874,3174,287,-2662,-1187,-487,,
YOR167C,-1,-1,1.512620352,1.029189435,2688,2420,4584,1994,4240,268,-1896,694,-1552,,
YLR209C,-1,-1,1.512400053,1.130939365,2689,2289,391,1139,3194,400,2298,1550,-505,,
YBR234C,1,-1,1.512348441,1.087743803,2690,270,706,103,25,2420,1984,2587,2665,,
YCR043C,-1,-1,1.512322819,0.917525051,2691,5741,3178,2002,4427,-3050,-487,689,-1736,,
YBL021C,-1,-1,1.512157731,0.928089949,2692,1885,953,1320,2885,807,1739,1372,-193,,
YPL177C,-1,-1,1.511486677,1.072936282,2693,2680,1304,2585,2349,13,1389,108,344,,
YIL011W,-1,-1,1.510555148,1.390855662,2694,5327,4337,4998,4382,-2633,-1643,-2304,-1688,,
YDR338C,-1,-1,1.510445169,1.333032565,2695,6028,3201,2567,2238,-3333,-506,128,457,,
