Gene,Anno,NN,SPELL,MEFIT,bioPIXIE,NN_SPELL Diff,NN_MEFIT_Diff,NN_bioPIXIE_Diff
YLR129W,-/-,0.094463087,0.117504333,0.38811575,0.001727414,-0.023041246,-0.293652663,0.115776919
YDR364C,-/-,0.316946309,0.477989601,0.612105147,0.047158404,-0.161043293,-0.295158838,0.430831198
YGL058W,-/-,0.515604027,0.70017331,0.812458582,0.068923821,-0.184569283,-0.296854555,0.631249489
YBL004W,-/-,0.11090604,0.197920277,0.407996466,0.772154085,-0.087014237,-0.297090425,-0.574233808
YNL163C,-/-,0.04647651,0.466377816,0.343936382,0.534461911,-0.419901306,-0.297459872,-0.068084094
YHR061C,-/-,0.117785235,0.487348354,0.415506958,0.263776127,-0.369563119,-0.297721723,0.223572226
YGL089C,-/-,0.136744966,0.106759099,0.435166777,0.187597167,0.029985868,-0.298421811,-0.080838068
YJL090C,-/-,0.216107383,0.434142114,0.516015021,0.154949041,-0.218034732,-0.299907638,0.279193073
YDR302W,-/-,0.603020134,0.71542461,0.903909874,0.668509242,-0.112404476,-0.30088974,0.046915368
YDL042C,-/-,0.408557047,0.425476603,0.709962448,0.041976162,-0.016919556,-0.301405401,0.383500441
YGL037C,-/-,0.334731544,0.442807626,0.636624696,0.071169459,-0.108076082,-0.301893153,0.371638166
YPR088C,-/-,0.256375839,0.706065858,0.559089905,0.723441009,-0.449690019,-0.302714066,-0.017375151
YMR075W,-/-,0.022147651,0.529116118,0.32516015,0.258248402,-0.506968467,-0.303012499,0.270867716
YPL124W,-/-,0.293120805,0.62287695,0.597746852,0.245292797,-0.329756144,-0.304626047,0.377584153
YOR353C,-/-,0.020637584,0.842807626,0.326706428,0.501468302,-0.822170042,-0.306068844,0.341339324
YMR127C,-/-,0.040268456,0.2694974,0.347028937,0.17205044,-0.229228944,-0.306760481,0.09744696
YHR077C,-/-,0.25033557,0.306585789,0.55732273,0.300915529,-0.056250218,-0.30698716,0.005670259
YJL140W,-/-,0.561241611,0.85372617,0.869891761,0.791328381,-0.292484559,-0.30865015,0.062397788
YJR092W,-/-,0.232885906,0.568110919,0.541639055,0.643634479,-0.335225013,-0.308753149,-0.075523561
YBL057C,-/-,0.539261745,0.943847487,0.849127457,0.953878045,-0.404585742,-0.309865713,-0.010030558
YMR093W,-/-,0.004362416,0.406412478,0.314777999,0.079461047,-0.402050062,-0.310415583,0.326951432
YOR115C,-/-,0.550838926,0.673830156,0.861276784,0.642252548,-0.12299123,-0.310437858,0.031577608
YJR069C,-/-,0.529865772,0.820970537,0.840954274,0.43617205,-0.291104765,-0.311088503,0.384798487
YCL011C,-/-,0.35738255,0.816117851,0.669096532,0.017792365,-0.458735301,-0.311713982,0.798325486
YEL015W,-/-,0.467785235,0.962911612,0.779765849,0.681119364,-0.495126377,-0.311980614,0.281792247
YBR010W,-/-,0.642785235,0.48457539,0.958692291,0.034202798,0.158209845,-0.315907056,0.450372592
YOR279C,-/-,0.483892617,0.31507799,0.799867462,0.517533253,0.168814628,-0.315974844,-0.202455263
YJL111W,-/-,0.499832215,0.805892548,0.816655622,0.21627224,-0.306060333,-0.316823407,0.589620307
YNL326C,-/-,0.251845638,0.854419411,0.569472057,0.212299188,-0.602573773,-0.317626419,0.642120223
YDR299W,-/-,0.104530201,0.165684575,0.423017451,0.050095008,-0.061154374,-0.31848725,0.115589568
YLR192C,-/-,0.276006711,0.55407279,0.595316987,0.618759717,-0.278066079,-0.319310276,-0.064686926
YMR247C,-/-,0.249832215,0.820797227,0.570355644,0.388322681,-0.570965012,-0.320523429,0.432474546
YPR046W,-/-,0.427852349,0.577816291,0.749502982,0.760234928,-0.149963942,-0.321650633,-0.182418637
YPL101W,-/-,0.248489933,0.514904679,0.570576541,0.659353947,-0.266414746,-0.322086608,-0.144449268
YLR285W,-/-,0.442114094,0.617504333,0.764965761,0.655380895,-0.175390239,-0.322851667,-0.037876562
YDR198C,-/-,0.182550336,0.30745234,0.507620941,0.408706167,-0.124902004,-0.325070605,-0.101253827
YOR123C,-/-,0.501006711,0.481282496,0.826375083,0.006045949,0.019724216,-0.325368371,0.475236546
YJR112W,-/-,0.188926174,0.635008666,0.514468743,0.789600967,-0.446082491,-0.325542569,-0.154592302
YDR386W,-/-,0.403187919,0.397400347,0.728738679,0.430126101,0.005787573,-0.32555076,-0.032725755
YNL038W,-/-,0.521979866,0.918024263,0.847802076,0.279495595,-0.396044398,-0.325822211,0.638528668
YML105C,-/-,0.524161074,0.856152513,0.850011045,0.177059941,-0.331991439,-0.325849971,0.679092572
YOL080C,-/-,0.105201342,0.249566724,0.431853324,0.479702885,-0.144365382,-0.326651982,-0.23013616
YMR143W,-/-,0.52466443,0.107279029,0.85244091,0.670409397,0.4173854,-0.327776481,-0.563130368
YGL246C,-/-,0.21442953,0.298613518,0.542522642,0.087407151,-0.084183988,-0.328093112,0.211206367
YPL050C,-/-,0.595805369,0.836568458,0.924674177,0.91276559,-0.240763088,-0.328868808,-0.076197132
YDR075W,-/-,0.038087248,0.519064125,0.367572344,0.654862671,-0.480976876,-0.329485095,-0.135798546
YMR061W,-/-,0.142449664,0.862391681,0.47271924,0.66712731,-0.719942017,-0.330269576,0.195264371
YNL186W,-/-,0.088422819,0.339341421,0.419262205,0.347555709,-0.250918602,-0.330839386,-0.008214288
YOR193W,-/-,0.026006711,0.574523397,0.357190192,0.61668682,-0.548516685,-0.331183481,-0.042163423
YKR056W,-/-,0.141275168,0.32339688,0.472498343,0.024183797,-0.182121713,-0.331223175,0.299213084
YPL037C,-/-,0.613087248,0.459618718,0.94477579,0.709794438,0.153468531,-0.331688541,-0.25017572
YJR007W,-/-,0.329530201,0.808665511,0.662027833,0.332699948,-0.47913531,-0.332497632,0.475965563
YKL099C,-/-,0.041107383,0.140727903,0.375745527,0.224391087,-0.09962052,-0.334638144,-0.083663184
YER022W,-/-,0.238255034,0.652339688,0.573006406,0.425807566,-0.414084654,-0.334751372,0.226532122
YGR002C,-/-,0.375838926,0.646793761,0.711066932,0.202798411,-0.270954835,-0.335228006,0.44399535
YJR047C,-/-,0.188590604,0.58492201,0.524629998,0.911901883,-0.396331406,-0.336039394,-0.326979872
YPR190C,-/-,0.034731544,0.226516464,0.370885796,0.133529107,-0.191784921,-0.336154253,0.092987358
YDR516C,-/-,0.251174497,0.737608319,0.587585598,0.403869407,-0.486433822,-0.336411101,0.333738911
YIL035C,-/-,0.540100671,0.811438475,0.878064944,0.102435654,-0.271337804,-0.337964273,0.709002821
YOR095C,-/-,0.495134228,0.223570191,0.833222885,0.191224737,0.271564038,-0.338088657,0.032345454
YOR344C,-/-,0.111409396,0.424956672,0.450187762,0.095007773,-0.313547276,-0.338778366,0.329948899
YMR234W,-/-,0.303020134,0.393414211,0.642147117,0.632751771,-0.090394077,-0.339126983,-0.239337559
YMR260C,-/-,0.530201342,0.350779896,0.869449967,0.655726378,0.179421446,-0.339248625,-0.304946482
YDR120C,-/-,0.048154362,0.260485269,0.388336647,0.02452928,-0.212330906,-0.340182284,0.235955989
YPR102C,-/-,0.535234899,0.181975737,0.875635078,0.014164795,0.353259163,-0.340400179,0.167810941
YKL056C,-/-,0.542281879,0.244367418,0.882703777,0.689583693,0.297914462,-0.340421898,-0.445216276
YDR288W,-/-,0.240604027,0.72270364,0.581400486,0.780963897,-0.482099613,-0.340796459,-0.058260258
YPL243W,-/-,0.45033557,0.880935875,0.791252485,0.479184661,-0.430600305,-0.340916915,0.401751215
YOL135C,-/-,0.306375839,0.769844021,0.649436713,0.124719295,-0.463468182,-0.343060874,0.645124726
YDL143W,-/-,0.443456376,0.812131716,0.786613651,0.694938677,-0.36867534,-0.343157276,0.117193039
YMR316W,-/-,0.139597315,0.118370884,0.482880495,0.410779064,0.021226432,-0.343283179,-0.29240818
YDL043C,-/-,0.500671141,0.580762565,0.84404683,0.143893591,-0.080091424,-0.343375689,0.436868974
YNL207W,-/-,0.102013423,0.270537262,0.445769825,0.193124892,-0.168523839,-0.343756403,0.07741237
YER126C,-/-,0.287583893,0.152166378,0.632427656,0.002072897,0.135417515,-0.344843764,0.150093481
YLR264W,-/-,0.424161074,0.220450607,0.769162801,0.443081707,0.203710467,-0.345001727,-0.2226311
YAL003W,-/-,0.317114094,0.336048527,0.66224873,0.178787355,-0.018934433,-0.345134636,0.157261172
YPL152W,-/-,0.31795302,0.714038128,0.663132317,0.331318017,-0.396085108,-0.345179297,0.382720111
YDR121W,-/-,0.462583893,0.401559792,0.808703336,0.153221627,0.061024101,-0.346119443,0.248338165
YBR142W,-/-,0.122483221,0.229289428,0.470510272,0.811020902,-0.106806207,-0.34802705,-0.581731474
YBR070C,-/-,0.471812081,0.571923744,0.820631765,0.049058559,-0.100111663,-0.348819684,0.522865184
YIL110W,-/-,0.168624161,0.30762565,0.518223989,0.31939886,-0.139001489,-0.349599828,-0.01177321
YDR190C,-/-,0.264261745,0.624263432,0.613872322,0.102781137,-0.360001687,-0.349610577,0.521482295
YBR175W,-/-,0.304865772,0.796533795,0.655621825,0.871307652,-0.491668024,-0.350756053,-0.074773857
YOL017W,-/-,0.165939597,0.171923744,0.517340402,0.246501987,-0.005984146,-0.351400805,-0.074578243
YDL083C,-/-,0.484563758,0.16187175,0.836757234,0.123164623,0.322692008,-0.352193476,0.038707128
YLR172C,-/-,0.381711409,0.491161179,0.7342611,0.599412679,-0.109449769,-0.352549691,-0.108251501
YLR134W,-/-,0.291442953,0.618890815,0.644576983,0.754361721,-0.327447862,-0.35313403,-0.135470906
YLL061W,-/-,0.145302013,0.297746967,0.499668655,0.176023493,-0.152444954,-0.354366641,0.121723474
YOR213C,-/-,0.241946309,0.455285962,0.596863265,0.41527034,-0.213339653,-0.354916956,0.040015622
YNR010W,-/-,0.450838926,0.599306759,0.807598851,0.110899983,-0.148467833,-0.356759925,0.488406776
YJR043C,-/-,0.327852349,0.416117851,0.685884692,0.013301088,-0.088265502,-0.358032343,0.402816763
YBL024W,-/-,0.174328859,0.237608319,0.532361387,0.909310762,-0.06327946,-0.358032528,-0.671702443
YNL222W,-/-,0.380872483,0.773483536,0.739783521,0.427362239,-0.392611052,-0.358911038,0.346121297
YDR113C,-/-,0.221308725,0.357538995,0.580737795,0.02332009,-0.13623027,-0.359429071,0.334218905
YBL042C,-/-,0.11057047,0.127209705,0.470289375,0.150457765,-0.016639236,-0.359718905,-0.023248059
YPR168W,-/-,0.050167785,0.186481802,0.410205434,0.703748489,-0.136314017,-0.360037649,-0.517266686
YKL068W,-/-,0.138255034,0.781802426,0.499226861,0.619623424,-0.643547393,-0.360971827,0.162179003
YGR275W,-/-,0.525838926,0.633102253,0.887121714,0.136811194,-0.107263327,-0.361282788,0.496291059
YOR001W,-/-,0.093624161,0.233448873,0.457698255,0.240283296,-0.139824712,-0.364074094,-0.006834422
YMR146C,-/-,0.234899329,0.501559792,0.599514027,0.119364312,-0.266660463,-0.364614698,0.38219548
YIL103W,-/-,0.054865772,0.326516464,0.419483101,0.439454137,-0.271650693,-0.36461733,-0.112937673
YML128C,-/-,0.276845638,0.281455806,0.642809808,0.504059423,-0.004610168,-0.36596417,-0.222603617
YGL122C,-/-,0.335402685,0.812824957,0.702010161,0.268094662,-0.477422272,-0.366607477,0.544730294
YGL070C,-/-,0.559731544,0.818197574,0.926441352,0.013992054,-0.25846603,-0.366709808,0.80420552
YLR145W,-/-,0.428355705,0.540727903,0.795891319,0.494385904,-0.112372198,-0.367535614,0.046341999
YBR159W,-/-,0.437416107,0.874003466,0.805168986,0.864225255,-0.436587359,-0.367752879,0.009778211
YBR002C,-/-,0.271644295,0.519410745,0.639496355,0.840386941,-0.24776645,-0.36785206,-0.320976196
YBR257W,-/-,0.313758389,0.416464471,0.681687652,0.892727587,-0.102706082,-0.367929263,-0.476263115
YGR216C,-/-,0.300503356,0.850086655,0.669317429,0.661081361,-0.549583299,-0.368814073,0.189005294
YPL086C,-/-,0.161577181,0.498613518,0.530594213,0.714112973,-0.337036337,-0.369017031,-0.215499455
YML014W,-/-,0.031879195,0.358578856,0.40136956,0.764035239,-0.326699662,-0.369490366,-0.405456383
YJR135C,-/-,0.25,0.531542461,0.620057433,0.780791156,-0.281542461,-0.370057433,-0.249248695
YDL235C,-/-,0.561912752,0.69965338,0.932626463,0.36362066,-0.137740628,-0.370713712,0.33603272
YPL129W,-/-,0.469966443,0.888908146,0.842058759,0.009500777,-0.418941703,-0.372092316,0.879407368
YJR141W,-/-,0.21761745,0.395320624,0.590457256,0.236655726,-0.177703174,-0.372839807,0.158664898
YLL008W,-/-,0.053020134,0.214731369,0.426772697,0.039039558,-0.161711235,-0.373752563,0.175691811
YPL026C,-/-,0.041610738,0.779896014,0.417274133,0.958023838,-0.738285276,-0.375663395,-0.178127824
YGR120C,-/-,0.497986577,0.728769497,0.874309697,0.238037658,-0.23078292,-0.37632312,0.49073184
YML041C,-/-,0.362751678,0.750433276,0.739341727,0.221627224,-0.387681598,-0.37659005,0.528806052
YAR008W,-/-,0.214932886,0.604159445,0.592003534,0.161858698,-0.38922656,-0.377070648,0.442300748
YIL021W,-/-,0.455369128,0.863258232,0.833001988,0.140784246,-0.407889105,-0.377632861,0.722473986
YKL189W,-/-,0.162248322,0.672097054,0.543185332,0.036102954,-0.509848732,-0.38093701,0.6359941
YIL101C,-/-,0.111744966,0.183535529,0.494367131,0.6683365,-0.071790562,-0.382622164,-0.484800972
YCL063W,-/-,0.19966443,0.525476603,0.582725867,0.888409052,-0.325812174,-0.383061437,-0.362932449
YBR061C,-/-,0.215771812,0.401213172,0.598851336,0.895145966,-0.185441359,-0.383079524,-0.493932795
YNL061W,-/-,0.056711409,0.182149047,0.440026508,0.039730523,-0.125437637,-0.383315098,0.142418523
YFR048W,-/-,0.229697987,0.530155979,0.614314115,0.416306789,-0.300457993,-0.384616129,0.11384919
YDR163W,-/-,0.118456376,0.443500867,0.503203004,0.069787528,-0.325044491,-0.384746628,0.373713338
YJR084W,-/-,0.127348993,0.858752166,0.513143362,0.194334082,-0.731403173,-0.385794369,0.664418084
YOR310C,-/-,0.108892617,0.168110919,0.495029821,0.020038003,-0.059218301,-0.386137204,0.148072915
YOR004W,-/-,0.018959732,0.109358752,0.406008394,0.841423389,-0.090399021,-0.387048663,-0.732064637
YML121W,-/-,0.427684564,0.973483536,0.814888447,0.692347556,-0.545798972,-0.387203883,0.28113598
YBR106W,-/-,0.435402685,0.387868284,0.823503424,0.854897219,0.0475344,-0.388100739,-0.467028935
YBR114W,-/-,0.002684564,0.131715771,0.392533687,0.084643289,-0.129031207,-0.389849123,0.047072482
YGR090W,-/-,0.091275168,0.275736568,0.481334217,0.01848333,-0.184461401,-0.390059049,0.257253238
YGR145W,-/-,0.034228188,0.120450607,0.424342832,0.01468302,-0.086222419,-0.390114644,0.105767587
YBR034C,-/-,0.170302013,0.210745234,0.56085708,0.021938159,-0.040443221,-0.390555066,0.188807075
YBR085W,-/-,0.040604027,0.636741768,0.432074221,0.800656417,-0.596137741,-0.391470194,-0.16391465
YFL026W,-/-,0.009563758,0.281109185,0.401590457,0.027120401,-0.271545427,-0.392026699,0.253988785
YAL047C,-/-,0.18238255,0.331889081,0.574773581,0.843496286,-0.149506531,-0.39239103,-0.511607205
YOR028C,-/-,0.280872483,0.273310225,0.673735366,0.615823113,0.007562258,-0.392862882,-0.342512887
YHR069C,-/-,0.095973154,0.36152513,0.489065606,0.13508378,-0.265551976,-0.393092452,0.22644135
YGL078C,-/-,0.02466443,0.149220104,0.420808482,0.115218518,-0.124555674,-0.396144053,0.034001586
YNL126W,-/-,0.150167785,0.610918544,0.547161476,0.83900501,-0.460750759,-0.39699369,-0.228086465
YDR165W,-/-,0.155872483,0.124610052,0.552904793,0.047676628,0.031262431,-0.39703231,0.076933424
YKR008W,-/-,0.37147651,0.855285962,0.769825491,0.098980826,-0.483809452,-0.398348981,0.756305136
YML062C,-/-,0.312751678,0.564644714,0.711508725,0.012091898,-0.251893036,-0.398757048,0.552552816
YLR147C,-/-,0.494127517,0.791507799,0.894853104,0.753498013,-0.297380282,-0.400725587,0.038009785
YDR228C,-/-,0.154865772,0.727902946,0.556218246,0.166695457,-0.573037174,-0.401352474,0.561207489
YMR309C,-/-,0.056543624,0.266031196,0.458360945,0.400069097,-0.209487572,-0.401817321,-0.134037901
YJL110C,-/-,0.185234899,0.768630849,0.588690082,0.617723268,-0.58339595,-0.403455182,0.150907581
YDR172W,-/-,0.224328859,0.372963605,0.628009719,0.176714458,-0.148634746,-0.40368086,0.196249146
YJL035C,-/-,0.128691275,0.540207972,0.532582284,0.683537744,-0.411516697,-0.403891009,-0.143329772
YML024W,-/-,0.510738255,0.081282496,0.914954716,0.015028502,0.429455759,-0.404216461,0.066253993
YGL232W,-/-,0.532550336,0.712131716,0.9370444,0.539125928,-0.17958138,-0.404494065,0.173005787
YDL098C,-/-,0.318456376,0.524783362,0.724320742,0.358611159,-0.206326986,-0.405864366,0.166172203
YBR009C,-/-,0.523322148,0.136741768,0.931742876,0.010537226,0.38658038,-0.408420728,0.126204542
YGR169C,-/-,0.551174497,0.833102253,0.959796775,0.755225428,-0.281927756,-0.408622278,0.077876825
YKR037C,-/-,0.537919463,0.905025997,0.946763861,0.655035412,-0.367106533,-0.408844398,0.249990585
YHR021C,-/-,0.462248322,0.125303293,0.871217142,0.103126619,0.336945029,-0.408968819,0.022176673
YIR009W,-/-,0.042114094,0.365164645,0.451954937,0.366902747,-0.323050551,-0.409840843,-0.001738102
YJL187C,-/-,0.265939597,0.71507799,0.677490612,0.81568492,-0.449138392,-0.411551015,-0.10060693
YDL020C,-/-,0.237416107,0.557538995,0.650099404,0.253929867,-0.320122887,-0.412683296,0.303609128
YKL110C,-/-,0.12466443,0.289254766,0.537883808,0.354810848,-0.164590337,-0.413219379,-0.065556082
YLR186W,-/-,0.052013423,0.271750433,0.467196819,0.224045604,-0.21973701,-0.415183396,0.04770483
YMR005W,-/-,0.19295302,0.891854419,0.609012591,0.66954569,-0.698901399,-0.416059571,0.222308729
YLR449W,-/-,0.017114094,0.108318891,0.434504087,0.105026775,-0.091204797,-0.417389993,0.003292116
YHR081W,-/-,0.179865772,0.128596187,0.597305059,0.764726205,0.051269585,-0.417439287,-0.636130018
YGR158C,-/-,0.101677852,0.526689775,0.522641926,0.160304025,-0.425011922,-0.420964074,0.36638575
YNL097C,-/-,0.252181208,0.716811092,0.673514469,0.225427535,-0.464629884,-0.421333261,0.491383557
YBR060C,-/-,0.192281879,0.698786828,0.614976806,0.828986008,-0.506504949,-0.422694927,-0.13019918
YKL154W,-/-,0.41795302,0.896880416,0.840733378,0.20521679,-0.478927396,-0.422780357,0.691663625
YOR253W,-/-,0.476342282,0.629462738,0.900596421,0.655208153,-0.153120456,-0.42425414,-0.025745415
YDR524C,-/-,0.112751678,0.517157712,0.537221118,0.593884954,-0.404406034,-0.42446944,-0.076727242
YCR060W,-/-,0.447483221,0.664298094,0.872321626,0.612886509,-0.216814872,-0.424838404,0.051411585
YDR361C,-/-,0.044127517,0.150779896,0.469184891,0.116082225,-0.106652379,-0.425057374,0.034697671
YOR224C,-/-,0.212416107,0.368284229,0.638170974,0.10070824,-0.155868121,-0.425754867,0.267575989
YOR368W,-/-,0.236241611,0.678336222,0.66291142,0.722750043,-0.442094611,-0.42666981,-0.044413821
YGR285C,-/-,0.373489933,0.419930676,0.801192843,0.244256348,-0.046440743,-0.42770291,0.175674328
YPL235W,-/-,0.181543624,0.856499133,0.609454385,0.478839178,-0.674955509,-0.427910761,0.377659956
YJL190C,-/-,0.487751678,0.192894281,0.916500994,0.063050613,0.294857397,-0.428749316,0.129843668
YKL122C,-/-,0.509228188,0.43882149,0.938811575,0.697184315,0.070406697,-0.429583387,-0.258362825
YJL061W,-/-,0.198825503,0.571577123,0.628451513,0.697529798,-0.37275162,-0.42962601,-0.125952675
YPR137W,-/-,0.090939597,0.334488735,0.521537442,0.621696321,-0.243549138,-0.430597845,-0.287207586
YPL146C,-/-,0.207718121,0.249046794,0.638391871,0.042839869,-0.041328673,-0.43067375,0.206206925
YMR067C,-/-,0.372315436,0.912998267,0.803180915,0.987908102,-0.540682831,-0.430865478,-0.074909835
YDR173C,-/-,0.104865772,0.342634315,0.53633753,0.544826395,-0.237768544,-0.431471759,-0.202192079
YPL237W,-/-,0.411912752,0.3694974,0.843605036,0.075487994,0.042415351,-0.431692285,0.294009406
YBR244W,-/-,0.277852349,0.134662045,0.709741551,0.888754534,0.143190304,-0.431889202,-0.754092489
YKR081C,-/-,0.011577181,0.157538995,0.444223548,0.018310589,-0.145961814,-0.432646366,0.139228406
YBR290W,-/-,0.344630872,0.606932409,0.777556881,0.810329936,-0.262301537,-0.432926008,-0.203397527
YHR170W,-/-,0.035402685,0.131542461,0.469405787,0.000518224,-0.096139776,-0.434003103,0.131024237
YNL199C,-/-,0.134563758,0.647313692,0.568588469,0.601312835,-0.512749933,-0.434024711,0.046000857
YNL151C,-/-,0.01761745,0.242980936,0.454163905,0.13145621,-0.225363486,-0.436546456,0.111524726
YKL139W,-/-,0.123825503,0.5152513,0.562624254,0.175159786,-0.391425796,-0.438798751,0.340091514
YHR062C,-/-,0.021979866,0.336568458,0.462999779,0.179651062,-0.314588592,-0.441019913,0.156917395
YNL225C,-/-,0.287080537,0.704332756,0.728296885,0.759543963,-0.417252219,-0.441216348,-0.055211207
YOR106W,-/-,0.175671141,0.675909879,0.618511155,0.326308516,-0.500238738,-0.442840014,0.349601363
YPR041W,-/-,0.272651007,0.595493934,0.715926662,0.503368457,-0.322842927,-0.443275656,0.092125477
YDR140W,-/-,0.240436242,0.742287695,0.684559311,0.663845224,-0.501851453,-0.444123069,0.078442471
YOR056C,-/-,0.049161074,0.216637782,0.49370444,0.506823286,-0.167476708,-0.444543366,-0.290185504
YLR298C,-/-,0.289261745,0.489081456,0.735144687,0.197616169,-0.199819711,-0.445882942,0.291465287
YOR361C,-/-,0.12852349,0.43102253,0.574552684,0.335636552,-0.30249904,-0.446029194,0.095385978
YPL011C,-/-,0.033724832,0.732062392,0.480892423,0.128865089,-0.698337559,-0.447167591,0.603197303
YER082C,-/-,0.057885906,0.239168111,0.506737354,0.040248748,-0.181282205,-0.448851448,0.198919363
YPR110C,-/-,0.158389262,0.196533795,0.608570797,0.079633788,-0.038144534,-0.450181536,0.116900007
YLL011W,-/-,0.036241611,0.320103986,0.487298432,0.164968043,-0.283862375,-0.451056821,0.155135943
YOR288C,-/-,0.336912752,0.82322357,0.791694279,0.834686474,-0.486310819,-0.454781527,-0.011462904
YKL014C,-/-,0.090436242,0.235701906,0.546719682,0.019001555,-0.145265665,-0.45628344,0.216700352
YJR064W,-/-,0.205872483,0.681975737,0.662469627,0.743824495,-0.476103253,-0.456597143,-0.061848758
YAL044C,-/-,0.089932886,0.443847487,0.548045063,0.74693384,-0.353914601,-0.458112177,-0.303086353
YKR082W,-/-,0.213422819,0.656672444,0.671968191,0.859561237,-0.443249625,-0.458545372,-0.202888793
YLR276C,-/-,0.00704698,0.198613518,0.466092335,0.124201071,-0.191566538,-0.459045355,0.074412447
YHR089C,-/-,0.234228188,0.16117851,0.695162359,0.045258248,0.073049678,-0.460934171,0.115920261
YGR108W,-/-,0.206040268,0.749046794,0.667771151,0.425634825,-0.543006525,-0.461730882,0.323411969
YDL166C,-/-,0.362080537,0.579896014,0.826154186,0.960269477,-0.217815477,-0.464073649,-0.380373463
YIR005W,-/-,0.29295302,0.458058925,0.759664237,0.600103645,-0.165105905,-0.466711217,-0.142044719
YJL148W,-/-,0.016610738,0.137088388,0.48464767,0.69286578,-0.12047765,-0.468036931,-0.555777392
YDR404C,-/-,0.472483221,0.809532062,0.942345924,0.12903783,-0.337048841,-0.469862703,0.680494232
YOR173W,-/-,0.008724832,0.504332756,0.482217804,0.568664709,-0.495607923,-0.473492972,-0.064331953
YGL035C,-/-,0.247818792,0.650086655,0.721890877,0.083434099,-0.402267863,-0.474072085,0.566652556
YMR138W,-/-,0.294463087,0.480762565,0.769383698,0.729314217,-0.186299478,-0.474920611,-0.248551652
YDR324C,-/-,0.181208054,0.140207972,0.656284515,0.044740024,0.041000081,-0.475076461,0.095467948
YDL051W,-/-,0.310402685,0.167937608,0.787718136,0.027984108,0.142465076,-0.477315451,0.139953501
YPR163C,-/-,0.160234899,0.194107452,0.64126353,0.117809639,-0.033872553,-0.481028631,0.076297813
YNR023W,-/-,0.223825503,0.845753899,0.706648995,0.134738297,-0.621928396,-0.482823492,0.711015603
YGL247W,-/-,0.280201342,0.387348354,0.764744864,0.244601831,-0.107147011,-0.484543522,0.142746522
YGL029W,-/-,0.089261745,0.087175043,0.573889993,0.070133011,0.002086702,-0.484628248,0.017042032
YHR036W,-/-,0.009395973,0.497573657,0.494146234,0.115391259,-0.488177684,-0.484750261,0.382182398
YOL094C,-/-,0.159563758,0.90745234,0.644797879,0.291932976,-0.747888581,-0.485234121,0.615519363
YNL245C,-/-,0.093456376,0.363604853,0.579633311,0.532389014,-0.270148477,-0.486176935,-0.168784161
YIR012W,-/-,0.043456376,0.229809359,0.533907665,0.366384522,-0.186352983,-0.490451289,-0.136575164
YOR210W,-/-,0.34261745,0.334662045,0.838082615,0.08723441,0.007955405,-0.495465166,0.247427635
YLR139C,-/-,0.021644295,0.774523397,0.517119505,0.946104681,-0.752879102,-0.49547521,-0.171581284
YHR133C,-/-,0.311912752,0.582322357,0.808482439,0.139229573,-0.270409605,-0.496569687,0.443092784
YGR078C,-/-,0.233892617,0.635528596,0.731389441,0.887372603,-0.401635979,-0.497496824,-0.251844007
YKR026C,-/-,0.220805369,0.444540728,0.718356528,0.427880463,-0.223735359,-0.497551158,0.016660265
YOR201C,-/-,0.239765101,0.966377816,0.738016346,0.933321817,-0.726612716,-0.498251246,0.033055999
YJL203W,-/-,0.117449664,0.763778163,0.616302187,0.060286751,-0.646328498,-0.498852522,0.703491412
YPL112C,-/-,0.319798658,0.898786828,0.819306384,0.230264294,-0.578988171,-0.499507726,0.668522534
YHR148W,-/-,0.013422819,0.15407279,0.513585156,0.017274141,-0.140649972,-0.500162337,0.13679865
YMR268C,-/-,0.176174497,0.47677643,0.678374199,0.405942304,-0.300601933,-0.502199703,0.070834125
YMR312W,-/-,0.265100671,0.466031196,0.770488182,0.74935222,-0.200930525,-0.505387511,-0.283321024
YOL115W,-/-,0.054194631,0.609358752,0.560194389,0.093798584,-0.555164121,-0.505999758,0.515560169
YOR315W,-/-,0.196979866,0.402946274,0.70421913,0.189842805,-0.205966408,-0.507239264,0.213103469
YHR013C,-/-,0.375671141,0.934835355,0.883366468,0.730005182,-0.559164214,-0.507695327,0.204830173
YPL008W,-/-,0.212751678,0.601386482,0.720565496,0.402487476,-0.388634804,-0.507813818,0.198899006
YPL266W,-/-,0.020134228,0.16897747,0.528385244,0.020383486,-0.148843241,-0.508251016,0.148593984
YDR395W,-/-,0.186744966,0.240901213,0.69582505,0.136983935,-0.054156247,-0.509080083,0.103917278
YBR172C,-/-,0.173489933,0.547487002,0.682571239,0.878044567,-0.373997069,-0.509081306,-0.330557566
YDR495C,-/-,0.277516779,0.385095321,0.788601723,0.699429953,-0.107578542,-0.511084944,-0.314334633
YPL210C,-/-,0.419463087,0.822183709,0.931301082,0.687856279,-0.402720622,-0.511837995,0.13432743
YOR348C,-/-,0.133389262,0.165511265,0.647006848,0.320780791,-0.032122003,-0.513617586,-0.155269526
YGR055W,-/-,0.037080537,0.448526863,0.553567484,0.221281741,-0.411446326,-0.516486947,0.227245122
YNL292W,-/-,0.086241611,0.729116118,0.60349017,0.43237174,-0.642874507,-0.517248559,0.296744378
YNL075W,-/-,0.129697987,0.177469671,0.648111332,0.008118846,-0.047771684,-0.518413345,0.169350825
YBR153W,-/-,0.351677852,0.85355286,0.870554451,0.926930385,-0.501875007,-0.518876599,-0.073377526
