Gene,Occurances in pairs
YJR017C,9599
YER159C-A,9599
YGR097W,9599
YMR048W,9599
YLR097C,9599
YDR082W,9599
YHR073W,9599
YMR137C,9599
YCR081W,9599
YML015C,9599
YOL091W,9599
YIR010W,9599
YPL144W,9599
YEL031W,9599
YOL077W-A,9599
YOR198C,9599
YOR377W,9599
YNR013C,9599
YOR116C,9599
YOR087W,9599
YJR078W,9599
YBR256C,9599
YBR009C,9599
YNL075W,9599
YKL088W,9599
YDL079C,9599
YER007W,9599
YML043C,9599
YDR268W,9599
YAL044C,9599
YPR104C,9599
YNR010W,9599
YEL022W,9599
YLR231C,9599
YBR058C-A,9599
YPL208W,9599
YER169W,9599
YNL332W,9599
YKL016C,9599
YNR023W,9599
YER088C,9599
YCL010C,9599
YCR094W,9599
YBR090C-A,9599
YJR143C,9599
YLR320W,9599
YOR187W,9599
YPL151C,9599
YER107C,9599
YGR261C,9599
YDR334W,9599
YKL062W,9599
YAL013W,9599
YOL069W,9599
YBR097W,9599
YOR213C,9599
YLR362W,9599
YDR138W,9599
YOR180C,9599
YPL121C,9599
YBR017C,9599
YAL020C,9599
YPL032C,9599
YER065C,9599
YML107C,9599
YPL115C,9599
YFL041W,9599
YLR270W,9599
YDR306C,9599
YCR102C,9599
YOR171C,9599
YBR275C,9599
YDR194C,9599
YNL230C,9599
YLR034C,9599
YLR259C,9599
YDL100C,9599
YMR150C,9599
YGR156W,9599
YEL009C,9599
YDR424C,9599
YGR175C,9599
YJL029C,9599
YOR368W,9599
YHR016C,9599
YHR214C-C,9599
YML027W,9599
YNL071W,9599
YLR357W,9599
YOR064C,9599
YPL204W,9599
YDR457W,9599
YPL059W,9599
YML045W,9599
YML102W,9599
YOL115W,9599
YGL028C,9599
YOL055C,9599
YBL024W,9599
YPL116W,9599
YNR049C,9599
YAR042W,9599
YGR157W,9599
YDR071C,9599
YMR316W,9599
YGR109W-B,9599
YKL035W,9599
YGL032C,9599
YBL009W,9599
YML005W,9599
YOL123W,9599
YDR160W,9599
YJL003W,9599
YKL122C,9599
YGR206W,9599
YNL102W,9599
YLR254C,9599
YER017C,9599
YPL011C,9599
YHR068W,9599
YLR056W,9599
YBR008C,9599
YER073W,9599
YPR006C,9599
YBR158W,9599
YIL147C,9599
YDL161W,9599
YDR339C,9599
YPL096W,9599
YLR154C,9599
YOL078W,9599
YMR101C,9599
YOL095C,9599
YOR132W,9599
YGL171W,9599
YPL069C,9599
YER119C,9599
YPR036W,9599
YML016C,9599
YDR518W,9599
YLR435W,9599
YFL023W,9599
YOR249C,9599
YBR079C,9599
YOR126C,9599
YPL242C,9599
YMR277W,9599
YPR042C,9599
YMR049C,9599
YPR164W,9599
YNL209W,9599
YNL042W,9599
YLR033W,9599
YDR456W,9599
YMR032W,9599
YOR075W,9599
YPL268W,9599
YPL112C,9599
YGL043W,9599
YPL106C,9599
YGR033C,9599
YMR238W,9599
YLR043C,9599
YCR031C,9599
YHR174W,9599
YGR140W,9599
YBR228W,9599
YDR057W,9599
YJR147W,9599
YER082C,9599
YLR223C,9599
YMR133W,9599
YNR039C,9599
YKL193C,9599
YGR070W,9599
YNL054W-B,9599
YKL012W,9599
YLL043W,9599
YPL254W,9599
YMR091C,9599
YJL065C,9599
YDR377W,9599
YPR030W,9599
YPL196W,9599
YDL116W,9599
YBL101W-B,9599
YLR298C,9599
YOR142W-B,9599
YMR044W,9599
YHR108W,9599
YPR021C,9599
YIL129C,9599
YGR258C,9599
YAL047C,9599
YKL135C,9599
YGR247W,9599
YNL282W,9599
YGL208W,9599
YOR069W,9599
YNL156C,9599
YCL019W,9599
YOR260W,9599
YOL034W,9599
YDL164C,9599
YLL061W,9599
YFL037W,9599
YLR256W,9599
YMR280C,9599
YJL074C,9599
YNL247W,9599
YJL008C,9599
YGR147C,9599
YJR007W,9599
YJR112W,9599
YER155C,9599
YBR223C,9599
YLR028C,9599
YML059C,9599
YDR487C,9599
YLR272C,9599
YNR048W,9599
YLR147C,9599
YGR155W,9599
YNR060W,9599
YFL048C,9599
YHR066W,9599
YHR011W,9599
YKL110C,9599
YPR068C,9599
YKL057C,9599
YKR090W,9599
YLL022C,9599
YFR028C,9599
YML095C,9599
YML064C,9599
YDL092W,9599
YJR140C,9599
YPR016C,9599
YBL016W,9599
YIL036W,9599
YPL266W,9599
YFR024C-A,9599
YPL265W,9599
YPL231W,9599
YKL059C,9599
YPL233W,9599
YGL238W,9599
YOL080C,9599
YHR200W,9599
YOL128C,9599
YIL068C,9599
YLR263W,9599
YPL163C,9599
YBR295W,9599
YIL150C,9599
YLR136C,9599
YHR214C-B,9599
YPR137W,9599
YOL126C,9599
YPL033C,9599
YGR172C,9599
YLR015W,9599
YCR034W,9599
YIL085C,9599
YIL051C,9599
YGR195W,9599
YDR412W,9599
YOR226C,9599
YDL039C,9599
YDL118W,9599
YIL042C,9599
YPL257W-B,9599
YDL007W,9599
YCL029C,9599
YMR168C,9599
YIL138C,9599
YDR472W,9599
YOR244W,9599
YHR079C-A,9599
YDL154W,9599
YDL159W,9599
YKL170W,9599
YIL044C,9599
YGR122W,9599
YNL091W,9599
YMR097C,9599
YJL101C,9599
YGL105W,9599
YOR032C,9599
YOR266W,9599
YLR008C,9599
YPL249C,9599
YGR118W,9599
YBR126C,9599
YIL142W,9599
YBR278W,9599
YAL010C,9599
YFR055W,9599
YGR057C,9599
YCL055W,9599
YDR244W,9599
YOR081C,9599
YML006C,9599
YOL016C,9599
YBR201W,9599
YDL085W,9599
YPR201W,9599
YGR020C,9599
YPL214C,9599
YMR050C,9599
YOR315W,9599
YJR073C,9599
YLR438C-A,9599
YDR005C,9599
YBR135W,9599
YAL051W,9599
YNL099C,9599
YJL026W,9599
YJL183W,9599
YMR270C,9599
YGR288W,9599
YOR005C,9599
YDL229W,9599
YNL030W,9599
YPR093C,9599
YGL048C,9599
YLR403W,9599
YBL019W,9599
YOR028C,9599
YBR111W-A,9599
YIR041W,9599
YLR208W,9599
YPL087W,9599
YOR343C-B,9599
YER042W,9599
YBR205W,9599
YJL001W,9599
YLR010C,9599
YFL018C,9599
YLR313C,9599
YKR053C,9599
YLL040C,9599
YNL271C,9599
YNL280C,9599
YJL060W,9599
YGL062W,9599
YMR013C,9599
YNL041C,9599
YCL017C,9599
YGR109C,9599
YOR231W,9599
YDR027C,9599
YDR416W,9599
YFL011W,9599
YOL005C,9599
YGL049C,9599
YGL021W,9599
YGL037C,9599
YGL063W,9599
YBR024W,9599
YLR466W,9599
YHR074W,9599
YOR209C,9599
YJL168C,9599
YDR260C,9599
YBR080C,9599
YBL080C,9599
YPL048W,9599
YOL101C,9599
YGL173C,9599
YGR249W,9599
YDL166C,9599
YKR039W,9599
YOL008W,9599
YMR023C,9599
YEL026W,9599
YBL084C,9599
YPR191W,9599
YMR045C,9599
YPL093W,9599
YJL025W,9599
YKL068W,9599
YLR275W,9599
YOL066C,9599
YGL018C,9599
YML127W,9599
YLR130C,9599
YHR143W,9599
YPR024W,9599
YGL033W,9599
YDR178W,9599
YFR041C,9599
YMR231W,9599
YKL139W,9599
YGL001C,9599
YIL159W,9599
YLR003C,9599
YDL008W,9599
YNR075W,9599
YOR298W,9599
YCL033C,9599
YJR049C,9599
YDR330W,9599
YIL046W,9599
YNL045W,9599
YGL116W,9599
YNL241C,9599
YIR022W,9599
YBR136W,9599
YKR002W,9599
YML098W,9599
YER089C,9599
YDL223C,9599
YNR003C,9599
YOL133W,9599
YCL060C,9599
YJR050W,9599
YPL156C,9599
YCL052C,9599
YNL202W,9599
YFL024C,9599
YML078W,9599
YGR192C,9599
YDR501W,9599
YJR110W,9599
YDL047W,9599
YKL006C-A,9599
YNL079C,9599
YBR183W,9599
YLR314C,9599
YOL044W,9599
YMR239C,9599
YLR081W,9599
YJR028W,9599
YIL075C,9599
YDR164C,9599
YGR143W,9599
YLR025W,9599
YNL219C,9599
YIR033W,9599
YLR291C,9599
YIL109C,9599
YOR221C,9599
YML058W-A,9599
YAL040C,9599
YJL219W,9599
YDL175C,9599
YNL293W,9599
YDR324C,9599
YKL001C,9599
YOR149C,9599
YJR120W,9599
YNL007C,9599
YMR241W,9599
YNL031C,9599
YGR038C-A,9599
YDR284C,9599
YBR015C,9599
YLR324W,9599
YGL044C,9599
YJL098W,9599
YAR018C,9599
YNL133C,9599
YFL014W,9599
YGR028W,9599
YOR137C,9599
YML073C,9599
YER148W,9599
YDR174W,9599
YGR278W,9599
YOR259C,9599
YDL031W,9599
YMR319C,9599
YMR058W,9599
YDL190C,9599
YOR120W,9599
YKL113C,9599
YGR238C,9599
YLR067C,9599
YDR404C,9599
YIL084C,9599
YPL262W,9599
YKR038C,9599
YCR012W,9599
YEL013W,9599
YOR018W,9599
YJL102W,9599
YJL056C,9599
YNL098C,9599
YJR132W,9599
YOR192C-A,9599
YGL054C,9599
YGR267C,9599
YMR100W,9599
YOR004W,9599
YMR052W,9599
YJR019C,9599
YJL194W,9599
YML040W,9599
YER114C,9599
YMR296C,9599
YHR088W,9599
YAL033W,9599
YNL032W,9599
YPR049C,9599
YDR473C,9599
YCL067C,9599
YLR394W,9599
YER109C,9599
YNL059C,9599
YBR129C,9599
YER157W,9599
YJL148W,9599
YBR061C,9599
YGR095C,9599
YPR133W-A,9599
YOR211C,9599
YNL048W,9599
YJR145C,9599
YJL201W,9599
YMR093W,9599
YIL115C,9599
YFL058W,9599
YML104C,9599
YOL109W,9599
YOR078W,9599
YOR361C,9599
YLR132C,9599
YOR243C,9599
YER117W,9599
YFL011W-A,9599
YDR073W,9599
YMR119W,9599
YLL036C,9599
YGR252W,9599
YLR157C,9599
YNL222W,9599
YOL076W,9599
YLR433C,9599
YEL019C,9599
YFL059W,9599
YER001W,9599
YDL178W,9599
YMR200W,9599
YJL076W,9599
YKL015W,9599
YKR028W,9599
YDR448W,9599
YGL181W,9599
YKR042W,9599
YCR098C,9599
YMR173W,9599
YML132W,9599
YNL325C,9599
YDL022W,9599
YOR150W,9599
YLR424W,9599
YHR138C,9599
YER083C,9599
YDR280W,9599
YDR385W,9599
YLR195C,9599
YDL004W,9599
YJR047C,9599
YDR331W,9599
YHR196W,9599
YKL188C,9599
YKR026C,9599
YOL127W,9599
YOR188W,9599
YDL138W,9599
YIL053W,9599
YGR003W,9599
YGL120C,9599
YJL013C,9599
YIL007C,9599
YDL036C,9599
YDR337W,9599
YLR051C,9599
YNL053W,9599
YLR234W,9599
YFL057C,9599
YLR131C,9599
YPL243W,9599
YNL188W,9599
YIL004C,9599
YGL039W,9599
YHL007C,9599
YPR074C,9599
YOR373W,9599
YJL012C-A,9599
YJR010C-A,9599
YER031C,9599
YER146W,9599
YCR107W,9599
YIL112W,9599
YOR073W,9599
YBR059C,9599
YOR201C,9599
YKL213C,9599
YOL108C,9599
YDR255C,9599
YER006W,9599
YDR434W,9599
YMR139W,9599
YNL049C,9599
YLR020C,9599
YBR042C,9599
YBR162C,9599
YLR455W,9599
YER087C-B,9599
YOR191W,9599
YHR008C,9599
YGL210W-A,9599
YPR143W,9599
YOR298C-A,9599
YGR133W,9599
YAL024C,9599
YGR111W,9599
YFR033C,9599
YGL136C,9599
YMR281W,9599
YLR158C,9599
YNL263C,9599
YOR232W,9599
YJL114W,9599
YPR198W,9599
YNL027W,9599
YOL143C,9599
YGR109W-A,9599
YJL033W,9599
YPL002C,9599
YNR002C,9599
YBR195C,9599
YJR069C,9599
YLR135W,9599
YDR116C,9599
YNL106C,9599
YDR176W,9599
YDR261C-D,9599
YHR070W,9599
YIL014W,9599
YPR128C,9599
YGL245W,9599
YER075C,9599
YLR467W,9599
YOR328W,9599
YLL002W,9599
YLL060C,9599
YNL302C,9599
YBR012W-A,9599
YGL256W,9599
YFR048W,9599
YMR083W,9599
YFR008W,9599
YOL010W,9599
YIL030C,9599
YNR044W,9599
YHR020W,9599
YCR062W,9599
YKL093W,9599
YGL126W,9599
YCR037C,9599
YNL294C,9599
YHR119W,9599
YHR164C,9599
YOR136W,9599
YDR098C-B,9599
YBL025W,9599
YDR318W,9599
YEL002C,9599
YHR083W,9599
YJR044C,9599
YIL122W,9599
YMR314W,9599
YNL173C,9599
YBR296C,9599
YPR094W,9599
YDR460W,9599
YDR113C,9599
YKL189W,9599
YGR185C,9599
YNL038W,9599
YPL092W,9599
YPR036W-A,9599
YJL164C,9599
YOR046C,9599
YMR234W,9599
YHR048W,9599
YMR273C,9599
YEL054C,9599
YDL099W,9599
YGR108W,9599
YOR343C-A,9599
YGL017W,9599
YNL147W,9599
YHR161C,9599
YNL199C,9599
YIL031W,9599
YMR186W,9599
YNL004W,9599
YOL097C,9599
YFL003C,9599
YDR400W,9599
YKL179C,9599
YOR204W,9599
YMR199W,9599
YJL018W,9599
YDR459C,9599
YOR313C,9599
YPR186C,9599
YLL050C,9599
YNL003C,9599
YGL249W,9599
YLR133W,9599
YDR386W,9599
YBR152W,9599
YML007W,9599
YOR030W,9599
YDR264C,9599
YBR173C,9599
YGR246C,9599
YLR117C,9599
YOR265W,9599
YJR155W,9599
YNL080C,9599
YOL089C,9599
YPR002W,9599
YNL159C,9599
YBR143C,9599
YPR131C,9599
YFL038C,9599
YLL016W,9599
YGL047W,9599
YGR251W,9599
YBR037C,9599
YGL084C,9599
YPL129W,9599
YLR276C,9599
YHR203C,9599
YEL003W,9599
YGL232W,9599
YOL130W,9599
YML069W,9599
YEL017C-A,9599
YOR299W,9599
YPL176C,9599
YLR405W,9599
YMR250W,9599
YKL053C-A,9599
YAL025C,9599
YBR221C,9599
YDL105W,9599
YDR145W,9599
YJR006W,9599
YHL024W,9599
YLR059C,9599
YMR292W,9599
YPL041C,9599
YOR284W,9599
YJR108W,9599
YKL092C,9599
YGL174W,9599
YOR048C,9599
YNL262W,9599
YLR397C,9599
YIR002C,9599
YJL210W,9599
YPR055W,9599
YOL104C,9599
YEL063C,9599
YDR079C-A,9599
YDR316W-A,9599
YDR256C,9599
YDR080W,9599
YEL069C,9599
YDR046C,9599
YDR143C,9599
YFL005W,9599
YDR065W,9599
YHR039C,9599
YDL013W,9599
YIR021W,9599
YOL002C,9599
YNL037C,9599
YPL259C,9599
YHR091C,9599
YJL095W,9599
YPL206C,9599
YBR260C,9599
YJR118C,9599
YGL143C,9599
YML109W,9599
YBR093C,9599
YDL065C,9599
YPR158W-A,9599
YBR169C,9599
YLR215C,9599
YKL182W,9599
YOL125W,9599
YJL192C,9599
YLR022C,9599
YBR188C,9599
YOL077C,9599
YDR235W,9599
YGL137W,9599
YNL216W,9599
YER062C,9599
YMR033W,9599
YGL096W,9599
YPL075W,9599
YDR039C,9599
YKL205W,9599
YCL039W,9599
YLL013C,9599
YKL143W,9599
YDR079W,9599
YDR153C,9599
YNL129W,9599
YGR286C,9599
YBR253W,9599
YGR094W,9599
YPL021W,9599
YHR190W,9599
YJR139C,9599
YKR057W,9599
YDL017W,9599
YDR221W,9599
YGR186W,9599
YOR056C,9599
YIL070C,9599
YOR207C,9599
YEL027W,9599
YIR025W,9599
YEL053C,9599
YNR058W,9599
YBR168W,9599
YER180C-A,9599
YPL193W,9599
YLR183C,9599
YOL033W,9599
YPR154W,9599
YJL052W,9599
YGL111W,9599
YHL011C,9599
YAL058W,9599
YDL142C,9599
YBR127C,9599
YGR179C,9599
YLR220W,9599
YOR079C,9599
YLR172C,9599
YNL290W,9599
YGR129W,9599
YDR362C,9599
YKR007W,9599
YGL071W,9599
YHR098C,9599
YGR275W,9599
YOR178C,9599
YMR305C,9599
YBR286W,9599
YOL051W,9599
YDR516C,9599
YIR008C,9599
YBR175W,9599
YDL024C,9599
YJL050W,9599
YKR099W,9599
YAL003W,9599
YNR017W,9599
YOR275C,9599
YGL055W,9599
YMR227C,9599
YDL111C,9599
YJR102C,9599
YLL024C,9599
YOR143C,9599
YBR114W,9599
YDR369C,9599
YGR161C-D,9599
YOR112W,9599
YBL099W,9599
YAR010C,9599
YDR184C,9599
YJL100W,9599
YOR142W,9599
YGR239C,9599
YFL002C,9599
YJR097W,9599
YER020W,9599
YGL038C,9599
YJR043C,9599
YNR035C,9599
YPR124W,9599
YBL008W,9599
YDR207C,9599
YBL040C,9599
YLR370C,9599
YDR503C,9599
YMR022W,9599
YDR397C,9599
YOR122C,9599
YNL047C,9599
YDR219C,9599
YAL041W,9599
YDL245C,9599
YJL154C,9599
YPR137C-B,9599
YIL082W-A,9599
YDL128W,9599
YOR194C,9599
YPR033C,9599
YDR478W,9599
YPR102C,9599
YHR001W,9599
YHR053C,9599
YNL039W,9599
YHR150W,9599
YKL173W,9599
YGR116W,9599
YFR050C,9599
YOL164W,9599
YDR122W,9599
YJR160C,9599
YNL130C,9599
YBL064C,9599
YMR125W,9599
YPL171C,9599
YKR036C,9599
YNL231C,9599
YMR263W,9599
YNR072W,9599
YOL006C,9599
YBR102C,9599
YDR393W,9599
YJL133W,9599
YOR057W,9599
YCR039C,9599
YHL009C,9599
YLR449W,9599
YHL034C,9599
YPL276W,9599
YJL059W,9599
YDL076C,9599
YKL220C,9599
YBR236C,9599
YDR301W,9599
YCR067C,9599
YDR463W,9599
YBR118W,9599
YBL090W,9599
YJL089W,9599
YKL058W,9599
YDR432W,9599
YJR031C,9599
YKL080W,9599
YMR213W,9599
YGL187C,9599
YBR133C,9599
YIL077C,9599
YER019W,9599
YGR007W,9599
YGL122C,9599
YBR153W,9599
YDR511W,9599
YBR123C,9599
YJL094C,9599
YOR031W,9599
YJR125C,9599
YNL323W,9599
YOR148C,9599
YDR077W,9599
YGL090W,9599
YHR065C,9599
YGL257C,9599
YBR274W,9599
YGR270W,9599
YLR384C,9599
YKL214C,9599
YGR197C,9599
YLR310C,9599
YFR014C,9599
YIL048W,9599
YJL166W,9599
YHR186C,9599
YMR134W,9599
YMR183C,9599
YAR008W,9599
YJL005W,9599
YDR289C,9599
YLR026C,9599
YGL158W,9599
YBR182C,9599
YGR075C,9599
YGL112C,9599
YKR082W,9599
YKR052C,9599
YKL201C,9599
YBL013W,9599
YLL034C,9599
YKL043W,9599
YLR098C,9599
YDR198C,9599
YLR264W,9599
YMR029C,9599
YMR218C,9599
YMR076C,9599
YFL050C,9599
YGR132C,9599
YDR072C,9599
YLR260W,9599
YLR145W,9599
YBR057C,9599
YJL190C,9599
YLR425W,9599
YJR083C,9599
YML071C,9599
YER168C,9599
YML094W,9599
YNR011C,9599
YPL167C,9599
YNL206C,9599
YPL253C,9599
YDR165W,9599
YDR034C-C,9599
YDR345C,9599
YBR297W,9599
YDR375C,9599
YGL144C,9599
YBR210W,9599
YLR391W-A,9599
YBR237W,9599
YLR378C,9599
YPR041W,9599
YJL071W,9599
YOR179C,9599
YML008C,9599
YDR297W,9599
YNL330C,9599
YIL118W,9599
YFL034C-B,9599
YER127W,9599
YJR135W-A,9599
YDR437W,9599
YDR479C,9599
YOR240W,9599
YIL126W,9599
YPR057W,9599
YNR001C,9599
YMR005W,9599
YGR037C,9599
YER103W,9599
YBR216C,9599
YMR311C,9599
YDR022C,9599
YBR218C,9599
YDL117W,9599
YDR106W,9599
YOR340C,9599
YDR328C,9599
YGR123C,9599
YBL057C,9599
YKL046C,9599
YPR155C,9599
YAR019C,9599
YMR212C,9599
YDL134C,9599
YPL045W,9599
YPR168W,9599
YPL157W,9599
YPL086C,9599
YNL278W,9599
YHR178W,9599
YDR062W,9599
YKR066C,9599
YAL032C,9599
YDR293C,9599
YMR288W,9599
YGR006W,9599
YPR121W,9599
YOR014W,9599
YCR009C,9599
YDR148C,9599
YNL161W,9599
YDL014W,9599
YHL019C,9599
YNL311C,9599
YOR267C,9599
YLR417W,9599
YPL019C,9599
YOL043C,9599
YBR231C,9599
YLR381W,9599
YDR420W,9599
YML052W,9599
YKL052C,9599
YMR210W,9599
YFL008W,9599
YPL084W,9599
YKR009C,9599
YLR332W,9599
YOL059W,9599
YGR159C,9599
YOL117W,9599
YCR092C,9599
YDR323C,9599
YKL018W,9599
YNL054W,9599
YLR127C,9599
YOR054C,9599
YLR423C,9599
YBR021W,9599
YLR399C,9599
YIR018W,9599
YPL029W,9599
YJL080C,9599
YGL078C,9599
YDL247W,9599
YIL131C,9599
YDR231C,9599
YPR081C,9599
YNL093W,9599
YPR119W,9599
YIL095W,9599
YGR268C,9599
YJL069C,9599
YCR024C-A,9599
YBR155W,9599
YHR193C,9599
YHR013C,9599
YHR194W,9599
YGL213C,9599
YER147C,9599
YMR243C,9599
YFL026W,9599
YJR035W,9599
YDR023W,9599
YIR013C,9599
YOR371C,9599
YIL049W,9599
YLR035C,9599
YNL218W,9599
YAR009C,9599
YGR171C,9599
YJR121W,9599
YMR072W,9599
YLL038C,9599
YDR093W,9599
YLR139C,9599
YGL095C,9599
YMR095C,9599
YHR079C-B,9599
YDR045C,9599
YBR109C,9599
YNL051W,9599
YIL065C,9599
YFR031C,9599
YMR077C,9599
YAR014C,9599
YEL032W,9599
YOL013C,9599
YNL164C,9599
YPR023C,9599
YGL035C,9599
YFL025C,9599
YMR163C,9599
YPL234C,9599
YBR154C,9599
YPL015C,9599
YLR191W,9599
YDR191W,9599
YPL244C,9599
YGR289C,9599
YDR158W,9599
YIL119C,9599
YGL241W,9599
YIR026C,9599
YBL035C,9599
YOL065C,9599
YLR430W,9599
YDR208W,9599
YOL027C,9599
YBR265W,9599
YKL085W,9599
YBR213W,9599
YGR086C,9599
YBL074C,9599
YLR189C,9599
YPL131W,9599
YNL225C,9599
YER068W,9599
YDL235C,9599
YGL075C,9599
YOL026C,9599
YNR047W,9599
YCL051W,9599
YMR056C,9599
YDR353W,9599
YDR335W,9599
YAL022C,9599
YBL046W,9599
YBR247C,9599
YLR248W,9599
YNL253W,9599
YDR440W,9599
YGR091W,9599
YER013W,9599
YPL239W,9599
YLR246W,9599
YDR261W-A,9599
YHL027W,9599
YBR243C,9599
YMR224C,9599
YOL017W,9599
YNL167C,9599
YDR512C,9599
YMR312W,9599
YPR200C,9599
YNL061W,9599
YER126C,9599
YOR027W,9599
YDR308C,9599
YBL005W-A,9599
YOL061W,9599
YML014W,9599
YGR262C,9599
YNL084C,9599
YPL100W,9599
YER159C,9599
YIL144W,9599
YKL146W,9599
YPR120C,9599
YER074W-A,9599
YPL256C,9599
YHR187W,9599
YJR074W,9599
YPR190C,9599
YGL087C,9599
YNL142W,9599
YAR035W,9599
YMR309C,9599
YDR499W,9599
YDR083W,9599
YDL140C,9599
YNL029C,9599
YKL054C,9599
YOR344C,9599
YDR258C,9599
YMR069W,9599
YDR028C,9599
YER087C-A,9599
YHR067W,9599
YDR389W,9599
YHR081W,9599
YDR517W,9599
YBR198C,9599
YNR019W,9599
YDR300C,9599
YKL144C,9599
YDR043C,9599
YKL200C,9599
YLR288C,9599
YCL016C,9599
YER035W,9599
YGL046W,9599
YOR173W,9599
YKR059W,9599
YKR024C,9599
YLR060W,9599
YDL033C,9599
YPL006W,9599
YML091C,9599
YLR009W,9599
YDR317W,9599
YKL049C,9599
YMR275C,9599
YFL045C,9599
YJL110C,9599
YHR172W,9599
YKL160W,9599
YER028C,9599
YCR008W,9599
YCL069W,9599
YFR029W,9599
YKL152C,9599
YLR301W,9599
YML049C,9599
YOR279C,9599
YEL056W,9599
YLR226W,9599
YGR213C,9599
YGR162W,9599
YGR014W,9599
YDL198C,9599
YNL243W,9599
YLR080W,9599
YPR199C,9599
YIL117C,9599
YLR150W,9599
YHL009W-B,9599
YPL270W,9599
YDR439W,9599
YNL097C,9599
YDL155W,9599
YJL122W,9599
YDR058C,9599
YGR224W,9599
YDL143W,9599
YMR146C,9599
YDL174C,9599
YLR312C-B,9599
YKL005C,9599
YGR080W,9599
YGL254W,9599
YML045W-A,9599
YGL209W,9599
YOR007C,9599
YNR043W,9599
YGR038W,9599
YDR025W,9599
YHR084W,9599
YGR047C,9599
YDL102W,9599
YKL099C,9599
YML004C,9599
YGL223C,9599
YFL021W,9599
YPL211W,9599
YDR364C,9599
YCR033W,9599
YDR120C,9599
YCL034W,9599
YPL123C,9599
YNL136W,9599
YMR016C,9599
YPR029C,9599
YEL012W,9599
YOL039W,9599
YFR051C,9599
YKR050W,9599
YHR205W,9599
YDR365W-B,9599
YDL043C,9599
YGR040W,9599
YDR225W,9599
YNL002C,9599
YKR027W,9599
YNL334C,9599
YBR142W,9599
YKL051W,9599
YLR090W,9599
YPL140C,9599
YPR020W,9599
YMR285C,9599
YDR422C,9599
YGR009C,9599
YGL011C,9599
YMR287C,9599
YPL060C-A,9599
YJL138C,9599
YOL011W,9599
YMR164C,9599
YJL072C,9599
YJL128C,9599
YAL007C,9599
YMR184W,9599
YMR302C,9599
YMR142C,9599
YDR296W,9599
YER178W,9599
YHR124W,9599
YNL297C,9599
YOR109W,9599
YDL130W,9599
YGR212W,9599
YMR039C,9599
YBR089C-A,9599
YFR052W,9599
YMR035W,9599
YPR112C,9599
YNL090W,9599
YGL246C,9599
YLR105C,9599
YJL036W,9599
YLR292C,9599
YPL209C,9599
YER002W,9599
YDR358W,9599
YJR137C,9599
YDR515W,9599
YJR004C,9599
YDL148C,9599
YMR156C,9599
YGR161C-C,9599
YHR090C,9599
YBL085W,9599
YPL040C,9599
YDR450W,9599
YJL203W,9599
YDR159W,9599
YGL025C,9599
YDL093W,9599
YGL098W,9599
YIL021W,9599
YDL217C,9599
YMR175W,9599
YHR034C,9599
YIR037W,9599
YPL188W,9599
YIL124W,9599
YCR020C,9599
YPL137C,9599
YDR173C,9599
YPR181C,9599
YMR266W,9599
YOR351C,9599
YMR322C,9599
YDR261C-C,9599
YJR135C,9599
YLR102C,9599
YLL018C-A,9599
YHR115C,9599
YLL015W,9599
YCR061W,9599
YHR021C,9599
YER133W,9599
YPL179W,9599
YMR236W,9599
YDR115W,9599
YPL221W,9599
YHR015W,9599
YDR395W,9599
YDL197C,9599
YJL061W,9599
YML076C,9599
YNL250W,9599
YKL084W,9599
YDL115C,9599
YCR080W,9599
YDR529C,9599
YBL061C,9599
YOL090W,9599
YGL016W,9599
YOR206W,9599
YDR205W,9599
YCR042C,9599
YPL047W,9599
YPR072W,9599
YOR040W,9599
YGR244C,9599
YJL109C,9599
YOL146W,9599
YGR089W,9599
YPR025C,9599
YOR192C-B,9599
YKL206C,9599
YBR072W,9599
YGL029W,9599
YLR360W,9599
YDL126C,9599
YLR371W,9599
YLR222C,9599
YDR055W,9599
YOL067C,9599
YDL044C,9599
YDR060W,9599
YHL020C,9599
YDR131C,9599
YHR062C,9599
YDL084W,9599
YJR153W,9599
YDR325W,9599
YAR015W,9599
YOR181W,9599
YIL098C,9599
YPL010W,9599
YGL093W,9599
YJR040W,9599
YDL046W,9599
YDR486C,9599
YBR177C,9599
YFL036W,9599
YJL112W,9599
YLR401C,9599
YOL149W,9599
YBL005W-B,9599
YDL095W,9599
YDR099W,9599
YER160C,9599
YBR034C,9599
YGL200C,9599
YIR005W,9599
YLR047C,9599
YER044C-A,9599
YGR103W,9599
YBR060C,9599
YKL026C,9599
YBR066C,9599
YJR065C,9599
YJL222W,9599
YDR427W,9599
YOL086C,9599
YDL113C,9599
YMR255W,9599
YGR256W,9599
YOR037W,9599
YNL070W,9599
YOR359W,9599
YLR355C,9599
YBL075C,9599
YLR153C,9599
YLL026W,9599
YNL287W,9599
YGL253W,9599
YNL074C,9599
YOL012C,9599
YML012W,9599
YLR337W,9599
YKL064W,9599
YGR231C,9599
YML011C,9599
YOR036W,9599
YHR058C,9599
YLR363C,9599
YOR045W,9599
YPR138C,9599
YDR365C,9599
YDL209C,9599
YDR086C,9599
YML093W,9599
YDR388W,9599
YFR002W,9599
YHR041C,9599
YDR320C,9599
YHR129C,9599
YML123C,9599
YIL101C,9599
YOR380W,9599
YMR092C,9599
YKL197C,9599
YCR073W-A,9599
YDR288W,9599
YIL017W,9599
YBR131W,9599
YDL236W,9599
YHL036W,9599
YGL236C,9599
