Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YLR377C,0,0,-1,2.5578452975316317,2.6443486725558456,2431,1987,3063,4396.0,5097,3154
YPL026C,-1,-1,-1,2.5576414271386083,2.376610132368526,2432,3255,3654,1271.0,328,245
YJL094C,-1,-1,1,2.557390313662455,2.564483360170618,2433,3087,3164,3405.0,4856,4374
YJL004C,0,0,-1,2.5571359766279147,2.400222607324121,2434,3119,1660,1094.0,2331,3161
YGR264C,-1,-1,-1,2.5564786268922384,2.0881272023120068,2435,4552,164,4671.0,5399,4513
YMR159C,0,1,-1,2.556151660884212,2.6018346295708974,2436,4136,3246,4915.0,5642,5158
YPR003C,-1,-1,-1,2.5556520267339526,2.3060140609945976,2437,1322,4778,2648.0,2030,1417
YFL026W,-1,-1,-1,2.5556301702996214,2.4724017888575176,2438,3579,3604,4149.0,5535,5630
YPR023C,-1,-1,-1,2.555175538191538,1.9276325606004567,2439,420,229,245.0,1087,4925
YHR139C,-1,-1,-1,2.5551340414021544,2.4259650634087686,2440,2593,4089,5415.0,3880,2649
YOR247W,0,0,-1,2.555076366680825,2.164707856543695,2441,2817,3264,3095.0,4336,3970
YGR177C,-1,-1,-1,2.5545910560263847,2.6902717760911634,2442,5058,2763,5132.0,4458,4186
YDL195W,0,0,-1,2.5537088822104974,2.5472532619215222,2443,4792,1796,2031.0,574,943
YKR056W,-1,-1,-1,2.553625821978032,1.643981021533807,2444,4542,2740,3905.0,5353,5646
YNL029C,-1,-1,-1,2.553226968842352,2.4743588124523668,2445,3128,2833,2458.0,3156,3106
YLR173W,0,-1,-1,2.5518702319014572,2.2604269425019656,2446,308,5193,4144.0,5658,5415
YDR260C,-1,-1,-1,2.5516377551826883,2.1110814261547457,2447,3721,2046,942.0,1735,1703
YIL079C,-1,-1,-1,2.550725565297518,1.6580936571129847,2448,1474,1519,4820.0,5123,3439
YHR075C,0,-1,1,2.5504943880135422,2.07101598454299,2449,3960,3770,3947.0,1318,1327
YDR452W,0,0,-1,2.550001737064944,2.012705932840157,2450,4600,436,573.0,1931,1846
YOR214C,0,0,-1,2.5496261911745557,2.5676601923708438,2452,5582,4399,5526.0,3200,2785
YML058W,1,1,-1,2.5495490753454364,1.9161898361521101,2453,1800,40,1800.0,563,530
YNR008W,-1,-1,-1,2.5484586955009108,2.3348619361627647,2454,4028,655,1467.0,1821,3205
YBR058C-A,-1,-1,-1,2.5479506482621153,2.7803285994861415,2455,5108,141,5599.0,3670,2809
YPR027C,0,0,-1,2.54753756665898,2.6545403682096516,2456,1165,4277,4137.0,3107,2783
YLR440C,0,-1,-1,2.5468375397299576,2.4182728367135318,2457,4980,2755,440.0,1466,3756
YBR149W,0,0,-1,2.5452676481472523,1.646728214477715,2458,567,289,1834.0,948,753
YAR035W,-1,-1,1,2.5441507506602536,2.7449983559228293,2459,1359,4058,4151.0,3380,2613
YIL074C,0,0,-1,2.543979655482812,2.569094493767703,2460,1577,3506,2390.0,5415,5407
YDR380W,0,0,-1,2.5437229586664794,2.298555497203652,2461,1778,2761,3232.0,3259,2052
YKR071C,-1,-1,1,2.5433060753488257,2.2940540865905312,2462,2756,4993,1970.0,2159,1796
YKL156W,-1,-1,-1,2.5425819155431078,2.2741653942612476,2463,4904,1545,4133.0,2761,4934
YLR214W,-1,-1,-1,2.54252773023651,2.532527709380498,2464,4657,3725,3762.0,5066,5246
YDR206W,-1,-1,-1,2.542319935685146,2.06905834873082,2465,4537,3819,3265.0,4690,4746
YEL020C,0,-1,-1,2.542091714318641,2.0336114499895177,2466,2228,4495,1069.0,1719,2325
YPR121W,0,0,-1,2.541490284536413,2.245976837775568,2467,4037,3543,3545.0,3894,3270
YPL232W,-1,-1,-1,2.5412214667854194,2.53310832437382,2468,2570,2588,1962.0,2471,4533
YDR218C,0,-1,-1,2.541194932457216,2.6652503942186754,2469,4376,3986,5464.0,4868,4377
YMR026C,-1,-1,-1,2.5396314736254917,2.310702395979866,2470,4632,2613,254.0,511,911
YMR095C,0,0,-1,2.539510382573583,2.616588200787767,2471,1176,3759,5392.0,1677,1418
YJR141W,0,-1,-1,2.5385494146518366,1.8954507633387037,2472,1287,2354,3490.0,4154,4447
YMR247C,0,-1,-1,2.5384274634593975,2.364064938635541,2473,3281,3006,1035.0,2067,3503
YGL168W,-1,-1,-1,2.538278712796237,2.509153231369773,2474,4455,3085,3511.0,878,858
YGR059W,-1,-1,-1,2.5376863668778697,2.627253760946625,2475,3059,3336,5364.0,5128,3481
YOR046C,0,0,-1,2.537667404748723,1.5256186918679617,2476,3243,995,1812.0,5176,5683
YLR222C,-1,-1,-1,2.5375873176102157,1.3939822203941483,2477,5239,1618,4346.0,5576,5286
YMR266W,-1,-1,-1,2.5369954668654655,2.573220372233904,2478,3653,3850,4011.0,3410,1633
YGL234W,0,0,-1,2.536159672779952,2.616563118540931,2479,4740,3895,4983.0,4965,3189
YPR082C,-1,-1,-1,2.53595033591379,2.682774326034664,2480,2540,3377,322.0,896,4132
YBL011W,-1,-1,-1,2.5358926777443487,2.486474152031998,2481,2574,1492,1264.0,1107,838
YOR287C,-1,-1,-1,2.5357762527858427,2.070861684917483,2482,4141,1439,5215.0,5587,4770
YOR131C,0,0,-1,2.5356770762783323,1.9594851297766278,2483,362,5139,469.0,1135,2012
YPL253C,-1,-1,-1,2.534529014261897,2.2242072250943283,2484,2844,1280,3515.0,3424,1973
YMR120C,0,0,-1,2.5342768665826965,2.924541878431733,2485,980,2855,4459.0,5460,4502
YDR141C,0,-1,1,2.5334921396242644,2.543110163951571,2486,3024,1575,2501.0,3420,2086
YNL147W,-1,-1,-1,2.5332781321809676,2.270871051972332,2487,1693,1352,1158.0,2415,4217
YDL240W,0,-1,1,2.532914287628171,2.22448869223669,2488,1975,3221,3472.0,5281,4108
YJR090C,-1,-1,-1,2.5323029377770996,2.323513240924132,2489,3129,2619,715.0,1718,2879
YNL197C,-1,-1,-1,2.531982540995061,2.280557166659319,2490,3655,2010,2108.0,4864,3870
YNL117W,-1,-1,-1,2.531895051236281,2.4202441402122803,2491,4617,3643,4618.0,5613,5314
YPR162C,-1,-1,-1,2.531487076225395,2.2719514029449344,2492,4453,1576,1945.0,4125,4174
YHR098C,0,0,-1,2.530833549574463,2.3320862977476713,2493,3641,3864,2535.0,4777,4475
YJL083W,-1,-1,-1,2.530266786406854,2.5960085080044064,2494,1908,3842,4763.0,3676,3674
YOR084W,-1,-1,-1,2.5297544515596893,2.989713696946501,2495,4139,3417,3084.0,830,599
YDR484W,-1,-1,-1,2.529119804055391,2.3693779790964635,2496,2523,2270,3879.0,611,635
YPR035W,0,0,-1,2.529045237395578,2.3665843417333514,2497,2782,1987,3374.0,1712,712
YJL073W,-1,-1,-1,2.5285620129037043,2.4442276700420646,2498,3869,2374,1968.0,1256,843
YFR043C,0,0,-1,2.5278855380183924,2.426997654181301,2499,315,5197,1738.0,2551,3917
YKL078W,-1,-1,-1,2.527347809584912,1.641843292546558,2500,5422,3787,5278.0,5656,4966
YHR115C,-1,-1,-1,2.5271479803734196,2.7665745371492285,2501,4049,2978,1236.0,3117,3780
YMR272C,-1,-1,-1,2.5270125094109663,2.4610746591253077,2502,1541,2140,2126.0,2493,1536
YKL161C,-1,-1,-1,2.5260352067604748,2.331346963536506,2503,3344,6058,4718.0,2000,1683
YFR025C,0,0,-1,2.525786398413653,1.96516588876706,2504,3387,3846,370.0,1434,2114
YLR077W,0,1,1,2.5254698098598127,2.3414128772403204,2505,2319,4972,94.0,591,1408
YJR088C,0,-1,-1,2.5252555320987446,1.942812840600792,2506,2344,6100,594.0,730,1019
YOR192C,-1,-1,-1,2.5236334496897137,2.4079802800322954,2507,2662,2932,4431.0,5021,4690
YEL063C,-1,-1,1,2.5235886184309058,2.0948158471828853,2508,2341,1637,2956.0,5567,5698
YPR079W,0,0,-1,2.5234683878318283,1.6833098899047763,2509,2677,957,484.0,2355,2384
YPL199C,0,-1,-1,2.5232045026997962,2.1231111975900765,2510,354,4800,2655.0,2770,2757
YJL062W,-1,-1,-1,2.5228463960086516,2.7775093629360312,2511,5094,2610,428.0,1986,2188
YOL161C,0,0,-1,2.522114396630647,2.506162339582802,2512,718,5175,5090.0,3999,3812
YHL006C,-1,-1,-1,2.5218343038758833,2.4220930503461005,2513,1460,2675,3213.0,3251,1699
YER139C,-1,-1,-1,2.520205343956362,2.1144999487468885,2514,2438,5805,2938.0,2827,1653
YGR282C,0,0,-1,2.5199621778405357,2.6013323442771794,2515,2797,2385,3066.0,1113,991
YPL233W,-1,-1,-1,2.5195746829142114,2.17586703637122,2516,2074,3630,4387.0,4223,3422
YJL170C,-1,-1,-1,2.519499743145383,2.544917175979823,2517,4123,2974,3064.0,5495,5381
YDL124W,-1,-1,-1,2.5194601517862187,1.978935817704932,2518,407,422,3727.0,5355,5483
YGR225W,-1,-1,-1,2.519120725507508,2.603461638926878,2519,4658,3687,5485.0,5652,5191
YFR055W,-1,0,-1,2.518678693848099,2.365825955184788,2520,4911,3421,4421.0,3435,3663
YDR030C,-1,-1,-1,2.517583627811449,2.1910270986361167,2521,5762,1895,3078.0,3629,3120
YFR022W,0,-1,-1,2.517373724255019,2.4299188337766813,2522,269,5221,4684.0,3364,3540
YGL114W,0,0,-1,2.517293286537696,2.5583196585747983,2523,161,2430,2684.0,5184,4694
YOR242C,-1,-1,-1,2.5170710227803554,2.339730255108064,2524,4040,3030,3449.0,4350,3969
YPR085C,0,-1,-1,2.5160258423068567,2.5114296730840757,2525,956,4946,2548.0,3253,3241
YOR328W,0,-1,-1,2.515330845768937,2.6438519513422314,2526,2882,2753,3165.0,4268,3967
YBR071W,0,0,-1,2.5146984285312497,2.6851506464746784,2527,189,5988,2926.0,4935,5243
YHR116W,-1,1,1,2.5144904391048195,2.2945540924291774,2528,1006,5770,307.0,431,1389
YHL002W,0,-1,-1,2.5139061796986413,1.9070215709355653,2529,2240,1051,1934.0,1710,1323
YBL087C,0,-1,-1,2.5137710487860407,1.7007054256111485,2530,947,1732,4686.0,3867,5507
YMR269W,-1,-1,-1,2.5136408671112123,1.634667402403069,2531,3018,5694,4911.0,5064,4592
YML038C,-1,-1,-1,2.51305620095687,2.2951975292462636,2532,3783,2288,1206.0,2891,1769
YPL112C,-1,-1,-1,2.5125800670977836,2.361252848144728,2533,2262,1734,584.0,1638,4424
YHR065C,-1,-1,-1,2.5125688616030235,1.9127716743351977,2534,3241,2131,4506.0,5261,5457
YLR378C,-1,-1,-1,2.5122590785076517,2.185660748275801,2535,1544,1242,2219.0,3060,3172
YKL045W,-1,-1,-1,2.5097687568314777,2.0655936834446864,2536,4422,1554,1888.0,4191,4676
YML047C,-1,-1,-1,2.509577395584055,2.4403581729630424,2537,4554,3825,5539.0,4939,3018
YIR031C,-1,-1,-1,2.509323195069136,2.385399474186217,2539,3597,1808,3485.0,5369,5059
YMR025W,-1,-1,-1,2.5088969561868084,2.153871709045229,2540,1122,2829,1541.0,3390,4438
YBR172C,0,0,-1,2.5066238533772394,2.2169472190386945,2541,3681,876,2612.0,934,705
YOR390W,0,-1,-1,2.5065140310161844,1.9004385095771752,2542,3424,4313,1789.0,4548,4551
YBR115C,0,0,-1,2.503562667501901,2.0539743949964904,2543,4022,1535,4386.0,5419,3873
YOR243C,-1,-1,-1,2.50323926077453,1.1820705864363836,2544,1274,193,3848.0,5425,5015
YPL235W,-1,-1,-1,2.503065513368852,2.309267535736506,2545,1677,2065,828.0,2199,3008
YHR032W,-1,0,-1,2.5026544422178927,2.28159288104858,2546,4902,5044,3736.0,2854,3216
YJL134W,-1,-1,-1,2.5020737775607023,2.7029274448948697,2547,2360,963,2115.0,4594,4465
YJR047C,-1,-1,-1,2.50174178321383,2.3109350940025495,2548,2983,1485,2396.0,608,512
YCL047C,0,-1,-1,2.5016575314684544,2.403246047575778,2549,2094,5663,1819.0,1826,2894
YLR347C,0,-1,-1,2.5010906954903804,1.931743564871454,2550,5050,1705,1837.0,4778,4970
YOR049C,-1,-1,-1,2.499918036475153,2.559301707441011,2551,2487,3750,4502.0,5169,4952
YDL212W,-1,-1,-1,2.4999055199905067,2.1080177422045216,2552,4129,2526,4198.0,3431,4995
YHR105W,0,0,-1,2.499606436821158,2.4597385683830564,2553,2080,6103,4369.0,1540,998
YKL051W,-1,-1,-1,2.499436639115482,2.70327337396718,2554,1087,3662,3815.0,5049,3019
YOR193W,-1,-1,-1,2.4981130088294696,2.266964541687443,2555,2563,3967,2456.0,3345,2257
YDR320C,0,-1,-1,2.4977359603086633,2.3371143036418176,2556,5284,1428,3460.0,2574,1812
YBL066C,0,-1,-1,2.497412719055564,2.3420012867532902,2557,4742,5161,3506.0,3063,1621
YJR070C,-1,-1,-1,2.496405457798949,1.373404904723399,2558,5008,84,4432.0,4064,4740
YHR039C-A,-1,-1,-1,2.496333378696156,2.222286878663826,2559,1321,345,5584.0,1660,1229
YFR052W,-1,-1,-1,2.4962196587891636,1.7911802575725093,2560,902,225,328.0,900,4924
YPL158C,0,-1,-1,2.4956269851790926,1.903182818001479,2561,2608,5939,1429.0,457,669
YLR010C,-1,-1,-1,2.494901156510243,2.495434519136501,2562,3547,3184,2888.0,1507,1444
YKL174C,-1,-1,-1,2.49488334446967,2.128830130436543,2563,2595,3601,2014.0,4226,4264
YOR095C,0,0,-1,2.4946815876546733,1.6157827374396154,2564,1944,278,4482.0,3382,4672
YJR136C,0,-1,-1,2.4942427115169115,2.1738502494429492,2565,333,2384,1735.0,2389,2036
YNL085W,-1,0,-1,2.49386310644314,1.9267466305349081,2566,4302,855,1148.0,3977,4414
YER032W,-1,-1,-1,2.4922564136321674,2.3924796349496793,2567,2403,356,3226.0,2587,1864
YHL022C,-1,-1,-1,2.4908977461432267,2.406304575656092,2568,5365,3833,5451.0,5472,4307
YDL045C,0,0,-1,2.4908038770813428,1.9156918457851881,2569,2071,1227,476.0,1083,2419
YLR114C,0,0,-1,2.490057929725704,2.1033006732043518,2570,785,2864,1372.0,2840,2242
YIL120W,0,-1,-1,2.489958364003433,2.4247122999051918,2571,3338,1737,4244.0,4859,4204
YIR013C,0,-1,-1,2.4893807221850954,2.924857537056672,2572,3189,4173,5447.0,4462,4189
YDL049C,0,0,-1,2.4867934451667137,2.8222130910134036,2573,4894,4117,4878.0,2987,3776
YJL216C,0,0,-1,2.4861430364276123,2.219857668643217,2574,4631,5994,5194.0,2965,2935
YGL051W,0,0,-1,2.486007188519318,2.598813683020517,2575,2998,1568,1949.0,3247,2255
YBR004C,-1,-1,1,2.48599087478158,2.4335125386439564,2576,5013,2798,3771.0,1432,638
YJR095W,-1,-1,1,2.485940805719998,2.723110892368626,2577,1190,4035,4998.0,1487,1386
YOR382W,-1,-1,-1,2.4858938919569917,3.042783767316092,2578,3757,1961,4126.0,5251,5057
YEL048C,0,-1,-1,2.4846375906717277,1.7289829246747117,2579,3754,5099,4871.0,1339,1097
YMR085W,0,-1,-1,2.484101222660727,2.491792807433898,2580,1025,4382,5310.0,3372,3391
YOR124C,-1,1,-1,2.483222299350236,2.0539156981815188,2581,1420,293,375.0,2161,4652
YDR109C,0,0,-1,2.4820344291047425,2.1692878220786733,2582,2546,5844,4835.0,3709,2966
YAL012W,0,0,-1,2.4817013945765125,2.87574567489391,2583,2978,3571,3938.0,4716,3186
YEL064C,-1,-1,-1,2.4815995145343734,2.3756181948212447,2584,2559,3441,2223.0,4317,2096
YOL100W,-1,-1,-1,2.4807518659951446,1.75237550999732,2585,3023,483,2551.0,4898,4119
YIL118W,-1,-1,-1,2.4803098657887857,2.194422568114781,2586,2872,1622,1272.0,937,1022
YJR009C,0,0,1,2.4799320307855837,2.542421643977732,2587,1013,4001,4021.0,2240,1469
YBR298C,-1,-1,-1,2.4794765609110185,2.1477875498888155,2588,4731,1552,4250.0,5674,5632
YBR219C,0,-1,-1,2.4790061181355374,2.301028060282696,2589,1344,5186,1718.0,1017,572
YHR210C,0,0,-1,2.4783341359057114,2.1775003122194043,2590,5300,4430,5101.0,2508,2740
YKL020C,-1,-1,-1,2.4779126683395067,2.052983538502894,2591,2132,606,1901.0,4205,3142
YBR021W,-1,0,-1,2.4778473167540787,2.6696108513108543,2592,5141,3799,4834.0,3770,3799
YBR199W,-1,-1,-1,2.4770193834772365,1.939276380830185,2593,2433,1304,472.0,514,565
YOL045W,-1,-1,1,2.476969284702561,2.251120432649638,2594,3497,3428,3601.0,5025,4221
YNL016W,-1,-1,-1,2.4767660590524443,1.985606310392749,2595,1968,1453,1777.0,1522,1063
YLR262C-A,0,-1,-1,2.4763365132723023,2.604287394731277,2596,211,101,5568.0,743,271
YJL037W,0,-1,-1,2.475914049291325,2.3292594972808676,2597,1813,4321,4840.0,5783,5644
YPL048W,-1,-1,-1,2.4757543829029904,1.991274680427563,2598,4639,2778,720.0,779,748
YDR306C,-1,-1,-1,2.474496250113327,1.5978861918137708,2599,2934,1188,2514.0,1394,1412
YNL095C,-1,0,-1,2.474412005818533,1.9108294979499698,2600,3945,5030,4896.0,4137,3962
YMR235C,-1,-1,-1,2.474216510959996,1.9760252810563466,2601,1171,1752,1602.0,2276,3298
YLR425W,0,-1,-1,2.4737921515089307,2.440010702152757,2602,2810,2971,3112.0,1620,1249
YPR153W,0,0,-1,2.473654628156902,2.619822268466055,2603,3877,5710,5233.0,4564,4195
YPR106W,-1,-1,-1,2.472491761122992,2.1471749532782813,2604,1982,5008,3648.0,1624,931
YGR240C,0,-1,1,2.4714444724028697,2.2580554133021273,2605,3994,3466,3592.0,2841,1632
YBR038W,-1,-1,-1,2.4714077676306228,2.7989656890864634,2606,2246,3440,2130.0,515,591
YPL189W,-1,-1,-1,2.4712180118717835,2.193918357526995,2607,3650,3775,5324.0,4209,3419
YKL143W,-1,-1,-1,2.4699217385339165,1.7756666326026875,2608,3142,3634,5396.0,5759,5779
YGR271C-A,-1,-1,-1,2.469881193634279,1.2097563488279004,2609,4669,5778,5931.0,2504,2348
YHR157W,-1,-1,-1,2.469838721666507,2.274674135215801,2610,3830,4021,5353.0,3902,2650
YML088W,-1,-1,-1,2.4697220322793116,2.410330668738193,2611,2567,1903,2881.0,2511,2236
YOR219C,0,0,-1,2.469493191845403,2.442321687485596,2612,806,1100,3803.0,3240,3240
YOL103W,0,0,-1,2.4694442517921598,2.487866347774276,2613,4772,1248,2522.0,4628,4469
YFL045C,0,-1,-1,2.469154093570695,1.771303772911856,2614,2173,1591,4179.0,3602,2801
YPR119W,-1,-1,-1,2.4684673221168403,1.7791163089298212,2615,2430,1392,2659.0,5641,5651
YDR147W,-1,-1,-1,2.468461639153029,2.3078460458707037,2616,2803,2920,3705.0,3352,2053
YGR249W,0,-1,-1,2.4682385603824777,2.421847729332402,2617,5444,3837,5177.0,4733,2394
YER111C,-1,-1,-1,2.4676759035109046,1.8068181659356946,2618,715,1156,3491.0,5039,3874
YHR107C,-1,-1,-1,2.4673790262041693,2.358300562454437,2619,1490,203,447.0,865,1182
YCR102C,0,0,-1,2.467048057449792,2.7858201720913516,2620,3095,4139,5027.0,5779,5165
YMR215W,0,0,-1,2.4666162441501363,1.5267051829164953,2621,3210,4266,1579.0,1010,1189
YDL177C,0,-1,-1,2.4662696596034275,2.3410638286530903,2622,749,4801,2189.0,2969,3522
YDR387C,-1,-1,-1,2.46610306221211,2.3931816882687578,2623,904,4261,2267.0,1534,1502
YBR040W,-1,-1,-1,2.4655598944532655,2.443651830973111,2624,5207,3921,5456.0,5763,5387
YKL132C,0,0,1,2.464894998127115,2.354266629699078,2625,4667,5338,4518.0,2900,3087
YOR079C,-1,-1,-1,2.464876469960827,2.337669499863117,2626,3764,3851,2176.0,3592,4609
YKL220C,-1,-1,-1,2.464405544414492,2.4868443825312516,2627,4866,2492,4477.0,3078,3233
YLR137W,0,0,-1,2.4638867396080566,2.329021753949467,2628,817,4297,2418.0,3118,2781
YOL018C,0,-1,-1,2.463695191382291,2.351028406078531,2629,1847,1356,539.0,2261,3620
YMR204C,-1,-1,-1,2.4632135601993097,2.458935236116311,2630,1657,3094,3023.0,3509,2155
YOL104C,-1,-1,-1,2.462624933057559,2.468079531688873,2631,5580,4164,5168.0,4711,4285
YBR061C,-1,-1,-1,2.4618583105638354,1.6277331470775223,2632,5604,511,3456.0,778,607
YLR175W,-1,-1,-1,2.4617002526978533,1.457444768466078,2633,3928,1448,5295.0,5772,5744
YDR475C,0,-1,-1,2.4614992702970966,2.5325534593256034,2634,207,4700,5302.0,1075,1186
YDR012W,0,-1,-1,2.46109292401882,1.5189570279493985,2635,1495,2186,4394.0,4339,2207
YLR225C,-1,-1,-1,2.4600662483783537,2.4510088690942813,2636,1946,5576,2495.0,2226,2129
YPL086C,-1,-1,-1,2.4600476372741653,1.8528899783459214,2637,1858,541,2894.0,2883,1655
YGR005C,-1,-1,-1,2.459815924574515,2.410059530878972,2638,3871,3840,1581.0,5038,5727
YGR213C,0,0,-1,2.4597336841066797,2.214163846593672,2639,1102,3201,5243.0,3768,3677
YDR513W,-1,-1,1,2.4595680003929994,0.6044273472530873,2640,765,107,939.0,2742,4711
YHR088W,-1,-1,-1,2.458990414476323,1.5674156812242062,2641,4471,2332,5082.0,5424,5728
YJL059W,-1,-1,-1,2.4583962739941607,2.20951370001856,2642,5081,895,1472.0,1575,805
YPL167C,-1,-1,1,2.4582913078947697,2.2818643003511525,2643,5103,2050,4551.0,5407,4958
YPR133C,-1,-1,-1,2.456367789628263,2.38544062945506,2644,4075,2045,1428.0,3297,4735
YJL053W,-1,-1,-1,2.4558906825984312,1.7573641085117446,2645,1938,469,442.0,1845,3159
YML092C,-1,-1,-1,2.4556113736269007,1.8429970266767004,2646,866,397,354.0,1358,4402
YDR438W,0,0,1,2.455102721909563,2.1634790198729177,2647,2003,4840,3863.0,3807,3127
YKL204W,0,-1,-1,2.451587973106764,2.485431551414318,2648,106,2347,993.0,3255,3472
YLR433C,-1,-1,-1,2.451046650191981,2.5199841822196047,2649,4016,3791,2930.0,4172,1915
YML094W,-1,-1,-1,2.4506729230017004,2.3201853431836463,2650,3512,2290,4088.0,822,835
YHR160C,-1,-1,-1,2.4497130067940955,2.39417998577377,2651,3880,3597,5239.0,4769,3983
YPL036W,-1,-1,1,2.4496005174821014,2.744455890035945,2652,3007,2606,4249.0,2754,1545
YPL248C,0,-1,-1,2.4495949966464927,2.4618441896693857,2653,5308,4076,3409.0,3660,1989
YAL064W-B,0,0,-1,2.4493522533399616,2.734966563251522,2654,1895,4789,5555.0,3654,2807
YKR014C,-1,-1,-1,2.44928330254412,2.058055801277555,2655,359,371,591.0,2017,3338
YKR104W,0,0,-1,2.4489986332590705,2.374273806498997,2656,985,3228,5238.0,4025,2975
YJL165C,-1,-1,-1,2.4489364699309992,2.19053776363134,2657,4429,908,3548.0,4238,4545
YDR410C,0,0,-1,2.448203462326598,2.5423528819484034,2658,5334,3154,2605.0,4784,5475
YML002W,0,0,-1,2.4471514550244025,2.3143319142594017,2659,397,5387,3384.0,3712,3400
YGL243W,-1,-1,-1,2.44670132694844,2.260907845141986,2660,3324,1990,2775.0,4469,4870
YHR087W,0,-1,-1,2.4465974961926125,2.0558694156626034,2661,14,262,4435.0,3533,2634
YGR094W,-1,-1,1,2.4465595313799597,2.151692423040303,2662,4210,2832,4224.0,4557,3320
YHL008C,-1,-1,-1,2.4463802336932656,2.3761128356159187,2663,564,5549,4050.0,3888,3407
YDR091C,-1,-1,-1,2.446311258270355,1.3666527942980982,2664,4174,196,4059.0,5592,5362
YOL143C,0,0,1,2.445885820704663,1.969338351709894,2665,21,990,2053.0,771,645
YNL091W,-1,-1,-1,2.4444601161037376,1.9141824412674355,2666,3543,603,374.0,1250,1287
YNL207W,-1,-1,-1,2.4440204532382017,1.7943491337642958,2667,4956,2495,4210.0,5114,4693
YCL034W,-1,-1,-1,2.443488141399122,1.6131168248776524,2668,281,342,743.0,1890,2329
YLR270W,-1,-1,1,2.443443833309376,1.3759381943124602,2669,171,125,1038.0,3505,3554
YAL067C,0,-1,-1,2.44258237233062,2.360350601264954,2671,1545,4151,5544.0,5411,4766
YBR148W,0,-1,-1,2.442488355907851,2.3165794114862557,2672,2780,5822,5120.0,2996,3090
YER125W,1,1,1,2.4422177301195567,2.603786562829631,2673,3896,3670,665.0,320,306
YFL025C,-1,-1,-1,2.4410955274176453,2.2882613467710646,2674,5412,2736,4136.0,3846,1808
YDL012C,0,0,-1,2.4408968954743027,2.430871689119507,2675,3466,5267,2749.0,3539,3928
YOR336W,-1,-1,-1,2.440884712570442,2.27022519837034,2676,5250,2382,1976.0,4637,4555
YDR062W,-1,-1,-1,2.440396643238153,2.358552966304999,2677,5146,929,1630.0,4121,3164
YDL165W,-1,-1,-1,2.4398070075911678,2.3350595601596407,2678,1515,1887,301.0,994,3310
YLR213C,-1,-1,-1,2.439050095122374,2.0746198428323077,2679,5060,3918,4257.0,3683,2642
YKL171W,-1,-1,-1,2.4386177632266177,2.1442055604056964,2680,3428,3569,3542.0,3856,3406
YGL120C,-1,-1,1,2.4368890274070694,1.4991948597346396,2681,2020,367,5017.0,5608,5671
YMR146C,-1,-1,-1,2.4367832686015944,2.2041581506114327,2682,3341,648,2877.0,4695,5096
YHR192W,0,0,-1,2.4351397620703645,2.006325129738714,2683,337,6086,568.0,1325,2112
YIR007W,0,-1,-1,2.4346799378445048,2.049992313488493,2684,2858,5442,2296.0,2088,2122
YPL079W,0,-1,-1,2.4346436918852574,1.9184249752752593,2685,3520,1572,4779.0,3970,5596
YMR101C,-1,-1,-1,2.4343517576149125,2.3778637946294543,2686,4737,3047,5294.0,2999,2939
YHR102W,-1,-1,-1,2.434234835698219,2.348790852242828,2687,1771,1010,4114.0,5606,5413
YDL137W,0,0,-1,2.4339176856293654,2.225263599963707,2688,1503,829,1588.0,3193,5129
YOL097C,-1,-1,-1,2.433381231735923,1.7911341377577044,2689,4506,1400,3290.0,5126,4093
YLR218C,0,1,1,2.4333073766734787,1.3857343327776557,2690,23,4901,314.0,579,2318
YER143W,-1,-1,-1,2.433052252911165,1.8976197433424937,2691,975,298,415.0,1702,2186
YDR449C,-1,-1,-1,2.4329356190017952,1.5025700445017207,2692,5277,1537,5005.0,5703,5590
YPR095C,-1,-1,1,2.4326940335913334,2.129855624454801,2693,4560,2164,3689.0,3713,3125
YPL268W,-1,-1,-1,2.4324024989754855,2.129886276892883,2694,4445,2386,1947.0,4129,2173
YNL220W,0,0,-1,2.432388855623985,2.770219609596773,2695,3951,973,2797.0,4755,4474
YOR265W,-1,-1,-1,2.43214441434352,2.0160434685684203,2696,2601,760,1366.0,845,1587
YBR254C,0,0,-1,2.4312375144151868,1.852557719030599,2697,3169,2876,3427.0,683,571
YNL041C,0,0,-1,2.4311048061012506,1.746901590011342,2698,4032,1130,858.0,2601,1999
YHL013C,0,0,-1,2.4296375787900595,1.874456321093705,2699,4031,5540,3725.0,3665,1922
YDR117C,-1,-1,-1,2.4292242754094615,2.2073476969231263,2700,2510,4521,1083.0,2441,3770
YLR408C,0,0,-1,2.4289349827491593,1.9573960225641516,2701,1475,5623,1220.0,1486,4848
YCR032W,0,0,1,2.428059413672207,2.2145382306899335,2702,1231,2280,4163.0,4512,4460
YJR158W,-1,-1,-1,2.4272748982299586,2.5082008048745155,2703,2729,3778,4805.0,4892,4482
YLR026C,0,0,-1,2.427173632526112,2.4567181108571683,2704,1312,3309,540.0,1971,3470
YDR477W,-1,-1,1,2.4270663548729376,1.9815059298991173,2705,1900,3220,569.0,2255,4785
YFL048C,0,0,-1,2.424907711451639,2.1708465662973393,2706,2135,1690,674.0,1226,1590
YBR059C,-1,-1,-1,2.4242034428669306,2.0533647409472913,2707,1511,1196,1016.0,1129,1161
