Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YOL158C,-1,-1,-1,4.463950272,4.450160969,995,4856,3027,2407,3023,3903,5318,5147,,
YAR031W,0,0,-1,4.05431139,4.989434128,1396,5057,2728,2408,3134,4292,5553,4908,,
YKR071C,-1,-1,1,4.330087619,4.832043579,1132,2756,2462,2409,4993,1970,2159,1796,,
YDL194W,-1,-1,-1,1.462654246,1.425854793,4558,3353,2261,2410,4051,3539,4653,4682,,
YJL103C,-1,-1,-1,4.061664248,4.434304551,1384,4358,2214,2411,2836,3455,4702,3288,,
YLR054C,-1,-1,-1,1.562430593,0.776006286,4444,4491,3020,2412,4013,5333,3140,3107,,
YDR188W,-1,-1,-1,1.211283982,0.684890413,4820,4784,3059,2413,974,1600,3164,1708,,
YBR101C,-1,-1,-1,2.557014265,2.77739843,2970,996,1706,2414,3903,3092,1008,859,,
YPL027W,-1,-1,-1,1.317200859,0.732774621,4692,2861,1789,2415,3155,5422,4410,4077,,
YBR115C,0,0,-1,1.259211522,0.349331913,4771,4022,2543,2416,1535,4386,5419,3873,,
YKR105C,-1,-1,-1,2.258071908,2.245597861,3439,5042,3149,2417,5315,5315,5710,5323,,
YDR034W-B,0,0,-1,2.150885273,1.668710863,3600,580,2155,2418,5749,5590,4757,4203,,
YPR033C,-1,-1,1,2.296297226,0.793992184,3378,5443,1955,2419,286,2597,4793,5002,,
YLR174W,-1,-1,1,3.441989079,2.758624824,1914,448,1545,2420,604,3881,4544,1926,,
YHL003C,-1,-1,-1,2.704347771,2.240031395,2750,1508,1158,2421,3423,1926,2873,4340,,
YKL110C,-1,-1,-1,2.684743593,1.61138634,2772,4655,2235,2422,2645,4102,4651,3731,,
YOR106W,0,-1,-1,2.267307437,1.402566433,3420,3490,3129,2423,2828,1871,3919,3898,,
YDR169C,-1,-1,-1,2.862011337,1.958788275,2512,1337,2018,2424,4424,1903,1159,803,,
YGL060W,-1,-1,-1,1.735760904,0.668284582,4211,2814,3238,2425,5301,2032,3937,2824,,
YLL053C,0,0,-1,0.559786673,0.456206735,5169,5106,3241,2426,4773,4286,2729,2917,,
YDR058C,-1,-1,1,2.120375131,1.360604746,3637,2155,2076,2427,2965,1289,3464,2958,,
YKR003W,-1,-1,-1,1.172635923,0.224322055,4849,2669,3330,2428,1120,563,1840,1870,,
YJL083W,-1,-1,-1,2.345093788,2.181926407,3311,1908,2494,2429,3842,4763,3676,3674,,
YHL013C,0,0,-1,0.98010944,-0.00764143,4979,4031,2699,2430,5540,3725,3665,1922,,
YNL117W,-1,-1,-1,4.495326807,4.762798376,958,4617,2491,2431,3643,4618,5613,5314,,
YBR089C-A,-1,-1,-1,2.675905712,3.06214735,2789,797,3202,2432,463,5569,4572,4194,,
YLR133W,-1,-1,-1,2.80493049,2.016818125,2592,1170,3121,2433,294,803,2553,4710,,
YPR162C,-1,-1,-1,3.945349327,3.501544412,1486,4453,2492,2434,1576,1945,4125,4174,,
YLR187W,0,-1,-1,1.944610704,1.576396045,3947,2820,596,2435,4504,3948,3366,3724,,
YJR107W,-1,-1,-1,4.0579036,3.437054985,1389,3291,2748,2436,4535,1761,4263,4451,,
YDR082W,0,0,-1,2.580625672,1.458220688,2936,3775,1972,2437,1471,3276,4767,4477,,
YDL195W,0,0,-1,4.58972413,4.48491808,864,4792,2443,2438,1796,2031,574,943,,
YBR008C,0,0,-1,1.123886725,0.859873661,4897,3611,3526,2439,4005,3234,1669,1514,,
YML031W,-1,-1,-1,1.840929472,0.924473368,4097,3982,2948,2440,701,982,3202,4994,,
YAL017W,-1,-1,-1,4.750781993,4.734612229,736,3968,3196,2441,1349,2511,4459,4115,,
YLL007C,0,1,1,1.16188056,0.633629,4858,272,2987,2442,5811,2706,1796,1419,,
YBL107C,0,0,1,5.118515159,5.36760521,514,266,2091,2443,5901,501,157,630,,
YPR153W,0,0,-1,1.031590161,0.841438719,4951,3877,2603,2444,5710,5233,4564,4195,,
YOR093C,0,0,-1,0.910675968,0.312584709,5016,366,3094,2445,5755,3169,3124,1707,,
YJL149W,-1,-1,-1,2.209424093,1.214252306,3515,2409,1970,2446,5840,2760,3519,4160,,
YML058W-A,-1,-1,-1,4.746310033,5.157358902,739,5476,2915,2447,3210,5606,3558,1906,,
YLR440C,0,-1,-1,3.548826047,3.684578504,1816,4980,2457,2448,2755,440,1466,3756,,
YOL077C,-1,-1,-1,3.032543138,1.183893071,2302,3213,3786,2449,992,4849,4705,5708,,
YHR044C,0,0,-1,3.719793027,4.367739779,1679,3671,2126,2450,4126,3890,3250,3114,,
YDR168W,-1,-1,-1,1.427959923,0.542958543,4592,2698,3613,2451,1655,2074,4424,4522,,
YPL009C,0,-1,-1,1.547875226,0.962202769,4462,3319,3833,2452,5035,1238,2886,2592,,
YJR153W,-1,0,-1,0.731924755,0.871633153,5103,5126,2885,2453,3760,4901,3434,3552,,
YGR056W,-1,-1,-1,2.410042282,1.661034636,3206,1923,3126,2454,2582,3489,4962,4102,,
YPL191C,0,0,-1,4.857070012,4.485442644,666,623,3339,2455,4295,3598,3449,2154,,
YHR188C,-1,-1,-1,4.371149788,4.224611297,1083,5451,2845,2456,3688,2008,2086,1692,,
YDR113C,-1,-1,-1,0.554022053,-0.02450232,5170,2235,3209,2457,2747,3708,5193,5655,,
YLR114C,0,0,-1,1.391951009,0.746232086,4622,785,2570,2458,2864,1372,2840,2242,,
YBR040W,-1,-1,-1,1.371568979,1.030686713,4641,5207,2624,2459,3921,5456,5763,5387,,
YER051W,0,-1,-1,4.556890394,4.195960526,896,4561,2814,2460,3070,3069,3761,3569,,
YOR145C,-1,-1,-1,0.804671772,-0.184887983,5072,5488,3276,2461,348,3730,5348,5734,,
YPL003W,-1,0,-1,3.36050559,2.233647867,2000,774,1926,2462,608,1897,4200,4741,,
YOR096W,-1,-1,-1,4.668290188,2.799043846,792,1133,530,2463,1004,4603,2453,5635,,
YKL025C,-1,-1,-1,1.261932671,0.733939456,4768,3078,3465,2464,2017,467,1560,2102,,
YDL013W,0,-1,-1,4.310214711,3.620607747,1150,1754,2751,2465,2283,3809,3635,1921,,
YBR050C,-1,-1,-1,4.732356857,5.360873302,747,4842,2216,2466,3073,4264,4085,3411,,
YFR006W,0,0,-1,2.370742629,2.164721392,3259,1377,3030,2467,4414,395,1144,2013,,
YOL069W,-1,-1,-1,4.105591982,3.812829719,1339,5161,1245,2468,2179,4717,4264,3586,,
YGR184C,-1,-1,-1,4.450829334,4.11398812,1010,4130,1954,2469,1750,2575,4344,4355,,
YHR109W,0,0,-1,4.285906044,4.4480336,1165,3009,2078,2470,2216,2570,1074,1441,,
YGR124W,0,0,-1,3.356262058,2.540053066,2003,1203,1862,2471,2880,2720,4729,3016,,
YDL145C,0,0,-1,5.179207483,4.18528579,482,3793,3250,2472,2879,2106,4957,4313,,
YIL154C,-1,-1,-1,1.445040633,1.0054247,4577,2945,3268,2473,3036,3245,480,623,,
YHR018C,0,0,-1,2.26719103,2.028275669,3421,3386,1844,2474,2099,3562,3128,1821,,
YKL037W,0,1,1,1.292289713,0.888877301,4725,750,2777,2475,5976,4925,340,703,,
YHL034C,0,0,-1,3.383552658,3.294831779,1972,965,1688,2476,1858,1052,1775,2892,,
YDL206W,-1,-1,-1,4.338004561,4.478782732,1126,4314,2164,2477,4964,4591,1161,969,,
YDL200C,-1,-1,-1,4.791559582,4.181626845,714,3952,1853,2478,2235,1816,3233,4793,,
YPL137C,-1,-1,1,0.216272751,0.410280168,5247,3316,4446,2479,2663,2596,1990,1367,,
YOR002W,-1,-1,-1,3.110372277,2.958786805,2239,1904,1318,2480,3540,1300,1247,899,,
YML047C,-1,-1,-1,4.667014136,4.687170038,793,4554,2537,2481,3825,5539,4939,3018,,
YNL231C,-1,-1,-1,3.50167192,2.814669777,1861,743,1200,2482,2251,526,1461,3469,,
YER143W,-1,-1,-1,2.734509446,2.126923475,2710,975,2691,2483,298,415,1702,2186,,
YDR410C,0,0,-1,4.602200756,4.545511719,850,5334,2658,2484,3154,2605,4784,5475,,
YDR218C,0,-1,-1,1.287813525,0.950921348,4734,4376,2469,2485,3986,5464,4868,4377,,
YOL078W,-1,-1,-1,0.515808828,0.398366004,5176,4171,3016,2486,1755,4411,3851,1702,,
YKL092C,-1,-1,-1,3.223303118,2.548534802,2138,2294,4067,2487,1022,2188,2163,1542,,
YBR218C,0,0,-1,2.829561644,3.322537044,2562,1540,2109,2488,695,2098,3658,2371,,
YDR152W,0,-1,-1,1.83352289,1.062362972,4106,717,3462,2489,4807,3703,3040,2673,,
YNR013C,-1,-1,-1,4.976316645,4.050089514,598,4997,2040,2490,3704,2073,4227,4175,,
YOL088C,-1,-1,-1,4.288190255,4.831881941,1162,3219,1056,2491,1144,177,926,3627,,
YGR036C,-1,-1,-1,1.309267937,1.177562583,4710,4060,4318,2492,2561,3651,3611,3559,,
YDR153C,-1,-1,-1,1.193096175,0.71180044,4836,925,3226,2493,2258,2042,3521,3897,,
YOL122C,-1,-1,-1,3.51431403,2.877500575,1847,744,1710,2494,379,118,671,1433,,
YNL255C,0,-1,-1,6.275291738,5.50160031,136,2233,2339,2495,1165,4064,1309,1364,,
YLR014C,-1,-1,-1,0.731963808,0.050243788,5102,5181,3097,2496,1289,4824,5099,4302,,
YER168C,-1,-1,1,0.244765578,-0.395490033,5240,3855,3453,2497,3420,1975,3704,2814,,
YER115C,-1,-1,1,1.108294029,0.566345844,4906,5140,2976,2498,1790,3588,2523,3647,,
YPL076W,-1,-1,-1,0.677939587,0.562131934,5122,5563,3820,2499,3976,4455,3026,3092,,
YIR039C,0,0,-1,3.431937168,2.626487572,1928,860,2195,2500,5202,3752,5087,3837,,
YHR032W,-1,0,-1,1.821345845,1.289833378,4116,4902,2546,2502,5044,3736,2854,3216,,
YPR138C,0,-1,-1,1.771062491,1.268180724,4175,2211,2069,2503,2898,1818,4406,2693,,
YBR034C,0,-1,-1,3.004948673,1.898650184,2336,5765,3881,2504,1464,4556,5385,5658,,
YML066C,-1,-1,-1,1.194711248,0.698081821,4834,4119,3261,2505,3308,5210,3808,2819,,
YMR013C,-1,-1,-1,1.158301887,0.435604968,4861,4386,3345,2506,4008,3075,1446,1233,,
YHR116W,-1,1,1,5.082703711,5.40528948,532,1006,2528,2507,5770,307,431,1389,,
YFR031C-A,0,-1,-1,4.465308847,2.712481198,993,1293,1276,2508,303,5197,5432,5732,,
YOR075W,0,0,-1,1.38520665,1.054601466,4627,3623,2053,2509,3204,1293,4435,5623,,
YPL255W,-1,-1,-1,4.813683944,4.079324743,701,4419,1617,2510,819,2939,5165,5762,,
YNR071C,0,0,-1,0.676333895,0.75981639,5124,5040,2992,2511,5593,5489,5692,5255,,
YLR155C,0,0,-1,2.621059604,2.552030314,2883,1589,1277,2512,1493,3614,2053,2718,,
YML003W,0,0,-1,2.087067789,2.235518481,3678,943,2804,2513,4655,5060,1002,1168,,
YDR386W,-1,-1,-1,3.451659939,3.660081348,1902,4813,2778,2514,1782,3478,3438,3299,,
YDR264C,-1,-1,-1,1.61124565,0.593293624,4361,3043,2223,2515,2625,736,3214,4413,,
YKL001C,0,0,-1,0.865370919,0.816458261,5042,3392,3420,2516,3715,4118,4380,5301,,
YOR381W,-1,-1,-1,0.731505258,0.634956609,5104,3724,3216,2517,3229,4106,5558,5154,,
YKL171W,-1,-1,-1,1.230369861,1.033869944,4800,3428,2680,2518,3569,3542,3856,3406,,
YGR077C,-1,-1,-1,2.912563718,2.825407377,2451,964,1336,2519,1911,636,1988,3502,,
YML125C,0,0,-1,0.523900786,0.204353149,5174,5168,4153,2520,904,2614,2383,1616,,
YEL061C,-1,-1,1,1.60180201,0.833587469,4379,3767,1901,2521,2728,4428,780,817,,
YER007W,-1,-1,-1,1.761381202,1.126731514,4181,2862,2182,2522,1999,3823,2081,1350,,
YAL022C,0,0,-1,2.229902487,1.562322215,3486,3971,2290,2523,2414,677,1387,1008,,
YHR102W,-1,-1,-1,2.765781679,2.365703588,2655,1771,2687,2524,1010,4114,5606,5413,,
YPR109W,0,0,-1,3.11151881,2.897163369,2236,66,1421,2525,5925,115,583,3327,,
YMR116C,-1,-1,-1,4.564966746,2.842165754,883,898,689,2526,2431,4921,5384,5333,,
YJL172W,0,-1,-1,3.712861317,3.039947819,1688,776,1106,2527,1371,3008,1428,1191,,
YGR052W,-1,-1,1,2.083738345,0.912377836,3682,792,3382,2528,4779,5175,5750,5715,,
YML092C,-1,-1,-1,3.317429191,2.275812857,2044,866,2646,2529,397,354,1358,4402,,
YNL024C,0,0,-1,2.583222385,2.035800537,2933,5387,2347,2530,4445,4776,4944,3153,,
YMR296C,-1,-1,-1,3.259320663,2.56276032,2100,1793,1055,2531,2931,3288,1248,819,,
YOR056C,-1,-1,-1,2.391899793,0.975291078,3229,5123,3452,2532,1859,4522,4522,2858,,
YLR324W,-1,-1,-1,4.075862547,4.668459122,1363,4695,2832,2533,1475,955,3070,3097,,
YLR166C,-1,-1,-1,2.360773553,1.98973857,3282,3459,637,2534,2305,1077,4021,5327,,
YOR067C,-1,-1,-1,2.561221999,1.528050938,2961,4730,2341,2535,1096,1249,2340,1778,,
YBR196C,0,0,1,5.430919085,5.827088395,356,4928,2831,2536,1287,4089,2843,1430,,
YKL045W,-1,-1,-1,4.0681731,3.489755583,1375,4422,2536,2537,1554,1888,4191,4676,,
YNL220W,0,0,-1,2.363909201,2.205214217,3274,3951,2695,2538,973,2797,4755,4474,,
YPR108W,-1,-1,-1,3.83494091,2.556750805,1580,934,2914,2539,260,198,916,4419,,
YMR300C,0,0,-1,0.851518484,0.646785963,5050,3743,3263,2540,2881,3182,4375,3605,,
YLL049W,0,-1,-1,4.122766734,4.1107144,1320,622,2207,2541,4289,2423,737,815,,
YBR028C,-1,-1,-1,2.537555851,2.425766351,3010,2868,3372,2542,4918,998,1687,2842,,
YNL294C,-1,-1,-1,4.390728721,3.839341804,1065,5113,2724,2543,2579,920,475,961,,
YJR076C,-1,-1,-1,2.541368864,1.380973067,3003,3889,3188,2544,1330,126,225,356,,
YPL244C,-1,-1,-1,3.268316764,2.465577903,2089,2930,1719,2545,1426,1493,1539,1713,,
YBR015C,-1,-1,-1,3.786712157,4.075030063,1630,5023,3281,2546,3173,1087,502,772,,
YFL025C,-1,-1,-1,3.99974551,3.262400881,1444,5412,2674,2547,2736,4136,3846,1808,,
YDR143C,-1,-1,-1,2.241143597,1.556654555,3464,4008,3307,2548,2056,3750,4363,1858,,
YER076C,0,0,1,2.181301897,1.687751448,3553,1397,3045,2549,5545,2276,1992,2899,,
YDR189W,-1,0,-1,1.136599978,0.525465438,4883,4148,3497,2550,3344,1028,2821,4832,,
YDL247W,-1,-1,-1,0.807988481,0.585424342,5070,4405,3200,2551,4165,5378,5133,4387,,
YOL070C,0,-1,-1,2.854585207,1.979522939,2526,3034,3378,2552,5865,1503,4679,4768,,
YJR144W,1,1,1,3.535200716,2.634276849,1829,2365,1381,2553,856,184,352,965,,
YKL033W,-1,-1,1,3.207754081,2.615237038,2155,3455,3075,2554,5927,2963,4086,2691,,
YBR162C,0,0,-1,6.694438795,5.280123102,83,4546,2144,2555,3585,4027,1421,981,,
YLR058C,0,0,-1,3.601105019,3.165924112,1769,5001,3085,2556,3497,3772,5428,5016,,
YDR033W,-1,0,1,0.96027342,0.105998661,4990,3298,1589,2557,6010,4318,5498,4418,,
YLR100W,-1,-1,1,1.876373834,1.178809914,4040,4638,1807,2558,3396,870,421,601,,
YNL335W,0,0,-1,0.614782752,0.126435674,5149,4374,3418,2559,4970,4978,4849,4087,,
YNL233W,0,-1,-1,2.539482208,1.849322129,3006,2661,3885,2560,2014,2134,377,256,,
YDR166C,-1,-1,-1,1.747652049,1.971156745,4198,1375,532,2561,3062,2435,3609,3994,,
YNR066C,0,0,-1,0.935971466,0.826380582,5003,1967,3435,2562,5325,5332,3182,3110,,
YDR287W,0,-1,-1,4.664955423,4.686139049,796,4063,2283,2563,1132,1696,3494,3935,,
YIL013C,-1,-1,-1,1.259152655,0.90327536,4772,4368,2017,2564,3139,4962,3824,3806,,
YAL034C,0,-1,-1,3.503460791,2.983667846,1859,55,1514,2565,5853,3240,4366,3427,,
YKR031C,-1,-1,-1,1.389011594,0.438104673,4624,2081,3383,2566,745,1858,4164,3141,,
YNL134C,0,0,-1,2.505852808,0.406141954,3060,812,4016,2567,5855,2663,5389,5229,,
YIL156W,-1,-1,-1,1.467513474,0.897210979,4551,3151,3534,2568,3191,2984,4073,2978,,
YGL236C,-1,-1,1,2.197204926,2.703912672,3533,2549,2884,2569,5488,538,345,1546,,
YAR033W,0,0,-1,2.704605646,2.252517902,2749,1277,1752,2570,3240,2392,2270,2230,,
YOR391C,0,-1,-1,0.733553508,0.489844021,5101,4906,3236,2571,5141,5556,5230,3440,,
YPL192C,-1,-1,-1,1.04375729,0.455481205,4943,5766,4325,2572,3270,5369,5210,3626,,
YJR061W,0,-1,-1,1.755870152,1.681976155,4188,637,2770,2573,5453,2224,3399,3788,,
YDL159W,-1,-1,-1,1.013492927,0.765392136,4958,2227,3592,2574,2822,2830,5181,4895,,
YOR230W,-1,-1,-1,2.999143317,1.96198421,2344,924,3581,2575,489,1841,3938,4043,,
YHR014W,-1,-1,-1,0.46385468,0.367467266,5183,5227,2975,2576,3764,5399,5515,4585,,
YKL009W,-1,-1,-1,3.773586046,1.773209473,1638,5383,3675,2580,302,5192,3961,5521,,
YKR056W,-1,-1,-1,5.991610662,4.205632108,188,4542,2444,2581,2740,3905,5353,5646,,
YHR080C,0,-1,1,2.169247236,1.555857501,3572,2349,2726,2582,5989,2467,2205,1556,,
YNL199C,-1,-1,-1,2.339963441,1.30880892,3319,4335,3052,2583,770,2036,3540,2304,,
YJL125C,-1,-1,-1,2.928498952,1.493426364,2433,4829,4274,2584,3004,4344,4741,4749,,
YKR044W,-1,0,-1,2.850414715,1.817704469,2531,5453,3011,2585,4554,3570,2851,2243,,
YHR075C,0,-1,1,4.517262726,4.090325868,935,3960,2449,2586,3770,3947,1318,1327,,
YLR213C,-1,-1,-1,1.30564683,1.074574873,4717,5060,2679,2588,3918,4257,3683,2642,,
YAL064W-B,0,0,-1,1.14856655,1.308326303,4870,1895,2654,2589,4789,5555,3654,2807,,
YBR272C,-1,-1,-1,2.588453036,1.963434687,2925,1598,2319,2590,859,1554,1328,706,,
YPR007C,-1,-1,-1,2.389127411,2.300222706,3232,5406,2742,2591,4192,5439,5784,5572,,
YLR053C,0,-1,-1,4.958839181,4.913889541,604,1060,1442,2592,5089,5098,3152,2947,,
YHR112C,0,0,-1,5.184691366,5.041351611,478,2191,2984,2593,812,2526,3798,1855,,
YPR201W,-1,-1,-1,1.126354369,0.560587909,4892,5183,2857,2594,3954,5382,3291,3248,,
YNR019W,-1,-1,-1,4.195195449,4.642857769,1253,5396,1693,2595,2313,4582,792,561,,
YOR242C,-1,-1,-1,5.350951162,4.826988009,398,4040,2524,2596,3030,3449,4350,3969,,
YKL109W,0,-1,-1,3.79989552,3.419458282,1616,841,1383,2597,1812,2835,3600,3183,,
YNR055C,-1,-1,1,1.572493205,0.912746715,4432,4212,3437,2598,3486,903,2782,4789,,
YPL175W,-1,-1,-1,4.352710635,3.407505837,1118,5083,1780,2599,3202,3624,4044,4171,,
YBL060W,0,-1,-1,3.002512569,2.199540384,2341,2671,3499,2600,5119,1798,932,758,,
YOL075C,0,0,-1,1.255014394,1.020536805,4775,3295,3054,2601,3411,3571,3079,3526,,
YKL220C,-1,-1,-1,3.907482847,4.101947571,1524,4866,2627,2602,2492,4477,3078,3233,,
YDL112W,-1,-1,-1,5.64652356,3.713859909,286,4965,3735,2603,1324,3643,5084,3986,,
YDR198C,0,0,-1,0.691586482,-0.174628098,5120,5164,3012,2604,725,3997,4434,3430,,
YKL058W,-1,-1,-1,3.129144472,2.164623417,2217,1186,3364,2605,1856,561,479,1041,,
YNL207W,-1,-1,-1,2.2083703,1.290398691,3519,4956,2667,2606,2495,4210,5114,4693,,
YLR387C,0,-1,-1,2.635114404,1.520967489,2854,82,2246,2607,5289,960,2398,2339,,
YDR260C,-1,-1,-1,4.361476507,3.859678835,1101,3721,2447,2608,2046,942,1735,1703,,
YGL041C-B,0,0,-1,1.314454798,1.525617214,4702,4575,3166,2613,4713,5919,2634,2498,,
YMR247W-A,0,0,-1,1.3144548,1.525617214,4697,4572,3167,2614,4847,5997,2707,2571,,
YJL133C-A,0,0,1,1.314454798,1.525617214,4703,5371,3168,2615,4679,5956,2651,2515,,
YBL008W-A,0,0,-1,1.3144548,1.525617214,4699,5372,3169,2616,4868,5870,2597,2463,,
YNL138W-A,-1,-1,-1,1.3144548,1.525617214,4695,5368,3170,2617,6030,6038,2592,2461,,
YOR032W-A,0,0,-1,1.3144548,1.525617214,4701,4573,3171,2618,4744,6017,2702,2566,,
YDL160C-A,0,-1,-1,1.314454802,1.525617214,4694,4574,3172,2619,5910,5899,2604,2469,,
YJR007W,-1,-1,-1,5.853291168,4.760417842,216,3166,3363,2620,903,1105,2961,3864,,
YGR128C,-1,-1,-1,2.936303023,1.12497508,2419,4458,2263,2622,502,4928,5771,5228,,
YKL078W,-1,-1,-1,3.167686244,1.611374256,2195,5422,2500,2623,3787,5278,5656,4966,,
YGR118W,-1,-1,-1,4.017124761,2.230229694,1430,698,734,2624,556,4854,1490,5544,,
YCL004W,-1,-1,1,4.283513221,3.91609025,1166,4414,3007,2626,3545,4125,3437,3789,,
YDL227C,-1,-1,-1,2.229836848,1.830101187,3487,2903,4231,2627,1784,5172,3810,2817,,
YBR045C,-1,-1,-1,0.811825272,0.387268674,5066,4005,2786,2628,3575,5254,3416,3548,,
YHR210C,0,0,-1,1.502983645,0.781713237,4503,5300,2590,2629,4430,5101,2508,2740,,
YCR102C,0,0,-1,0.233684202,0.439872209,5245,3095,2620,2631,4139,5027,5779,5165,,
YML005W,-1,-1,-1,2.925482252,2.226538892,2437,1401,2239,2632,3742,1786,2430,1902,,
YNL282W,-1,-1,-1,2.401973321,1.646730059,3220,2500,4442,2633,3450,4937,1345,793,,
YOR294W,-1,-1,-1,0.591936301,-0.273254495,5157,5584,2896,2634,267,4788,5721,5710,,
YNR062C,0,0,-1,0.34485133,0.386430726,5232,676,2394,2635,5058,5164,2728,2749,,
YOR068C,-1,-1,-1,0.913988697,0.970295601,5014,4175,2855,2636,4138,5273,3876,3269,,
YJR125C,-1,-1,-1,3.672240471,2.490118438,1713,845,1453,2637,128,139,935,1687,,
YDR320C,0,-1,-1,3.82807897,3.854613636,1589,5284,2556,2638,1428,3460,2574,1812,,
YDR105C,0,0,-1,1.878644729,1.048688655,4035,2726,3811,2640,4799,1785,3653,3938,,
YOL060C,1,1,-1,1.381844261,0.348480669,4631,1422,3804,2641,46,2019,2133,1448,,
YPL030W,-1,-1,-1,3.516088406,1.977210392,1844,3249,1580,2642,5323,4353,4781,3434,,
YHR196W,-1,-1,-1,3.212105865,1.461917182,2149,5420,2083,2643,536,4167,5663,5649,,
YGR241C,-1,-1,-1,2.371351222,1.945805417,3258,1664,654,2644,517,713,1699,3170,,
YHR105W,0,0,-1,1.250595431,0.460809461,4778,2080,2553,2645,6103,4369,1540,998,,
YNL076W,-1,-1,-1,4.207754447,3.853401156,1239,2920,3160,2646,1643,1135,2062,1777,,
YIL109C,0,0,-1,3.018141565,2.802367282,2322,2316,1951,2647,1711,1486,2477,1819,,
YJR032W,-1,-1,-1,1.138862844,0.244403333,4881,3159,3365,2648,5504,1211,234,185,,
YAL003W,-1,-1,-1,3.969805534,2.776687056,1467,1109,696,2649,3476,3832,4566,4743,,
YKR061W,-1,-1,-1,0.137333263,-0.324420618,5253,3988,3472,2650,3855,4795,1844,1314,,
YPL189C-A,1,1,1,1.306583811,1.525617214,4714,5384,3203,2651,4415,6033,2952,2776,,
YMR026C,-1,-1,-1,4.218188142,3.99311235,1228,4632,2470,2652,2613,254,511,911,,
YJR129C,-1,0,-1,2.123419921,1.32543559,3631,4793,2066,2653,5266,4781,4605,3149,,
YJL045W,-1,-1,1,1.711354475,1.944950741,4243,4406,2428,2654,3985,4493,5069,5052,,
YGR187C,0,-1,-1,6.07639441,4.264341313,168,1716,3358,2655,1446,4242,5289,4212,,
YGL040C,-1,0,-1,5.289676326,3.8621471,428,250,1804,2656,176,67,441,2005,,
YER132C,0,-1,1,3.324149476,2.827140095,2035,200,2878,2657,2570,3833,893,864,,
YGL243W,-1,-1,-1,1.334637475,0.624534806,4678,3324,2660,2659,1990,2775,4469,4870,,
YNL029C,-1,-1,-1,1.859623018,1.66882249,4066,3128,2445,2660,2833,2458,3156,3106,,
YDR539W,0,0,-1,3.147830477,2.480856488,2210,306,2376,2662,5900,1306,3492,4440,,
YGR276C,-1,-1,-1,1.343427995,1.155761368,4665,3310,2306,2663,3539,2277,3901,3952,,
YHL023C,0,-1,-1,4.590992798,4.041031092,863,4887,3036,2664,5693,1999,3577,1724,,
YOL049W,-1,0,-1,3.616704973,2.815784784,1750,732,1541,2665,259,228,764,2104,,
YLR431C,-1,-1,-1,3.62875656,3.955049439,1738,5105,2368,2666,3382,3091,3931,2825,,
YGL257C,-1,-1,-1,3.921240259,3.492223322,1510,3738,3231,2668,1863,1847,3030,1656,,
YNR008W,-1,-1,-1,4.394496631,4.204202067,1062,4028,2454,2669,655,1467,1821,3205,,
YDR444W,-1,-1,-1,1.085525229,0.310438791,4928,4505,3176,2670,5645,2676,2887,2043,,
YDL184C,0,-1,-1,3.40829832,2.622163181,1948,1586,1327,2671,2250,4055,1133,1299,,
YDR515W,-1,-1,-1,3.466391526,2.674882086,1889,1052,2369,2672,677,1418,1307,2216,,
YGL017W,-1,-1,-1,2.629452807,1.556030296,2872,2194,3522,2673,1865,2546,1871,1941,,
YDL168W,0,0,1,4.596008325,5.031485962,858,3967,3104,2674,1167,2719,5446,5629,,
YOR202W,0,0,-1,3.435502225,3.135375726,1923,1252,1718,2675,3900,3580,3662,3995,,
YOR321W,-1,-1,-1,2.485935798,2.514639064,3095,2063,1473,2676,2983,2109,1532,956,,
YGL044C,-1,-1,-1,4.201998854,3.84284999,1247,5160,2781,2677,1884,1184,3346,2386,,
YHR191C,-1,-1,-1,3.711211419,3.927092294,1692,4687,3275,2678,2655,1327,2775,2203,,
YML104C,1,1,-1,3.861725999,3.510989267,1562,5446,2179,2679,48,1676,3023,1787,,
YJL179W,-1,-1,-1,3.414707798,2.973460665,1945,810,1074,2680,493,3335,1086,903,,
YDR192C,0,-1,-1,4.329931844,3.960666728,1133,801,2930,2681,1670,2560,4550,4873,,
YPR204W,0,0,-1,4.292895596,4.701141119,1159,5063,3272,2682,5000,4759,5197,3849,,
YJL008C,-1,-1,-1,3.977278705,3.484391994,1460,4801,2816,2683,1772,978,1789,1674,,
YDR541C,0,0,-1,3.161415684,2.69603947,2199,1899,1713,2684,4284,3241,4179,3690,,
YFR052W,-1,-1,-1,3.288285838,1.783334879,2071,902,2560,2685,225,328,900,4924,,
YBR094W,0,0,-1,1.628517001,0.955453867,4338,3900,3556,2686,6063,223,291,797,,
YGR093W,0,-1,-1,2.957214461,2.077634599,2397,659,3853,2687,5317,2643,3965,3408,,
YPL213W,-1,-1,-1,2.343616223,1.618817797,3317,1801,3349,2688,1226,1732,2783,1755,,
YDL199C,0,-1,-1,3.910019015,2.354977587,1521,44,1247,2689,4739,4693,1264,1284,,
YPR147C,0,-1,-1,4.246926251,4.404988432,1195,345,3240,2690,5285,263,918,2010,,
YNL092W,0,0,-1,4.481848266,4.027555035,970,4765,2293,2691,5521,4735,1172,1246,,
YKL224C,0,0,-1,5.22137676,5.47056493,460,1044,3205,2692,5116,3831,4256,3968,,
